Y, X, Best RMSE Model Name, Best MAE Model Name, New Model Best RMSE Value, New Model Best MAE Value, Old Model Best RMSE Value, Old Model Best MAE Value, Cumulative Accuracy RMSE, Cumulative Accuracy MAE
1, 213, LR, LR, 0.0, 0.0, 0.22269621525841796, 0.12183765549733848, 100.0, 100.0
1, 214, LR, LR, 0.0, 0.0, 0.2368424482510409, 0.12037260155928765, 100.0, 100.0
1, 215, LR, LR, 0.0, 0.0, 0.19533662497233076, 0.10888873594593627, 100.0, 100.0
1, 216, LR, LR, 0.0, 0.0, 0.16217987461895952, 0.09688319330630096, 100.0, 100.0
1, 217, LR, LR, 0.0, 0.0, 0.15528310828356126, 0.0980832664130246, 100.0, 100.0
1, 218, LR, LR, 0.0, 0.0, 0.19212694580923212, 0.10698785831790944, 100.0, 100.0
1, 219, LR, LR, 0.0, 0.0, 0.17972987701794407, 0.1037429038514482, 100.0, 100.0
1, 220, LR, LR, 0.0, 0.0, 0.16913354733415925, 0.0958498174493963, 100.0, 100.0
1, 221, LR, LR, 0.0, 0.0, 0.1640922573509235, 0.09837644113659186, 100.0, 100.0
1, 222, LR, LR, 0.0, 0.0, 0.14421316989288485, 0.08925004256399054, 100.0, 100.0
1, 223, LR, LR, 0.0, 0.0, 0.16403686637392995, 0.0929275925095017, 100.0, 100.0
1, 224, LR, LR, 0.0, 0.0, 0.16274006503479008, 0.09479400759837668, 100.0, 100.0
1, 225, LR, LR, 0.0, 0.0, 0.16667076533129604, 0.09407996127479956, 100.0, 100.0
1, 226, LR, LR, 0.0, 0.0, 0.1499778054773936, 0.0916281355188248, 100.0, 100.0
1, 227, LR, LR, 0.0, 0.0, 0.1649053224808374, 0.08889839584762986, 100.0, 100.0
1, 228, LR, LR, 0.0, 0.0, 0.17694808758010205, 0.0970970530842626, 100.0, 100.0
1, 229, LR, LR, 0.0, 0.0, 0.18158085653441128, 0.09244595403256624, 100.0, 100.0
1, 230, LR, LR, 0.0, 0.0, 0.1690173223556552, 0.09355323545394403, 100.0, 100.0
1, 231, LR, LR, 0.0, 0.0, 0.13809538430434298, 0.08336397201295882, 100.0, 100.0
1, 232, LR, LR, 0.0, 0.0, 0.12274163329840615, 0.07757424046753575, 100.0, 100.0
1, 233, LR, LR, 0.0, 0.0, 0.13279563118725102, 0.0806588112039769, 100.0, 100.0
1, 234, LR, LR, 0.0, 0.0, 0.1513025859742863, 0.0816402983391422, 100.0, 100.0
1, 235, LR, LR, 0.0, 0.0, 0.12181735271601606, 0.08153091873253249, 100.0, 100.0
1, 236, LR, LR, 0.0, 0.0, 0.14174724330519445, 0.0799037420261673, 100.0, 100.0
1, 237, LR, LR, 0.0, 0.0, 0.13240446197070996, 0.08320936663397427, 100.0, 100.0
1, 238, LR, LR, 0.0, 0.0, 0.1248330118971836, 0.08384536874705348, 100.0, 100.0
1, 239, LR, LR, 0.0, 0.0, 0.12359504275859352, 0.0823732408983954, 100.0, 100.0
1, 240, LR, LR, 0.0, 0.0, 0.11900293776839745, 0.07805252617055719, 100.0, 100.0
1, 241, LR, LR, 0.0, 0.0, 0.13082865860848378, 0.07883191789899552, 100.0, 100.0
1, 242, LR, LR, 0.0, 0.0, 0.12617550741278213, 0.07452315402168759, 100.0, 100.0
