Y, X,ML Models,, New Model Best RMSE Value, New Model Best MAE Value, Old Model Best RMSE Value, Old Model Best MAE Value, Old RMSE better in, Old MAE Better in, Old RMSE and MAE Better in, Cumulative Accuracy RMSE, Cumulative Accuracy MAE,,,,OLD BEST,PolyR,New Model,WA,,NEW BEST,,DIFF,ALL BEST,,BEST ML,ALL BEST ML,,,,LR,KNN,NN,RF,SVR,POLY,WA,,LR Best,KNN best,NN best,RF best,SVR best,POLY best,WA best
13,27, KNN,,514.7025961,135.2782637,484.0228989,161.7162272,1,0,0,48.51694915,56.1440678,,,,484.0228989,634.5590136,591.6153938,643.606505,,591.6153938,,-30.67969721,484.0228989,, KNN,OLD,,,, ,591.6153938, , , , , ,, , , , , , , 
13,28, LR,,1327.614075,333.2293989,881.2710896,318.4711263,10,2,2,48.41437632,56.02536998,,,,881.2710896,1450.174718,1162.264043,1557.426139,,1162.264043,,-446.3429852,881.2710896,, LR,OLD,,,,1162.264043, , , , , , ,, , , , , , , 
13,29, LR,,1152.387233,451.4395673,1120.919944,410.676888,1,3,0,48.31223629,55.907173,,,,1120.919944,1369.960037,937.1040179,1347.926247,,937.1040179,,-31.46728913,937.1040179,, LR, LR,,,,937.1040179, , , , , , ,,937.1040179, , , , , , 
13,30, KNN,,1483.162318,507.7781787,1708.335642,587.9270182,0,0,0,48.42105263,56,,,,1708.335642,2049.657699,1529.33495,2080.978106,,1529.33495,,225.173324,1529.33495,, KNN, KNN,,,, ,1529.33495, , , , , ,, ,1529.33495, , , , , 
13,31, KNN,,1374.555786,499.5549918,1468.210248,551.2753906,0,0,0,48.52941176,56.09243697,,,,1468.210248,2208.40562,1404.758576,1451.947555,,1404.758576,,93.65446194,1404.758576,, KNN, KNN,,,, ,1404.758576, , , , , ,, ,1404.758576, , , , , 
13,32, KNN,,1552.614525,530.436791,1369.847992,467.7909831,6,2,2,48.42767296,55.97484277,,,,1369.847992,2083.973498,1296.473221,1380.045639,,1296.473221,,-10.19764757,1296.473221,, KNN, KNN,,,, ,1296.473221, , , , , ,, ,1296.473221, , , , , 
13,33, KNN,,1011.555968,324.1513147,973.7139895,317.4129232,1,1,0,48.32635983,55.85774059,,,,973.7139895,1590.052959,897.6681041,1070.195357,,897.6681041,,-37.84197809,897.6681041,, KNN, KNN,,,, ,897.6681041, , , , , ,, ,897.6681041, , , , , 
13,34, KNN,,599.3831206,213.3617589,821.2390639,236.1550781,0,0,0,48.434238,55.94989562,,,,821.2390639,1347.566704,616.6758267,788.0455979,,616.6758267,,221.8559432,616.6758267,, KNN, KNN,,,, ,616.6758267, , , , , ,, ,616.6758267, , , , , 
13,35, KNN,,524.9120077,244.202538,549.8922319,218.8505697,0,5,0,48.54166667,55.83333333,,,,549.8922319,835.9201233,409.7571456,558.1608655,,409.7571456,,24.98022421,409.7571456,, KNN, KNN,,,, ,409.7571456, , , , , ,, ,409.7571456, , , , , 
13,36, LR,,729.4061836,248.0406278,496.0648647,193.9950195,9,6,6,48.44074844,55.71725572,,,,496.0648647,970.4453203,458.5877485,596.8467429,,458.5877485,,-100.7818782,458.5877485,, LR, LR,,,,458.5877485, , , , , , ,,458.5877485, , , , , , 
13,37, LR,,609.279923,177.0997472,374.2757005,172.0796061,6,1,1,48.34024896,55.60165975,,,,374.2757005,865.5362434,500.5646141,772.634091,,500.5646141,,-235.0042225,374.2757005,, LR,OLD,,,,500.5646141, , , , , , ,, , , , , , , 
13,38, LR,,406.4118655,205.0934397,518.8042181,185.7639486,0,1,0,48.44720497,55.48654244,,,,518.8042181,837.1949369,441.4321137,679.4052983,,441.4321137,,112.3923526,441.4321137,, LR, LR,,,,441.4321137, , , , , , ,,441.4321137, , , , , , 
13,39, LR,,510.9890774,231.6540724,572.928035,202.9442871,0,1,0,48.55371901,55.37190083,,,,572.928035,1058.745624,589.4825944,746.827051,,589.4825944,,61.93895768,572.928035,, LR,OLD,,,,589.4825944, , , , , , ,, , , , , , , 
13,40, LR,,1352.371772,490.8955443,1018.075636,421.1801432,6,8,3,48.45360825,55.25773196,,,,1018.075636,1781.708627,1206.711589,1423.734645,,1206.711589,,-334.2961367,1018.075636,, LR,OLD,,,,1206.711589, , , , , , ,, , , , , , , 
13,41, LR,,1199.951309,402.5939547,1059.410528,387.5513021,2,3,2,48.35390947,55.14403292,,,,1059.410528,1262.187928,891.3133542,1214.14505,,891.3133542,,-140.5407812,891.3133542,, LR, LR,,,,891.3133542, , , , , , ,,891.3133542, , , , , , 
13,42, LR,,466.704381,140.3541736,349.8790267,116.0356934,8,1,1,48.25462012,55.03080082,,,,349.8790267,597.2026151,340.8148568,442.8614391,,340.8148568,,-92.98241238,340.8148568,, LR, LR,,,,340.8148568, , , , , , ,,340.8148568, , , , , , 
13,43, LR,,402.2191501,114.9244759,123.8568604,57.25041504,14,9,9,48.1557377,54.91803279,,,,123.8568604,508.8113835,189.9408295,207.2134227,,189.9408295,,-83.35656226,123.8568604,, LR,OLD,,,,189.9408295, , , , , , ,, , , , , , , 
13,44, KNN,,86.88246893,24.41879483,176.5262516,49.86520182,0,0,0,48.26175869,55.01022495,,,,176.5262516,243.9486465,54.70778254,437.3116253,,54.70778254,,89.64378266,54.70778254,, KNN, KNN,,,, ,54.70778254, , , , , ,, ,54.70778254, , , , , 
13,45, RF,,242.9149018,77.99380186,294.2943255,97.31000977,0,0,0,48.36734694,55.10204082,,,,294.2943255,268.45218,250.5479924,710.7599689,,250.5479924,,51.37942365,250.5479924,, RF, RF,,,, , , ,250.5479924, , , ,, , , ,250.5479924, , , 
13,46, LR,,495.0080754,131.7161673,287.626914,85.50948893,5,8,5,48.2688391,54.9898167,,,,287.626914,670.1526799,211.444018,399.4913652,,211.444018,,-111.8644512,211.444018,, LR, LR,,,,211.444018, , , , , , ,,211.444018, , , , , , 
13,47, LR,,438.3421108,117.4761339,288.7049388,80.82425944,3,3,3,48.17073171,54.87804878,,,,288.7049388,571.9347312,293.6860954,809.3944587,,293.6860954,,-149.637172,288.7049388,, LR,OLD,,,,293.6860954, , , , , , ,, , , , , , , 
13,48, KNN,,199.1162103,61.8535385,383.9598937,94.46748861,0,0,0,48.27586207,54.96957404,,,,383.9598937,439.5196334,187.225985,818.501069,,187.225985,,184.8436834,187.225985,, KNN, KNN,,,, ,187.225985, , , , , ,, ,187.225985, , , , , 
13,49, KNN,,109.3763208,27.9084003,174.7869537,45.17137451,0,0,0,48.3805668,55.06072874,,,,174.7869537,165.2794443,158.4973219,594.2013127,,158.4973219,,65.41063289,158.4973219,, KNN, KNN,,,, ,158.4973219, , , , , ,, ,158.4973219, , , , , 
13,50, LR,,359.3472165,118.577509,290.8631121,80.49484049,3,5,3,48.28282828,54.94949495,,,,290.8631121,720.8899025,228.4072094,481.4436411,,228.4072094,,-68.48410439,228.4072094,, LR, LR,,,,228.4072094, , , , , , ,,228.4072094, , , , , , 
13,51, LR,,580.8444492,116.1123939,533.9995943,167.6250814,1,0,0,48.18548387,55.04032258,,,,533.9995943,707.1751953,519.1417721,887.2592162,,519.1417721,,-46.84485494,519.1417721,, LR, LR,,,,519.1417721, , , , , , ,,519.1417721, , , , , , 
13,52, LR,,781.0526991,164.4058897,379.3571976,99.57298991,15,6,6,48.08853119,54.92957746,,,,379.3571976,884.4725074,746.9977323,670.6962353,,670.6962353,,-291.3390377,379.3571976,,WA,OLD,,,, , , , , , ,670.6962353,, , , , , , , 
13,53, LR,,1065.615973,214.7741591,199.9109489,50.27340495,16,13,13,47.99196787,54.81927711,,,,199.9109489,1281.986644,1038.274404,819.1660513,,819.1660513,,-619.2551024,199.9109489,,WA,OLD,,,, , , , , , ,819.1660513,, , , , , , , 
13,54, LR,,413.4362446,106.6301639,227.2297296,50.40166829,12,14,10,47.89579158,54.70941884,,,,227.2297296,455.7913944,232.7915617,290.5514545,,232.7915617,,-63.32172496,227.2297296,, LR,OLD,,,,232.7915617, , , , , , ,, , , , , , , 
13,55, LR,,558.4671216,159.4159137,444.5328259,120.5090332,2,2,2,47.8,54.6,,,,444.5328259,1020.810296,565.4472405,838.3169055,,565.4472405,,-113.9342957,444.5328259,, LR,OLD,,,,565.4472405, , , , , , ,, , , , , , , 
13,56, LR,,448.0969453,119.8017384,247.4972138,69.4179362,3,3,3,47.70459082,54.49101796,,,,247.4972138,876.5800678,600.1143037,680.4153893,,600.1143037,,-200.5997315,247.4972138,, LR,OLD,,,,600.1143037, , , , , , ,, , , , , , , 
13,57, KNN,,94.49934917,18.5740492,53.98799539,11.5625356,1,1,1,47.60956175,54.38247012,,,,53.98799539,226.0364608,139.5619624,175.4079429,,139.5619624,,-40.51135379,53.98799539,, KNN,OLD,,,, ,139.5619624, , , , , ,, , , , , , , 
13,58, KNN,,0.636781751,0.113572379,1.765354624,0.703458341,0,0,0,47.71371769,54.47316103,,,,1.765354624,4.066135616,0.221930025,60.31263701,,0.221930025,,1.128572873,0.221930025,, KNN, KNN,,,, ,0.221930025, , , , , ,, ,0.221930025, , , , , 
13,59, LR,,9.448132366,1.469208272,10.53931674,1.768268331,0,0,0,47.81746032,54.56349206,,,,10.53931674,10.93602498,10.44637234,43.38627703,,10.44637234,,1.091184371,10.44637234,, LR, LR,,,,10.44637234, , , , , , ,,10.44637234, , , , , , 
13,60, SVR,,2.531641241,0.365458322,2.611777583,0.516340001,0,0,0,47.92079208,54.65346535,,,,2.611777583,2.541566336,2.537594825,42.8990087,,2.537594825,,0.080136342,2.537594825,, SVR, SVR,,,, , , , ,2.537594825, , ,, , , , ,2.537594825, , 
14,8, SVR,,0.333362024,0.108526666,4.876043224,1.646110026,0,0,0,48.02371542,54.743083,,,,4.876043224,0.341002191,0.334236306,13.31021012,,0.334236306,,4.5426812,0.334236306,, SVR, SVR,,,, , , , ,0.334236306, , ,, , , , ,0.334236306, , 
14,9, RF,,0,0,2.966622559,0.919626617,0,0,0,48.12623274,54.83234714,,,,2.966622559,0.000459398,0,10.32237225,,0,,2.966622559,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
14,10, KNN,,0.041687985,0.030349941,0.108533341,0.029058333,0,1,0,48.22834646,54.72440945,,,,0.108533341,7.845935709,0.035695995,3.465611885,,0.035695995,,0.066845356,0.035695995,, KNN, KNN,,,, ,0.035695995, , , , , ,, ,0.035695995, , , , , 
14,11, RF,,0.001751168,0.001751168,0,0,5,10,5,48.13359528,54.61689587,,,,0,0.431691404,0,2.109614852,,0,,-0.001751168,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
14,12, LR,,0,0,0,0,0,0,0,48.23529412,54.70588235,,,,0,0.023315656,0.021522144,1.79521498,,0.021522144,,0,0,, LR,OLD,,,,0.021522144, , , , , , ,, , , , , , , 
14,13, RF,,0,0,0,0,0,0,0,48.33659491,54.79452055,,,,0,0.000334248,0,0.715058175,,0,,0,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
14,14, RF,,0.018386416,0.007097143,0,0,13,16,11,48.2421875,54.6875,,,,0,14.68808563,0.02423,0.054750484,,0.02423,,-0.018386416,0,, RF,OLD,,,, , , ,0.02423, , , ,, , , , , , , 
14,15, RF,,0,0,0,0,0,0,0,48.34307992,54.77582846,,,,0,0.002191192,0,0.14985844,,0,,0,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
14,16, KNN,,0,0,0,0,0,0,0,48.44357977,54.86381323,,,,0,0.132153516,0,3.341848286,,0,,0,0,, KNN, KNN,,,, ,0, , , , , ,, ,0, , , , , 
14,17, SVR,,7.94E-05,7.94E-05,2.58E-05,3.33E-06,1,1,1,48.34951456,54.75728155,,,,2.58E-05,0.058463382,0.078447756,2.477914147,,0.058463382,,-5.36E-05,2.58199E-05,,POLY,OLD,,,, , , , , ,0.058463382, ,, , , , , , , 
14,18, SVR,,3.023874565,0.720445545,2.304268257,0.368266678,10,11,10,48.25581395,54.65116279,,,,2.304268257,73.75009073,3.037765154,9.641658237,,3.037765154,,-0.719606308,2.304268257,, SVR,OLD,,,, , , , ,3.037765154, , ,, , , , , , , 
14,19, KNN,,45.95956824,8.570352023,16.16146656,3.251294963,2,3,2,48.16247582,54.54545455,,,,16.16146656,612.663795,27.93275993,103.7128322,,27.93275993,,-29.79810168,16.16146656,, KNN,OLD,,,, ,27.93275993, , , , , ,, , , , , , , 
14,20, LR,,431.3974973,66.43524741,306.5483377,56.73924561,11,17,9,48.06949807,54.44015444,,,,306.5483377,435.9992655,425.4209723,709.6517925,,425.4209723,,-124.8491596,306.5483377,, LR,OLD,,,,425.4209723, , , , , , ,, , , , , , , 
14,21, LR,,202.7967207,34.89831375,77.26501,13.52482402,23,16,16,47.97687861,54.33526012,,,,77.26501,202.9379531,199.8704714,226.1882052,,199.8704714,,-125.5317107,77.26501,, LR,OLD,,,,199.8704714, , , , , , ,, , , , , , , 
14,22, LR,,11.98450216,1.784687834,18.30795236,3.129306793,0,0,0,48.07692308,54.42307692,,,,18.30795236,28.29229698,6.906588613,60.14148005,,6.906588613,,6.323450201,6.906588613,, LR, LR,,,,6.906588613, , , , , , ,,6.906588613, , , , , , 
14,23, SVR,,3.236153923,0.577707359,75.04331735,16.97366842,0,0,0,48.17658349,54.51055662,,,,75.04331735,5.55372099,5.454253924,185.431491,,5.454253924,,71.80716343,5.454253924,, SVR, SVR,,,, , , , ,5.454253924, , ,, , , , ,5.454253924, , 
14,24, RF,,0,0,95.14395891,21.68538208,0,0,0,48.27586207,54.59770115,,,,95.14395891,201.6282866,0,264.1155767,,0,,95.14395891,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
14,25, LR,,13.75795346,2.778161256,56.22454748,14.99338786,0,0,0,48.37476099,54.68451243,,,,56.22454748,20.05745978,12.60923131,107.1666671,,12.60923131,,42.46659402,12.60923131,, LR, LR,,,,12.60923131, , , , , , ,,12.60923131, , , , , , 
14,26, LR,,512.6900761,68.01706068,170.1995275,32.65522054,23,12,12,48.28244275,54.58015267,,,,170.1995275,514.5889863,514.7691893,254.1016465,,254.1016465,,-83.90211895,170.1995275,,WA,OLD,,,, , , , , , ,254.1016465,, , , , , , , 
14,27, LR,,1159.726078,230.1304406,462.216962,143.4456217,19,13,12,48.19047619,54.47619048,,,,462.216962,1280.868025,531.4333052,633.3730769,,531.4333052,,-171.1561149,462.216962,, LR,OLD,,,,531.4333052, , , , , , ,, , , , , , , 
14,28, KNN,,1353.329971,414.4282895,938.6576941,306.3309896,14,10,10,48.09885932,54.37262357,,,,938.6576941,1388.144443,1124.890416,1256.128049,,1124.890416,,-317.4703545,938.6576941,, KNN,OLD,,,, ,1124.890416, , , , , ,, , , , , , , 
14,29, LR,,2380.18697,803.1445968,1871.137408,564.159375,14,10,10,48.00759013,54.26944972,,,,1871.137408,2772.12609,2004.338723,2248.180404,,2004.338723,,-377.0429962,1871.137408,, LR,OLD,,,,2004.338723, , , , , , ,, , , , , , , 
14,30, LR,,2057.240507,869.2228769,1445.369821,660.7322266,10,10,7,47.91666667,54.16666667,,,,1445.369821,2734.568616,1737.057608,1863.746853,,1737.057608,,-418.3770322,1445.369821,, LR,OLD,,,,1737.057608, , , , , , ,, , , , , , , 
14,31, KNN,,1917.539069,763.9655107,1596.355349,614.3235026,3,2,2,47.82608696,54.06427221,,,,1596.355349,2841.874274,1805.458065,2080.438792,,1805.458065,,-321.1837201,1596.355349,, KNN,OLD,,,, ,1805.458065, , , , , ,, , , , , , , 
14,32, LR,,1763.973845,619.0697313,1807.131355,730.164388,0,0,0,47.9245283,54.1509434,,,,1807.131355,2322.210431,2301.368838,1690.960878,,1690.960878,,116.1704771,1690.960878,,WA,WA,,,, , , , , , ,1690.960878,, , , , , , ,1690.960878
14,33, LR,,1752.222295,580.933407,693.0989251,462.5578451,9,4,3,47.83427495,54.04896422,,,,693.0989251,2295.517249,1312.516863,1317.266867,,1312.516863,,-624.1679423,693.0989251,, LR,OLD,,,,1312.516863, , , , , , ,, , , , , , , 
14,34, LR,,1105.695053,495.1000179,1510.405067,426.0013021,0,4,0,47.93233083,53.94736842,,,,1510.405067,2031.111374,1531.675977,1617.15515,,1531.675977,,404.7100141,1510.405067,, LR,OLD,,,,1531.675977, , , , , , ,, , , , , , , 
14,35, KNN,,820.0214924,328.0666059,657.3395622,210.9654297,3,9,3,47.8424015,53.84615385,,,,657.3395622,1165.834581,714.3766223,595.919031,,595.919031,,61.42053116,595.919031,,WA,WA,,,, , , , , , ,595.919031,, , , , , , ,595.919031
14,36, LR,,600.7421193,241.1377538,377.5291821,136.4434082,5,7,5,47.75280899,53.74531835,,,,377.5291821,963.7404118,671.9388014,411.5787937,,411.5787937,,-34.04961164,377.5291821,,WA,OLD,,,, , , , , , ,411.5787937,, , , , , , , 
14,37, LR,,309.2996326,180.1330919,347.1778003,142.1351074,0,2,0,47.85046729,53.64485981,,,,347.1778003,673.2126708,396.9641327,506.206128,,396.9641327,,37.87816762,347.1778003,, LR,OLD,,,,396.9641327, , , , , , ,, , , , , , , 
14,38, LR,,599.3193393,204.5254093,298.4513779,135.4411377,9,5,5,47.76119403,53.54477612,,,,298.4513779,714.7966273,360.4720411,579.9539518,,360.4720411,,-281.5025738,298.4513779,, LR,OLD,,,,360.4720411, , , , , , ,, , , , , , , 
14,39, LR,,1113.201499,363.0576798,418.6662155,182.0728678,11,7,7,47.67225326,53.44506518,,,,418.6662155,1145.489979,887.9346121,953.9543472,,887.9346121,,-535.2881317,418.6662155,, LR,OLD,,,,887.9346121, , , , , , ,, , , , , , , 
14,40, LR,,671.0653929,315.986369,470.5539289,232.1867839,1,3,1,47.58364312,53.34572491,,,,470.5539289,1073.557641,660.9839693,916.1449815,,660.9839693,,-200.511464,470.5539289,, LR,OLD,,,,660.9839693, , , , , , ,, , , , , , , 
14,41, LR,,880.6114725,264.4260859,610.7853415,254.0882161,3,1,1,47.49536178,53.24675325,,,,610.7853415,914.0317339,584.5252652,1143.702216,,584.5252652,,-269.8261311,584.5252652,, LR, LR,,,,584.5252652, , , , , , ,,584.5252652, , , , , , 
14,42, LR,,220.0002765,88.56781917,264.7486229,104.7114176,0,0,0,47.59259259,53.33333333,,,,264.7486229,330.9796305,219.0628208,551.6822861,,219.0628208,,44.74834643,219.0628208,, LR, LR,,,,219.0628208, , , , , , ,,219.0628208, , , , , , 
14,43, LR,,834.6130755,244.4686066,474.3513817,173.6118001,12,8,8,47.50462107,53.23475046,,,,474.3513817,1096.905452,606.0274993,611.5359079,,606.0274993,,-137.1845262,474.3513817,, LR,OLD,,,,606.0274993, , , , , , ,, , , , , , , 
14,44, LR,,929.9096818,291.4614839,534.3595855,202.9862305,13,11,11,47.41697417,53.13653137,,,,534.3595855,1160.448878,581.5896132,710.9245623,,581.5896132,,-176.5649768,534.3595855,, LR,OLD,,,,581.5896132, , , , , , ,, , , , , , , 
14,45, LR,,602.0509423,252.97113,492.6975746,166.5538249,3,9,3,47.32965009,53.03867403,,,,492.6975746,926.1646204,556.3877137,574.0968441,,556.3877137,,-81.39926955,492.6975746,, LR,OLD,,,,556.3877137, , , , , , ,, , , , , , , 
14,46, LR,,687.3300088,159.8864552,340.3632618,96.90921224,2,2,2,47.24264706,52.94117647,,,,340.3632618,990.5559242,698.7938898,779.9984969,,698.7938898,,-346.966747,340.3632618,, LR,OLD,,,,698.7938898, , , , , , ,, , , , , , , 
14,47, LR,,778.1430385,187.5729683,542.8813253,147.8172852,12,4,4,47.1559633,52.8440367,,,,542.8813253,987.8733625,463.4610612,670.326786,,463.4610612,,-127.4454607,463.4610612,, LR, LR,,,,463.4610612, , , , , , ,,463.4610612, , , , , , 
14,48, LR,,528.5462566,172.2377428,422.9365792,101.4916178,2,7,2,47.06959707,52.74725275,,,,422.9365792,726.1438579,405.0158792,527.1123087,,405.0158792,,-104.1757295,405.0158792,, LR, LR,,,,405.0158792, , , , , , ,,405.0158792, , , , , , 
14,49, LR,,76.8634122,26.50752303,188.3763631,47.02414144,0,0,0,47.16636197,52.83363803,,,,188.3763631,470.6165037,97.199645,301.5963776,,97.199645,,111.5129509,97.199645,, LR, LR,,,,97.199645, , , , , , ,,97.199645, , , , , , 
14,50, KNN,,111.5722789,32.91729164,218.3544519,64.49093018,0,0,0,47.26277372,52.91970803,,,,218.3544519,289.5118936,95.42938972,199.2952796,,95.42938972,,106.782173,95.42938972,, KNN, KNN,,,, ,95.42938972, , , , , ,, ,95.42938972, , , , , 
14,51, LR,,188.4346171,74.75893346,116.07437,45.5149943,2,4,2,47.17668488,52.82331512,,,,116.07437,454.5678269,216.0972897,412.7638308,,216.0972897,,-72.36024711,116.07437,, LR,OLD,,,,216.0972897, , , , , , ,, , , , , , , 
14,52, LR,,385.4080657,86.76858732,135.1612001,44.80939535,4,2,2,47.09090909,52.72727273,,,,135.1612001,599.7607298,387.7777331,356.9285902,,356.9285902,,-221.7673902,135.1612001,,WA,OLD,,,, , , , , , ,356.9285902,, , , , , , , 
14,53, LR,,761.4290216,152.7456672,253.8894609,56.08219401,7,9,7,47.00544465,52.63157895,,,,253.8894609,909.2574662,855.4655451,708.6786003,,708.6786003,,-454.7891394,253.8894609,,WA,OLD,,,, , , , , , ,708.6786003,, , , , , , , 
14,54, LR,,670.2417665,151.3206499,341.1267971,88.68130697,7,6,5,46.92028986,52.53623188,,,,341.1267971,827.193762,775.4498577,795.5516325,,775.4498577,,-329.1149695,341.1267971,, LR,OLD,,,,775.4498577, , , , , , ,, , , , , , , 
14,55, LR,,490.6542228,135.9982586,455.239534,130.9590007,1,1,1,46.83544304,52.44122966,,,,455.239534,900.378499,383.8275636,689.9910973,,383.8275636,,-35.41468882,383.8275636,, LR, LR,,,,383.8275636, , , , , , ,,383.8275636, , , , , , 
14,56, KNN,,297.3783201,80.33819206,224.9249041,57.18841553,4,3,3,46.75090253,52.3465704,,,,224.9249041,435.8882031,256.6700765,260.3820307,,256.6700765,,-35.45712652,224.9249041,, KNN,OLD,,,, ,256.6700765, , , , , ,, , , , , , , 
14,57, KNN,,49.19475677,9.329943926,15.29545076,4.924333191,3,3,3,46.66666667,52.25225225,,,,15.29545076,336.0871368,51.65171399,64.65842991,,51.65171399,,-33.89930601,15.29545076,, KNN,OLD,,,, ,51.65171399, , , , , ,, , , , , , , 
14,58, SVR,,2.591640621,0.449969987,2.619295152,0.514061642,0,0,0,46.76258993,52.3381295,,,,2.619295152,2.621873523,2.60055867,18.68882381,,2.60055867,,0.027654531,2.60055867,, SVR, SVR,,,, , , , ,2.60055867, , ,, , , , ,2.60055867, , 
14,59, SVR,,0.519144516,0.095436668,0.610704991,0.199993324,0,0,0,46.85816876,52.42369838,,,,0.610704991,0.583536087,0.517026432,20.30610476,,0.517026432,,0.091560476,0.517026432,, SVR, SVR,,,, , , , ,0.517026432, , ,, , , , ,0.517026432, , 
15,6, RF,,0,0,6.473584772,2.057338333,0,0,0,46.95340502,52.50896057,,,,6.473584772,0.002813175,0,16.61110321,,0,,6.473584772,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
15,7, RF,,0,0,4.294702813,1.286096827,0,0,0,47.04830054,52.59391771,,,,4.294702813,0.374223549,0,17.35395224,,0,,4.294702813,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
15,8, RF,,0,0,5.932270175,1.643023427,0,0,0,47.14285714,52.67857143,,,,5.932270175,0.129536737,0,13.73251729,,0,,5.932270175,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
15,9, RF,,0,0,1.690829837,0.41739165,0,0,0,47.23707665,52.76292335,,,,1.690829837,0.580528508,0,9.371012981,,0,,1.690829837,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
15,10, RF,,0.097194931,0.097194931,0.131016833,0.019500001,0,9,0,47.33096085,52.66903915,,,,0.131016833,0.027518359,0,15.12660035,,0,,0.033821902,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
15,11, RF,,0.007075215,0.001266667,0.006874506,0.000925,4,4,4,47.24689165,52.57548845,,,,0.006874506,1.445263143,0.00686809,3.001388118,,0.00686809,,-0.000200709,0.00686809,, RF, RF,,,, , , ,0.00686809, , , ,, , , ,0.00686809, , , 
15,12, RF,,0.002196535,0.000283571,0.00260832,0.000343333,0,0,0,47.34042553,52.65957447,,,,0.00260832,4.46872411,0,3.936042142,,0,,0.000411785,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
15,13, RF,,0.085787378,0.013351667,0.085787399,0.013360001,0,0,0,47.43362832,52.74336283,,,,0.085787399,0.40189397,0.085787378,2.349881563,,0.085787378,,2.15E-08,0.085787378,, RF, RF,,,, , , ,0.085787378, , , ,, , , ,0.085787378, , , 
15,14, RF,,0,0,0.000206559,2.67E-05,0,0,0,47.52650177,52.82685512,,,,0.000206559,0.110356143,0,0.1077373,,0,,0.000206559,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
15,15, KNN,,0.002417542,0.002417542,0.032249147,0.006571667,0,0,0,47.61904762,52.91005291,,,,0.032249147,0.087132502,0,0.263021614,,0,,0.029831606,0,, KNN, KNN,,,, ,0, , , , , ,, ,0, , , , , 
15,16, KNN,,0.05049567,0.05049567,0.00560635,0.001155,8,16,8,47.53521127,52.81690141,,,,0.00560635,11.02592846,0,1.489139286,,0,,-0.044889319,0,, KNN, KNN,,,, ,0, , , , , ,, ,0, , , , , 
15,17, RF,,4.661459903,0.889835051,4.197701397,0.836971664,1,17,1,47.4516696,52.72407733,,,,4.197701397,7.030737922,4.71167843,8.554981207,,4.71167843,,-0.463758506,4.197701397,, RF,OLD,,,, , , ,4.71167843, , , ,, , , , , , , 
15,18, SVR,,3.562925392,0.696024008,3.583671897,0.566233317,0,4,0,47.54385965,52.63157895,,,,3.583671897,176.9697939,3.572677388,37.74652043,,3.572677388,,0.020746505,3.572677388,, SVR, SVR,,,, , , , ,3.572677388, , ,, , , , ,3.572677388, , 
15,19, KNN,,23.70738863,6.814000577,32.89650259,6.784295146,0,1,0,47.6357268,52.53940455,,,,32.89650259,111.8773307,23.76232564,98.0893734,,23.76232564,,9.18911396,23.76232564,, KNN, KNN,,,, ,23.76232564, , , , , ,, ,23.76232564, , , , , 
15,20, LR,,171.4109889,38.01695077,119.8881901,23.97012126,6,9,6,47.55244755,52.44755245,,,,119.8881901,205.8260235,70.73794094,257.4109393,,70.73794094,,-51.52279884,70.73794094,, LR, LR,,,,70.73794094, , , , , , ,,70.73794094, , , , , , 
15,21, LR,,181.1609594,32.20940154,97.60808112,21.19233398,3,4,2,47.46945899,52.35602094,,,,97.60808112,233.2955116,195.4137048,306.3465556,,195.4137048,,-83.55287833,97.60808112,, LR,OLD,,,,195.4137048, , , , , , ,, , , , , , , 
15,22, LR,,28.89973722,5.331274358,28.33230888,6.469460551,2,0,0,47.38675958,52.43902439,,,,28.33230888,28.89999741,28.36704797,62.56960949,,28.36704797,,-0.567428342,28.33230888,, LR,OLD,,,,28.36704797, , , , , , ,, , , , , , , 
15,23, LR,,17.71028112,6.488239988,101.1196847,25.74820353,0,0,0,47.47826087,52.52173913,,,,101.1196847,32.61204275,23.59444861,168.1223594,,23.59444861,,83.40940353,23.59444861,, LR, LR,,,,23.59444861, , , , , , ,,23.59444861, , , , , , 
15,24, SVR,,0.282259298,0.074588205,46.43701071,14.11690063,0,0,0,47.56944444,52.60416667,,,,46.43701071,3.014538418,0.281393162,98.87524109,,0.281393162,,46.15475141,0.281393162,, SVR, SVR,,,, , , , ,0.281393162, , ,, , , , ,0.281393162, , 
15,25, SVR,,0.449702888,0.215876446,25.70467669,6.932154846,0,0,0,47.66031196,52.68630849,,,,25.70467669,7.202533172,0.454168449,61.76563967,,0.454168449,,25.2549738,0.454168449,, SVR, SVR,,,, , , , ,0.454168449, , ,, , , , ,0.454168449, , 
