Y, X,ML Models,, New Model Best RMSE Value, New Model Best MAE Value, Old Model Best RMSE Value, Old Model Best MAE Value, Old RMSE better in, Old MAE Better in, Old RMSE and MAE Better in, Cumulative Accuracy RMSE, Cumulative Accuracy MAE,,,,OLD BEST,PolyR,New Model,WA,,NEW BEST,,DIFF,ALL BEST,,BEST ML,ALL BEST ML,,,,LR,KNN,NN,RF,SVR,POLY,WA,,LR Best,KNN best,NN best,RF best,SVR best,POLY best,WA best
29,22, LR,,308.7169115,132.6692042,673.1983858,268.354248,0,0,0,48.19193324,48.60917942,,,,673.1983858,586.5715595,294.5257337,790.8079364,,294.5257337,,364.4814744,294.5257337,, LR, LR,,,,294.5257337, , , , , , ,,294.5257337, , , , , , 
29,23, KNN,,196.4376336,92.0506566,879.5110384,285.6677409,0,0,0,48.22793607,48.64489229,,,,879.5110384,378.6206071,195.8230031,1145.354549,,195.8230031,,683.0734048,195.8230031,, KNN, KNN,,,, ,195.8230031, , , , , ,, ,195.8230031, , , , , 
29,24, KNN,,120.7455973,40.28258656,1383.091995,495.8613932,0,0,0,48.26388889,48.68055556,,,,1383.091995,118.0523998,116.5017006,1787.766647,,116.5017006,,1262.346398,116.5017006,, KNN, KNN,,,, ,116.5017006, , , , , ,, ,116.5017006, , , , , 
29,25, KNN,,184.3180731,69.69189669,1017.081347,430.6385417,0,0,0,48.29979181,48.71616933,,,,1017.081347,431.2534319,184.4043372,1398.919427,,184.4043372,,832.763274,184.4043372,, KNN, KNN,,,, ,184.4043372, , , , , ,, ,184.4043372, , , , , 
29,26, LR,,623.4692762,262.4865495,499.8045618,250.9318522,3,1,1,48.26629681,48.68238558,,,,499.8045618,796.2239743,494.5812475,656.5161993,,494.5812475,,-123.6647144,494.5812475,, LR, LR,,,,494.5812475, , , , , , ,,494.5812475, , , , , , 
29,27, LR,,467.3552227,236.0525559,388.6258912,202.7201009,1,3,1,48.23284823,48.64864865,,,,388.6258912,722.7948872,645.2340786,564.9908951,,564.9908951,,-78.72933145,388.6258912,,WA,OLD,,,, , , , , , ,564.9908951,, , , , , , , 
29,28, LR,,662.9388212,344.3169425,694.4567181,331.3379557,0,1,0,48.26869806,48.61495845,,,,694.4567181,882.2470932,721.9489393,820.4843082,,721.9489393,,31.51789694,694.4567181,, LR,OLD,,,,721.9489393, , , , , , ,, , , , , , , 
29,29, LR,,851.0256859,389.2943097,750.5184874,352.3177409,5,3,3,48.23529412,48.58131488,,,,750.5184874,1003.630496,824.7001107,1121.101438,,824.7001107,,-100.5071985,750.5184874,, LR,OLD,,,,824.7001107, , , , , , ,, , , , , , , 
29,30, KNN,,966.9846493,413.0210235,752.7358102,332.957487,5,3,3,48.20193638,48.54771784,,,,752.7358102,1227.902955,1031.39959,1126.221214,,1031.39959,,-214.248839,752.7358102,, KNN,OLD,,,, ,1031.39959, , , , , ,, , , , , , , 
29,31, LR,,1082.679826,490.3153259,801.5801894,309.3032878,7,14,7,48.16862474,48.51416724,,,,801.5801894,1456.138796,1133.391847,1237.062537,,1133.391847,,-281.0996369,801.5801894,, LR,OLD,,,,1133.391847, , , , , , ,, , , , , , , 
29,32, LR,,681.8469439,329.9043543,753.2424134,301.3639648,0,1,0,48.20441989,48.48066298,,,,753.2424134,943.8588938,538.4865101,837.1824581,,538.4865101,,71.39546952,538.4865101,, LR, LR,,,,538.4865101, , , , , , ,,538.4865101, , , , , , 
29,33, KNN,,793.0895644,384.6397088,671.4474911,302.052181,3,9,3,48.17115252,48.44720497,,,,671.4474911,1171.427835,462.714817,700.5705838,,462.714817,,-29.12309266,462.714817,, KNN, KNN,,,, ,462.714817, , , , , ,, ,462.714817, , , , , 
29,34, KNN,,634.7817175,295.1115134,601.2483957,246.7091797,1,1,1,48.13793103,48.4137931,,,,601.2483957,1156.389843,527.2128536,1207.848484,,527.2128536,,-33.53332182,527.2128536,, KNN, KNN,,,, ,527.2128536, , , , , ,, ,527.2128536, , , , , 
29,35, KNN,,721.6745184,302.7630669,956.1184027,373.4308919,0,0,0,48.17367333,48.44934528,,,,956.1184027,1162.439075,735.0482465,1248.768013,,735.0482465,,234.4438843,735.0482465,, KNN, KNN,,,, ,735.0482465, , , , , ,, ,735.0482465, , , , , 
29,36, KNN,,646.6155274,290.5478041,855.3370798,340.1264974,0,0,0,48.20936639,48.48484848,,,,855.3370798,1182.025987,872.1095784,1159.699209,,872.1095784,,208.7215524,855.3370798,, KNN,OLD,,,, ,872.1095784, , , , , ,, , , , , , , 
29,37, KNN,,514.3748059,186.3116007,527.2859597,177.8499837,0,2,0,48.24501032,48.4514797,,,,527.2859597,783.3080743,570.681147,737.8245049,,570.681147,,12.91115386,527.2859597,, KNN,OLD,,,, ,570.681147, , , , , ,, , , , , , , 
29,38, LR,,425.9174348,166.8727826,526.6934434,189.3998372,0,0,0,48.28060523,48.4869326,,,,526.6934434,602.1315665,403.3654138,439.9939655,,403.3654138,,100.7760086,403.3654138,, LR, LR,,,,403.3654138, , , , , , ,,403.3654138, , , , , , 
29,39, KNN,,391.3431467,160.167751,424.5765145,166.2206217,0,0,0,48.3161512,48.52233677,,,,424.5765145,773.3724008,404.62835,446.9357549,,404.62835,,33.23336784,404.62835,, KNN, KNN,,,, ,404.62835, , , , , ,, ,404.62835, , , , , 
29,40, LR,,437.9797229,155.7798971,402.924931,165.1001302,1,0,0,48.28296703,48.55769231,,,,402.924931,839.1285908,577.0887803,577.002271,,577.002271,,-35.05479194,402.924931,,WA,OLD,,,, , , , , , ,577.002271,, , , , , , , 
29,41, KNN,,376.9702148,210.5701806,396.5021648,175.2368978,0,3,0,48.31846259,48.52436513,,,,396.5021648,782.0041959,471.0361759,466.8086386,,466.8086386,,19.53194999,396.5021648,,WA,OLD,,,, , , , , , ,466.8086386,, , , , , , , 
29,42, KNN,,270.3348953,167.4961918,264.2409491,117.0797119,1,2,1,48.28532236,48.49108368,,,,264.2409491,594.2829691,494.0130668,374.5130523,,374.5130523,,-6.09394626,264.2409491,,WA,OLD,,,, , , , , , ,374.5130523,, , , , , , , 
29,43, KNN,,359.5298024,147.8326561,410.1164225,205.1585775,0,0,0,48.32076765,48.52638794,,,,410.1164225,910.5821306,402.38589,540.8314262,,402.38589,,50.58662014,402.38589,, KNN, KNN,,,, ,402.38589, , , , , ,, ,402.38589, , , , , 
29,44, LR,,725.845467,313.0941263,559.2834106,265.612793,13,11,11,48.28767123,48.49315068,,,,559.2834106,1064.60604,522.4487465,620.2901132,,522.4487465,,-61.00670266,522.4487465,, LR, LR,,,,522.4487465, , , , , , ,,522.4487465, , , , , , 
29,45, KNN,,458.4364312,182.2956408,509.9387708,168.2560547,0,3,0,48.32306639,48.45995893,,,,509.9387708,1347.888324,664.6818438,529.5301294,,529.5301294,,51.50233967,509.9387708,,WA,OLD,,,, , , , , , ,529.5301294,, , , , , , , 
29,46, LR,,451.5234398,194.7179061,358.7643145,140.0891276,3,3,3,48.29001368,48.42681259,,,,358.7643145,1257.063559,793.1678506,600.5518069,,600.5518069,,-92.75912536,358.7643145,,WA,OLD,,,, , , , , , ,600.5518069,, , , , , , , 
29,47, LR,,751.4881675,270.9721458,508.8440003,180.0866699,3,3,3,48.25700615,48.39371155,,,,508.8440003,1264.785314,573.6070114,716.4039829,,573.6070114,,-207.5599825,508.8440003,, LR,OLD,,,,573.6070114, , , , , , ,, , , , , , , 
29,48, LR,,463.8174932,201.7733913,311.4478555,118.0471761,1,2,1,48.22404372,48.36065574,,,,311.4478555,1117.794703,427.6994632,612.9630272,,427.6994632,,-152.3696378,311.4478555,, LR,OLD,,,,427.6994632, , , , , , ,, , , , , , , 
29,49, LR,,534.7201329,179.7981017,227.5909251,92.36523438,1,5,1,48.19112628,48.32764505,,,,227.5909251,1262.350264,256.8181896,607.715629,,256.8181896,,-307.1292079,227.5909251,, LR,OLD,,,,256.8181896, , , , , , ,, , , , , , , 
29,50, LR,,238.4533039,107.8013217,165.1170645,66.73809814,2,2,1,48.15825375,48.2946794,,,,165.1170645,887.6266499,202.312042,227.1964622,,202.312042,,-62.07939771,165.1170645,, LR,OLD,,,,202.312042, , , , , , ,, , , , , , , 
29,51, LR,,298.0771506,119.4087453,293.4205344,144.4411784,1,0,0,48.12542604,48.32992502,,,,293.4205344,490.449593,231.9504006,339.5429484,,231.9504006,,-4.656616251,231.9504006,, LR, LR,,,,231.9504006, , , , , , ,,231.9504006, , , , , , 
29,52, LR,,343.9775993,163.688065,236.5483918,103.8639486,2,3,2,48.09264305,48.29700272,,,,236.5483918,570.1717649,330.3576757,351.7750056,,330.3576757,,-107.4292075,236.5483918,, LR,OLD,,,,330.3576757, , , , , , ,, , , , , , , 
29,53, LR,,277.1701103,112.250668,330.4972642,130.7704427,0,0,0,48.12797822,48.33219877,,,,330.4972642,403.7216069,295.1740519,350.4680377,,295.1740519,,53.32715389,295.1740519,, LR, LR,,,,295.1740519, , , , , , ,,295.1740519, , , , , , 
29,54, LR,,238.6506716,103.5863576,258.9498664,107.5072266,0,0,0,48.16326531,48.36734694,,,,258.9498664,442.1505988,261.9695232,350.1596671,,261.9695232,,20.29919484,258.9498664,, LR,OLD,,,,261.9695232, , , , , , ,, , , , , , , 
29,55, LR,,338.5289536,109.5498297,276.4714723,101.915096,3,1,1,48.13052345,48.33446635,,,,276.4714723,488.1087488,266.2818283,302.9813526,,266.2818283,,-26.50988025,266.2818283,, LR, LR,,,,266.2818283, , , , , , ,,266.2818283, , , , , , 
29,56, RF,,106.6395172,51.91875664,190.7208912,74.38990072,0,0,0,48.16576087,48.36956522,,,,190.7208912,511.1771993,210.8300407,266.9552026,,210.8300407,,84.08137403,190.7208912,, RF,OLD,,,, , , ,210.8300407, , , ,, , , , , , , 
29,57, KNN,,268.1210812,79.57907467,325.5010753,98.86413574,0,0,0,48.20095044,48.40461643,,,,325.5010753,404.3451165,222.1039647,403.7267136,,222.1039647,,57.37999408,222.1039647,, KNN, KNN,,,, ,222.1039647, , , , , ,, ,222.1039647, , , , , 
29,58, KNN,,146.4331268,43.19270676,183.565531,46.66945801,0,0,0,48.23609227,48.43962008,,,,183.565531,226.2076017,162.5599958,485.2560305,,162.5599958,,37.13240421,162.5599958,, KNN, KNN,,,, ,162.5599958, , , , , ,, ,162.5599958, , , , , 
29,59, KNN,,124.6114223,44.68610862,182.6822948,47.00579834,0,0,0,48.27118644,48.47457627,,,,182.6822948,358.1158019,124.6870992,492.6842347,,124.6870992,,58.07087251,124.6870992,, KNN, KNN,,,, ,124.6870992, , , , , ,, ,124.6870992, , , , , 
29,60, LR,,285.656944,77.37852788,142.4903944,42.59637044,4,4,3,48.23848238,48.44173442,,,,142.4903944,512.2835333,159.6471793,269.4269882,,159.6471793,,-126.9365938,142.4903944,, LR,OLD,,,,159.6471793, , , , , , ,, , , , , , , 
29,61, LR,,529.0774906,121.1688941,156.3213504,42.12824707,8,9,8,48.20582261,48.40893703,,,,156.3213504,702.0002907,383.3078886,326.8428521,,326.8428521,,-170.5215018,156.3213504,,WA,OLD,,,, , , , , , ,326.8428521,, , , , , , , 
29,62, LR,,221.9092654,50.64803476,267.0782345,86.12298177,0,0,0,48.24086604,48.44384303,,,,267.0782345,253.9337689,181.3042955,617.4891212,,181.3042955,,45.16896909,181.3042955,, LR, LR,,,,181.3042955, , , , , , ,,181.3042955, , , , , , 
29,63, LR,,48.58984022,8.762577586,155.2413444,83.14577637,0,0,0,48.27586207,48.47870183,,,,155.2413444,55.20082976,45.19856736,869.1770328,,45.19856736,,106.6515041,45.19856736,, LR, LR,,,,45.19856736, , , , , , ,,45.19856736, , , , , , 
29,64, LR,,48.92902545,6.812482421,286.2282452,59.07469482,0,0,0,48.31081081,48.51351351,,,,286.2282452,49.74237959,49.20407768,1064.136846,,49.20407768,,237.2992197,49.20407768,, LR, LR,,,,49.20407768, , , , , , ,,49.20407768, , , , , , 
29,65, SVR,,0.378942148,0.060513334,204.4735985,78.54654948,0,0,0,48.34571236,48.54827819,,,,204.4735985,0.419825888,0.376924195,1279.740599,,0.376924195,,204.0946564,0.376924195,, SVR, SVR,,,, , , , ,0.376924195, , ,, , , , ,0.376924195, , 
30,1, LR,,46.94459572,13.73512714,17.48501758,10.5867981,2,1,1,48.31309042,48.51551957,,,,17.48501758,81.58096592,33.72317174,140.161514,,33.72317174,,-29.45957814,17.48501758,, LR,OLD,,,,33.72317174, , , , , , ,, , , , , , , 
30,2, LR,,209.3357941,46.1274798,95.3394156,28.35018514,3,1,1,48.28051247,48.48280512,,,,95.3394156,312.0600095,173.1758454,116.2740387,,116.2740387,,-20.93462313,95.3394156,,WA,OLD,,,, , , , , , ,116.2740387,, , , , , , , 
30,3, LR,,440.4191493,124.3113008,258.7865111,73.93297526,9,8,7,48.24797844,48.45013477,,,,258.7865111,604.9547948,285.3323779,290.0793433,,285.3323779,,-31.29283221,258.7865111,, LR,OLD,,,,285.3323779, , , , , , ,, , , , , , , 
30,4, LR,,525.1568251,204.3985193,363.2814565,113.0934814,10,17,9,48.21548822,48.41750842,,,,363.2814565,924.4410631,610.9512677,272.4212271,,272.4212271,,90.86022939,272.4212271,,WA,WA,,,, , , , , , ,272.4212271,, , , , , , ,272.4212271
30,5, LR,,291.2120456,98.95924148,450.7803604,146.9335286,0,0,0,48.25033647,48.45222073,,,,450.7803604,568.7186169,271.7744425,434.1212772,,271.7744425,,159.5683148,271.7744425,, LR, LR,,,,271.7744425, , , , , , ,,271.7744425, , , , , , 
30,6, LR,,264.5966913,115.2525199,304.6538473,111.5391113,0,1,0,48.28513786,48.41963685,,,,304.6538473,712.9782289,325.9028699,447.3001495,,325.9028699,,40.05715597,304.6538473,, LR,OLD,,,,325.9028699, , , , , , ,, , , , , , , 
30,7, LR,,160.3371716,43.19521004,291.6283022,121.4309245,0,0,0,48.31989247,48.45430108,,,,291.6283022,225.2921151,93.47566681,515.0037983,,93.47566681,,131.2911306,93.47566681,, LR, LR,,,,93.47566681, , , , , , ,,93.47566681, , , , , , 
30,8, RF,,29.18629612,11.61619545,213.55894,74.35386556,0,0,0,48.3546004,48.48891874,,,,213.55894,163.6894743,29.02890736,301.119665,,29.02890736,,184.3726438,29.02890736,, RF, RF,,,, , , ,29.02890736, , , ,, , , ,29.02890736, , , 
30,9, NN,,30.53759204,12.56494071,81.15500216,24.35659587,0,0,0,48.38926174,48.52348993,,,,81.15500216,99.73701771,43.41764554,111.3537542,,43.41764554,,50.61741012,43.41764554,, NN, NN,,,, , ,43.41764554, , , , ,, , ,43.41764554, , , , 
30,10, SVR,,8.128587035,3.16727026,133.091416,49.56123047,0,0,0,48.42387659,48.55801476,,,,133.091416,45.68192786,12.21685795,230.610326,,12.21685795,,124.9628289,12.21685795,, SVR, SVR,,,, , , , ,12.21685795, , ,, , , , ,12.21685795, , 
30,11, KNN,,89.42770498,31.9193492,74.02407407,26.03666992,5,5,5,48.39142091,48.52546917,,,,74.02407407,117.4004497,92.92008763,100.9482403,,92.92008763,,-15.40363091,74.02407407,, KNN,OLD,,,, ,92.92008763, , , , , ,, , , , , , , 
30,12, LR,,157.9393066,76.07627785,172.5418488,59.11756999,0,17,0,48.42598794,48.49296718,,,,172.5418488,245.1111716,152.7400727,215.6436687,,152.7400727,,14.60254223,152.7400727,, LR, LR,,,,152.7400727, , , , , , ,,152.7400727, , , , , , 
30,13, LR,,180.2302227,79.76836692,129.5503642,49.08769531,4,11,3,48.3935743,48.4605087,,,,129.5503642,290.9326029,146.4101987,156.2303466,,146.4101987,,-26.67998235,129.5503642,, LR,OLD,,,,146.4101987, , , , , , ,, , , , , , , 
30,14, KNN,,56.77560776,25.46277408,90.84593471,30.03655192,0,0,0,48.42809365,48.49498328,,,,90.84593471,122.3017819,66.91684258,302.521083,,66.91684258,,34.07032696,66.91684258,, KNN, KNN,,,, ,66.91684258, , , , , ,, ,66.91684258, , , , , 
30,15, KNN,,92.78131367,41.71619925,197.5066138,62.91129964,0,0,0,48.46256684,48.52941176,,,,197.5066138,165.6014647,139.7437618,496.4638078,,139.7437618,,104.7253001,139.7437618,, KNN, KNN,,,, ,139.7437618, , , , , ,, ,139.7437618, , , , , 
30,16, LR,,276.6624185,105.9968893,274.9876209,108.5811442,1,0,0,48.43019372,48.56379426,,,,274.9876209,588.4240399,188.9865847,496.8111055,,188.9865847,,-1.674797572,188.9865847,, LR, LR,,,,188.9865847, , , , , , ,,188.9865847, , , , , , 
30,17, LR,,261.6409493,142.9357137,378.8855808,160.3184082,0,0,0,48.46461949,48.59813084,,,,378.8855808,530.8315477,377.9909524,428.4524592,,377.9909524,,117.2446315,377.9909524,, LR, LR,,,,377.9909524, , , , , , ,,377.9909524, , , , , , 
30,18, KNN,,225.6871176,105.1646709,214.9044749,109.415446,1,0,0,48.43228819,48.63242161,,,,214.9044749,254.6685494,181.5330921,367.580322,,181.5330921,,-10.78264271,181.5330921,, KNN, KNN,,,, ,181.5330921, , , , , ,, ,181.5330921, , , , , 
30,19, KNN,,124.0996258,41.45453976,604.2934166,286.1777669,0,0,0,48.46666667,48.66666667,,,,604.2934166,179.8148943,125.3608193,847.2876807,,125.3608193,,480.1937908,125.3608193,, KNN, KNN,,,, ,125.3608193, , , , , ,, ,125.3608193, , , , , 
30,20, RF,,131.5607231,75.66436128,672.4483623,326.2117513,0,0,0,48.50099933,48.70086609,,,,672.4483623,135.5439388,143.0735687,736.111631,,135.5439388,,540.8876392,135.5439388,,POLY,POLY,,,, , , , , ,135.5439388, ,, , , , , ,135.5439388, 
30,21, KNN,,416.0949535,217.6450383,402.6648317,195.5858236,1,3,1,48.46870839,48.66844208,,,,402.6648317,840.3178945,457.2693195,468.8550618,,457.2693195,,-13.43012185,402.6648317,, KNN,OLD,,,, ,457.2693195, , , , , ,, , , , , , , 
30,22, KNN,,496.8641108,220.465677,365.9340901,176.7217285,12,12,10,48.43646041,48.63606121,,,,365.9340901,792.2495889,439.495211,422.9651943,,422.9651943,,-57.03110411,365.9340901,,WA,OLD,,,, , , , , , ,422.9651943,, , , , , , , 
30,23, LR,,368.9508904,180.989428,488.4725683,217.0616862,0,0,0,48.47074468,48.67021277,,,,488.4725683,588.47497,353.0460854,703.3145337,,353.0460854,,119.521678,353.0460854,, LR, LR,,,,353.0460854, , , , , , ,,353.0460854, , , , , , 
30,24, KNN,,51.39490368,18.66800928,890.1794576,380.9555339,0,0,0,48.50498339,48.70431894,,,,890.1794576,72.45317571,54.6111559,1223.313315,,54.6111559,,838.7845539,54.6111559,, KNN, KNN,,,, ,54.6111559, , , , , ,, ,54.6111559, , , , , 
30,25, KNN,,86.51395415,38.77182046,885.3653483,351.8185221,0,0,0,48.53917663,48.73837981,,,,885.3653483,159.3135846,95.24764612,1189.661519,,95.24764612,,798.8513942,95.24764612,, KNN, KNN,,,, ,95.24764612, , , , , ,, ,95.24764612, , , , , 
30,26, LR,,677.9454484,306.6777488,445.589572,227.7627116,12,10,9,48.50696749,48.70603849,,,,445.589572,724.67837,662.9155628,494.8131695,,494.8131695,,-49.22359753,445.589572,,WA,OLD,,,, , , , , , ,494.8131695,, , , , , , , 
30,27, LR,,903.2955999,381.3479909,767.3855181,301.2718424,10,7,7,48.47480106,48.67374005,,,,767.3855181,1041.138736,846.6580061,890.3677975,,846.6580061,,-122.9822794,767.3855181,, LR,OLD,,,,846.6580061, , , , , , ,, , , , , , , 
30,28, LR,,965.7025851,409.9873888,873.7435551,359.8966146,4,4,4,48.44267727,48.64148443,,,,873.7435551,1165.850955,992.0932746,1101.278473,,992.0932746,,-91.95903009,873.7435551,, LR,OLD,,,,992.0932746, , , , , , ,, , , , , , , 
30,29, KNN,,386.1363996,160.109013,435.1556427,172.0794108,0,0,0,48.47682119,48.67549669,,,,435.1556427,532.4326544,448.0710477,738.5653476,,448.0710477,,49.01924301,435.1556427,, KNN,OLD,,,, ,448.0710477, , , , , ,, , , , , , , 
30,30, LR,,434.6685401,149.059318,422.7152903,158.0529297,2,0,0,48.44473858,48.70946393,,,,422.7152903,502.2538486,426.4531386,687.2992269,,426.4531386,,-11.95324983,422.7152903,, LR,OLD,,,,426.4531386, , , , , , ,, , , , , , , 
30,31, KNN,,494.6763977,180.4894869,473.6687661,180.6161296,1,0,0,48.41269841,48.74338624,,,,473.6687661,599.1054956,459.6145641,625.9134261,,459.6145641,,-21.00763155,459.6145641,, KNN, KNN,,,, ,459.6145641, , , , , ,, ,459.6145641, , , , , 
30,32, KNN,,291.9045559,124.1738845,416.6165703,176.6388021,0,0,0,48.44679445,48.77726371,,,,416.6165703,529.701049,324.6359106,527.6996199,,324.6359106,,124.7120144,324.6359106,, KNN, KNN,,,, ,324.6359106, , , , , ,, ,324.6359106, , , , , 
30,33, KNN,,443.6669218,190.2780181,639.1773359,223.8321452,0,0,0,48.48084544,48.81109643,,,,639.1773359,764.8347717,471.6528529,758.9503014,,471.6528529,,195.5104141,471.6528529,, KNN, KNN,,,, ,471.6528529, , , , , ,, ,471.6528529, , , , , 
30,34, KNN,,387.2548178,167.8393375,497.9794507,210.5898926,0,0,0,48.51485149,48.84488449,,,,497.9794507,753.0768103,378.0294437,726.0303024,,378.0294437,,110.7246329,378.0294437,, KNN, KNN,,,, ,378.0294437, , , , , ,, ,378.0294437, , , , , 
30,35, KNN,,499.3708255,198.3198786,641.9042244,224.2077474,0,0,0,48.54881266,48.87862797,,,,641.9042244,842.7078012,499.2075374,882.2921198,,499.2075374,,142.5333989,499.2075374,, KNN, KNN,,,, ,499.2075374, , , , , ,, ,499.2075374, , , , , 
30,36, KNN,,652.1319537,180.4818194,755.632715,232.4943034,0,0,0,48.58272907,48.91232696,,,,755.632715,925.8189543,670.5520538,918.8532449,,670.5520538,,103.5007613,670.5520538,, KNN, KNN,,,, ,670.5520538, , , , , ,, ,670.5520538, , , , , 
30,37, KNN,,563.0300025,207.5968951,662.1244596,262.2166341,0,0,0,48.61660079,48.94598155,,,,662.1244596,746.7875979,527.0927844,641.7990608,,527.0927844,,99.09445711,527.0927844,, KNN, KNN,,,, ,527.0927844, , , , , ,, ,527.0927844, , , , , 
30,38, KNN,,410.5832738,161.7068789,516.0298764,219.2935547,0,0,0,48.65042791,48.97959184,,,,516.0298764,606.1880985,323.7379152,514.1542999,,323.7379152,,105.4466026,323.7379152,, KNN, KNN,,,, ,323.7379152, , , , , ,, ,323.7379152, , , , , 
30,39, KNN,,253.7871906,98.15842891,356.263491,146.1901693,0,0,0,48.68421053,49.01315789,,,,356.263491,518.8646883,269.853389,324.1354472,,269.853389,,102.4763004,269.853389,, KNN, KNN,,,, ,269.853389, , , , , ,, ,269.853389, , , , , 
30,40, KNN,,228.0318878,115.7905292,316.1753996,101.8828939,0,1,0,48.71794872,48.9809336,,,,316.1753996,339.5599907,251.7333301,345.4314617,,251.7333301,,88.14351181,251.7333301,, KNN, KNN,,,, ,251.7333301, , , , , ,, ,251.7333301, , , , , 
30,41, KNN,,316.778505,163.0598481,267.0481386,110.9565267,1,5,1,48.68593955,48.94875164,,,,267.0481386,595.4807598,434.865944,400.3505361,,400.3505361,,-49.73036636,267.0481386,,WA,OLD,,,, , , , , , ,400.3505361,, , , , , , , 
30,42, RF,,246.1268082,117.5985983,248.8359801,111.1305013,0,3,0,48.7196323,48.91661195,,,,248.8359801,321.8899174,312.3918224,391.3286662,,312.3918224,,2.709171963,248.8359801,, RF,OLD,,,, , , ,312.3918224, , , ,, , , , , , , 
30,43, KNN,,273.5350292,143.2183713,207.441086,75.63376465,6,8,5,48.68766404,48.88451444,,,,207.441086,460.2818198,270.0562511,371.9423831,,270.0562511,,-66.09394315,207.441086,, KNN,OLD,,,, ,270.0562511, , , , , ,, , , , , , , 
30,44, KNN,,375.198861,161.4496318,268.0367668,110.2228597,9,9,7,48.6557377,48.85245902,,,,268.0367668,694.125593,515.8288034,283.2139052,,283.2139052,,-15.1771384,268.0367668,,WA,OLD,,,, , , , , , ,283.2139052,, , , , , , , 
30,45, KNN,,619.774923,184.5205183,259.256485,107.6315511,15,9,9,48.62385321,48.82044561,,,,259.256485,1233.333815,635.5581859,293.282634,,293.282634,,-34.026149,259.256485,,WA,OLD,,,, , , , , , ,293.282634,, , , , , , , 
30,46, KNN,,587.36473,191.9265786,444.2185461,165.4146159,4,2,2,48.59201048,48.78847413,,,,444.2185461,1161.488732,609.1934914,629.1380447,,609.1934914,,-143.146184,444.2185461,, KNN,OLD,,,, ,609.1934914, , , , , ,, , , , , , , 
30,47, LR,,782.5052194,231.5725116,375.3854464,135.0815999,7,4,3,48.56020942,48.7565445,,,,375.3854464,1008.976187,226.7673381,611.8422057,,226.7673381,,-236.4567593,226.7673381,, LR, LR,,,,226.7673381, , , , , , ,,226.7673381, , , , , , 
30,48, LR,,738.3704338,205.2466502,240.3315002,125.9361572,6,3,3,48.52844997,48.72465664,,,,240.3315002,1215.535674,668.3663702,479.4132379,,479.4132379,,-239.0817376,240.3315002,,WA,OLD,,,, , , , , , ,479.4132379,, , , , , , , 
30,49, LR,,499.6418225,166.565306,265.420619,114.5044678,6,6,4,48.49673203,48.69281046,,,,265.420619,1028.978389,394.0916668,349.0866026,,349.0866026,,-83.66598362,265.420619,,WA,OLD,,,, , , , , , ,349.0866026,, , , , , , , 
30,50, LR,,283.9669452,100.2635036,272.5929566,82.06019694,3,4,2,48.46505552,48.66100588,,,,272.5929566,1044.922643,249.1232931,346.5694153,,249.1232931,,-11.37398862,249.1232931,, LR, LR,,,,249.1232931, , , , , , ,,249.1232931, , , , , , 
30,51, LR,,197.8286081,113.2978215,169.4022395,63.70270589,1,3,1,48.43342037,48.62924282,,,,169.4022395,605.1739287,298.6191231,354.5859047,,298.6191231,,-28.4263686,169.4022395,, LR,OLD,,,,298.6191231, , , , , , ,, , , , , , , 
30,52, KNN,,215.827967,84.19156538,210.2139505,94.5607666,1,0,0,48.40182648,48.66275277,,,,210.2139505,391.6116568,226.5430384,276.2511959,,226.5430384,,-5.614016478,210.2139505,, KNN,OLD,,,, ,226.5430384, , , , , ,, , , , , , , 
30,53, LR,,292.0216109,99.46769105,193.7047818,106.8665609,4,0,0,48.37027379,48.69621904,,,,193.7047818,436.6370579,318.6734079,290.8703397,,290.8703397,,-97.16555793,193.7047818,,WA,OLD,,,, , , , , , ,290.8703397,, , , , , , , 
30,54, LR,,176.2794797,69.14751754,263.718126,98.12398275,0,0,0,48.40390879,48.72964169,,,,263.718126,300.619485,202.5206795,294.7535267,,202.5206795,,87.43864629,202.5206795,, LR, LR,,,,202.5206795, , , , , , ,,202.5206795, , , , , , 
30,55, KNN,,188.4879383,62.82849194,221.0956995,86.14223633,0,0,0,48.4375,48.76302083,,,,221.0956995,343.4329989,195.7117833,336.6570551,,195.7117833,,32.60776118,195.7117833,, KNN, KNN,,,, ,195.7117833, , , , , ,, ,195.7117833, , , , , 
30,56, KNN,,194.2572342,73.52852059,200.892353,75.14851888,0,0,0,48.4710475,48.79635654,,,,200.892353,432.5462674,213.1188907,275.0072396,,213.1188907,,6.635118792,200.892353,, KNN,OLD,,,, ,213.1188907, , , , , ,, , , , , , , 
30,57, LR,,323.1201484,113.814596,318.6999111,105.3708984,2,1,1,48.43953186,48.76462939,,,,318.6999111,557.7556608,335.0331348,382.2449879,,335.0331348,,-4.420237316,318.6999111,, LR,OLD,,,,335.0331348, , , , , , ,, , , , , , , 
30,58, LR,,285.7786068,109.3049692,407.2711014,128.5691243,0,0,0,48.47303444,48.79792073,,,,407.2711014,605.9553445,293.0843264,578.099173,,293.0843264,,121.4924945,293.0843264,, LR, LR,,,,293.0843264, , , , , , ,,293.0843264, , , , , , 
30,59, KNN,,145.5717531,66.12249091,329.1363826,93.50715332,0,0,0,48.50649351,48.83116883,,,,329.1363826,560.2095156,277.9475277,490.6136464,,277.9475277,,183.5646295,277.9475277,, KNN, KNN,,,, ,277.9475277, , , , , ,, ,277.9475277, , , , , 
