Y, X, Best RMSE Model Name, Best MAE Model Name, New Model Best RMSE Value, New Model Best MAE Value, Old Model Best RMSE Value, Old Model Best MAE Value, Old RMSE better in, Old MAE Better in, Old RMSE and MAE Better in, Cumulative Accuracy RMSE, Cumulative Accuracy MAE,,,,OLD BEST,, New Model Best RMSE Value,WA,,NEW BEST,,DIFF,ALL BEST,,BEST ML,ALL BEST ML,,,,LR,KNN,NN,RF,SVR,POLY,WA,,LR Best,KNN best,NN best,RF best,SVR best,POLY best,WA best
24,7, LR, KNN,153.3548762,41.5259728,100.4023572,24.35381266,2,12,2,45.83333333,46.55797101,,,,100.4023572,,153.3548762,249.4387969,,153.3548762,,-52.95251901,100.4023572,, LR,OLD,,,,153.3548762, , , , , , ,, , , , , , , 
24,8, LR, LR,110.4851341,46.19453136,303.4110386,89.05152181,0,0,0,45.88235294,46.60633484,,,,303.4110386,,110.4851341,450.9040918,,110.4851341,,192.9259045,110.4851341,, LR, LR,,,,110.4851341, , , , , , ,,110.4851341, , , , , , 
24,9, KNN, KNN,33.75805388,8.516069367,152.4355465,52.12537028,0,0,0,45.93128391,46.65461121,,,,152.4355465,,33.75805388,216.5613977,,33.75805388,,118.6774926,33.75805388,, KNN, KNN,,,, ,33.75805388, , , , , ,, ,33.75805388, , , , , 
24,10, SVR, SVR,0.042759902,0.042759902,5.735330373,1.85842158,0,0,0,45.98012647,46.70280036,,,,5.735330373,,0.042759902,39.8142549,,0.042759902,,5.692570471,0.042759902,, SVR, SVR,,,, , , , ,0.042759902, , ,, , , , ,0.042759902, , 
24,11, SVR, SVR,5.238794022,0.947211353,17.82229263,3.956165314,0,0,0,46.02888087,46.75090253,,,,17.82229263,,5.238794022,76.45238456,,5.238794022,,12.58349861,5.238794022,, SVR, SVR,,,, , , , ,5.238794022, , ,, , , , ,5.238794022, , 
24,12, SVR, SVR,1.912363683,0.959962772,53.46544591,10.24216817,0,0,0,46.07754734,46.79891794,,,,53.46544591,,1.912363683,220.1209687,,1.912363683,,51.55308223,1.912363683,, SVR, SVR,,,, , , , ,1.912363683, , ,, , , , ,1.912363683, , 
24,13, SVR, SVR,5.359688456,1.91917963,83.0384355,20.88296102,0,0,0,46.12612613,46.84684685,,,,83.0384355,,5.359688456,191.6369013,,5.359688456,,77.67874705,5.359688456,, SVR, SVR,,,, , , , ,5.359688456, , ,, , , , ,5.359688456, , 
24,14, KNN, SVR,205.9545514,79.08538811,250.9877487,105.094873,0,0,0,46.17461746,46.89468947,,,,250.9877487,,205.9545514,373.7055906,,205.9545514,,45.03319732,205.9545514,, KNN, KNN,,,, ,205.9545514, , , , , ,, ,205.9545514, , , , , 
24,15, KNN, KNN,191.7750119,91.97831892,245.8442003,123.6189535,0,0,0,46.22302158,46.94244604,,,,245.8442003,,191.7750119,349.4439192,,191.7750119,,54.06918847,191.7750119,, KNN, KNN,,,, ,191.7750119, , , , , ,, ,191.7750119, , , , , 
24,16, KNN, KNN,222.9977902,104.3703667,387.0296716,183.2905762,0,0,0,46.27133872,46.9901168,,,,387.0296716,,222.9977902,390.1555931,,222.9977902,,164.0318813,222.9977902,, KNN, KNN,,,, ,222.9977902, , , , , ,, ,222.9977902, , , , , 
24,17, LR, KNN,168.0081515,69.42165609,201.0499731,101.0960368,0,0,0,46.31956912,47.03770197,,,,201.0499731,,168.0081515,253.8991944,,168.0081515,,33.04182158,168.0081515,, LR, LR,,,,168.0081515, , , , , , ,,168.0081515, , , , , , 
24,18, KNN, KNN,141.9181343,48.2753327,140.9683106,58.80120443,1,0,0,46.27802691,47.08520179,,,,140.9683106,,141.9181343,184.791238,,141.9181343,,-0.949823727,140.9683106,, KNN,OLD,,,, ,141.9181343, , , , , ,, , , , , , , 
24,19, KNN, KNN,178.1696937,101.0875627,210.6171289,105.9699626,0,0,0,46.32616487,47.13261649,,,,210.6171289,,178.1696937,263.7389901,,178.1696937,,32.44743523,178.1696937,, KNN, KNN,,,, ,178.1696937, , , , , ,, ,178.1696937, , , , , 
24,20, KNN, KNN,339.774995,178.036766,287.0500102,143.05,5,9,5,46.28469114,47.09042077,,,,287.0500102,,339.774995,326.8915636,,326.8915636,,-39.84155342,287.0500102,,WA,OLD,,,, , , , , , ,326.8915636,, , , , , , , 
24,21, KNN, KNN,303.4102874,167.8921832,373.7839728,198.2243001,0,0,0,46.33273703,47.13774597,,,,373.7839728,,303.4102874,443.6188952,,303.4102874,,70.37368538,303.4102874,, KNN, KNN,,,, ,303.4102874, , , , , ,, ,303.4102874, , , , , 
24,22, KNN, KNN,153.3487265,68.55948809,561.1695525,282.5426107,0,0,0,46.38069705,47.1849866,,,,561.1695525,,153.3487265,643.1396427,,153.3487265,,407.820826,153.3487265,, KNN, KNN,,,, ,153.3487265, , , , , ,, ,153.3487265, , , , , 
24,23, LR, LR,175.2464487,65.9559485,351.0078703,192.8367188,0,0,0,46.42857143,47.23214286,,,,351.0078703,,175.2464487,372.1827053,,175.2464487,,175.7614216,175.2464487,, LR, LR,,,,175.2464487, , , , , , ,,175.2464487, , , , , , 
24,24, LR, LR,308.1745944,159.2075433,423.9198627,197.8472168,0,0,0,46.47636039,47.27921499,,,,423.9198627,,308.1745944,510.513973,,308.1745944,,115.7452683,308.1745944,, LR, LR,,,,308.1745944, , , , , , ,,308.1745944, , , , , , 
24,25, KNN, KNN,258.5603309,117.2975829,241.5283713,113.1644775,1,1,1,46.43493761,47.23707665,,,,241.5283713,,258.5603309,423.9068739,,258.5603309,,-17.03195952,241.5283713,, KNN,OLD,,,, ,258.5603309, , , , , ,, , , , , , , 
24,26, KNN, SVR,251.4477162,119.4423366,222.0254771,102.4247477,2,5,2,46.3935886,47.19501336,,,,222.0254771,,251.4477162,285.9379485,,251.4477162,,-29.42223905,222.0254771,, KNN,OLD,,,, ,251.4477162, , , , , ,, , , , , , , 
24,27, KNN, KNN,495.0109737,213.5398207,490.9628974,154.2544434,1,15,1,46.35231317,47.15302491,,,,490.9628974,,495.0109737,554.1035929,,495.0109737,,-4.048076292,490.9628974,, KNN,OLD,,,, ,495.0109737, , , , , ,, , , , , , , 
24,28, KNN, SVR,297.2744371,155.3035954,370.0832339,138.6648763,0,3,0,46.4,47.11111111,,,,370.0832339,,297.2744371,459.7297467,,297.2744371,,72.80879678,297.2744371,, KNN, KNN,,,, ,297.2744371, , , , , ,, ,297.2744371, , , , , 
24,29, KNN, KNN,352.3622381,135.5507479,507.2832378,174.5826335,0,0,0,46.44760213,47.15808171,,,,507.2832378,,352.3622381,620.0914544,,352.3622381,,154.9209997,352.3622381,, KNN, KNN,,,, ,352.3622381, , , , , ,, ,352.3622381, , , , , 
24,30, LR, LR,572.3759938,274.7305613,478.9884132,211.397526,1,1,1,46.40638864,47.1162378,,,,478.9884132,,572.3759938,1220.937211,,572.3759938,,-93.38758056,478.9884132,, LR,OLD,,,,572.3759938, , , , , , ,, , , , , , , 
24,31, LR, LR,1742.725196,662.6944304,1169.891334,516.2784831,11,3,3,46.36524823,47.07446809,,,,1169.891334,,1742.725196,1446.460616,,1446.460616,,-276.569282,1169.891334,,WA,OLD,,,, , , , , , ,1446.460616,, , , , , , , 
24,32, LR, LR,1852.917381,1096.248829,1671.944576,757.1494141,8,13,8,46.32418069,47.03277236,,,,1671.944576,,1852.917381,2069.935303,,1852.917381,,-180.9728041,1671.944576,, LR,OLD,,,,1852.917381, , , , , , ,, , , , , , , 
24,33, KNN, KNN,1712.214874,954.6005745,1245.749841,709.7348307,7,8,7,46.28318584,46.99115044,,,,1245.749841,,1712.214874,1550.807768,,1550.807768,,-305.0579273,1245.749841,,WA,OLD,,,, , , , , , ,1550.807768,, , , , , , , 
24,34, KNN, KNN,1957.403276,933.4350805,1477.927558,679.0604167,4,6,4,46.24226348,46.94960212,,,,1477.927558,,1957.403276,1953.289387,,1953.289387,,-475.3618288,1477.927558,,WA,OLD,,,, , , , , , ,1953.289387,, , , , , , , 
24,35, LR, LR,1752.60797,970.7993229,1771.118441,967.1692708,0,1,0,46.28975265,46.90812721,,,,1771.118441,,1752.60797,2273.96394,,1752.60797,,18.51047161,1752.60797,, LR, LR,,,,1752.60797, , , , , , ,,1752.60797, , , , , , 
24,36, KNN, SVR,1993.039524,1020.694946,2170.275337,974.3715495,0,2,0,46.33715799,46.86672551,,,,2170.275337,,1993.039524,2353.384008,,1993.039524,,177.2358132,1993.039524,, KNN, KNN,,,, ,1993.039524, , , , , ,, ,1993.039524, , , , , 
24,37, KNN, KNN,1147.612724,590.4485786,960.1871693,499.5535482,1,1,1,46.2962963,46.82539683,,,,960.1871693,,1147.612724,1450.293812,,1147.612724,,-187.4255545,960.1871693,, KNN,OLD,,,, ,1147.612724, , , , , ,, , , , , , , 
24,38, KNN, KNN,1393.372977,563.722858,1236.335337,560.6902344,2,1,0,46.25550661,46.78414097,,,,1236.335337,,1393.372977,1252.278317,,1252.278317,,-15.94297923,1236.335337,,WA,OLD,,,, , , , , , ,1252.278317,, , , , , , , 
24,39, KNN, KNN,1071.153516,509.4849163,1110.898555,508.2362305,0,1,0,46.3028169,46.74295775,,,,1110.898555,,1071.153516,1141.882715,,1071.153516,,39.74503967,1071.153516,, KNN, KNN,,,, ,1071.153516, , , , , ,, ,1071.153516, , , , , 
24,40, KNN, KNN,1245.321976,439.0550081,1207.045373,446.9861328,1,0,0,46.26209323,46.78979771,,,,1207.045373,,1245.321976,1184.948719,,1184.948719,,22.09665435,1184.948719,,WA,WA,,,, , , , , , ,1184.948719,, , , , , , ,1184.948719
24,41, KNN, KNN,1228.478648,522.6110532,1141.024803,540.5662435,3,0,0,46.22144112,46.83655536,,,,1141.024803,,1228.478648,829.2373605,,829.2373605,,311.7874421,829.2373605,,WA,WA,,,, , , , , , ,829.2373605,, , , , , , ,829.2373605
24,42, KNN, KNN,1092.428448,561.0930855,688.4581808,395.7926432,3,2,2,46.1808604,46.79543459,,,,688.4581808,,1092.428448,758.3006,,758.3006,,-69.84241926,688.4581808,,WA,OLD,,,, , , , , , ,758.3006,, , , , , , , 
24,43, LR, LR,864.4148813,558.1987666,857.1064111,475.3977214,1,5,1,46.14035088,46.75438596,,,,857.1064111,,864.4148813,1045.370385,,864.4148813,,-7.308470144,857.1064111,, LR,OLD,,,,864.4148813, , , , , , ,, , , , , , , 
24,44, KNN, KNN,1140.940572,610.4491056,910.5147628,533.4035156,2,2,2,46.09991236,46.71340929,,,,910.5147628,,1140.940572,1013.026228,,1013.026228,,-102.5114648,910.5147628,,WA,OLD,,,, , , , , , ,1013.026228,, , , , , , , 
24,45, KNN, KNN,1436.498825,721.865179,1078.558606,568.9367188,6,10,5,46.05954466,46.67250438,,,,1078.558606,,1436.498825,1311.120731,,1311.120731,,-232.562125,1078.558606,,WA,OLD,,,, , , , , , ,1311.120731,, , , , , , , 
24,46, LR, KNN,1175.741558,602.0724,878.747404,450.0114583,3,5,2,46.01924759,46.63167104,,,,878.747404,,1175.741558,1403.999116,,1175.741558,,-296.9941537,878.747404,, LR,OLD,,,,1175.741558, , , , , , ,, , , , , , , 
24,47, KNN, KNN,936.7934692,422.0372372,878.2077203,397.8986979,2,1,1,45.97902098,46.59090909,,,,878.2077203,,936.7934692,1008.300072,,936.7934692,,-58.58574889,878.2077203,, KNN,OLD,,,, ,936.7934692, , , , , ,, , , , , , , 
24,48, KNN, KNN,1049.196378,375.6908616,987.841654,412.3700846,1,0,0,45.93886463,46.63755459,,,,987.841654,,1049.196378,1172.473271,,1049.196378,,-61.35472383,987.841654,, KNN,OLD,,,, ,1049.196378, , , , , ,, , , , , , , 
24,49, LR, KNN,816.4475335,389.2536254,775.3842918,340.3445964,3,3,2,45.89877836,46.59685864,,,,775.3842918,,816.4475335,964.5737311,,816.4475335,,-41.06324172,775.3842918,, LR,OLD,,,,816.4475335, , , , , , ,, , , , , , , 
24,50, KNN, KNN,1041.872477,359.311724,829.7042043,342.1668945,4,1,1,45.85876199,46.55623365,,,,829.7042043,,1041.872477,1125.630431,,1041.872477,,-212.1682723,829.7042043,, KNN,OLD,,,, ,1041.872477, , , , , ,, , , , , , , 
24,51, LR, LR,857.2262322,397.6383657,741.0128474,317.1825195,3,3,2,45.81881533,46.51567944,,,,741.0128474,,857.2262322,1189.613887,,857.2262322,,-116.2133848,741.0128474,, LR,OLD,,,,857.2262322, , , , , , ,, , , , , , , 
24,52, LR, LR,542.3881543,291.7964087,656.7932399,337.891862,0,0,0,45.86597041,46.56222802,,,,656.7932399,,542.3881543,926.57847,,542.3881543,,114.4050856,542.3881543,, LR, LR,,,,542.3881543, , , , , , ,,542.3881543, , , , , , 
24,53, LR, LR,438.0140632,190.1095394,696.0493038,318.0180664,0,0,0,45.91304348,46.60869565,,,,696.0493038,,438.0140632,718.4724851,,438.0140632,,258.0352406,438.0140632,, LR, LR,,,,438.0140632, , , , , , ,,438.0140632, , , , , , 
24,54, LR, KNN,551.8780374,241.3615115,717.1602331,256.2073079,0,0,0,45.96003475,46.65508254,,,,717.1602331,,551.8780374,742.8855205,,551.8780374,,165.2821958,551.8780374,, LR, LR,,,,551.8780374, , , , , , ,,551.8780374, , , , , , 
24,55, KNN, KNN,322.9750028,144.8015572,408.8090426,129.5156494,0,1,0,46.00694444,46.61458333,,,,408.8090426,,322.9750028,472.9183184,,322.9750028,,85.8340398,322.9750028,, KNN, KNN,,,, ,322.9750028, , , , , ,, ,322.9750028, , , , , 
24,56, KNN, KNN,315.0287396,93.87882502,356.5774694,98.79342448,0,0,0,46.05377277,46.66088465,,,,356.5774694,,315.0287396,353.3010305,,315.0287396,,41.54872975,315.0287396,, KNN, KNN,,,, ,315.0287396, , , , , ,, ,315.0287396, , , , , 
24,57, KNN, KNN,266.2396918,96.37413251,373.6083288,94.31597493,0,1,0,46.10051993,46.62045061,,,,373.6083288,,266.2396918,475.2515849,,266.2396918,,107.368637,266.2396918,, KNN, KNN,,,, ,266.2396918, , , , , ,, ,266.2396918, , , , , 
24,58, KNN, KNN,296.8526962,100.7543674,344.1814202,107.3493571,0,0,0,46.14718615,46.66666667,,,,344.1814202,,296.8526962,544.0003234,,296.8526962,,47.32872396,296.8526962,, KNN, KNN,,,, ,296.8526962, , , , , ,, ,296.8526962, , , , , 
24,59, KNN, SVR,109.3460566,40.96121498,81.60609148,29.48442179,3,3,2,46.10726644,46.62629758,,,,81.60609148,,109.3460566,172.9466599,,109.3460566,,-27.73996513,81.60609148,, KNN,OLD,,,, ,109.3460566, , , , , ,, , , , , , , 
24,60, LR, LR,56.53202585,23.72866216,15.5214154,30.662264,1,0,0,46.06741573,46.67242869,,,,15.5214154,,56.53202585,323.9321197,,56.53202585,,-41.01061046,15.5214154,, LR,OLD,,,,56.53202585, , , , , , ,, , , , , , , 
24,61, KNN, RF,72.47716171,20.51642304,186.1510878,131.8907959,0,0,0,46.11398964,46.71848014,,,,186.1510878,,72.47716171,863.2037291,,72.47716171,,113.6739261,72.47716171,, KNN, KNN,,,, ,72.47716171, , , , , ,, ,72.47716171, , , , , 
24,62, RF, RF,3.688293782,0.47615668,31.24854872,110.0279704,0,0,0,46.16048318,46.76445211,,,,31.24854872,,3.688293782,876.8112682,,3.688293782,,27.56025493,3.688293782,, RF, RF,,,, , , ,3.688293782, , , ,, , , ,3.688293782, , , 
24,63, SVR, RF,0.083231477,0.010816666,21.94840986,20.97618205,0,0,0,46.20689655,46.81034483,,,,21.94840986,,0.083231477,564.6816507,,0.083231477,,21.86517838,0.083231477,, SVR, SVR,,,, , , , ,0.083231477, , ,, , , , ,0.083231477, , 
25,1, SVR, RF,0.259251707,0.039991667,54.92801397,9.976849365,0,0,0,46.25322997,46.85615848,,,,54.92801397,,0.259251707,197.2619036,,0.259251707,,54.66876226,0.259251707,, SVR, SVR,,,, , , , ,0.259251707, , ,, , , , ,0.259251707, , 
25,2, SVR, RF,2.271841287,0.304569987,24.37074616,7.398563639,0,0,0,46.29948365,46.90189329,,,,24.37074616,,2.271841287,115.3311293,,2.271841287,,22.09890487,2.271841287,, SVR, SVR,,,, , , , ,2.271841287, , ,, , , , ,2.271841287, , 
25,3, LR, KNN,56.32078957,11.8137754,51.88277803,9.856100464,2,2,2,46.25967326,46.86156492,,,,51.88277803,,56.32078957,94.69788622,,56.32078957,,-4.43801154,51.88277803,, LR,OLD,,,,56.32078957, , , , , , ,, , , , , , , 
25,4, LR, LR,85.97825337,38.83716176,215.1273073,49.24832357,0,0,0,46.30584192,46.90721649,,,,215.1273073,,85.97825337,219.7604435,,85.97825337,,129.1490539,85.97825337,, LR, LR,,,,85.97825337, , , , , , ,,85.97825337, , , , , , 
25,5, LR, KNN,241.6407035,75.20569131,159.9865945,36.9263265,4,8,4,46.26609442,46.86695279,,,,159.9865945,,241.6407035,224.9219124,,224.9219124,,-64.93531789,159.9865945,,WA,OLD,,,, , , , , , ,224.9219124,, , , , , , , 
25,6, KNN, KNN,89.10068071,30.07540062,40.39164131,15.44797567,5,8,4,46.22641509,46.82675815,,,,40.39164131,,89.10068071,103.826029,,89.10068071,,-48.7090394,40.39164131,, KNN,OLD,,,, ,89.10068071, , , , , ,, , , , , , , 
25,7, KNN, KNN,294.5061523,60.66701908,170.6681905,40.71845703,11,5,5,46.18680377,46.78663239,,,,170.6681905,,294.5061523,264.7250886,,264.7250886,,-94.05689812,170.6681905,,WA,OLD,,,, , , , , , ,264.7250886,, , , , , , , 
25,8, LR, KNN,178.8764395,53.41042621,325.6106443,122.8232096,0,0,0,46.23287671,46.83219178,,,,325.6106443,,178.8764395,664.0854151,,178.8764395,,146.7342048,178.8764395,, LR, LR,,,,178.8764395, , , , , , ,,178.8764395, , , , , , 
25,9, SVR, SVR,9.926112643,2.084734826,44.30454795,15.19006348,0,0,0,46.27887083,46.87767322,,,,44.30454795,,9.926112643,120.2997697,,9.926112643,,34.3784353,9.926112643,, SVR, SVR,,,, , , , ,9.926112643, , ,, , , , ,9.926112643, , 
25,10, RF, RF,1.189983284,0.158438336,2.969819914,0.893464979,0,0,0,46.32478632,46.92307692,,,,2.969819914,,1.189983284,33.89125783,,1.189983284,,1.77983663,1.189983284,, RF, RF,,,, , , ,1.189983284, , , ,, , , ,1.189983284, , , 
25,11, SVR, RF,0.622738395,0.097614999,42.03595621,8.899997965,0,0,0,46.3706234,46.96840307,,,,42.03595621,,0.622738395,72.53196135,,0.622738395,,41.41321782,0.622738395,, SVR, SVR,,,, , , , ,0.622738395, , ,, , , , ,0.622738395, , 
25,12, KNN, KNN,0.545788261,0.088058573,91.03595615,18.91583252,0,0,0,46.41638225,47.01365188,,,,91.03595615,,0.545788261,204.983357,,0.545788261,,90.49016789,0.545788261,, KNN, KNN,,,, ,0.545788261, , , , , ,, ,0.545788261, , , , , 
25,13, SVR, RF,6.950653853,1.362226644,29.53493033,9.863233439,0,0,0,46.46206309,47.05882353,,,,29.53493033,,6.950653853,121.8476102,,6.950653853,,22.58427647,6.950653853,, SVR, SVR,,,, , , , ,6.950653853, , ,, , , , ,6.950653853, , 
25,14, KNN, KNN,87.64899618,28.82446096,144.9674245,63.28858643,0,0,0,46.5076661,47.10391823,,,,144.9674245,,87.64899618,283.068417,,87.64899618,,57.31842832,87.64899618,, KNN, KNN,,,, ,87.64899618, , , , , ,, ,87.64899618, , , , , 
25,15, LR, LR,120.4438258,50.86359727,272.5097705,106.1863444,0,0,0,46.55319149,47.14893617,,,,272.5097705,,120.4438258,336.1396828,,120.4438258,,152.0659447,120.4438258,, LR, LR,,,,120.4438258, , , , , , ,,120.4438258, , , , , , 
25,16, LR, KNN,264.1823557,84.47131351,337.0831005,151.0368652,0,0,0,46.59863946,47.19387755,,,,337.0831005,,264.1823557,559.6838393,,264.1823557,,72.90074483,264.1823557,, LR, LR,,,,264.1823557, , , , , , ,,264.1823557, , , , , , 
25,17, LR, LR,84.64185725,27.48436302,473.1187659,210.613623,0,0,0,46.6440102,47.23874257,,,,473.1187659,,84.64185725,556.2630956,,84.64185725,,388.4769087,84.64185725,, LR, LR,,,,84.64185725, , , , , , ,,84.64185725, , , , , , 
25,18, KNN, SVR,67.11021245,22.88113684,130.8802848,59.55265706,0,0,0,46.6893039,47.28353141,,,,130.8802848,,67.11021245,198.9209782,,67.11021245,,63.77007239,67.11021245,, KNN, KNN,,,, ,67.11021245, , , , , ,, ,67.11021245, , , , , 
25,19, LR, KNN,253.9193278,118.1374767,397.1892076,201.8170247,0,0,0,46.73452078,47.32824427,,,,397.1892076,,253.9193278,594.3556939,,253.9193278,,143.2698798,253.9193278,, LR, LR,,,,253.9193278, , , , , , ,,253.9193278, , , , , , 
25,20, LR, KNN,274.6434596,164.9682361,424.9262681,223.5457357,0,0,0,46.77966102,47.37288136,,,,424.9262681,,274.6434596,611.094071,,274.6434596,,150.2828085,274.6434596,, LR, LR,,,,274.6434596, , , , , , ,,274.6434596, , , , , , 
25,21, LR, KNN,283.7133259,159.9507191,390.8938262,225.4982747,0,0,0,46.82472481,47.41744285,,,,390.8938262,,283.7133259,473.2857918,,283.7133259,,107.1805003,283.7133259,, LR, LR,,,,283.7133259, , , , , , ,,283.7133259, , , , , , 
25,22, LR, KNN,338.1311054,157.298435,517.6127896,291.0043945,0,0,0,46.86971235,47.46192893,,,,517.6127896,,338.1311054,547.6757051,,338.1311054,,179.4816842,338.1311054,, LR, LR,,,,338.1311054, , , , , , ,,338.1311054, , , , , , 
25,23, KNN, KNN,176.1259865,88.90093121,484.64487,244.5410156,0,0,0,46.91462384,47.50633981,,,,484.64487,,176.1259865,555.4021666,,176.1259865,,308.5188834,176.1259865,, KNN, KNN,,,, ,176.1259865, , , , , ,, ,176.1259865, , , , , 
25,24, LR, KNN,313.5579885,163.9045857,359.8604591,165.6938151,0,0,0,46.95945946,47.55067568,,,,359.8604591,,313.5579885,437.2901918,,313.5579885,,46.30247053,313.5579885,, LR, LR,,,,313.5579885, , , , , , ,,313.5579885, , , , , , 
25,25, KNN, KNN,347.0900177,161.0417365,309.9051737,134.1255778,2,2,2,46.91983122,47.51054852,,,,309.9051737,,347.0900177,462.587595,,347.0900177,,-37.18484406,309.9051737,, KNN,OLD,,,, ,347.0900177, , , , , ,, , , , , , , 
25,26, KNN, KNN,162.8871055,103.2554416,197.3682261,89.10258789,0,2,0,46.96458685,47.47048904,,,,197.3682261,,162.8871055,245.6426598,,162.8871055,,34.48112057,162.8871055,, KNN, KNN,,,, ,162.8871055, , , , , ,, ,162.8871055, , , , , 
25,27, KNN, KNN,421.2302156,142.2784082,343.0364291,123.1130127,2,1,1,46.92502106,47.43049705,,,,343.0364291,,421.2302156,542.008168,,421.2302156,,-78.19378657,343.0364291,, KNN,OLD,,,, ,421.2302156, , , , , ,, , , , , , , 
25,28, KNN, KNN,257.7127195,121.2872823,403.8312147,177.4700846,0,0,0,46.96969697,47.47474747,,,,403.8312147,,257.7127195,557.749693,,257.7127195,,146.1184953,257.7127195,, KNN, KNN,,,, ,257.7127195, , , , , ,, ,257.7127195, , , , , 
25,29, KNN, KNN,376.3377596,162.0588291,400.2641378,194.5575033,0,0,0,47.01429773,47.51892347,,,,400.2641378,,376.3377596,617.197278,,376.3377596,,23.92637817,376.3377596,, KNN, KNN,,,, ,376.3377596, , , , , ,, ,376.3377596, , , , , 
25,30, KNN, SVR,633.6236173,312.3508549,692.7646546,291.8755859,0,1,0,47.05882353,47.4789916,,,,692.7646546,,633.6236173,1015.730237,,633.6236173,,59.14103734,633.6236173,, KNN, KNN,,,, ,633.6236173, , , , , ,, ,633.6236173, , , , , 
25,31, LR, KNN,947.9487901,458.3885657,1126.567649,585.580599,0,0,0,47.10327456,47.52308984,,,,1126.567649,,947.9487901,1697.17422,,947.9487901,,178.6188584,947.9487901,, LR, LR,,,,947.9487901, , , , , , ,,947.9487901, , , , , , 
25,32, LR, LR,1550.19501,861.8155877,1379.127647,678.651237,1,3,1,47.06375839,47.48322148,,,,1379.127647,,1550.19501,1759.91657,,1550.19501,,-171.0673635,1379.127647,, LR,OLD,,,,1550.19501, , , , , , ,, , , , , , , 
25,33, KNN, KNN,2559.39691,1264.03443,2096.54325,1002.896419,13,14,13,47.02430847,47.44341995,,,,2096.54325,,2559.39691,2333.772482,,2333.772482,,-237.2292323,2096.54325,,WA,OLD,,,, , , , , , ,2333.772482,, , , , , , , 
25,34, KNN, KNN,1785.70342,888.4271506,1546.153593,796.6188151,6,6,5,46.98492462,47.40368509,,,,1546.153593,,1785.70342,1742.310558,,1742.310558,,-196.1569648,1546.153593,,WA,OLD,,,, , , , , , ,1742.310558,, , , , , , , 
25,35, LR, KNN,2278.385719,982.0859701,1947.149547,940.3704427,3,1,1,46.94560669,47.36401674,,,,1947.149547,,2278.385719,2376.776317,,2278.385719,,-331.2361716,1947.149547,, LR,OLD,,,,2278.385719, , , , , , ,, , , , , , , 
25,36, KNN, KNN,1417.382826,629.9002241,1356.394436,641.9948568,1,0,0,46.90635452,47.40802676,,,,1356.394436,,1417.382826,1480.786135,,1417.382826,,-60.98839018,1356.394436,, KNN,OLD,,,, ,1417.382826, , , , , ,, , , , , , , 
25,37, KNN, KNN,641.7376128,294.3153958,693.0415091,354.510612,0,0,0,46.95071011,47.45196324,,,,693.0415091,,641.7376128,728.8358691,,641.7376128,,51.30389628,641.7376128,, KNN, KNN,,,, ,641.7376128, , , , , ,, ,641.7376128, , , , , 
25,38, KNN, KNN,747.835751,365.9477898,1013.903776,499.0999023,0,0,0,46.99499165,47.49582638,,,,1013.903776,,747.835751,1018.919534,,747.835751,,266.0680249,747.835751,, KNN, KNN,,,, ,747.835751, , , , , ,, ,747.835751, , , , , 
25,39, KNN, KNN,977.3193427,465.2131445,1173.132672,472.0683594,0,0,0,47.03919933,47.53961635,,,,1173.132672,,977.3193427,1199.139918,,977.3193427,,195.8133296,977.3193427,, KNN, KNN,,,, ,977.3193427, , , , , ,, ,977.3193427, , , , , 
25,40, KNN, KNN,1382.824474,635.4580108,1211.323409,598.1088542,2,2,2,47,47.5,,,,1211.323409,,1382.824474,1415.826572,,1382.824474,,-171.5010653,1211.323409,, KNN,OLD,,,, ,1382.824474, , , , , ,, , , , , , , 
25,41, KNN, KNN,927.4527428,375.087734,1090.542923,524.6297852,0,0,0,47.04412989,47.54371357,,,,1090.542923,,927.4527428,1101.301109,,927.4527428,,163.0901801,927.4527428,, KNN, KNN,,,, ,927.4527428, , , , , ,, ,927.4527428, , , , , 
25,42, KNN, KNN,727.7600235,323.7365178,714.3859834,366.3949219,1,0,0,47.00499168,47.58735441,,,,714.3859834,,727.7600235,704.5438477,,704.5438477,,9.842135737,704.5438477,,WA,WA,,,, , , , , , ,704.5438477,, , , , , , ,704.5438477
25,43, KNN, KNN,800.5407054,382.9729257,922.2022916,422.6702148,0,0,0,47.04904406,47.63092269,,,,922.2022916,,800.5407054,855.27369,,800.5407054,,121.6615862,800.5407054,, KNN, KNN,,,, ,800.5407054, , , , , ,, ,800.5407054, , , , , 
25,44, KNN, KNN,1029.37063,499.6230724,1234.251676,595.6265625,0,0,0,47.09302326,47.6744186,,,,1234.251676,,1029.37063,1623.456084,,1029.37063,,204.8810465,1029.37063,, KNN, KNN,,,, ,1029.37063, , , , , ,, ,1029.37063, , , , , 
25,45, LR, KNN,886.5419359,466.3071007,694.5360802,331.2862956,5,6,4,47.05394191,47.63485477,,,,694.5360802,,886.5419359,760.3262927,,760.3262927,,-65.79021256,694.5360802,,WA,OLD,,,, , , , , , ,760.3262927,, , , , , , , 
25,46, LR, LR,847.8144068,513.6615961,758.0434025,378.5221029,2,6,2,47.01492537,47.59535655,,,,758.0434025,,847.8144068,1045.911908,,847.8144068,,-89.77100436,758.0434025,, LR,OLD,,,,847.8144068, , , , , , ,, , , , , , , 
