Y, X, Best RMSE Model Name, Best MAE Model Name, New Model Best RMSE Value, New Model Best MAE Value, Old Model Best RMSE Value, Old Model Best MAE Value, Old RMSE better in, Old MAE Better in, Old RMSE and MAE Better in, Cumulative Accuracy RMSE, Cumulative Accuracy MAE,,,,OLD BEST,, New Model Best RMSE Value,WA,,NEW BEST,,DIFF,ALL BEST,,BEST ML,ALL BEST ML,,,,LR,KNN,NN,RF,SVR,POLY,WA,,LR Best,KNN best,NN best,RF best,SVR best,POLY best,WA best
17,35, KNN, KNN,1499.739838,634.8758014,1139.351102,487.5748372,7,6,6,47.21825963,49.35805991,,,,1139.351102,,1499.739838,1258.529821,,1258.529821,,-119.1787186,1139.351102,,WA,OLD,,,, , , , , , ,1258.529821,, , , , , , , 
17,36, KNN, KNN,1041.268307,479.860913,1137.152291,499.7928385,0,0,0,47.29344729,49.43019943,,,,1137.152291,,1041.268307,806.0495392,,806.0495392,,331.102752,806.0495392,,WA,WA,,,, , , , , , ,806.0495392,, , , , , , ,806.0495392
17,37, LR, KNN,912.5335202,422.9305115,913.6823299,323.9927083,0,3,0,47.36842105,49.3598862,,,,913.6823299,,912.5335202,691.0288224,,691.0288224,,222.6535076,691.0288224,,WA,WA,,,, , , , , , ,691.0288224,, , , , , , ,691.0288224
17,38, KNN, KNN,572.8901313,232.0541449,725.9786039,321.9365885,0,0,0,47.44318182,49.43181818,,,,725.9786039,,572.8901313,736.3412068,,572.8901313,,153.0884726,572.8901313,, KNN, KNN,,,, ,572.8901313, , , , , ,, ,572.8901313, , , , , 
17,39, KNN, SVR,690.8902952,240.1108563,441.3155334,200.8824382,2,2,2,47.37588652,49.36170213,,,,441.3155334,,690.8902952,968.0048572,,690.8902952,,-249.5747618,441.3155334,, KNN,OLD,,,, ,690.8902952, , , , , ,, , , , , , , 
17,40, KNN, SVR,506.7353004,257.0034164,568.614896,214.7865723,0,3,0,47.45042493,49.2917847,,,,568.614896,,506.7353004,731.8312891,,506.7353004,,61.87959565,506.7353004,, KNN, KNN,,,, ,506.7353004, , , , , ,, ,506.7353004, , , , , 
17,41, KNN, SVR,452.2307932,225.2593294,434.0624187,193.7008138,2,3,2,47.38330976,49.22206506,,,,434.0624187,,452.2307932,725.1335175,,452.2307932,,-18.16837448,434.0624187,, KNN,OLD,,,, ,452.2307932, , , , , ,, , , , , , , 
17,42, KNN, KNN,274.6168947,126.0237616,325.1204136,151.9207357,0,0,0,47.45762712,49.29378531,,,,325.1204136,,274.6168947,440.7350718,,274.6168947,,50.50351891,274.6168947,, KNN, KNN,,,, ,274.6168947, , , , , ,, ,274.6168947, , , , , 
17,43, LR, LR,280.3082818,100.5069594,237.7623113,85.11808268,3,1,1,47.39069111,49.22425952,,,,237.7623113,,280.3082818,429.8656077,,280.3082818,,-42.54597052,237.7623113,, LR,OLD,,,,280.3082818, , , , , , ,, , , , , , , 
17,44, LR, KNN,565.3360699,145.8480635,95.43722741,146.5305501,6,0,0,47.32394366,49.29577465,,,,95.43722741,,565.3360699,725.6404769,,565.3360699,,-469.8988425,95.43722741,, LR,OLD,,,,565.3360699, , , , , , ,, , , , , , , 
17,45, LR, LR,795.13338,258.9691633,292.1798761,188.1742676,4,5,2,47.25738397,49.22644163,,,,292.1798761,,795.13338,826.2619694,,795.13338,,-502.9535039,292.1798761,, LR,OLD,,,,795.13338, , , , , , ,, , , , , , , 
17,46, KNN, KNN,1011.09581,246.1597165,448.6901826,230.3578939,2,2,0,47.19101124,49.15730337,,,,448.6901826,,1011.09581,1259.687681,,1011.09581,,-562.4056277,448.6901826,, KNN,OLD,,,, ,1011.09581, , , , , ,, , , , , , , 
17,47, KNN, KNN,874.2059393,282.6957265,742.3800015,219.9528971,3,2,1,47.12482468,49.08835905,,,,742.3800015,,874.2059393,916.9553443,,874.2059393,,-131.8259377,742.3800015,, KNN,OLD,,,, ,874.2059393, , , , , ,, , , , , , , 
17,48, LR, LR,560.3268482,249.0734136,824.6746025,281.9282227,0,0,0,47.19887955,49.15966387,,,,824.6746025,,560.3268482,785.246134,,560.3268482,,264.3477543,560.3268482,, LR, LR,,,,560.3268482, , , , , , ,,560.3268482, , , , , , 
17,49, LR, LR,441.9905563,145.4140568,361.9591252,137.5621908,1,1,1,47.13286713,49.09090909,,,,361.9591252,,441.9905563,585.7353731,,441.9905563,,-80.03143109,361.9591252,, LR,OLD,,,,441.9905563, , , , , , ,, , , , , , , 
17,50, LR, KNN,245.9378976,77.77030827,176.7280632,61.64942627,4,5,2,47.06703911,49.02234637,,,,176.7280632,,245.9378976,285.7283456,,245.9378976,,-69.20983441,176.7280632,, LR,OLD,,,,245.9378976, , , , , , ,, , , , , , , 
17,51, LR, KNN,194.7374945,39.24462493,175.3358206,48.27143555,1,0,0,47.0013947,49.09344491,,,,175.3358206,,194.7374945,248.6903288,,194.7374945,,-19.40167388,175.3358206,, LR,OLD,,,,194.7374945, , , , , , ,, , , , , , , 
17,52, KNN, KNN,558.1347261,142.2644359,321.8574736,106.6888265,6,3,2,46.93593315,49.02506964,,,,321.8574736,,558.1347261,590.3029465,,558.1347261,,-236.2772525,321.8574736,, KNN,OLD,,,, ,558.1347261, , , , , ,, , , , , , , 
17,53, KNN, KNN,818.8334604,237.4487958,611.1949225,159.0781901,4,2,1,46.87065369,48.95688456,,,,611.1949225,,818.8334604,878.722846,,818.8334604,,-207.6385379,611.1949225,, KNN,OLD,,,, ,818.8334604, , , , , ,, , , , , , , 
17,54, KNN, KNN,419.8257671,104.650195,325.1434555,67.03104655,5,4,2,46.80555556,48.88888889,,,,325.1434555,,419.8257671,433.7181442,,419.8257671,,-94.6823116,325.1434555,, KNN,OLD,,,, ,419.8257671, , , , , ,, , , , , , , 
17,55, KNN, SVR,276.9806513,56.90346182,170.6168588,45.63945313,5,3,3,46.740638,48.82108183,,,,170.6168588,,276.9806513,389.8610507,,276.9806513,,-106.3637925,170.6168588,, KNN,OLD,,,, ,276.9806513, , , , , ,, , , , , , , 
17,56, LR, LR,352.8252511,113.0650445,164.3484484,58.78190104,7,10,7,46.67590028,48.7534626,,,,164.3484484,,352.8252511,232.4909127,,232.4909127,,-68.14246432,164.3484484,,WA,OLD,,,, , , , , , ,232.4909127,, , , , , , , 
17,57, LR, LR,90.92072879,42.02797127,131.5139132,37.63870036,0,1,0,46.74965422,48.68603043,,,,131.5139132,,90.92072879,248.2371238,,90.92072879,,40.59318444,90.92072879,, LR, LR,,,,90.92072879, , , , , , ,,90.92072879, , , , , , 
17,58, KNN, SVR,119.7413197,34.7519566,106.3614465,22.78324585,6,6,3,46.68508287,48.61878453,,,,106.3614465,,119.7413197,204.0046762,,119.7413197,,-13.37987323,106.3614465,, KNN,OLD,,,, ,119.7413197, , , , , ,, , , , , , , 
17,59, NN, SVR,20.2350799,6.533105003,6.538689692,4.108005015,5,5,3,46.62068966,48.55172414,,,,6.538689692,,20.2350799,196.2684788,,20.2350799,,-13.69639021,6.538689692,, NN,OLD,,,, , ,20.2350799, , , , ,, , , , , , , 
17,60, NN, SVR,29.69461929,5.723409475,30.04699228,5.208192952,0,12,0,46.69421488,48.48484848,,,,30.04699228,,29.69461929,35.94774592,,29.69461929,,0.352372984,29.69461929,, NN, NN,,,, , ,29.69461929, , , , ,, , ,29.69461929, , , , 
17,61, SVR, KNN,0.797871081,0.15911381,0.804929392,0.107690001,0,7,0,46.76753783,48.41815681,,,,0.804929392,,0.797871081,11.84047888,,0.797871081,,0.007058311,0.797871081,, SVR, SVR,,,, , , , ,0.797871081, , ,, , , , ,0.797871081, , 
17,62, RF, RF,0.010418326,0.001345,0.008033233,0.001545,1,0,0,46.7032967,48.48901099,,,,0.008033233,,0.010418326,13.23318699,,0.010418326,,-0.002385092,0.008033233,, RF,OLD,,,, , , ,0.010418326, , , ,, , , , , , , 
18,4, RF, RF,0,0,4.278765817,1.675231552,0,0,0,46.77640604,48.55967078,,,,4.278765817,,0,15.84277567,,0,,4.278765817,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
18,5, RF, RF,0,0,2.509287862,0.976350085,0,0,0,46.84931507,48.63013699,,,,2.509287862,,0,11.45997546,,0,,2.509287862,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
18,6, KNN, KNN,0,0,0.621606592,0.266471672,0,0,0,46.92202462,48.7004104,,,,0.621606592,,0,11.91095897,,0,,0.621606592,0,, KNN, KNN,,,, ,0, , , , , ,, ,0, , , , , 
18,7, KNN, KNN,0,0,0.678032133,0.228649982,0,0,0,46.99453552,48.7704918,,,,0.678032133,,0,9.305930464,,0,,0.678032133,0,, KNN, KNN,,,, ,0, , , , , ,, ,0, , , , , 
18,8, SVR, SVR,1.216702088,0.157337414,10.83315217,3.875278473,0,0,0,47.06684857,48.84038199,,,,10.83315217,,1.216702088,27.62600512,,1.216702088,,9.616450079,1.216702088,, SVR, SVR,,,, , , , ,1.216702088, , ,, , , , ,1.216702088, , 
18,9, RF, SVR,11.76066882,2.063242766,7.543561913,2.559151713,2,0,0,47.0027248,48.91008174,,,,7.543561913,,11.76066882,58.66183419,,11.76066882,,-4.217106902,7.543561913,, RF,OLD,,,, , , ,11.76066882, , , ,, , , , , , , 
18,10, KNN, SVR,4.576445366,0.847400724,1.965758425,0.424539979,8,8,7,46.93877551,48.84353741,,,,1.965758425,,4.576445366,8.057973233,,4.576445366,,-2.610686941,1.965758425,, KNN,OLD,,,, ,4.576445366, , , , , ,, , , , , , , 
18,11, NN, KNN,7.628515643,1.409928356,2.872777904,0.519105021,12,8,8,46.875,48.77717391,,,,2.872777904,,7.628515643,45.05219329,,7.628515643,,-4.755737739,2.872777904,, NN,OLD,,,, , ,7.628515643, , , , ,, , , , , , , 
18,12, LR, LR,63.10003791,14.78476098,20.36838306,3.538641357,8,13,8,46.81139756,48.7109905,,,,20.36838306,,63.10003791,160.0476199,,63.10003791,,-42.73165484,20.36838306,, LR,OLD,,,,63.10003791, , , , , , ,, , , , , , , 
18,13, LR, KNN,56.54954062,14.89316503,40.14646849,7.336487834,3,22,3,46.74796748,48.64498645,,,,40.14646849,,56.54954062,170.7599159,,56.54954062,,-16.40307213,40.14646849,, LR,OLD,,,,56.54954062, , , , , , ,, , , , , , , 
18,14, KNN, KNN,15.23425604,2.817021819,16.63044436,3.588797251,0,0,0,46.82002706,48.71447903,,,,16.63044436,,15.23425604,38.14773201,,15.23425604,,1.39618832,15.23425604,, KNN, KNN,,,, ,15.23425604, , , , , ,, ,15.23425604, , , , , 
18,15, KNN, KNN,16.55617652,4.377347786,67.86606371,11.92722066,0,0,0,46.89189189,48.78378378,,,,67.86606371,,16.55617652,210.4377292,,16.55617652,,51.3098872,16.55617652,, KNN, KNN,,,, ,16.55617652, , , , , ,, ,16.55617652, , , , , 
18,16, RF, SVR,15.1768137,2.866731325,29.3981602,5.216706848,0,0,0,46.96356275,48.85290148,,,,29.3981602,,15.1768137,123.3545449,,15.1768137,,14.22134649,15.1768137,, RF, RF,,,, , , ,15.1768137, , , ,, , , ,15.1768137, , , 
18,17, NN, SVR,19.98906359,3.576317245,6.257226941,1.447883352,14,14,13,46.90026954,48.78706199,,,,6.257226941,,19.98906359,11.23407751,,11.23407751,,-4.976850567,6.257226941,,WA,OLD,,,, , , , , , ,11.23407751,, , , , , , , 
18,18, LR, LR,21.30182203,14.27414477,24.90373654,6.940903219,0,15,0,46.9717362,48.72139973,,,,24.90373654,,21.30182203,44.541351,,21.30182203,,3.601914515,21.30182203,, LR, LR,,,,21.30182203, , , , , , ,,21.30182203, , , , , , 
18,19, KNN, SVR,21.56267346,6.600496187,12.79948907,3.939028422,2,8,2,46.90860215,48.65591398,,,,12.79948907,,21.56267346,24.8571719,,21.56267346,,-8.763184386,12.79948907,, KNN,OLD,,,, ,21.56267346, , , , , ,, , , , , , , 
18,20, KNN, SVR,75.27525677,23.96771096,55.32329462,17.84621582,11,11,11,46.84563758,48.59060403,,,,55.32329462,,75.27525677,63.96608721,,63.96608721,,-8.642792591,55.32329462,,WA,OLD,,,, , , , , , ,63.96608721,, , , , , , , 
18,21, KNN, KNN,150.8882891,37.28543094,57.41071193,15.41997782,11,9,6,46.78284182,48.52546917,,,,57.41071193,,150.8882891,126.1179841,,126.1179841,,-68.70727222,57.41071193,,WA,OLD,,,, , , , , , ,126.1179841,, , , , , , , 
18,22, LR, KNN,110.2465872,26.92760745,80.54126142,22.02689412,8,7,7,46.72021419,48.4605087,,,,80.54126142,,110.2465872,119.879883,,110.2465872,,-29.70532577,80.54126142,, LR,OLD,,,,110.2465872, , , , , , ,, , , , , , , 
18,23, LR, SVR,60.50622382,23.44715706,43.23089655,14.43404134,8,11,7,46.65775401,48.39572193,,,,43.23089655,,60.50622382,41.90438611,,41.90438611,,1.326510442,41.90438611,,WA,WA,,,, , , , , , ,41.90438611,, , , , , , ,41.90438611
18,24, NN, SVR,50.91816175,9.295652301,73.60057603,26.44318237,0,0,0,46.72897196,48.46461949,,,,73.60057603,,50.91816175,120.4360104,,50.91816175,,22.68241427,50.91816175,, NN, NN,,,, , ,50.91816175, , , , ,, , ,50.91816175, , , , 
18,25, NN, SVR,68.44050676,17.88407078,81.75466348,32.574882,0,0,0,46.8,48.53333333,,,,81.75466348,,68.44050676,124.5096562,,68.44050676,,13.31415672,68.44050676,, NN, NN,,,, , ,68.44050676, , , , ,, , ,68.44050676, , , , 
18,26, NN, SVR,224.8145796,46.20600551,219.4358486,49.35321045,3,0,0,46.73768309,48.60186418,,,,219.4358486,,224.8145796,336.6321967,,224.8145796,,-5.37873096,219.4358486,, NN,OLD,,,, , ,224.8145796, , , , ,, , , , , , , 
18,27, KNN, KNN,287.3196937,88.27481812,239.6401817,68.60388997,2,2,2,46.67553191,48.53723404,,,,239.6401817,,287.3196937,397.1330985,,287.3196937,,-47.67951204,239.6401817,, KNN,OLD,,,, ,287.3196937, , , , , ,, , , , , , , 
18,28, KNN, KNN,1069.214104,326.6519665,903.9847344,246.2568685,2,3,2,46.61354582,48.47277556,,,,903.9847344,,1069.214104,1435.403776,,1069.214104,,-165.2293701,903.9847344,, KNN,OLD,,,, ,1069.214104, , , , , ,, , , , , , , 
18,29, LR, KNN,1310.922833,394.4780327,790.1097814,201.4093424,8,12,8,46.55172414,48.40848806,,,,790.1097814,,1310.922833,1492.487233,,1310.922833,,-520.8130512,790.1097814,, LR,OLD,,,,1310.922833, , , , , , ,, , , , , , , 
18,30, LR, LR,705.2528966,283.5229877,1305.907398,312.3713542,0,0,0,46.62251656,48.47682119,,,,1305.907398,,705.2528966,1856.478865,,705.2528966,,600.6545018,705.2528966,, LR, LR,,,,705.2528966, , , , , , ,,705.2528966, , , , , , 
18,31, KNN, KNN,1577.756392,447.4538717,1090.712183,322.3890625,7,8,4,46.56084656,48.41269841,,,,1090.712183,,1577.756392,1753.801965,,1577.756392,,-487.0442084,1090.712183,, KNN,OLD,,,, ,1577.756392, , , , , ,, , , , , , , 
18,32, LR, KNN,1258.292171,383.3367472,1193.791383,230.9586914,1,4,1,46.4993395,48.34874505,,,,1193.791383,,1258.292171,1760.002652,,1258.292171,,-64.50078807,1193.791383,, LR,OLD,,,,1258.292171, , , , , , ,, , , , , , , 
18,33, KNN, KNN,1022.631519,355.3937723,881.4082293,286.5414714,3,2,1,46.43799472,48.28496042,,,,881.4082293,,1022.631519,1305.952838,,1022.631519,,-141.2232898,881.4082293,, KNN,OLD,,,, ,1022.631519, , , , , ,, , , , , , , 
18,34, KNN, KNN,1555.836663,520.6437004,1075.52629,328.0295573,5,6,5,46.37681159,48.22134387,,,,1075.52629,,1555.836663,1430.69519,,1430.69519,,-355.1689004,1075.52629,,WA,OLD,,,, , , , , , ,1430.69519,, , , , , , , 
18,35, KNN, KNN,1311.713323,470.8891129,822.41785,365.3916992,4,4,2,46.31578947,48.15789474,,,,822.41785,,1311.713323,1032.016244,,1032.016244,,-209.5983937,822.41785,,WA,OLD,,,, , , , , , ,1032.016244,, , , , , , , 
18,36, KNN, KNN,1840.157374,666.3985047,686.4411701,544.2022461,11,7,7,46.25492773,48.09461235,,,,686.4411701,,1840.157374,1345.343438,,1345.343438,,-658.9022677,686.4411701,,WA,OLD,,,, , , , , , ,1345.343438,, , , , , , , 
18,37, LR, LR,1646.0386,645.9996353,1136.902634,398.9235352,9,9,8,46.19422572,48.03149606,,,,1136.902634,,1646.0386,1387.919794,,1387.919794,,-251.0171601,1136.902634,,WA,OLD,,,, , , , , , ,1387.919794,, , , , , , , 
18,38, KNN, KNN,1178.420489,389.691296,684.8803302,283.284082,10,3,3,46.13368283,47.96854522,,,,684.8803302,,1178.420489,1028.602705,,1028.602705,,-343.7223752,684.8803302,,WA,OLD,,,, , , , , , ,1028.602705,, , , , , , , 
18,39, LR, LR,670.1161254,281.9824543,675.3734276,309.8537435,0,0,0,46.20418848,48.03664921,,,,675.3734276,,670.1161254,870.4022865,,670.1161254,,5.257302158,670.1161254,, LR, LR,,,,670.1161254, , , , , , ,,670.1161254, , , , , , 
18,40, KNN, KNN,776.8058822,335.3873184,847.8579598,313.1317708,0,3,0,46.2745098,47.97385621,,,,847.8579598,,776.8058822,1107.413994,,776.8058822,,71.05207765,776.8058822,, KNN, KNN,,,, ,776.8058822, , , , , ,, ,776.8058822, , , , , 
18,41, LR, LR,547.5921815,273.2324192,647.0216637,264.4485189,0,1,0,46.34464752,47.91122715,,,,647.0216637,,547.5921815,743.3223943,,547.5921815,,99.42948219,547.5921815,, LR, LR,,,,547.5921815, , , , , , ,,547.5921815, , , , , , 
18,42, KNN, SVR,652.8250839,264.3500737,533.4184411,212.6312174,1,2,1,46.28422425,47.84876141,,,,533.4184411,,652.8250839,695.1388855,,652.8250839,,-119.4066428,533.4184411,, KNN,OLD,,,, ,652.8250839, , , , , ,, , , , , , , 
18,43, NN, SVR,276.3201304,95.44158475,211.9171654,149.0457031,1,0,0,46.22395833,47.91666667,,,,211.9171654,,276.3201304,567.9163974,,276.3201304,,-64.40296503,211.9171654,, NN,OLD,,,, , ,276.3201304, , , , ,, , , , , , , 
18,44, KNN, SVR,273.4632345,135.6182151,275.6179874,139.2115397,0,0,0,46.29388817,47.98439532,,,,275.6179874,,273.4632345,684.9593085,,273.4632345,,2.154752923,273.4632345,, KNN, KNN,,,, ,273.4632345, , , , , ,, ,273.4632345, , , , , 
18,45, LR, LR,593.0546522,171.3862647,62.13517019,117.3047933,5,4,3,46.23376623,47.92207792,,,,62.13517019,,593.0546522,701.8305376,,593.0546522,,-530.919482,62.13517019,, LR,OLD,,,,593.0546522, , , , , , ,, , , , , , , 
18,46, KNN, LR,726.6795026,219.4460479,244.0868493,116.0143799,12,9,9,46.17380026,47.85992218,,,,244.0868493,,726.6795026,410.1837201,,410.1837201,,-166.0968708,244.0868493,,WA,OLD,,,, , , , , , ,410.1837201,, , , , , , , 
18,47, KNN, KNN,571.1302498,186.9706796,367.5512889,118.998763,4,5,4,46.11398964,47.79792746,,,,367.5512889,,571.1302498,529.6448875,,529.6448875,,-162.0935986,367.5512889,,WA,OLD,,,, , , , , , ,529.6448875,, , , , , , , 
18,48, LR, LR,379.9804545,174.7273398,469.8992977,189.685498,0,0,0,46.18369987,47.86545925,,,,469.8992977,,379.9804545,620.1545136,,379.9804545,,89.91884323,379.9804545,, LR, LR,,,,379.9804545, , , , , , ,,379.9804545, , , , , , 
18,49, KNN, KNN,744.0094036,296.8250553,585.0490008,252.3631185,5,7,5,46.12403101,47.80361757,,,,585.0490008,,744.0094036,572.7116292,,572.7116292,,12.33737164,572.7116292,,WA,WA,,,, , , , , , ,572.7116292,, , , , , , ,572.7116292
18,50, KNN, KNN,819.2407522,191.4832226,279.5860869,149.099056,17,6,6,46.06451613,47.74193548,,,,279.5860869,,819.2407522,720.0257528,,720.0257528,,-440.4396659,279.5860869,,WA,OLD,,,, , , , , , ,720.0257528,, , , , , , , 
18,51, LR, KNN,267.6540053,89.89083694,194.9117963,72.58375651,4,2,2,46.00515464,47.68041237,,,,194.9117963,,267.6540053,340.6228686,,267.6540053,,-72.742209,194.9117963,, LR,OLD,,,,267.6540053, , , , , , ,, , , , , , , 
18,52, KNN, KNN,212.3848088,67.99812729,147.0330816,57.31039225,3,1,1,45.94594595,47.61904762,,,,147.0330816,,212.3848088,214.8595991,,212.3848088,,-65.35172722,147.0330816,, KNN,OLD,,,, ,212.3848088, , , , , ,, , , , , , , 
18,53, LR, LR,848.4438313,295.1458241,926.3172963,305.5383789,0,0,0,46.01542416,47.68637532,,,,926.3172963,,848.4438313,1061.893164,,848.4438313,,77.87346498,848.4438313,, LR, LR,,,,848.4438313, , , , , , ,,848.4438313, , , , , , 
18,54, LR, LR,1136.825803,387.5057414,803.9626442,273.4332682,7,11,7,45.9563543,47.62516046,,,,803.9626442,,1136.825803,1028.423259,,1028.423259,,-224.4606149,803.9626442,,WA,OLD,,,, , , , , , ,1028.423259,, , , , , , , 
18,55, LR, KNN,465.0744353,137.0972849,548.3856307,164.3645671,0,0,0,46.02564103,47.69230769,,,,548.3856307,,465.0744353,669.5616529,,465.0744353,,83.31119545,465.0744353,, LR, LR,,,,465.0744353, , , , , , ,,465.0744353, , , , , , 
18,56, KNN, SVR,156.2737577,57.10700577,48.86862171,15.80012716,1,5,1,45.96670935,47.631242,,,,48.86862171,,156.2737577,467.7503413,,156.2737577,,-107.4051359,48.86862171,, KNN,OLD,,,, ,156.2737577, , , , , ,, , , , , , , 
18,57, LR, LR,84.67474756,41.53828336,168.223834,51.340979,0,0,0,46.03580563,47.69820972,,,,168.223834,,84.67474756,167.2095961,,84.67474756,,83.54908646,84.67474756,, LR, LR,,,,84.67474756, , , , , , ,,84.67474756, , , , , , 
18,58, KNN, SVR,215.4930005,70.02345743,219.93374,47.46033529,0,3,0,46.10472542,47.63729246,,,,219.93374,,215.4930005,302.0924397,,215.4930005,,4.44073953,215.4930005,, KNN, KNN,,,, ,215.4930005, , , , , ,, ,215.4930005, , , , , 
18,59, KNN, KNN,328.2395986,83.95805844,0.656549585,69.72609049,6,5,4,46.04591837,47.57653061,,,,0.656549585,,328.2395986,208.7022001,,208.7022001,,-208.0456505,0.656549585,,WA,OLD,,,, , , , , , ,208.7022001,, , , , , , , 
18,60, NN, KNN,69.72785834,12.60876042,6.335236937,6.907819112,15,7,7,45.98726115,47.51592357,,,,6.335236937,,69.72785834,123.7479014,,69.72785834,,-63.3926214,6.335236937,, NN,OLD,,,, , ,69.72785834, , , , ,, , , , , , , 
18,61, NN, KNN,26.43285404,4.020489884,7.456944776,4.050682068,3,0,0,45.92875318,47.5826972,,,,7.456944776,,26.43285404,40.21065351,,26.43285404,,-18.97590927,7.456944776,, NN,OLD,,,, , ,26.43285404, , , , ,, , , , , , , 
18,62, RF, RF,0.104196162,0.013451667,0.653972829,0.156338326,0,0,0,45.9974587,47.64930114,,,,0.653972829,,0.104196162,32.51107619,,0.104196162,,0.549776667,0.104196162,, RF, RF,,,, , , ,0.104196162, , , ,, , , ,0.104196162, , , 
19,2, RF, RF,0,0,8.338407309,3.646703339,0,0,0,46.06598985,47.71573604,,,,8.338407309,,0,21.74186084,,0,,8.338407309,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
19,3, SVR, SVR,0.074862294,0.074862294,8.688727525,3.597981771,0,0,0,46.13434728,47.78200253,,,,8.688727525,,0.074862294,18.27335496,,0.074862294,,8.613865231,0.074862294,, SVR, SVR,,,, , , , ,0.074862294, , ,, , , , ,0.074862294, , 
19,4, SVR, SVR,0.066310512,0.066310512,4.571729214,1.897138596,0,0,0,46.20253165,47.84810127,,,,4.571729214,,0.066310512,13.46671343,,0.066310512,,4.505418702,0.066310512,, SVR, SVR,,,, , , , ,0.066310512, , ,, , , , ,0.066310512, , 
19,5, RF, RF,0,0,2.066508765,0.677724965,0,0,0,46.27054362,47.91403287,,,,2.066508765,,0,9.223937293,,0,,2.066508765,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
19,6, RF, RF,0,0,0.554370743,0.157509995,0,0,0,46.33838384,47.97979798,,,,0.554370743,,0,7.848722332,,0,,0.554370743,0,, RF, RF,,,, , , ,0, , , ,, , , ,0, , , 
19,7, SVR, SVR,0.14597373,0.14597373,11.9793385,2.88011322,0,0,0,46.40605296,48.04539723,,,,11.9793385,,0.14597373,31.8909968,,0.14597373,,11.83336477,0.14597373,, SVR, SVR,,,, , , , ,0.14597373, , ,, , , , ,0.14597373, , 
19,8, KNN, KNN,22.77833991,2.940671037,33.17401444,9.979031372,0,0,0,46.47355164,48.11083123,,,,33.17401444,,22.77833991,127.2302702,,22.77833991,,10.39567453,22.77833991,, KNN, KNN,,,, ,22.77833991, , , , , ,, ,22.77833991, , , , , 
19,9, KNN, KNN,208.4024485,27.55603429,165.6327137,40.4324056,3,0,0,46.41509434,48.17610063,,,,165.6327137,,208.4024485,275.3728433,,208.4024485,,-42.76973486,165.6327137,, KNN,OLD,,,, ,208.4024485, , , , , ,, , , , , , , 
19,10, KNN, KNN,61.21352937,7.929151812,6.720015143,2.074452972,16,12,12,46.35678392,48.11557789,,,,6.720015143,,61.21352937,65.34552129,,61.21352937,,-54.49351423,6.720015143,, KNN,OLD,,,, ,61.21352937, , , , , ,, , , , , , , 
19,11, SVR, KNN,2.229890197,0.588291437,9.209314557,1.443678284,0,0,0,46.42409034,48.18067754,,,,9.209314557,,2.229890197,122.7148711,,2.229890197,,6.97942436,2.229890197,, SVR, SVR,,,, , , , ,2.229890197, , ,, , , , ,2.229890197, , 
19,12, SVR, SVR,11.57883114,2.697522332,3.784769771,0.685341644,11,12,10,46.36591479,48.12030075,,,,3.784769771,,11.57883114,45.14627557,,11.57883114,,-7.794061366,3.784769771,, SVR,OLD,,,, , , , ,11.57883114, , ,, , , , , , , 
19,13, SVR, SVR,8.782234377,3.331929774,2.947371628,0.491981602,10,14,9,46.30788486,48.06007509,,,,2.947371628,,8.782234377,39.4629757,,8.782234377,,-5.834862749,2.947371628,, SVR,OLD,,,, , , , ,8.782234377, , ,, , , , , , , 
19,14, SVR, SVR,12.26608752,4.51307132,6.683528379,1.543569946,7,13,6,46.25,48,,,,6.683528379,,12.26608752,33.53652102,,12.26608752,,-5.58255914,6.683528379,, SVR,OLD,,,, , , , ,12.26608752, , ,, , , , , , , 
19,15, NN, SVR,43.33956317,15.59731284,79.08060563,19.69990438,0,0,0,46.31710362,48.06491885,,,,79.08060563,,43.33956317,168.3344396,,43.33956317,,35.74104247,43.33956317,, NN, NN,,,, , ,43.33956317, , , , ,, , ,43.33956317, , , , 
19,16, KNN, KNN,56.10544478,17.70225428,49.03285994,14.18046468,3,3,3,46.25935162,48.00498753,,,,49.03285994,,56.10544478,92.67712113,,56.10544478,,-7.072584833,49.03285994,, KNN,OLD,,,, ,56.10544478, , , , , ,, , , , , , , 
19,17, KNN, KNN,53.79522837,14.49149157,49.45527493,14.96630859,3,0,0,46.20174346,48.06973848,,,,49.45527493,,53.79522837,64.66277438,,53.79522837,,-4.339953437,49.45527493,, KNN,OLD,,,, ,53.79522837, , , , , ,, , , , , , , 
19,18, LR, SVR,71.0993622,28.21291597,52.15320979,12.00180054,3,20,3,46.14427861,48.00995025,,,,52.15320979,,71.0993622,89.2215174,,71.0993622,,-18.94615241,52.15320979,, LR,OLD,,,,71.0993622, , , , , , ,, , , , , , , 
19,19, LR, KNN,57.46746642,20.24154443,46.17401698,13.79914449,1,2,1,46.08695652,47.95031056,,,,46.17401698,,57.46746642,89.14620134,,57.46746642,,-11.29344944,46.17401698,, LR,OLD,,,,57.46746642, , , , , , ,, , , , , , , 
19,20, KNN, KNN,97.81477797,21.85768857,59.84765816,18.82347005,4,1,1,46.02977667,47.89081886,,,,59.84765816,,97.81477797,105.6842078,,97.81477797,,-37.96711981,59.84765816,, KNN,OLD,,,, ,97.81477797, , , , , ,, , , , , , , 
