Y, X, caps_nmmb01, caps_nmmb02, caps_nmmb03, caps_nmmb04, caps_nmmb05, caps_nmmb_rad, core01_arw, core03_arw, core04_arw, core05_arw, core06_arw, core07_arw, core08_arw, core09_arw, core10_arw, s_phys_rad02_arw, s_phys_rad03_arw, s_phys_rad04_arw, s_phys_rad05_arw, s_phys_rad06_arw, s_phys_rad07_arw, s_phys_rad08_arw, s_phys_rad09_arw, s_phys_rad10_arw,OLD BEST,, New Model Best RMSE Value,WA,,NEW BEST,,DIFF,,,,,,,,
2,52,456.0315596,615.8883557,495.4576336,229.6461771,260.9915947,509.2218901,257.2594184,177.9487005,309.9708588,401.1846208,457.059471,355.568219,460.9422053,409.6607133,420.5965406,409.117587,355.7715676,345.5874829,416.4953581,416.8266026,409.8896599,422.9942671,410.8053878,422.0268159,177.9487005,,411.9090692,267.1141766,,267.1141766,,-89.16547611,,,,,,,,
2,53,139.6638449,716.5491144,460.1419708,208.3214963,486.8005238,117.1370858,118.1456023,929.1389993,370.6819729,287.0776898,28.7054832,454.3026341,133.0479159,76.16747925,209.1256002,557.7716677,112.089831,217.3217756,36.44013355,54.18285976,429.1020081,93.36190225,49.91950291,192.5695329,28.7054832,,62.04782459,143.7542536,,62.04782459,,-33.3423414,,,,,,,,
2,54,319.1049592,954.9457227,798.0523792,952.0415257,1045.688194,608.4268787,291.2302068,3572.089495,767.341558,1307.09561,685.518169,1064.441512,189.897231,905.2014141,404.4055926,1153.528442,438.134245,976.2985199,467.7762464,315.2496101,769.3988563,254.2434611,717.0937875,396.7126584,189.897231,,265.1783388,435.9555788,,265.1783388,,-75.28110785,,,,,,,,
2,55,742.2084164,1249.111257,503.4867426,817.3725793,676.3055769,1429.635991,1273.259492,3168.437849,1042.055469,1310.209551,815.5709411,1113.028541,1061.068204,675.0559236,1587.962216,1920.712437,995.4936464,1249.839883,672.7247332,658.4979119,1006.025977,1040.539604,592.7626,1447.912889,503.4867426,,493.1166225,804.4427056,,493.1166225,,10.3701201,,,,,,,,
2,56,1383.095224,1694.039512,1367.823722,878.82558,839.547656,842.6409674,1186.362452,1565.46213,1688.609132,2405.566212,1422.442125,1205.963957,1212.767689,1159.735257,1389.835578,1002.449733,1583.583279,1830.296588,1313.221332,1285.031413,1051.442279,1349.251595,682.9077537,1426.241027,682.9077537,,1263.177417,1084.120826,,1084.120826,,-401.2130727,,,,,,,,
2,57,1634.904442,937.3694398,923.5788001,1098.423537,793.9697727,1249.565898,833.914504,821.5764359,1741.105013,1341.012801,941.7346123,670.4859929,818.4538676,947.225422,819.5573602,631.8196209,1172.313269,1123.241975,860.1942029,853.8099711,713.2835107,854.9510707,1007.456368,845.6220984,631.8196209,,476.2487802,745.9486131,,476.2487802,,155.5708407,,,,,,,,
2,58,500.8207763,473.3218074,534.3086811,440.1736778,537.2040581,580.7080735,540.8919177,564.6203326,958.6727283,1098.77641,585.0642358,451.6833699,470.1552758,435.4172137,523.2604673,511.0135843,858.3771122,1250.839132,536.973401,536.7874191,476.3962636,505.9060025,466.3252263,527.7931255,435.4172137,,430.7550669,360.7109762,,360.7109762,,74.70623754,,,,,,,,
2,59,859.0418306,125.548787,500.9499143,321.717591,153.7558468,115.4696118,134.0463617,862.9711467,1128.54579,1473.439921,51.41257142,62.02971818,325.8948194,154.6849352,41.17112408,56.45818189,1105.966425,1876.135816,46.87676108,48.16637832,48.94664932,100.1931156,100.3852683,42.0736473,41.17112408,,45.56834131,245.6134473,,45.56834131,,-4.397217221,,,,,,,,
2,60,221.0701623,472.5583915,609.6933109,148.0571117,149.8541374,133.9801136,359.8470972,691.9612706,1476.637216,1035.775008,94.34072556,72.18405656,621.1390612,206.2869563,8.887787882,11.15117948,620.2514275,756.9428424,10.08193161,50.88991387,21.26891086,310.4842991,61.6326863,95.3958529,8.887787882,,0.69565662,177.3142591,,0.69565662,,8.192131262,,,,,,,,
3,27,726.4580052,539.1903807,679.5597595,699.5352028,784.3811998,680.6289983,273.0940162,599.7403438,446.5888116,394.2116606,880.6471711,460.2454418,291.1100021,733.7246759,326.0865427,689.0657201,594.2178332,416.6991321,858.8130957,427.4626689,430.4898954,255.0026307,535.7590254,420.3600044,255.0026307,,23.67387679,395.0262112,,23.67387679,,231.3287539,,,,,,,,
3,28,888.211724,758.8797445,798.2951417,975.6406101,957.8462298,626.654796,391.9044526,1112.196206,544.4845269,618.7249793,491.3458049,310.0406694,926.5133206,516.3342425,406.6336394,757.0707585,479.0440829,561.0728117,508.7261379,509.1233151,314.1729354,362.0289008,321.511936,526.973339,310.0406694,,371.3422406,394.0980692,,371.3422406,,-61.30157123,,,,,,,,
3,29,1244.080276,2076.949173,1359.204375,1044.620186,1440.056573,1478.39246,1104.773763,1408.960014,2007.248066,2462.938191,737.3646045,1693.519727,2757.848727,1217.011148,1143.894517,1400.724955,1777.875661,1707.791556,1421.622688,1370.897224,1241.133084,1302.526878,1778.927242,1435.361789,737.3646045,,960.0996334,1084.452857,,960.0996334,,-222.7350288,,,,,,,,
3,30,1170.322406,1209.32444,1009.722734,1622.103162,1006.455695,809.7945007,830.7204102,1140.467238,1716.975325,1550.594037,2077.485788,1391.933859,1693.519019,3373.797228,1151.28948,1119.44391,1579.333784,1073.016371,927.8933847,1183.115097,773.3924403,1389.314603,1470.895374,1333.155505,773.3924403,,968.6229145,888.9415429,,888.9415429,,-115.5491026,,,,,,,,
3,31,591.0715411,473.2127429,589.8277432,922.3013246,542.3151913,586.6294969,737.3837762,691.8653915,1567.247779,724.8940612,596.3382597,787.3729315,714.0786605,946.5580102,552.534011,582.9166893,621.0715471,563.0897501,507.0449355,648.2373022,568.4825708,759.7515822,760.8617921,651.1672596,473.2127429,,559.5280259,540.4783067,,540.4783067,,-67.26556383,,,,,,,,
3,32,568.0506433,986.3000558,590.5735348,1633.66549,556.3480026,627.1314323,637.5454755,2081.752339,552.3783124,482.3540712,2093.075288,487.4211047,1070.037009,810.8555564,637.5518018,1098.336621,511.518768,431.2301396,1715.461609,351.8320148,292.1481787,949.8561295,350.3851928,630.9801899,292.1481787,,470.9977962,399.450435,,399.450435,,-107.3022562,,,,,,,,
3,33,508.2137346,626.4267182,716.9629698,458.2677529,976.7702562,2849.061038,508.5105046,2670.092732,1236.793381,331.5686706,6900.404348,635.5198922,273.979105,832.134965,392.1645913,491.7885555,1002.198783,526.1590064,2116.188901,616.8651392,980.7402306,319.8393477,807.2925946,403.4854603,273.979105,,349.2268494,643.2828305,,349.2268494,,-75.24774437,,,,,,,,
3,34,622.4323792,716.4040992,919.384758,716.2259885,687.1631053,2110.116142,728.4687822,4817.487079,770.2868297,601.3352642,942.9000371,770.7482079,640.4185871,568.6595642,629.8448751,568.0094483,713.5059916,631.3665074,592.0627501,618.4608045,806.4454104,592.3224347,722.0769119,767.6937758,568.0094483,,613.1400402,640.0414049,,613.1400402,,-45.13059192,,,,,,,,
3,35,488.5854071,508.025147,511.9648914,493.6659296,503.3133053,1472.720159,1038.431413,1263.654953,728.4830586,492.9731568,348.8974205,349.4628497,554.6571914,322.2270421,433.2732587,422.7268622,837.3478767,478.2298436,412.791392,478.7528764,384.494495,462.7925741,339.9820338,487.0841474,322.2270421,,365.9486437,429.9117351,,365.9486437,,-43.72160159,,,,,,,,
3,36,898.0112843,211.4053571,190.735113,138.1311424,165.0454357,157.4278538,229.9391224,369.671868,175.5010743,145.9641723,552.8664577,743.5315057,426.2760256,113.1567037,125.3144711,114.3615976,144.0001374,144.6535948,133.1287597,172.9912871,650.8516728,141.3287686,115.4028045,137.7902165,113.1567037,,123.8699115,119.3678314,,119.3678314,,-6.211127712,,,,,,,,
3,37,637.14959,119.5407488,75.0079475,604.3032627,77.47565478,89.94020583,114.4068535,600.8694034,180.4679392,91.27645735,939.9910638,251.2503317,1112.155625,332.5867305,93.76802604,281.3322472,88.31429138,60.34158193,92.53930753,193.0300711,102.7001958,62.51318194,261.782424,79.80864158,60.34158193,,51.8309007,140.1787449,,51.8309007,,8.51068123,,,,,,,,
3,38,46.70612218,54.48617944,54.23956553,268.7708752,54.68913093,75.40877491,132.1909485,2357.034883,271.5848548,799.4605681,300.9256553,171.9541424,113.1356072,296.2112844,25.78244442,1110.951184,304.8277656,204.9068589,26.29789034,48.1908343,111.8475152,23.40383972,276.7676824,12.70983576,12.70983576,,27.07806237,81.08444993,,27.07806237,,-14.36822661,,,,,,,,
3,39,39.70076222,58.45956357,49.27315446,129.5084537,48.96544806,67.03934634,1963.331183,4186.418727,879.5178224,318.7224629,56.77201115,42.83990303,14.87085136,271.3528453,26.44424289,3015.205554,2164.241515,1401.156808,26.74642694,27.93005703,105.2503662,19.87156925,839.5733837,15.28106414,14.87085136,,3.452920219,473.220051,,3.452920219,,11.41793114,,,,,,,,
3,48,173.0105368,381.8796495,127.8287551,101.226489,201.1889348,188.8962899,417.53908,579.9542396,202.4998354,339.1054777,355.0743021,736.9856851,81.26954573,525.2900469,271.0476434,765.2088168,165.648077,439.8687304,515.6122251,393.5726744,589.0155063,82.16443434,807.2103402,358.7253244,81.26954573,,0.335327323,242.8610016,,0.335327323,,80.9342184,,,,,,,,
3,49,659.1091462,382.3188024,200.4790097,223.2757637,240.7972955,204.8598301,712.6422665,695.7223009,1527.421356,366.0220622,268.5102698,830.1035678,447.1697478,1246.668146,386.1385762,837.9897772,266.1263641,504.1985389,579.5463743,250.5635149,789.7909428,117.5546416,320.1579298,194.5330627,117.5546416,,4.311489525,322.2251569,,4.311489525,,113.243152,,,,,,,,
3,50,254.8262889,644.5908263,489.8961114,255.1271497,441.3468779,255.0290098,747.2811608,266.4679718,995.1379134,999.4187644,57.6008789,3226.42258,224.5590865,242.8156279,143.480305,77.17234838,482.3933561,602.9703973,73.18834863,140.7208081,1779.994757,28.66559848,190.4542158,119.8662362,28.66559848,,2.194108624,361.7052286,,2.194108624,,26.47148986,,,,,,,,
