Y, X, caps_nmmb01, caps_nmmb02, caps_nmmb03, caps_nmmb04, caps_nmmb05, caps_nmmb_rad, core01_arw, core03_arw, core04_arw, core05_arw, core06_arw, core07_arw, core08_arw, core09_arw, core10_arw, s_phys_rad02_arw, s_phys_rad03_arw, s_phys_rad04_arw, s_phys_rad05_arw, s_phys_rad06_arw, s_phys_rad07_arw, s_phys_rad08_arw, s_phys_rad09_arw, s_phys_rad10_arw,OLD BEST,, New Model Best MAE Value,WA,,NEW BEST,,DIFF,,,,,,,,
2,34,189.8467611,209.902181,194.7315755,188.5884766,217.5064616,193.5275065,226.2269694,303.988737,162.3097005,146.3785156,161.3225911,159.5707031,164.6813477,157.5714518,185.7571289,154.1597819,175.411735,181.5423991,158.5098796,157.8696452,164.2937174,159.2719238,151.5107422,201.9430664,146.3785156,,151.3055926,174.006901,,151.3055926,,-4.927076933,,,,,,,,
2,35,199.5507975,206.9281413,205.4787923,224.1219076,211.9549805,197.6992188,268.9995443,477.3145833,164.4700358,161.9457845,116.3413493,156.9286621,177.9889486,158.3095866,220.8348307,121.5272461,161.7514323,160.321875,165.7774089,189.3550781,149.0421224,164.0680176,151.825472,192.9779948,116.3413493,,160.227852,174.3166178,,160.227852,,-43.88650269,,,,,,,,
2,36,261.9681966,105.4883789,112.0693359,116.9347982,110.7780843,94.82884928,73.38297526,135.6511149,68.30294596,65.37989909,113.5647868,64.91300049,68.29695638,73.71948242,77.25047201,113.6363281,61.4076416,65.10044759,84.32141927,103.5805827,46.446875,62.70262858,64.72535807,66.79082031,46.446875,,67.39980313,81.79756673,,67.39980313,,-20.95292813,,,,,,,,
2,37,66.35827637,37.10639242,37.26722412,64.42375081,37.67665609,43.60764567,7.208125305,200.9095215,15.50462748,10.08424988,101.8381429,11.40646159,6.658068848,16.1873586,14.69987691,230.8866699,10.33939718,28.77637736,27.2112793,59.8688029,6.672400411,6.573719788,20.21792603,10.30730489,6.573719788,,4.949617198,28.43536587,,4.949617198,,1.62410259,,,,,,,,
2,38,21.94597371,31.64903158,28.50592448,42.67646484,35.20194092,37.38560384,8.991681925,1304.446354,37.62982585,30.55094808,20.12860718,9.255969238,5.265766398,18.07930501,15.0235789,839.5875651,20.13842977,45.8482666,19.49868571,30.42186686,5.015466817,3.640156555,16.02360331,5.484467061,3.640156555,,0.231642002,51.36465506,,0.231642002,,3.408514553,,,,,,,,
2,39,19.40052694,32.1406189,29.52221476,36.75059408,31.12645467,32.90865885,22.2203064,2020.127214,16.67348633,54.89656982,10.30591736,6.983255005,4.616448466,10.40069478,4.206306712,1716.695443,35.49890951,68.53555501,8.79695638,8.920992025,9.023951213,2.509940084,38.3412679,1.192274857,1.192274857,,0.014293333,32.32565308,,0.014293333,,1.177981524,,,,,,,,
2,48,352.6529622,485.2128255,89.68312174,335.516862,303.011849,248.2847982,194.0118001,70.14904785,41.9791626,58.43679606,45.83992106,126.2481283,404.2844076,273.6788086,66.63758952,97.30279948,104.8330404,9.324131266,117.1743978,50.27252197,148.4308919,315.5545247,109.741512,65.68453369,9.324131266,,0.00285,124.7216714,,0.00285,,9.321281266,,,,,,,,
2,49,326.5772786,664.5953125,116.5241455,228.6443522,347.1561849,471.2844401,278.5243815,53.29090983,141.907959,99.90528971,70.21275228,240.4425944,195.0165365,215.9278483,251.1218099,171.974349,103.083374,75.57641602,235.9638346,120.7961751,356.3941406,259.7919271,256.1683268,221.8937826,53.29090983,,0.048560755,243.9032872,,0.048560755,,53.24234908,,,,,,,,
2,50,251.0518392,832.6597656,143.1622233,135.1420736,350.2047526,329.8030599,186.0798665,90.43261719,143.0465658,136.8316081,43.77220459,562.679362,89.23674316,86.50059408,229.3858561,153.1655273,247.4870931,264.0209147,149.712972,36.4697998,500.1985026,69.02954915,60.49077148,243.4204427,36.4697998,,2.665516901,255.8808759,,2.665516901,,33.8042829,,,,,,,,
2,51,179.5343913,458.5465495,186.8494954,78.4407959,313.3315104,202.9905273,87.21767578,216.1632324,139.8889811,212.463151,40.17814941,591.2479167,88.13905436,62.48634033,86.69309082,121.6240153,149.6741048,244.3746908,51.12667236,48.52596029,430.831901,78.66038411,46.16116536,130.3495605,40.17814941,,29.24662355,150.6622884,,29.24662355,,10.93152587,,,,,,,,
2,52,151.5358073,194.2494303,199.5003581,83.70050456,116.8448161,186.4624023,89.25867513,51.96381836,83.19151204,126.6447428,84.0259196,120.0642253,130.7890381,84.65046387,96.84063314,90.47138672,89.39491374,93.47224121,81.50245768,83.14842936,121.5735189,103.6911214,80.43969727,98.55354818,51.96381836,,77.82892364,93.44554036,,77.82892364,,-25.86510528,,,,,,,,
2,53,69.1553304,241.1686198,184.7100911,83.25284831,175.956543,52.36029867,34.05282186,120.7374593,77.18553874,118.0178548,9.147951253,98.83177897,38.44345703,21.48643595,53.89562988,108.6298991,33.80826619,94.87118327,12.04913635,16.11568197,90.14169108,25.68759359,17.66480103,43.87039388,9.147951253,,17.16847247,74.67213542,,17.16847247,,-8.020521212,,,,,,,,
2,54,123.1111165,359.1187826,285.9361979,354.8775716,346.9811198,219.8868001,114.3363118,699.2442057,259.3337077,452.3331055,152.8337402,404.1494792,61.89961344,300.7153646,147.3984863,255.4363607,158.0447754,316.7306315,133.3996419,79.89287923,298.972168,81.96583659,203.7904785,142.9161947,61.89961344,,60.57230072,192.3041504,,60.57230072,,1.327312725,,,,,,,,
2,55,214.5562826,470.1979167,192.0979492,289.7696289,271.5925456,474.3800456,337.6077148,770.9434896,326.2611003,420.8973633,227.4448568,389.393099,285.8778646,234.4747559,465.3862956,528.4523112,312.9272135,391.6027344,183.3118327,193.9822266,367.9929688,272.7140462,186.1916992,412.3213542,183.3118327,,152.5101512,265.4628743,,152.5101512,,30.80168144,,,,,,,,
2,56,363.3288086,511.9297201,386.0045247,306.6903646,267.7969401,315.6570638,321.1749023,458.9143229,498.581543,804.7783203,285.0212891,370.9005859,279.5545573,438.135612,380.6347982,314.8633464,443.1485352,556.4151042,284.6280924,283.9646484,322.5813802,349.1048503,224.4495117,419.2756185,224.4495117,,291.1266007,327.4477622,,291.1266007,,-66.67708901,,,,,,,,
2,57,455.7279622,335.9672852,331.1665365,424.8187826,240.8889811,464.0867839,263.5180176,196.7966797,422.6923177,500.4264648,208.8297689,180.6138672,213.4690104,263.7230957,205.5215007,169.0649414,317.1431315,387.0363932,208.1629232,207.889974,179.4692871,227.5739095,288.5447266,229.3758789,169.0649414,,165.3496115,244.8419434,,165.3496115,,3.715329939,,,,,,,,
2,58,215.6563314,191.8683757,234.094987,190.780957,197.558903,250.5652018,189.5728841,145.1134277,253.9839518,279.8253906,148.1485677,118.5197428,134.5302327,120.4565104,144.8236491,130.5878011,245.624349,318.3801432,147.2160319,147.4273275,130.3487874,141.4319173,137.6389648,146.0792643,118.5197428,,120.2682773,132.3882487,,120.2682773,,-1.748534455,,,,,,,,
2,59,220.6697591,73.15830078,144.3281901,132.5965658,71.61433919,74.41660156,34.76340739,128.2182536,298.2578451,398.159082,14.11102091,16.85751444,83.21649577,40.49914958,11.82706197,14.88052063,296.2708008,474.2894857,12.16748861,13.59707133,16.87242533,25.82544149,25.13989461,12.87765706,11.82706197,,10.93294789,93.15507981,,10.93294789,,0.894114078,,,,,,,,
2,60,97.49515788,142.9603353,153.426709,82.41105143,72.68202311,79.21584473,53.6994873,115.8090007,390.4757813,292.0049479,20.20933431,18.75470378,134.4756022,41.54874674,2.11168836,2.647968292,172.6739909,193.4268392,2.714748383,11.87842306,7.889414978,64.23699544,14.08992513,14.74127808,2.11168836,,0.089979998,71.10023472,,0.089979998,,2.021708361,,,,,,,,
3,27,258.2895833,248.2065104,305.1903646,316.2720703,297.4530273,244.6817546,105.7419678,202.3201172,151.3880371,209.873291,227.6273438,193.5665365,124.6922933,299.397168,150.85625,242.0536621,194.4194499,197.617041,266.9795736,165.8455566,195.3964355,95.63138835,202.5724609,179.2133138,95.63138835,,5.759588959,228.9344782,,5.759588959,,89.87179939,,,,,,,,
3,28,364.2782878,346.2091797,369.8862305,479.8405273,362.7026042,285.8071615,175.8281413,324.5099609,252.0836751,304.4042643,179.6813965,152.5869141,337.4560872,251.3318034,146.8827148,310.0548503,234.7765462,258.0984375,221.2369141,216.1553223,148.5358398,161.2140788,166.5512207,185.5817871,146.8827148,,109.9109955,233.4471001,,109.9109955,,36.97171932,,,,,,,,
3,29,595.5495443,811.000651,695.9629557,545.0743815,633.6309896,639.6295573,519.4776693,604.2232422,740.481901,747.1544271,334.0638997,677.7373047,816.1382813,513.5987305,530.1686849,680.3703776,638.2800781,643.9189453,559.1826172,527.3429036,568.7833984,604.657487,631.3238932,641.5097005,334.0638997,,449.1829672,541.8806966,,449.1829672,,-115.1190675,,,,,,,,
3,30,471.6700521,558.0047526,427.4919922,640.0372396,443.6865885,369.3859375,362.3962565,449.8145508,645.1040365,597.8277995,629.4445964,654.1861979,720.6380859,1142.567578,488.4974284,490.3436849,569.201237,437.3234375,349.3424805,454.111849,385.5433919,566.7783203,564.7395833,560.2410156,349.3424805,,382.4820009,376.2898112,,376.2898112,,-26.94733073,,,,,,,,
3,31,211.3637044,164.5581543,216.6139486,281.5747396,177.5440267,216.325179,247.7346842,226.1411947,435.3858724,270.8972982,188.6707682,318.2178385,262.3756999,370.2660807,189.1718913,210.1491699,213.300472,195.0469076,154.9811198,220.7150065,214.9984863,291.5128581,252.3441243,252.9376139,154.9811198,,188.8513371,209.5498535,,188.8513371,,-33.87021735,,,,,,,,
3,32,201.1726563,326.7720378,218.9483073,495.164681,196.6232259,228.7719564,191.8914714,447.6685872,158.1411784,144.7924967,480.953418,142.1179199,239.1195475,215.2188965,158.0943197,302.2922201,120.9692301,139.27736,477.9786458,101.2817952,102.9948812,204.0723796,103.8243652,157.1120931,101.2817952,,114.0614348,146.3053548,,114.0614348,,-12.77963958,,,,,,,,
3,33,192.0944987,212.8419759,251.8876953,158.5686686,286.4517253,578.8235677,135.5009521,430.2376953,299.1863932,75.04710286,1159.078385,168.8151367,80.30239258,209.3082194,119.7745687,155.2184896,219.0970052,159.4199056,427.0367839,185.0683431,251.1984538,79.05100911,209.7565755,116.1642253,75.04710286,,89.32822772,210.833724,,89.32822772,,-14.28112486,,,,,,,,
3,34,171.9609049,236.4470866,271.7578613,225.0605632,240.0056478,535.9052409,187.6267741,874.3755208,195.9798665,118.7340495,191.560612,151.602832,155.1172201,112.5082113,153.7409668,125.3902588,177.4581706,138.412679,130.6849202,130.7873047,175.5219401,121.193807,159.0869466,202.6991048,112.5082113,,121.214385,163.8090007,,121.214385,,-8.706173753,,,,,,,,
3,35,161.8331055,197.332194,181.6855469,170.2330892,178.3977539,361.8620443,229.3504883,243.0640951,205.5049154,125.6531006,79.93492839,90.50374349,160.9535482,74.99632161,107.9557129,89.41554362,244.3449707,110.2753988,96.36293132,107.5135173,103.2523438,103.7353271,82.52296549,121.0461914,74.99632161,,106.9548628,133.0525228,,106.9548628,,-31.95854119,,,,,,,,
3,36,226.8472819,96.51032715,89.60405273,69.76788737,75.38133138,70.64352214,51.57679036,89.7041748,51.97561442,37.37990723,123.394279,144.88514,98.33920085,31.22015584,35.74546712,35.23015137,38.19276937,36.53596598,41.256604,49.67040202,136.0072103,39.43559977,27.21572469,33.57466227,27.21572469,,38.85764789,46.04863281,,38.85764789,,-11.6419232,,,,,,,,
3,37,140.7066732,58.73980713,40.44266764,156.5288737,44.78425293,55.74982096,32.25696004,125.5027995,45.07784017,21.16471965,177.6992839,57.71320394,244.1480957,54.84235026,27.00888468,69.3451416,21.77869059,12.60455017,27.29899089,43.57076416,21.91142578,15.4677002,56.4209554,19.60172933,12.60455017,,11.04318905,55.88601116,,11.04318905,,1.561361123,,,,,,,,
3,38,31.16358032,41.04882813,36.13149007,101.1725098,38.61299642,49.49437663,39.55115967,444.9255859,57.04691976,123.1997477,62.12670085,40.03312988,28.56487834,60.24555664,9.537759399,205.1157552,59.77949219,41.98540039,7.593889872,10.77864278,24.52989909,5.917728678,51.08282878,2.631769816,2.631769816,,5.123627648,31.63730265,,5.123627648,,-2.491857832,,,,,,,,
3,39,27.51786906,41.73331299,35.48346354,56.42010091,36.48475749,47.39926758,331.4630208,795.2392578,136.9084147,57.34567871,11.81422221,14.11999613,3.938313039,48.8833252,7.39961497,563.2457682,368.2544922,219.661735,8.502001953,7.280696615,22.92300008,4.130504862,168.2129069,3.889246877,3.889246877,,0.449529998,90.36786296,,0.449529998,,3.43971688,,,,,,,,
3,48,61.63415934,145.2968099,45.93360596,49.30920003,77.94288737,76.11982422,102.7993978,158.6551595,60.33179932,112.577417,82.90294596,208.435612,21.70847778,169.2045898,81.73918457,204.3288249,45.70287272,125.2765951,133.2816732,97.16140951,153.6037435,22.48764445,190.5470866,97.39248047,21.70847778,,0.070906166,97.4763887,,0.070906166,,21.63757162,,,,,,,,
3,49,167.865153,160.9455566,73.60932617,96.86756999,96.49046224,96.03837077,191.4491048,209.3012207,426.9626628,124.5148356,53.92255859,293.3922852,102.8010986,275.5426107,119.0421224,252.9486003,90.2302002,170.8119466,142.255013,54.22310384,273.500293,27.02521769,85.79864095,61.92104899,27.02521769,,0.598844452,152.0847757,,0.598844452,,26.42637324,,,,,,,,
3,50,97.12447103,242.6345378,145.2233398,85.92378743,169.689502,101.0501302,181.0836426,78.69213867,292.4938477,321.5704427,16.93638611,1068.439323,61.08208415,98.49139811,39.05148112,22.82499186,150.4877116,194.4859212,22.8526123,34.21493327,582.1966797,11.36015218,59.30483805,27.27163086,11.36015218,,0.425569486,170.5211308,,0.425569486,,10.9345827,,,,,,,,
3,51,134.5699056,434.6316406,136.5263021,201.4606283,203.8973307,235.9854655,75.03413086,72.07769368,90.76907552,230.9564616,78.78787435,640.5049479,76.30660807,143.8057292,60.58249512,65.46443685,146.2921387,214.6904785,72.71043294,85.75966797,580.9894531,89.84750977,106.3281901,70.21437174,60.58249512,,62.60026637,172.6903469,,62.60026637,,-2.017771255,,,,,,,,
