Y, X, caps_nmmb01, caps_nmmb02, caps_nmmb03, caps_nmmb04, caps_nmmb05, caps_nmmb_rad, core01_arw, core03_arw, core04_arw, core05_arw, core06_arw, core07_arw, core08_arw, core09_arw, core10_arw, s_phys_rad02_arw, s_phys_rad03_arw, s_phys_rad04_arw, s_phys_rad05_arw, s_phys_rad06_arw, s_phys_rad07_arw, s_phys_rad08_arw, s_phys_rad09_arw, s_phys_rad10_arw,OLD BEST,, New Model Best MAE Value,WA,,NEW BEST,,DIFF,,,,,,,,
7,44,102.7390381,205.7036296,90.43317057,183.4623861,106.3589925,114.9173665,68.59926758,48.68099772,205.8303874,261.0871582,40.98990072,199.2505534,67.17278239,174.0341634,69.40656738,56.81488444,155.4596354,192.5399577,62.59444173,56.58876139,171.8094889,57.36370443,140.6098796,86.58077799,40.98990072,,58.20557104,84.2714681,,58.20557104,,-17.21567032,,,,,,,,
7,45,123.0251628,149.230013,142.206543,242.2226074,135.9726969,202.8286784,114.7618327,90.03075358,177.6004883,197.5351563,53.87861328,259.0247721,105.4992676,168.2998372,74.79465332,118.9971842,158.5743164,177.2368164,74.67607422,81.14742839,84.18671875,77.62316895,120.7103271,91.53069661,53.87861328,,77.05943192,119.1619935,,77.05943192,,-23.18081864,,,,,,,,
7,46,113.1731038,242.375944,111.5494873,109.7871419,130.2052653,164.9708659,132.8692871,53.99114583,128.662207,125.2694092,60.32616781,154.3359049,97.90530599,87.8822347,194.9424154,101.879012,98.53297526,111.566805,85.27198893,77.75943197,135.1741374,74.61377767,72.59145508,202.6798177,53.99114583,,73.19655019,100.5410242,,73.19655019,,-19.20540436,,,,,,,,
7,47,68.81652018,315.3841146,68.09963379,100.2082601,117.4008138,128.1958496,67.09788411,32.91021118,76.29230143,74.99994303,37.13697917,360.6908529,74.04987793,80.86629232,389.5765625,36.25561117,67.425354,54.84543864,48.76959635,43.88291423,151.9667969,40.08055013,57.90822754,107.2004801,32.91021118,,30.11683892,108.8811159,,30.11683892,,2.793372261,,,,,,,,
7,48,161.6874837,255.2060872,51.61053874,116.6406413,244.2739095,143.2617676,28.82863159,23.55139771,114.5076579,301.0060221,45.71166178,224.2601725,39.18299967,136.6231608,59.52466227,22.4488444,117.3437256,152.4205404,42.84666748,78.81516927,131.1849447,21.80258382,62.447111,40.34593099,21.80258382,,19.44992001,100.5203365,,19.44992001,,2.352663807,,,,,,,,
7,49,127.0560059,140.8638184,136.3231852,155.6492025,44.17387288,194.1124674,89.13154297,28.75765381,455.0068034,455.8435872,24.38581543,88.25956217,167.0453613,75.45367025,41.51023763,13.82974548,177.9980143,343.6030924,18.2052124,19.99671631,79.43177083,127.6818522,32.35710449,87.98151855,13.82974548,,12.2834698,127.3042702,,12.2834698,,1.546275685,,,,,,,,
7,50,51.68856201,39.67631836,37.50152588,56.90765381,43.22803548,22.8634786,47.57990723,24.84019979,125.2376872,56.52473958,53.1877238,50.2951416,226.3037435,17.21027018,201.4611165,16.29073283,38.95454102,48.02531738,40.86542155,31.221875,41.10298665,37.99291178,48.9521403,98.00087077,16.29073283,,18.92619148,60.53419377,,18.92619148,,-2.635458655,,,,,,,,
7,51,24.60356038,42.90899658,14.43589172,49.99215902,18.82330322,16.01931051,7.479515076,36.95667725,30.33170776,12.00153402,45.52107747,12.17046204,22.63054199,12.38093669,50.90900879,11.84606323,11.85607503,9.904743449,11.63151652,10.91185303,13.25751546,13.07238363,12.44793294,9.715159098,7.479515076,,10.7060391,15.74247007,,10.7060391,,-3.22652402,,,,,,,,
7,52,41.81422119,70.47949219,34.67394206,384.9328776,39.01267497,52.11601563,18.82945557,18.10920817,69.16978353,38.20579834,16.81339111,197.4365397,17.11700439,32.40163371,65.73291423,12.70682068,29.19683024,95.78016764,9.21354777,36.38773193,30.15299886,15.14841919,100.1250244,18.76167196,9.21354777,,13.14757255,74.80862599,,13.14757255,,-3.934024778,,,,,,,,
7,53,160.6862956,476.259375,193.6912923,381.8959961,219.6181966,238.7945801,52.93221029,30.39813232,132.4438639,150.034554,39.00094808,93.05406087,124.363623,148.4666504,44.67023926,43.5093099,183.3563802,155.7043945,49.27812093,60.27310384,101.7196452,136.46486,134.6232178,52.17219645,30.39813232,,40.68948719,146.9759943,,40.68948719,,-10.29135486,,,,,,,,
7,54,624.6302734,376.3140625,526.1837891,303.6547201,620.1591797,529.1405924,337.989974,436.9274414,406.880599,601.1573568,241.4658366,188.8767415,557.5677083,355.3701823,489.9110352,234.7499023,479.7456055,512.8525065,265.1601888,523.2141276,207.4367513,327.108138,223.3197754,318.3598633,188.8767415,,139.7029208,371.1885653,,139.7029208,,49.17382077,,,,,,,,
7,55,454.4085286,417.8244792,352.134375,520.0970703,467.490918,681.1444661,305.955957,270.875651,433.3232096,611.4436198,175.1268717,490.8089193,557.2141276,793.8960938,170.3396647,166.121403,331.7890951,469.1107422,137.6690267,281.6951823,293.994694,363.8293945,462.918099,222.5209147,137.6690267,,143.97978,330.7767376,,143.97978,,-6.310753312,,,,,,,,
7,56,82.10128581,194.8117188,126.6892497,178.361263,117.9603923,228.924707,153.3454264,82.97647298,150.0332682,312.5041341,25.23565063,206.7349121,382.5752604,382.9602865,18.2454305,54.22399089,91.13042806,209.8161296,21.67038167,52.9895874,173.6361816,126.9783773,277.9719401,34.85987956,18.2454305,,13.2988126,151.1449219,,13.2988126,,4.946617897,,,,,,,,
7,57,109.579891,138.6205241,116.9778564,127.9609375,132.1751139,101.1751709,43.73719076,18.50228678,55.59662272,73.90773112,15.02609558,35.57482503,72.87370605,124.6732096,23.30198364,18.38610229,51.45126546,48.48695882,24.86667074,40.98278809,35.19129232,40.087618,79.08264974,20.30198161,15.02609558,,13.3563738,63.48699137,,13.3563738,,1.669721779,,,,,,,,
7,58,112.3686849,127.1443766,112.8911133,101.2955892,157.0028809,166.4688477,31.96976522,22.76595052,48.95293376,26.37163086,6.118807983,42.49507243,37.28549398,19.87538656,12.59927979,30.42569987,29.8452006,11.23414714,11.71780904,11.58150024,27.0023173,21.55498047,16.75439046,13.55912476,6.118807983,,1.272275366,53.60118408,,1.272275366,,4.846532617,,,,,,,,
7,59,138.7947103,179.74764,102.7783366,77.5794515,129.8164307,110.8488607,12.2271759,37.69433187,15.76843363,22.70286662,19.19035034,37.03468018,74.08994954,65.19916178,24.81437988,19.26564941,16.90981038,8.882988485,13.14845276,8.038154602,28.7447286,20.32049967,20.3976237,28.54081624,8.038154602,,0.142391485,61.47207845,,0.142391485,,7.895763117,,,,,,,,
7,60,109.0728434,133.4566162,105.2175374,82.55569661,164.2986816,138.8807292,18.85591024,48.95914307,6.240704854,19.33973796,17.76105754,11.35816142,56.24335124,39.67285563,23.09868164,21.91432088,8.546937052,8.327278137,16.50667623,10.15649414,16.51690369,24.47322591,25.61619466,31.62787882,6.240704854,,0.058389812,52.68444824,,0.058389812,,6.182315042,,,,,,,,
7,61,116.0369059,226.5093913,162.0830566,125.1665527,220.7897298,181.4030273,23.30745443,28.83591105,7.427934774,15.59582214,24.94888509,22.9794515,31.28237915,35.55919189,21.68541667,22.82927246,5.39622701,11.27573547,18.61647135,40.86918538,27.4467041,20.25329386,26.00265706,23.91559041,5.39622701,,0.012196667,65.00415446,,0.012196667,,5.384030343,,,,,,,,
7,62,106.6257406,144.6201823,113.931486,150.8280111,214.7322428,97.44095052,26.41010539,43.46808268,13.639269,9.098373413,51.24973958,36.98869222,109.6373128,45.88650309,52.23758138,16.61214193,6.180338033,9.030527751,25.934139,19.28061523,51.17197266,43.08713379,24.18008423,22.02638346,6.180338033,,0,71.20218913,,0,,6.180338033,,,,,,,,
8,21,197.3628743,221.3081217,132.99493,80.69761556,115.0597819,83.23982747,137.795931,243.0063151,148.5082031,238.0791992,162.1763021,172.3464518,147.5698893,82.15836589,169.1098145,259.8233724,131.5639404,206.663916,48.26201172,167.6213379,194.9266764,84.57691243,21.72695516,195.3296875,21.72695516,,0,259.2683771,,0,,21.72695516,,,,,,,,
8,22,202.1099609,170.0826172,220.5010417,183.800472,108.8796956,145.6895508,67.93673096,378.5512044,220.1125488,185.5199056,278.0964844,68.15493978,171.0428548,102.7072998,167.5994954,340.8330404,86.96787923,219.8064779,184.2224284,149.1469727,62.37297363,188.6025391,105.0114095,174.220752,62.37297363,,0,308.7701057,,0,,62.37297363,,,,,,,,
8,23,179.9925618,166.3534668,373.5226563,141.7860026,141.9219564,168.1351888,176.3986979,208.7554199,167.1166992,183.3475098,294.7652995,101.4575602,90.37799479,238.5922201,284.2409831,259.6781901,72.72839355,182.6688802,247.0695964,140.0732422,74.2355306,115.9106527,73.55472819,266.859375,72.72839355,,0.248373334,213.4904254,,0.248373334,,72.48002022,,,,,,,,
8,24,103.2541667,73.10997721,172.66875,149.4205404,110.7236979,162.4841309,118.2376139,94.14951986,69.56254883,130.3621989,323.2220052,55.10191243,58.24527588,127.2633708,120.1734538,149.2778158,64.68680827,228.3762858,184.1339355,74.18238932,127.3543538,107.9782308,77.46970215,142.3099772,55.10191243,,12.56716496,121.0098828,,12.56716496,,42.53474748,,,,,,,,
8,25,508.9723633,375.7293294,432.8583333,409.19375,465.6290039,310.8402669,352.1695313,517.4309245,260.357487,286.0193685,355.1185872,334.7514974,416.0901693,345.0343424,401.0721354,470.0724284,287.6271484,303.0457031,408.8267578,265.8186686,321.6139974,387.9056315,397.8557292,404.2381185,260.357487,,296.5373061,396.9575291,,296.5373061,,-36.17981911,,,,,,,,
8,26,756.8669271,669.5727865,731.6222005,736.5532552,718.8414714,699.3583333,706.7440755,675.9340495,552.8781901,579.2445313,602.4026042,646.9516276,664.7934896,626.8395833,699.6473958,777.1214844,561.5096354,620.623112,683.8292318,567.3884766,684.6121094,710.7754557,709.9767578,683.4380859,552.8781901,,543.7863351,801.4895313,,543.7863351,,9.09185504,,,,,,,,
8,27,764.6955729,893.8914714,950.9841146,1036.436458,1080.257943,933.8577474,922.8573568,784.5653646,646.7848307,587.1783854,776.174349,681.2852865,877.9911458,768.153125,1010.507422,853.4544271,740.076237,820.4141927,895.3800781,672.8355469,860.6907552,1010.874154,813.2614583,894.8440755,587.1783854,,419.8677705,947.6231618,,419.8677705,,167.3106149,,,,,,,,
8,28,653.2897786,640.938737,391.8920898,788.8192057,1164.241797,377.2521159,487.512793,803.5932292,731.8373698,453.8660156,928.0741536,597.8847656,863.2613932,817.9428385,529.1433268,633.9933594,537.9307292,354.6595378,734.6171224,729.3239583,478.68125,621.5201172,663.9069661,445.9474935,354.6595378,,179.9186991,679.1009233,,179.9186991,,174.7408386,,,,,,,,
8,29,421.1911784,465.8377604,200.9725423,457.8509766,477.1185221,261.9186361,263.7903483,456.7110026,236.7222656,229.0998372,408.6428711,305.5447591,549.750651,422.789388,196.6671224,266.0848958,143.5184733,224.3624837,272.7514811,390.6626302,236.0771973,267.0832845,211.72889,238.6578125,143.5184733,,104.1578212,299.6239407,,104.1578212,,39.36065209,,,,,,,,
8,30,186.8547852,126.5047119,118.3229329,182.8681803,146.0489258,156.8537109,113.3639567,290.9933268,110.4985352,104.1466878,274.1761719,175.4827799,133.726473,169.6504069,116.6376628,149.9752767,93.6293457,99.86906738,296.3733724,148.5672689,151.8089844,110.8890706,139.2505371,109.2547282,93.6293457,,81.15892022,121.1531413,,81.15892022,,12.47042548,,,,,,,,
8,31,407.0154948,432.4019531,340.133724,309.7686523,292.0911784,347.3735677,273.7853841,406.2362305,274.8618164,291.2961914,497.7439779,350.154069,230.6868978,288.08125,234.675651,374.1933919,268.1897786,246.9071126,575.5322917,269.0611165,242.5404297,337.71875,316.3974935,213.2059082,213.2059082,,183.3385148,293.0780273,,183.3385148,,29.86739345,,,,,,,,
8,32,439.3857422,362.9015951,375.8345703,379.6286133,423.9120117,348.4007161,280.8745443,400.4813151,356.9763997,292.0100911,742.6722656,310.5707357,330.7340495,318.6866536,311.2877604,341.6427409,340.060026,292.6208984,757.1772135,360.7879232,215.0091309,366.3480469,373.7145833,223.0982259,215.0091309,,215.9787912,327.2697591,,215.9787912,,-0.969660377,,,,,,,,
8,33,814.1591146,729.5779297,737.4858073,590.3026042,691.429362,1544.999089,794.0954427,494.9417969,225.3660645,521.6079753,593.6296875,367.3883789,388.0397786,612.5959635,334.6277669,467.1176107,557.057487,717.9783854,565.9723958,479.421224,302.3999674,441.251888,706.6472656,310.4917318,225.3660645,,541.1025756,381.4232422,,381.4232422,,-156.0571777,,,,,,,,
8,34,669.4409505,386.7557292,670.8029297,603.2970703,682.7507813,1135.236458,534.6902344,512.0184896,976.9284505,1233.939323,549.0660156,439.6951823,472.646875,1392.625521,543.4322266,450.2880534,1080.080208,753.9229167,409.8659505,516.9212565,305.3430013,866.2261068,595.6972005,485.2405924,305.3430013,,278.5380139,421.4529297,,278.5380139,,26.80498739,,,,,,,,
8,35,668.6745443,560.4516276,661.2534505,646.5763021,671.5066406,501.0654622,538.4945964,579.1890625,965.7345052,389.3588542,679.6066406,551.5596354,652.7490885,750.546875,590.9754557,575.5464844,601.0219401,371.3468424,612.4708984,558.5013672,416.9729818,651.0365885,577.8580729,568.0513021,371.3468424,,638.00163,467.3837565,,467.3837565,,-96.03691406,,,,,,,,
8,36,638.2950521,652.6681641,643.2960938,603.9433594,644.9048177,536.939681,612.6557943,647.5572266,943.585026,552.000651,714.9796224,421.1329102,586.7526042,514.8200846,595.5902995,629.7933594,597.56875,517.3049479,613.1238281,609.6255859,667.1639974,618.0164714,556.9196615,584.6076823,421.1329102,,567.1529559,568.9479818,,567.1529559,,-146.0200458,,,,,,,,
8,37,723.7329427,825.4097656,721.1283854,693.7759766,707.0220052,639.9488281,601.094401,770.7115234,720.2252604,687.2064453,710.3897786,770.1806641,654.6622396,539.7620768,689.7076823,773.7915365,689.3580078,666.246224,689.2820313,700.5359375,661.548112,661.9212891,990.0378255,690.4785807,539.7620768,,698.8120902,657.8376953,,657.8376953,,-118.0756185,,,,,,,,
8,38,756.2898438,595.7513021,754.821224,762.7511068,770.6485677,590.5591797,478.2569661,782.1811198,642.6572917,670.2068359,718.1740885,785.6457031,615.2648438,487.9123698,749.661849,757.352474,642.103776,672.5070313,688.210612,656.7139974,584.1148438,634.0158203,1019.618034,678.9538411,478.2569661,,733.926642,592.9767578,,592.9767578,,-114.7197917,,,,,,,,
8,39,832.4333333,554.8522786,779.1662109,691.8056641,792.0284505,607.1053385,629.1829427,727.6535156,658.7850911,677.3580078,713.1535156,490.6298177,724.1406901,544.1500651,698.529362,793.0623047,671.4940104,653.4266276,701.2693359,718.0052083,487.4020833,719.1208984,488.4704427,689.4551432,487.4020833,,750.9489578,632.313151,,632.313151,,-144.9110677,,,,,,,,
8,40,968.5824219,671.468099,850.6578125,735.8932943,864.7579427,1001.358529,879.5882813,764.5973307,765.9994792,808.0024089,791.4064453,491.3052083,788.3282552,689.973763,756.3095703,911.7941406,731.1407552,794.3629557,797.196875,820.9709635,726.7072266,819.1787109,775.5094401,756.9945964,491.3052083,,827.831535,768.8606771,,768.8606771,,-277.5554688,,,,,,,,
8,41,679.2264323,671.2839844,725.3144531,466.1507813,717.9188802,503.2399089,360.4302409,443.2523438,428.7533529,315.7222331,372.9334961,578.7171875,410.9171875,324.1027344,421.502181,420.7599284,343.3810547,353.2179036,390.4344727,400.5532552,255.5479167,419.9003255,384.9535807,378.2796549,255.5479167,,402.2002855,410.1451172,,402.2002855,,-146.6523689,,,,,,,,
8,42,510.5271159,490.3801758,477.5002279,503.2354167,357.555599,372.3691406,349.4378906,299.7472656,338.8201497,328.4321615,332.5896159,390.301888,361.8370768,331.0520182,390.8067708,341.385319,293.313737,327.3311198,351.2105143,351.117806,272.5740072,331.1905273,343.9596029,376.0856445,272.5740072,,357.8928116,341.9643229,,341.9643229,,-69.39031576,,,,,,,,
8,43,349.4222005,364.7327148,324.6997721,345.6429036,322.8307617,441.8167969,335.0695313,232.3151693,294.0494466,432.6743164,261.2855143,180.868571,274.9344727,303.8560221,378.1233073,280.5413411,273.2091471,444.9441081,303.5391602,305.1025065,310.5216797,267.5173177,303.8745443,362.8733073,180.868571,,305.3497293,265.7322917,,265.7322917,,-84.8637207,,,,,,,,
8,44,225.0844889,279.303776,221.8424805,266.2333984,229.6418294,317.4504232,209.2483073,159.651237,245.602002,515.3337891,166.855599,231.1442383,168.2091634,266.8931803,185.7628581,212.2731283,269.4602702,525.9032552,202.405306,218.0355469,322.2969727,155.7658366,295.3877279,224.4047201,155.7658366,,198.1349865,208.8496745,,198.1349865,,-42.36914989,,,,,,,,
8,45,304.7919271,276.3923503,207.6031576,450.2936849,185.7350586,260.8546061,104.5665934,217.4525879,120.9680176,210.9888021,122.7936035,191.3512207,162.1984701,201.3881185,119.3293945,171.0540527,153.0405436,216.3342285,161.225293,174.0580566,185.2718099,143.1016927,203.1676432,98.24766439,98.24766439,,156.6271683,167.4001679,,156.6271683,,-58.37950392,,,,,,,,
8,46,103.7739014,362.163444,134.0066976,166.490332,179.3050293,376.9887044,126.1027507,120.7220378,134.3844238,155.1001953,115.2670654,385.5664714,122.3924479,107.6055501,170.9450521,204.5579102,171.6384928,144.1669596,111.013623,126.4369385,268.0453288,114.3154053,108.3222656,182.9452962,103.7739014,,120.9707216,199.0028764,,120.9707216,,-17.19682022,,,,,,,,
8,47,61.43120524,685.8085938,129.3049235,190.1438639,203.8376953,150.3787109,50.24029134,88.14545898,113.9048503,91.37430827,108.5524902,310.3660807,104.2120687,57.02753906,417.4898438,80.64953613,106.7206299,77.72329915,88.21288249,63.10887044,260.0875488,74.02298991,63.82710368,140.722347,50.24029134,,61.70024615,139.7111816,,61.70024615,,-11.4599548,,,,,,,,
8,48,109.2401286,313.3300456,89.9558431,145.1005046,182.1915202,119.6969238,65.50138753,77.72364095,150.0274577,190.617513,86.89760742,634.3031901,87.22084961,93.89195964,213.2826172,68.72865397,131.4612305,253.1897624,113.5833333,73.73523763,159.8772624,58.50011393,87.3449707,98.12661133,58.50011393,,49.82971781,168.3176491,,49.82971781,,8.670396118,,,,,,,,
8,49,89.60655111,307.5468099,81.23133138,179.3159668,68.36896159,204.8253581,215.7093099,73.03570964,74.95351563,29.36108195,57.97108561,227.8789063,129.000179,219.8535319,42.95555827,78.09133301,48.40360921,31.75701497,85.13246257,90.1932373,117.1291016,88.71869303,226.4255859,24.00805868,24.00805868,,61.0809497,113.3861943,,61.0809497,,-37.07289103,,,,,,,,
8,50,78.57498372,40.73401286,109.5375326,54.6245931,75.32676595,69.27487793,45.81411947,112.6323242,73.04747721,67.69431966,124.7415771,131.2990397,77.12105306,60.11879883,82.44875488,142.5862956,71.56861165,62.37698161,102.8786377,111.2786784,71.9857666,69.62417806,45.54253337,71.1550293,40.73401286,,70.69849139,78.96717505,,70.69849139,,-29.96447854,,,,,,,,
8,51,33.89192708,34.9772583,34.63566081,35.38476156,33.2680603,36.34592285,24.84862874,43.24220378,29.13656413,32.66504517,94.64725749,27.33607381,32.77148844,33.26011149,31.46845907,32.39776815,33.26812337,31.72261149,37.77663574,31.5879659,20.30560913,32.32589111,31.72275798,29.82473755,20.30560913,,32.18639254,36.66894775,,32.18639254,,-11.8807834,,,,,,,,
8,52,22.00807699,59.72585449,21.01463013,91.46276042,41.82937012,28.40400187,16.01690165,21.24709269,10.87859904,36.82906901,13.56926371,23.95877482,13.72730713,26.68930664,32.7079244,21.40697835,13.48267314,17.66809692,10.42579447,9.401814779,20.71729736,14.44126689,24.42741496,20.35112712,9.401814779,,6.442830865,27.11033083,,6.442830865,,2.958983913,,,,,,,,
8,53,220.3768229,324.0617188,262.5583659,184.2773438,204.5633789,126.7669759,122.1553304,102.1509766,105.3599202,246.5791992,96.70230306,160.6995768,155.1743978,203.2632975,120.2463949,79.85301921,148.480957,215.2535807,100.8825358,136.0290771,138.9796387,137.1213216,148.3858887,123.6400391,79.85301921,,81.00332103,150.6705322,,81.00332103,,-1.150301825,,,,,,,,
8,54,377.3144857,362.6458659,308.5087565,233.6433594,233.1271647,469.4607096,361.3257161,262.5832845,259.538444,235.5267415,166.5814616,323.9505859,555.8764323,424.6931966,304.446875,217.6130534,428.4097656,318.8336914,89.00906576,170.6015137,317.7410807,580.1190755,475.8605469,399.8896159,89.00906576,,36.21447366,359.876456,,36.21447366,,52.7945921,,,,,,,,
8,55,212.2496094,220.0538086,296.7146484,272.3827799,159.4318685,434.6074544,332.0097982,147.3550618,388.0088867,275.0167643,120.4280273,232.9391113,293.5736003,215.1048991,218.1962728,86.56816406,330.8693034,289.4497396,60.04416504,103.2800456,156.1152832,326.7730794,218.1364583,239.9059082,60.04416504,,64.62955354,200.8486328,,64.62955354,,-4.585388505,,,,,,,,
8,56,94.36477865,155.0191569,99.02414551,165.8143229,105.0729655,257.0991536,293.5173503,102.8471354,123.9526855,287.7138997,57.54379476,245.0185872,176.1150879,248.8067546,57.92293701,97.30755208,80.60314128,198.2924967,54.56698405,59.90037435,165.0717285,108.4542725,100.9024902,61.92150065,54.56698405,,53.59239345,117.7342824,,53.59239345,,0.974590596,,,,,,,,
8,57,71.31788737,72.31952311,69.90992025,60.91993001,68.75892741,55.03344727,47.1590332,56.75552572,46.95617676,73.0855957,20.31866048,41.25063883,48.95082194,51.61215007,33.85033569,25.66472168,33.66411336,52.86350098,15.92414958,18.37886963,29.03925578,95.59230957,37.82521973,23.26405436,15.92414958,,12.11055773,45.62984914,,12.11055773,,3.813591845,,,,,,,,
8,58,116.0652262,102.0153727,125.4807861,100.8449382,128.9905273,146.3894206,53.50035807,55.43093262,89.47331543,106.4658529,71.48784993,73.0865153,162.4958171,98.37485352,89.56212565,43.33719889,62.73879395,53.91217855,47.83515625,37.28274333,59.76794027,109.4351563,52.90709229,129.9626139,37.28274333,,7.463869257,90.99864274,,7.463869257,,29.81887407,,,,,,,,
8,59,79.35956217,94.02843424,119.3328369,106.23986,130.6478597,121.7850911,48.50457764,14.83080851,40.08867188,82.61156413,14.00023193,30.41347249,56.61977946,34.55372314,189.2392578,10.49650472,35.74348958,59.89862061,12.67082926,12.78773499,38.29628499,59.30294596,23.79006551,92.76748047,10.49650472,,2.791564581,71.88782159,,2.791564581,,7.704940139,,,,,,,,
8,60,137.3911621,139.6545736,126.7437256,209.4844401,133.7181071,182.215332,21.84259644,6.608946737,36.84176432,38.01259766,7.269559733,26.29939575,17.36526489,70.48869629,51.81465658,7.116639201,23.86530355,29.36148478,6.17444814,22.27659098,38.96348063,16.13020426,45.29494222,33.93087362,6.17444814,,0.229775671,82.94450973,,0.229775671,,5.944672469,,,,,,,,
8,61,89.71762695,127.8647786,77.25949707,76.91775716,84.48662923,104.2645915,5.35450592,0.994603348,61.30540771,9.289054362,29.44197184,49.60728353,10.55174255,42.44589844,25.70116984,0.672225062,18.57857666,8.464835612,18.93314819,8.437539673,30.87313639,4.827239482,22.89271851,4.128926849,0.672225062,,0,43.17611491,,0,,0.672225062,,,,,,,,
8,62,60.76070964,136.9355143,53.03214518,79.85290527,90.08631999,79.83329264,3.835676575,4.880253601,51.681132,33.01881917,51.37027588,76.77954102,20.48620199,64.26169434,22.23722738,1.855886714,9.960902913,14.00487773,41.51994222,0.577994982,22.45026042,7.842556254,55.04974772,5.177310181,0.577994982,,0,39.95049235,,0,,0.577994982,,,,,,,,
9,19,201.9807129,80.73664551,51.80985921,140.9115397,146.3401042,88.44982096,41.97872721,119.000236,65.0547404,48.73434245,78.3702474,98.43842773,25.60726522,98.34372559,61.54851888,79.66499837,39.94720459,23.18609823,56.24000244,62.82489421,86.79630534,30.07043864,53.66476644,61.07451172,23.18609823,,0,107.7835604,,0,,23.18609823,,,,,,,,
9,20,141.6541504,155.9921549,123.7942139,131.3681559,159.2174805,93.91300456,71.62154134,275.196224,55.46972249,79.23548991,132.4982666,146.2255534,75.81611328,132.5638184,156.0348307,195.9998535,64.87914225,92.60160319,57.22860514,87.76719564,46.10498454,133.3418457,193.9981934,157.1353027,46.10498454,,1.018875,189.3846029,,1.018875,,45.08610954,,,,,,,,
9,21,240.3167155,146.8027669,215.9325358,68.37432454,196.0705078,93.34362793,155.4346191,268.8489258,109.8370768,188.1950846,52.40856934,127.0272542,103.162915,51.97699788,108.9247233,257.1768555,77.74804688,132.2821452,129.7008789,116.0941488,200.757666,170.505013,120.3551107,136.0451416,51.97699788,,0.490583848,270.5028037,,0.490583848,,51.48641404,,,,,,,,
9,22,129.9449463,65.72441406,265.457959,106.8660238,61.79916178,79.79175618,36.08263753,254.4138346,145.1244466,179.173112,189.2583008,52.41620687,240.1983724,135.3470215,103.5510824,242.3463542,122.0915446,145.9832031,102.6990234,77.51543783,47.54115804,71.35136719,77.93448893,105.9755534,36.08263753,,0.231923631,182.3719754,,0.231923631,,35.8507139,,,,,,,,
9,23,251.4315592,112.7318522,328.3438802,42.57344564,105.7626058,50.63399251,72.21068522,178.7105143,109.8577881,209.227181,165.8365234,103.5126302,45.04448649,103.7782796,159.088916,176.6496094,135.3870605,119.595166,189.0826497,188.3280111,69.70157064,62.0737915,41.59165446,215.3047201,41.59165446,,0.3585881,208.888342,,0.3585881,,41.23306636,,,,,,,,
9,24,216.6050456,94.08426921,365.6994141,146.6617513,173.1396647,147.8356934,141.1127767,119.3399495,126.8597982,113.0290202,252.8688477,49.81114502,126.8736898,105.3999837,175.7814941,145.1159668,114.0214518,210.6072591,232.2185547,153.9213704,101.3842611,186.8863932,127.6248861,154.1695475,49.81114502,,28.63839654,176.2675038,,28.63839654,,21.17274848,,,,,,,,
9,25,242.8986816,144.5364583,419.2487305,312.2163411,226.6778646,186.0561035,279.9909831,323.5363932,193.025472,253.7935547,275.0537109,185.7195801,496.3763021,373.4056315,238.440625,313.4067057,203.9465983,234.9913411,294.5638021,201.0916178,207.753776,435.0618164,346.5333333,208.6781738,144.5364583,,145.4752551,332.0963057,,145.4752551,,-0.938796794,,,,,,,,
9,26,427.2873698,468.1918294,500.6767904,560.0201172,531.3134115,402.714974,477.2593424,533.8750651,429.5134115,506.5397786,533.5297526,380.8411458,658.6582031,713.7620443,426.2758789,581.1561849,478.5280599,481.3099284,631.4299479,493.714974,359.0660156,621.5419271,602.3648438,381.8075846,359.0660156,,365.3105206,566.8987109,,365.3105206,,-6.244504958,,,,,,,,
9,27,585.2920573,637.9744792,607.9948568,844.3946615,757.1897135,672.4849609,583.0414063,642.7829427,567.5989583,320.6844076,795.9039714,427.2265625,752.003125,725.9595703,580.6420573,795.0976563,494.8336263,359.6050456,763.9453776,478.9241536,464.1128906,666.5981771,628.2186198,450.5486979,320.6844076,,280.0741101,690.7629688,,280.0741101,,40.61029748,,,,,,,,
9,28,338.4751302,440.2275391,189.1294434,336.204069,752.0979818,206.1126139,188.5917643,220.1556315,324.6842773,232.7493978,477.1207031,270.4800293,350.7316406,517.7984375,228.9982585,238.1404622,247.8959635,192.6458008,489.530306,264.5658203,319.6523438,251.2821452,427.7375,256.2944987,188.5917643,,119.9786661,342.742079,,119.9786661,,68.61309824,,,,,,,,
9,29,215.7900391,192.2593099,189.1557292,122.8410075,376.5128581,152.0225749,161.6755208,139.5070801,80.77076009,99.99798991,178.4041178,143.5876628,161.5905924,122.2635986,108.2833252,139.6930339,122.3846842,202.8804688,240.1610189,197.4379069,134.1474528,162.9738281,257.9332845,165.6772786,80.77076009,,34.32015657,174.4439883,,34.32015657,,46.45060352,,,,,,,,
9,30,151.5155111,231.6368164,121.6404867,202.3696289,270.8328125,202.9786784,148.9667643,64.72530518,169.8856445,155.9441895,114.5890625,162.6943359,112.8112712,111.2450195,140.2712891,69.60882975,114.0769043,186.233903,176.1019694,193.1011882,114.4799398,176.1161784,124.2725179,105.2871419,64.72530518,,18.66118429,159.0625326,,18.66118429,,46.06412089,,,,,,,,
