Y, X, Best RMSE Model Name, Best MAE Model Name, New Model Best RMSE Value, New Model Best MAE Value, Old Model Best RMSE Value, Old Model Best MAE Value, Old RMSE better in, Old MAE Better in, Old RMSE and MAE Better in, Cumulative Accuracy RMSE, Cumulative Accuracy MAE,,,
24,35, LR, LR,1752.60797,970.7993229,1771.118441,967.1692708,0,1,0,46.28975265,46.90812721,,,
24,36, KNN, SVR,1993.039524,1020.694946,2170.275337,974.3715495,0,2,0,46.33715799,46.86672551,,,
24,37, KNN, KNN,1147.612724,590.4485786,960.1871693,499.5535482,1,1,1,46.2962963,46.82539683,,,
24,38, KNN, KNN,1393.372977,563.722858,1236.335337,560.6902344,2,1,0,46.25550661,46.78414097,,,
24,39, KNN, KNN,1071.153516,509.4849163,1110.898555,508.2362305,0,1,0,46.3028169,46.74295775,,,
24,40, KNN, KNN,1245.321976,439.0550081,1207.045373,446.9861328,1,0,0,46.26209323,46.78979771,,,
24,41, KNN, KNN,1228.478648,522.6110532,1141.024803,540.5662435,3,0,0,46.22144112,46.83655536,,,
24,42, KNN, KNN,1092.428448,561.0930855,688.4581808,395.7926432,3,2,2,46.1808604,46.79543459,,,
24,43, LR, LR,864.4148813,558.1987666,857.1064111,475.3977214,1,5,1,46.14035088,46.75438596,,,
24,44, KNN, KNN,1140.940572,610.4491056,910.5147628,533.4035156,2,2,2,46.09991236,46.71340929,,,
24,45, KNN, KNN,1436.498825,721.865179,1078.558606,568.9367188,6,10,5,46.05954466,46.67250438,,,
24,46, LR, KNN,1175.741558,602.0724,878.747404,450.0114583,3,5,2,46.01924759,46.63167104,,,
24,47, KNN, KNN,936.7934692,422.0372372,878.2077203,397.8986979,2,1,1,45.97902098,46.59090909,,,
24,48, KNN, KNN,1049.196378,375.6908616,987.841654,412.3700846,1,0,0,45.93886463,46.63755459,,,
24,49, LR, KNN,816.4475335,389.2536254,775.3842918,340.3445964,3,3,2,45.89877836,46.59685864,,,
24,50, KNN, KNN,1041.872477,359.311724,829.7042043,342.1668945,4,1,1,45.85876199,46.55623365,,,
24,51, LR, LR,857.2262322,397.6383657,741.0128474,317.1825195,3,3,2,45.81881533,46.51567944,,,
24,52, LR, LR,542.3881543,291.7964087,656.7932399,337.891862,0,0,0,45.86597041,46.56222802,,,
24,53, LR, LR,438.0140632,190.1095394,696.0493038,318.0180664,0,0,0,45.91304348,46.60869565,,,
24,54, LR, KNN,551.8780374,241.3615115,717.1602331,256.2073079,0,0,0,45.96003475,46.65508254,,,
24,55, KNN, KNN,322.9750028,144.8015572,408.8090426,129.5156494,0,1,0,46.00694444,46.61458333,,,
24,56, KNN, KNN,315.0287396,93.87882502,356.5774694,98.79342448,0,0,0,46.05377277,46.66088465,,,
24,57, KNN, KNN,266.2396918,96.37413251,373.6083288,94.31597493,0,1,0,46.10051993,46.62045061,,,
24,58, KNN, KNN,296.8526962,100.7543674,344.1814202,107.3493571,0,0,0,46.14718615,46.66666667,,,
24,59, KNN, SVR,109.3460566,40.96121498,81.60609148,29.48442179,3,3,2,46.10726644,46.62629758,,,
24,60, LR, LR,56.53202585,23.72866216,15.5214154,30.662264,1,0,0,46.06741573,46.67242869,,,
24,61, KNN, RF,72.47716171,20.51642304,186.1510878,131.8907959,0,0,0,46.11398964,46.71848014,,,
24,62, RF, RF,3.688293782,0.47615668,31.24854872,110.0279704,0,0,0,46.16048318,46.76445211,,,
24,63, SVR, RF,0.083231477,0.010816666,21.94840986,20.97618205,0,0,0,46.20689655,46.81034483,,,
25,1, SVR, RF,0.259251707,0.039991667,54.92801397,9.976849365,0,0,0,46.25322997,46.85615848,,,
25,2, SVR, RF,2.271841287,0.304569987,24.37074616,7.398563639,0,0,0,46.29948365,46.90189329,,,
25,3, LR, KNN,56.32078957,11.8137754,51.88277803,9.856100464,2,2,2,46.25967326,46.86156492,,,
25,4, LR, LR,85.97825337,38.83716176,215.1273073,49.24832357,0,0,0,46.30584192,46.90721649,,,
25,5, LR, KNN,241.6407035,75.20569131,159.9865945,36.9263265,4,8,4,46.26609442,46.86695279,,,
25,6, KNN, KNN,89.10068071,30.07540062,40.39164131,15.44797567,5,8,4,46.22641509,46.82675815,,,
25,7, KNN, KNN,294.5061523,60.66701908,170.6681905,40.71845703,11,5,5,46.18680377,46.78663239,,,
25,8, LR, KNN,178.8764395,53.41042621,325.6106443,122.8232096,0,0,0,46.23287671,46.83219178,,,
25,9, SVR, SVR,9.926112643,2.084734826,44.30454795,15.19006348,0,0,0,46.27887083,46.87767322,,,
25,10, RF, RF,1.189983284,0.158438336,2.969819914,0.893464979,0,0,0,46.32478632,46.92307692,,,
25,11, SVR, RF,0.622738395,0.097614999,42.03595621,8.899997965,0,0,0,46.3706234,46.96840307,,,
25,12, KNN, KNN,0.545788261,0.088058573,91.03595615,18.91583252,0,0,0,46.41638225,47.01365188,,,
25,13, SVR, RF,6.950653853,1.362226644,29.53493033,9.863233439,0,0,0,46.46206309,47.05882353,,,
25,14, KNN, KNN,87.64899618,28.82446096,144.9674245,63.28858643,0,0,0,46.5076661,47.10391823,,,
25,15, LR, LR,120.4438258,50.86359727,272.5097705,106.1863444,0,0,0,46.55319149,47.14893617,,,
25,16, LR, KNN,264.1823557,84.47131351,337.0831005,151.0368652,0,0,0,46.59863946,47.19387755,,,
25,17, LR, LR,84.64185725,27.48436302,473.1187659,210.613623,0,0,0,46.6440102,47.23874257,,,
25,18, KNN, SVR,67.11021245,22.88113684,130.8802848,59.55265706,0,0,0,46.6893039,47.28353141,,,
25,19, LR, KNN,253.9193278,118.1374767,397.1892076,201.8170247,0,0,0,46.73452078,47.32824427,,,
25,20, LR, KNN,274.6434596,164.9682361,424.9262681,223.5457357,0,0,0,46.77966102,47.37288136,,,
25,21, LR, KNN,283.7133259,159.9507191,390.8938262,225.4982747,0,0,0,46.82472481,47.41744285,,,
25,22, LR, KNN,338.1311054,157.298435,517.6127896,291.0043945,0,0,0,46.86971235,47.46192893,,,
25,23, KNN, KNN,176.1259865,88.90093121,484.64487,244.5410156,0,0,0,46.91462384,47.50633981,,,
25,24, LR, KNN,313.5579885,163.9045857,359.8604591,165.6938151,0,0,0,46.95945946,47.55067568,,,
25,25, KNN, KNN,347.0900177,161.0417365,309.9051737,134.1255778,2,2,2,46.91983122,47.51054852,,,
25,26, KNN, KNN,162.8871055,103.2554416,197.3682261,89.10258789,0,2,0,46.96458685,47.47048904,,,
25,27, KNN, KNN,421.2302156,142.2784082,343.0364291,123.1130127,2,1,1,46.92502106,47.43049705,,,
25,28, KNN, KNN,257.7127195,121.2872823,403.8312147,177.4700846,0,0,0,46.96969697,47.47474747,,,
25,29, KNN, KNN,376.3377596,162.0588291,400.2641378,194.5575033,0,0,0,47.01429773,47.51892347,,,
25,30, KNN, SVR,633.6236173,312.3508549,692.7646546,291.8755859,0,1,0,47.05882353,47.4789916,,,
25,31, LR, KNN,947.9487901,458.3885657,1126.567649,585.580599,0,0,0,47.10327456,47.52308984,,,
25,32, LR, LR,1550.19501,861.8155877,1379.127647,678.651237,1,3,1,47.06375839,47.48322148,,,
25,33, KNN, KNN,2559.39691,1264.03443,2096.54325,1002.896419,13,14,13,47.02430847,47.44341995,,,
25,34, KNN, KNN,1785.70342,888.4271506,1546.153593,796.6188151,6,6,5,46.98492462,47.40368509,,,
25,35, LR, KNN,2278.385719,982.0859701,1947.149547,940.3704427,3,1,1,46.94560669,47.36401674,,,
25,36, KNN, KNN,1417.382826,629.9002241,1356.394436,641.9948568,1,0,0,46.90635452,47.40802676,,,
25,37, KNN, KNN,641.7376128,294.3153958,693.0415091,354.510612,0,0,0,46.95071011,47.45196324,,,
25,38, KNN, KNN,747.835751,365.9477898,1013.903776,499.0999023,0,0,0,46.99499165,47.49582638,,,
25,39, KNN, KNN,977.3193427,465.2131445,1173.132672,472.0683594,0,0,0,47.03919933,47.53961635,,,
25,40, KNN, KNN,1382.824474,635.4580108,1211.323409,598.1088542,2,2,2,47,47.5,,,
25,41, KNN, KNN,927.4527428,375.087734,1090.542923,524.6297852,0,0,0,47.04412989,47.54371357,,,
25,42, KNN, KNN,727.7600235,323.7365178,714.3859834,366.3949219,1,0,0,47.00499168,47.58735441,,,
25,43, KNN, KNN,800.5407054,382.9729257,922.2022916,422.6702148,0,0,0,47.04904406,47.63092269,,,
25,44, KNN, KNN,1029.37063,499.6230724,1234.251676,595.6265625,0,0,0,47.09302326,47.6744186,,,
25,45, LR, KNN,886.5419359,466.3071007,694.5360802,331.2862956,5,6,4,47.05394191,47.63485477,,,
25,46, LR, LR,847.8144068,513.6615961,758.0434025,378.5221029,2,6,2,47.01492537,47.59535655,,,
25,47, LR, LR,741.9346343,404.3083889,768.5363145,372.7597982,0,2,0,47.05882353,47.55592378,,,
25,48, LR, LR,738.0334631,359.9597495,812.1443632,350.8387044,0,1,0,47.10264901,47.51655629,,,
25,49, KNN, KNN,795.1304341,352.4084714,508.4553668,341.4659831,3,1,1,47.063689,47.47725393,,,
25,50, LR, KNN,828.7780463,414.8006981,654.0425368,404.0077474,1,1,0,47.02479339,47.43801653,,,
25,51, LR, KNN,648.4547962,311.1497102,643.8600262,305.9693034,1,1,1,46.98596201,47.39884393,,,
25,52, KNN, KNN,646.8413738,301.3304987,488.5824393,289.7451823,3,2,2,46.94719472,47.35973597,,,
25,53, LR, KNN,477.0639227,239.2944478,442.1781881,215.0539063,1,1,1,46.90849134,47.3206925,,,
25,54, KNN, KNN,472.0991569,197.9987163,355.9746129,171.0413249,4,5,4,46.86985173,47.28171334,,,
25,55, KNN, KNN,433.9186081,140.4827165,317.4722035,120.9119954,2,1,1,46.83127572,47.24279835,,,
25,56, KNN, KNN,501.7551463,198.378905,469.7544749,175.8178223,3,8,3,46.79276316,47.20394737,,,
25,57, KNN, KNN,382.0861329,109.8828716,393.8845643,116.0134766,0,0,0,46.83648316,47.2473295,,,
25,58, LR, KNN,317.9736247,111.3421879,386.5855447,118.5270671,0,0,0,46.88013136,47.29064039,,,
25,59, LR, KNN,260.1070398,112.8786216,252.9293956,86.15616048,1,1,1,46.8416735,47.25184578,,,
25,60, RF, SVR,199.2460383,52.60091543,65.51558259,42.12725423,4,2,2,46.80327869,47.21311475,,,
25,61, KNN, KNN,37.58044891,8.933959973,93.39553656,88.15571289,0,0,0,46.84684685,47.25634726,,,
25,62, RF, RF,11.48009948,2.48092836,270.4020155,96.05441895,0,0,0,46.8903437,47.299509,,,
25,63, RF, RF,0,0,43.84618178,68.38075358,0,0,0,46.93376942,47.34260016,,,
26,1, KNN, KNN,0.062977389,0.010840238,87.86242501,15.65650635,0,0,0,46.97712418,47.38562092,,,
26,2, LR, KNN,45.49596276,9.414342727,58.49828612,16.89889628,0,0,0,47.02040816,47.42857143,,,
26,3, KNN, KNN,34.28534012,7.116109566,67.45526295,22.59578044,0,0,0,47.06362153,47.47145188,,,
26,4, LR, SVR,164.885729,34.29967232,148.3869168,33.74427083,2,1,0,47.02526487,47.43276284,,,
26,5, KNN, KNN,268.88456,65.83539488,159.3811339,39.10002441,11,7,6,46.98697068,47.39413681,,,
26,6, KNN, SVR,264.122431,70.8359751,114.9846185,26.01197917,9,8,7,46.94873881,47.35557364,,,
26,7, KNN, KNN,459.8096309,111.1421978,375.6478182,105.1101481,3,1,1,46.91056911,47.31707317,,,
26,8, LR, KNN,146.8769432,37.29558929,295.5766539,133.1165039,0,0,0,46.95369618,47.35987002,,,
26,9, KNN, SVR,70.69188719,24.10896929,35.89114764,11.9404836,7,8,5,46.91558442,47.32142857,,,
26,10, KNN, KNN,20.94691615,8.563098041,33.33513927,10.70821838,0,0,0,46.95863747,47.36415247,,,
26,11, LR, LR,55.6845659,15.28622341,86.96658242,26.80883179,0,0,0,47.00162075,47.40680713,,,
26,12, LR, LR,67.9712684,22.03370583,95.89602116,28.32749023,0,0,0,47.04453441,47.44939271,,,
26,13, KNN, KNN,3.808544938,0.878846644,61.63255743,22.63758341,0,0,0,47.08737864,47.49190939,,,
26,14, KNN, KNN,32.92452742,10.19639458,227.527187,94.6223877,0,0,0,47.1301536,47.53435732,,,
26,15, LR, LR,93.50590854,33.22343974,144.7313388,64.50519206,0,0,0,47.17285945,47.57673667,,,
26,16, LR, LR,229.6252635,112.7642246,214.1934484,87.19628906,2,4,2,47.13478612,47.53833737,,,
26,17, KNN, KNN,430.5733914,161.3130102,260.0294615,125.5357747,13,3,3,47.09677419,47.5,,,
26,18, LR, SVR,108.0638405,46.20897433,230.2437024,112.6941569,0,0,0,47.13940371,47.54230459,,,
26,19, KNN, KNN,103.9561405,47.27454206,385.3365412,173.8022786,0,0,0,47.18196457,47.58454106,,,
26,20, KNN, KNN,218.6984997,115.1466193,382.7665607,170.8042318,0,0,0,47.22445696,47.62670957,,,
26,21, RF, SVR,222.1166958,113.4153041,493.8819191,266.9230957,0,0,0,47.26688103,47.66881029,,,
26,22, KNN, KNN,116.9583564,54.23033502,518.2729654,304.5692057,0,0,0,47.30923695,47.71084337,,,
26,23, KNN, KNN,246.5179979,113.8920289,352.9060191,220.6651693,0,0,0,47.35152488,47.75280899,,,
26,24, LR, KNN,446.2750729,223.2771787,401.9874376,211.5023112,5,3,3,47.31355253,47.71451484,,,
26,25, KNN, KNN,645.36297,312.3234002,598.6844467,268.4692383,1,2,1,47.27564103,47.67628205,,,
26,26, KNN, KNN,251.9616261,129.6519696,234.0250521,119.0156413,1,2,1,47.23779023,47.63811049,,,
26,27, LR, SVR,414.0653738,179.5333634,597.3818991,186.6341146,0,0,0,47.28,47.68,,,
26,28, KNN, SVR,318.1605661,131.6303345,299.8966628,135.4311198,1,0,0,47.24220624,47.72182254,,,
26,29, KNN, KNN,236.0569906,128.3722113,559.1881079,200.6461263,0,0,0,47.28434505,47.76357827,,,
26,30, LR, KNN,786.2651676,295.5424855,839.3183742,340.9638997,0,0,0,47.3264166,47.80526736,,,
26,31, KNN, KNN,949.7391191,428.2797664,712.6272518,348.2952474,2,2,2,47.28867624,47.76714514,,,
26,32, KNN, KNN,945.6531206,406.4969236,878.8322176,459.677832,1,0,0,47.25099602,47.80876494,,,
26,33, LR, KNN,2136.389991,1018.319735,1719.804175,715.807487,6,11,6,47.2133758,47.77070064,,,
26,34, KNN, KNN,2198.430793,969.4495666,1816.537659,751.5610677,14,16,13,47.17581543,47.7326969,,,
26,35, KNN, KNN,1786.868462,736.1841649,1722.498805,707.1171224,2,2,2,47.13831479,47.69475358,,,
26,36, KNN, KNN,963.5953046,404.4555944,1129.67842,390.4246745,0,1,0,47.18030183,47.65687053,,,
26,37, KNN, KNN,547.6898901,251.5446588,805.0472036,349.3244466,0,0,0,47.22222222,47.6984127,,,
26,38, KNN, KNN,655.2476311,230.3782949,733.6137721,257.042627,0,0,0,47.26407613,47.73988898,,,
26,39, LR, KNN,684.3499088,264.6140222,1168.202608,396.3900716,0,0,0,47.30586371,47.78129952,,,
26,40, KNN, KNN,614.3089663,298.382779,962.8555101,389.7780599,0,0,0,47.34758511,47.8226445,,,
26,41, KNN, KNN,607.1227132,300.2762839,837.2607718,329.4601563,0,0,0,47.38924051,47.86392405,,,
26,42, KNN, KNN,748.5757928,323.3078497,801.1274139,365.7959635,0,0,0,47.43083004,47.90513834,,,
26,43, KNN, KNN,626.0300644,311.230517,791.0574779,369.3454753,0,0,0,47.47235387,47.94628752,,,
26,44, KNN, KNN,827.1545348,389.2378248,729.9870775,400.8091471,1,0,0,47.43488556,47.98737174,,,
26,45, KNN, KNN,882.0915192,453.3669952,534.7552524,287.2115885,8,7,6,47.39747634,47.94952681,,,
26,46, LR, LR,603.4832713,312.9570693,652.9349381,327.2015625,0,0,0,47.43892829,47.99054374,,,
26,47, KNN, KNN,674.2025836,322.8314974,562.4359223,272.3824056,2,1,1,47.4015748,47.95275591,,,
26,48, KNN, KNN,631.9684101,301.8779604,744.6495283,339.9720703,0,0,0,47.4429583,47.99370574,,,
26,49, KNN, KNN,789.4875229,353.9585405,531.3656306,284.692513,1,1,1,47.40566038,47.95597484,,,
26,50, LR, KNN,681.5362057,326.7231236,600.0503312,329.5010742,1,0,0,47.36842105,47.99685782,,,
26,51, LR, LR,597.7089927,295.4019339,513.6602963,260.2441895,4,5,2,47.33124019,47.95918367,,,
26,52, LR, LR,494.870221,260.0988212,520.039069,247.5573568,0,2,0,47.37254902,47.92156863,,,
26,53, KNN, KNN,489.8153812,231.4389461,471.0198863,227.8725423,2,1,1,47.3354232,47.88401254,,,
26,54, KNN, KNN,391.9789175,174.3038189,218.8868201,145.2516602,2,1,1,47.29835552,47.84651527,,,
26,55, SVR, NN,309.1428133,70.69229709,204.9759254,57.77334798,4,2,2,47.26134585,47.80907668,,,
26,56, KNN, NN,272.2265504,78.12362958,272.4402381,79.36669108,0,0,0,47.30258014,47.84988272,,,
26,57, KNN, KNN,242.2923293,72.23081145,224.6354269,87.55134277,2,0,0,47.265625,47.890625,,,
26,58, SVR, NN,309.2820206,105.4454253,284.2256879,95.86153158,4,3,2,47.22872756,47.85323966,,,
26,59, KNN, KNN,314.6398816,107.1642648,297.8472763,92.92003581,2,3,2,47.19188768,47.81591264,,,
26,60, KNN, KNN,152.7486498,42.25835848,162.6865916,56.7108724,0,0,0,47.23304754,47.85658613,,,
26,61, KNN, SVR,41.51816987,10.6648061,168.2744782,119.0850586,0,0,0,47.2741433,47.89719626,,,
26,62, KNN, SVR,81.68818715,21.58426635,160.081573,142.5927897,0,0,0,47.3151751,47.93774319,,,
26,63, LR, RF,43.1179652,7.72686828,267.636009,82.67207845,0,0,0,47.35614308,47.97822706,,,
26,64, RF, RF,0,0,83.03203134,22.80119222,0,0,0,47.3970474,48.01864802,,,
27,1, KNN, KNN,0.015209759,0.001963571,126.3826531,24.29966024,0,0,0,47.4378882,48.05900621,,,
27,2, LR, KNN,27.62303456,8.352450374,55.72747817,16.36860148,0,0,0,47.47866563,48.09930178,,,
27,3, KNN, KNN,78.48336967,17.88583458,120.8624433,32.54674886,0,0,0,47.51937984,48.13953488,,,
27,4, LR, LR,119.6670452,32.03333938,96.00213756,26.01771647,1,1,1,47.48257165,48.10224632,,,
27,5, LR, KNN,196.3971996,56.66834168,201.3082007,57.4200765,0,0,0,47.52321981,48.14241486,,,
27,6, KNN, KNN,147.5284006,30.95605829,84.44084159,23.30954997,4,1,1,47.48646558,48.10518175,,,
27,7, LR, LR,237.9693127,83.41924475,364.7167737,134.9495361,0,0,0,47.52704791,48.14528594,,,
27,8, KNN, KNN,142.8152874,53.65385609,218.0483987,97.37998047,0,0,0,47.56756757,48.18532819,,,
27,9, KNN, KNN,66.17976582,25.71558592,50.62254109,16.29719645,8,16,8,47.5308642,48.14814815,,,
27,10, LR, KNN,60.87931686,31.72111177,78.3784954,24.80422974,0,4,0,47.57131843,48.11102544,,,
27,11, KNN, KNN,242.4511502,62.73253028,122.0323881,53.16024577,10,2,2,47.53466872,48.07395994,,,
27,12, LR, LR,232.6509244,93.05350081,231.6033517,86.00095215,1,2,1,47.49807544,48.0369515,,,
27,13, KNN, KNN,92.26058648,38.95136096,110.7494639,42.64262695,0,0,0,47.53846154,48.07692308,,,
27,14, KNN, KNN,83.89627624,33.68576829,203.2138139,65.20817057,0,0,0,47.57878555,48.11683321,,,
27,15, LR, LR,156.6805056,72.34399387,141.688714,58.95897624,2,3,2,47.5422427,48.07987711,,,
27,16, KNN, KNN,126.9996911,56.4259847,124.8644807,59.87631836,1,0,0,47.50575595,48.11972371,,,
27,17, LR, KNN,292.9982411,140.9957543,398.0629347,174.330778,0,0,0,47.54601227,48.1595092,,,
27,18, KNN, KNN,162.9609022,82.69201574,374.0915663,203.2171549,0,0,0,47.5862069,48.19923372,,,
27,19, KNN, SVR,82.97849165,29.03524207,1003.077298,497.4758464,0,0,0,47.62633997,48.2388974,,,
27,20, NN, SVR,47.77778077,17.23280167,779.5638952,359.2596029,0,0,0,47.66641163,48.27850038,,,
27,21, NN, SVR,55.98335913,17.86292169,546.5436854,230.9243327,0,0,0,47.70642202,48.31804281,,,
27,22, RF, SVR,44.01918914,15.32594792,603.4859568,274.8423503,0,0,0,47.74637128,48.35752483,,,
27,23, KNN, KNN,270.6969489,113.9433022,521.318185,273.0844076,0,0,0,47.78625954,48.39694656,,,
27,24, LR, LR,570.9631281,276.3460132,478.4102668,237.8636068,4,3,3,47.74980931,48.36003051,,,
27,25, KNN, KNN,666.9659229,330.2449537,832.5425314,364.294987,0,0,0,47.78963415,48.39939024,,,
27,26, LR, LR,481.3075208,239.3354077,363.9583653,192.5868327,1,1,1,47.75323686,48.36252856,,,
27,27, KNN, KNN,395.903293,95.94446249,357.8254346,137.9570801,1,0,0,47.71689498,48.40182648,,,
27,28, KNN, SVR,553.1613375,170.657798,272.6465661,153.6085124,7,2,2,47.68060837,48.36501901,,,
27,29, KNN, SVR,683.6443367,274.0823118,551.5547117,248.6577474,2,2,2,47.6443769,48.32826748,,,
27,30, KNN, KNN,659.0992095,300.0837666,524.5997998,236.0374512,4,2,2,47.60820046,48.29157175,,,
27,31, LR, LR,955.5066529,408.8170683,1368.576,535.5767253,0,0,0,47.64795144,48.33080425,,,
27,32, KNN, KNN,1139.357391,538.6860779,957.1784926,494.5468424,3,4,3,47.61182714,48.29416224,,,
27,33, LR, LR,1455.83612,712.5573455,1490.986474,738.2150391,0,0,0,47.65151515,48.33333333,,,
27,34, LR, KNN,1429.216537,642.1687365,1859.308976,743.8733073,0,0,0,47.69114307,48.37244512,,,
27,35, LR, KNN,1709.651523,604.2469306,1610.570417,650.9304688,2,0,0,47.65506808,48.41149773,,,
27,36, KNN, KNN,1084.815627,374.713858,1022.080166,340.1585286,2,2,2,47.61904762,48.37490552,,,
27,37, KNN, KNN,485.7187735,200.0190912,590.7510756,240.2169434,0,0,0,47.65861027,48.41389728,,,
27,38, KNN, KNN,615.6488191,219.6278886,692.3160405,251.5281901,0,0,0,47.69811321,48.45283019,,,
27,39, LR, LR,783.9116474,335.4695531,871.0955554,303.9809245,0,2,0,47.73755656,48.41628959,,,
27,40, KNN, SVR,663.068935,291.5178744,657.1058261,288.9263346,1,1,0,47.70158252,48.37980407,,,
27,41, KNN, SVR,525.3597236,221.6632092,606.7899142,259.4352051,0,0,0,47.74096386,48.4186747,,,
27,42, KNN, KNN,530.6877459,224.789179,654.4971607,276.2611654,0,0,0,47.78028593,48.45748683,,,
27,43, KNN, KNN,455.9018238,198.4458582,505.4724358,229.1525391,0,0,0,47.81954887,48.4962406,,,
27,44, KNN, KNN,440.9850276,228.620596,408.1240824,204.111849,1,1,1,47.78362134,48.45980466,,,
27,45, KNN, KNN,401.1010427,229.4341844,670.4370962,261.8793783,0,0,0,47.82282282,48.4984985,,,
27,46, LR, KNN,562.8460787,316.5856297,628.5236935,282.6681315,0,1,0,47.86196549,48.46211553,,,
27,47, KNN, KNN,722.7583462,339.2407521,578.3773336,276.2808268,3,1,1,47.82608696,48.42578711,,,
27,48, LR, LR,807.5392958,359.9502174,729.6358681,318.5698568,1,1,1,47.79026217,48.38951311,,,
27,49, LR, KNN,741.9516313,366.904127,638.2141229,281.6736654,6,12,6,47.75449102,48.35329341,,,
27,50, LR, LR,469.191942,271.2566958,470.5107863,216.8581055,0,8,0,47.79356769,48.3171279,,,
27,51, KNN, KNN,475.9898371,225.2264822,301.8956111,127.9067383,9,8,7,47.75784753,48.28101644,,,
27,52, LR, KNN,378.6706006,185.6194807,312.7169007,165.2464844,2,1,1,47.72218073,48.24495892,,,
27,53, LR, LR,267.0931781,132.9660783,308.2209921,226.2140299,0,0,0,47.76119403,48.28358209,,,
27,54, LR, NN,453.1645634,189.098952,562.2047077,217.6650716,0,0,0,47.80014914,48.32214765,,,
27,55, SVR, NN,225.6834285,61.94300333,266.8049225,97.2895752,0,0,0,47.8390462,48.36065574,,,
27,56, NN, SVR,104.4240904,37.33624898,137.4025867,54.68741048,0,0,0,47.87788533,48.39910648,,,
27,57, KNN, KNN,120.125677,51.48020922,123.7245092,43.8656779,0,2,0,47.91666667,48.36309524,,,
27,58, KNN, KNN,198.4154745,81.18031732,164.6206624,62.79710286,1,2,1,47.88104089,48.32713755,,,
27,59, KNN, KNN,75.16455796,29.8355614,85.06280155,35.29978027,0,0,0,47.91976226,48.36552749,,,
27,60, SVR, NN,102.7953721,37.72392323,65.38696513,31.26694336,2,2,2,47.88418708,48.32962138,,,
27,61, LR, KNN,242.9490222,46.78576452,186.1532523,60.20321452,1,0,0,47.84866469,48.36795252,,,
27,62, NN, RF,195.1000845,41.31556883,257.0809535,89.82610677,0,0,0,47.88732394,48.40622683,,,
27,63, NN, RF,73.43837079,13.37155378,524.7643852,199.7063639,0,0,0,47.92592593,48.44444444,,,
27,64, SVR, RF,1.326161138,0.266428325,539.8528503,210.5182292,0,0,0,47.96447076,48.48260548,,,
28,1, KNN, KNN,19.44849494,2.510789901,128.178822,30.02073975,0,0,0,48.00295858,48.52071006,,,
28,2, KNN, KNN,75.01291458,15.88454948,111.1495333,30.73308105,0,0,0,48.0413895,48.55875831,,,
28,3, LR, KNN,99.2263148,33.715196,53.0029382,18.27348836,2,2,2,48.00590842,48.52289513,,,
28,4, KNN, KNN,158.4111725,44.04425972,186.6965062,63.37003581,0,0,0,48.04428044,48.56088561,,,
28,5, KNN, KNN,197.5043155,46.86307757,235.6865079,81.56580404,0,0,0,48.08259587,48.59882006,,,
28,6, KNN, KNN,356.8747722,84.30630749,158.4246929,41.81989746,14,8,8,48.04716286,48.56300663,,,
28,7, LR, LR,547.8605409,176.0080557,237.3696748,77.37596842,3,3,2,48.01178203,48.52724595,,,
28,8, KNN, KNN,152.9341213,50.73561919,177.4727326,58.16924235,0,0,0,48.05003679,48.56512141,,,
28,9, KNN, KNN,134.952986,32.47653103,136.1278351,33.03057454,0,0,0,48.08823529,48.60294118,,,
28,10, LR, KNN,171.1594109,59.24810897,108.3299455,37.47223714,10,11,8,48.05290228,48.56722998,,,
28,11, KNN, KNN,150.6106176,58.81027073,119.6040037,46.54342448,10,8,8,48.01762115,48.53157122,,,
28,12, KNN, KNN,305.4860138,128.0439479,209.1593491,82.9943278,12,12,11,47.98239178,48.49596478,,,
28,13, KNN, KNN,253.1293862,85.27627282,189.5097403,71.78531901,7,3,3,47.94721408,48.46041056,,,
28,14, KNN, KNN,100.427977,43.06797349,156.0211457,56.42666016,0,0,0,47.98534799,48.4981685,,,
28,15, KNN, KNN,108.8634965,49.58918801,107.6970771,42.95778402,1,2,1,47.95021962,48.46266471,,,
28,16, KNN, KNN,146.9366653,63.60408757,149.6933811,61.54060872,0,1,0,47.98829554,48.42721287,,,
28,17, KNN, KNN,153.2625755,82.94161619,202.6064124,97.81451009,0,0,0,48.02631579,48.46491228,,,
28,18, KNN, KNN,142.8078426,92.68756825,281.1747529,139.414209,0,0,0,48.0642805,48.50255661,,,
28,19, KNN, KNN,105.0754072,42.48309166,790.0181011,356.0717122,0,0,0,48.10218978,48.54014599,,,
28,20, RF, SVR,146.7105333,33.84583354,753.7712739,352.1638672,0,0,0,48.14004376,48.57768053,,,
28,21, KNN, SVR,239.7928292,104.7055977,636.7574892,274.7347005,0,0,0,48.17784257,48.61516035,,,
28,22, KNN, SVR,288.8738158,99.53986537,744.6861084,344.9542643,0,0,0,48.21558631,48.65258558,,,
28,23, KNN, KNN,113.2208312,49.00780263,731.0224803,318.785612,0,0,0,48.25327511,48.68995633,,,
28,24, KNN, KNN,268.8184427,125.9587532,871.4025859,329.9117188,0,0,0,48.29090909,48.72727273,,,
28,25, KNN, KNN,319.768561,130.2345996,1101.41509,402.8452148,0,0,0,48.32848837,48.76453488,,,
28,26, KNN, KNN,456.5798617,170.6989824,528.6927274,228.2330566,0,0,0,48.36601307,48.80174292,,,
28,27, LR, KNN,535.9421366,189.1237967,464.310636,195.4644857,3,0,0,48.33091437,48.83889695,,,
