Y, X, Best RMSE Model Name, Best MAE Model Name, New Model Best RMSE Value, New Model Best MAE Value, Old Model Best RMSE Value, Old Model Best MAE Value, Old RMSE better in, Old MAE Better in, Old RMSE and MAE Better in, Cumulative Accuracy RMSE, Cumulative Accuracy MAE,,,
16,36, KNN, KNN,1284.625396,543.6539848,1326.277698,506.4121745,0,3,0,47.82608696,51.24223602,,,
16,37, KNN, KNN,719.8249707,319.260168,818.9151767,325.925944,0,0,0,47.90697674,51.31782946,,,
16,38, KNN, KNN,659.5918184,298.5158539,703.9493353,275.7377279,0,1,0,47.9876161,51.23839009,,,
16,39, KNN, KNN,433.7389143,218.065204,686.8699052,291.9347656,0,0,0,48.06800618,51.3137558,,,
16,40, LR, SVR,397.0320798,182.1329352,354.3253566,149.2956706,1,2,1,47.99382716,51.2345679,,,
16,41, KNN, KNN,544.2025321,228.0208261,604.6221961,248.4656576,0,0,0,48.07395994,51.30970724,,,
16,42, LR, KNN,572.9517664,245.5945561,378.5728728,176.5375,4,6,2,48,51.23076923,,,
16,43, LR, KNN,412.099468,90.53124019,449.1440563,108.7629069,0,0,0,48.07987711,51.30568356,,,
16,44, LR, KNN,375.5171516,103.476519,180.226753,100.4723877,3,1,1,48.00613497,51.22699387,,,
16,45, LR, KNN,529.9209871,160.7200579,243.0349358,157.4982259,2,1,0,47.93261868,51.14854518,,,
16,46, LR, LR,502.7948279,201.0272147,245.444617,174.5643392,1,4,0,47.85932722,51.07033639,,,
16,47, LR, LR,584.1395389,216.9301323,481.2705061,158.6596354,6,8,6,47.78625954,50.99236641,,,
16,48, LR, LR,540.6664645,181.2390823,445.7095691,169.0507487,2,1,1,47.71341463,50.91463415,,,
16,49, LR, KNN,654.1642105,131.4727638,206.89188,66.59790446,10,4,4,47.64079148,50.83713851,,,
16,50, LR, KNN,206.7679995,60.72186756,123.5400365,30.2699585,2,7,2,47.56838906,50.75987842,,,
16,51, KNN, KNN,333.1003571,79.16565265,338.960064,75.57941895,0,1,0,47.64795144,50.68285281,,,
16,52, RF, KNN,811.2071416,155.5975536,196.2001338,128.5687256,14,4,4,47.57575758,50.60606061,,,
16,53, KNN, SVR,568.6727518,139.0491435,362.3609273,119.0232178,7,3,2,47.50378215,50.52950076,,,
16,54, KNN, SVR,324.5591224,72.40066738,169.3924253,29.82799479,9,11,8,47.43202417,50.45317221,,,
16,55, KNN, KNN,300.0332356,87.7044117,173.9255109,59.72749837,4,4,4,47.36048265,50.37707391,,,
16,56, LR, LR,661.944827,172.3031282,225.6081042,64.31824951,4,6,4,47.28915663,50.30120482,,,
16,57, LR, LR,68.30296686,45.38236184,189.6141806,41.27734375,0,1,0,47.36842105,50.22556391,,,
16,58, NN, SVR,20.96408384,5.135049605,20.62474511,4.382558187,1,5,1,47.2972973,50.15015015,,,
16,59, SVR, KNN,2.721141789,1.379107614,2.709038307,0.477076658,3,11,3,47.22638681,50.07496252,,,
16,60, SVR, SVR,0.454473503,0.10582599,0.458333686,0.083771666,0,5,0,47.30538922,50,,,
16,61, RF, RF,0.11870091,0.018858333,0.118709957,0.019111667,0,0,0,47.38415546,50.07473842,,,
16,62, RF, RF,0,0,0.003459624,0.000986667,0,0,0,47.46268657,50.14925373,,,
17,5, RF, RF,0,0,3.67722419,1.288333384,0,0,0,47.54098361,50.22354694,,,
17,6, RF, RF,0,0,2.441697378,0.819716644,0,0,0,47.61904762,50.29761905,,,
17,7, SVR, SVR,0.142445017,0.142445017,1.344582659,0.51498998,0,0,0,47.69687964,50.37147103,,,
17,8, SVR, SVR,0.089481585,0.089481585,3.61661136,1.500431697,0,0,0,47.77448071,50.44510386,,,
17,9, KNN, KNN,3.922105129,0.696303354,1.702781526,0.508290037,3,2,2,47.7037037,50.37037037,,,
17,10, SVR, SVR,0.054924316,0.049609524,0.095113114,0.039698335,0,2,0,47.78106509,50.29585799,,,
17,11, SVR, SVR,0.085871797,0.078618647,0.055785694,0.008951666,16,20,16,47.71048744,50.22156573,,,
17,12, SVR, RF,1.03057343,0.133681663,0.185772664,0.041693326,12,5,5,47.64011799,50.14749263,,,
17,13, RF, RF,0,0,0.021964328,0.002913333,0,0,0,47.71723122,50.22091311,,,
17,14, SVR, SVR,0.005072438,0.005072438,0.002922807,0.000656667,2,5,1,47.64705882,50.14705882,,,
17,15, SVR, SVR,4.702499347,0.705868815,3.972687618,0.51829834,20,20,19,47.57709251,50.07342144,,,
17,16, KNN, KNN,11.29727363,1.578060436,2.277941781,0.499916712,16,16,16,47.50733138,50,,,
17,17, NN, SVR,16.06534108,2.23536434,0.78247877,0.147233359,16,16,16,47.43777452,49.92679356,,,
17,18, KNN, SVR,25.49308472,4.068452466,3.608495846,0.733891551,18,15,15,47.36842105,49.85380117,,,
17,19, LR, KNN,27.5798534,7.925182705,14.79535312,3.678661855,3,5,3,47.29927007,49.7810219,,,
17,20, LR, KNN,117.6521836,40.38048072,145.1171294,39.62619629,0,3,0,47.37609329,49.70845481,,,
17,21, KNN, KNN,162.3417427,35.56971099,125.7155934,29.49969482,3,1,1,47.30713246,49.63609898,,,
17,22, KNN, KNN,256.0272369,53.92991976,167.7112474,30.61135661,6,5,4,47.23837209,49.56395349,,,
17,23, KNN, KNN,120.4806526,33.78763466,97.86116335,27.69361776,7,4,4,47.16981132,49.49201742,,,
17,24, RF, SVR,37.14199691,5.255070741,42.146599,8.536205037,0,0,0,47.24637681,49.56521739,,,
17,25, NN, SVR,18.80392806,3.530619082,19.37121267,4.871055094,0,0,0,47.32272069,49.6382055,,,
17,26, KNN, SVR,76.14451837,18.97666431,82.73911056,21.50274862,0,0,0,47.39884393,49.71098266,,,
17,27, KNN, SVR,245.337992,39.97741598,224.6903517,47.19306234,1,0,0,47.33044733,49.78354978,,,
17,28, KNN, KNN,726.0845315,163.1837181,729.6874217,154.3310872,0,1,0,47.40634006,49.71181556,,,
17,29, KNN, KNN,551.2499007,167.2982791,880.4180068,237.7666178,0,0,0,47.48201439,49.78417266,,,
17,30, LR, LR,559.7374765,215.9031869,739.6442163,196.6629232,0,1,0,47.55747126,49.71264368,,,
17,31, KNN, KNN,1647.18417,529.523901,1381.031209,326.6652344,11,9,8,47.4892396,49.64131994,,,
17,32, KNN, KNN,1295.18591,468.4146599,996.6294196,384.4156576,1,2,1,47.42120344,49.57020057,,,
17,33, KNN, KNN,1361.506977,525.6900413,1017.596351,390.6320964,5,4,3,47.35336195,49.49928469,,,
17,34, KNN, KNN,1704.154174,650.3062504,896.2878258,332.6041667,5,4,4,47.28571429,49.42857143,,,
17,35, KNN, KNN,1499.739838,634.8758014,1139.351102,487.5748372,7,6,6,47.21825963,49.35805991,,,
17,36, KNN, KNN,1041.268307,479.860913,1137.152291,499.7928385,0,0,0,47.29344729,49.43019943,,,
17,37, LR, KNN,912.5335202,422.9305115,913.6823299,323.9927083,0,3,0,47.36842105,49.3598862,,,
17,38, KNN, KNN,572.8901313,232.0541449,725.9786039,321.9365885,0,0,0,47.44318182,49.43181818,,,
17,39, KNN, SVR,690.8902952,240.1108563,441.3155334,200.8824382,2,2,2,47.37588652,49.36170213,,,
17,40, KNN, SVR,506.7353004,257.0034164,568.614896,214.7865723,0,3,0,47.45042493,49.2917847,,,
17,41, KNN, SVR,452.2307932,225.2593294,434.0624187,193.7008138,2,3,2,47.38330976,49.22206506,,,
17,42, KNN, KNN,274.6168947,126.0237616,325.1204136,151.9207357,0,0,0,47.45762712,49.29378531,,,
17,43, LR, LR,280.3082818,100.5069594,237.7623113,85.11808268,3,1,1,47.39069111,49.22425952,,,
17,44, LR, KNN,565.3360699,145.8480635,95.43722741,146.5305501,6,0,0,47.32394366,49.29577465,,,
17,45, LR, LR,795.13338,258.9691633,292.1798761,188.1742676,4,5,2,47.25738397,49.22644163,,,
17,46, KNN, KNN,1011.09581,246.1597165,448.6901826,230.3578939,2,2,0,47.19101124,49.15730337,,,
17,47, KNN, KNN,874.2059393,282.6957265,742.3800015,219.9528971,3,2,1,47.12482468,49.08835905,,,
17,48, LR, LR,560.3268482,249.0734136,824.6746025,281.9282227,0,0,0,47.19887955,49.15966387,,,
17,49, LR, LR,441.9905563,145.4140568,361.9591252,137.5621908,1,1,1,47.13286713,49.09090909,,,
17,50, LR, KNN,245.9378976,77.77030827,176.7280632,61.64942627,4,5,2,47.06703911,49.02234637,,,
17,51, LR, KNN,194.7374945,39.24462493,175.3358206,48.27143555,1,0,0,47.0013947,49.09344491,,,
17,52, KNN, KNN,558.1347261,142.2644359,321.8574736,106.6888265,6,3,2,46.93593315,49.02506964,,,
17,53, KNN, KNN,818.8334604,237.4487958,611.1949225,159.0781901,4,2,1,46.87065369,48.95688456,,,
17,54, KNN, KNN,419.8257671,104.650195,325.1434555,67.03104655,5,4,2,46.80555556,48.88888889,,,
17,55, KNN, SVR,276.9806513,56.90346182,170.6168588,45.63945313,5,3,3,46.740638,48.82108183,,,
17,56, LR, LR,352.8252511,113.0650445,164.3484484,58.78190104,7,10,7,46.67590028,48.7534626,,,
17,57, LR, LR,90.92072879,42.02797127,131.5139132,37.63870036,0,1,0,46.74965422,48.68603043,,,
17,58, KNN, SVR,119.7413197,34.7519566,106.3614465,22.78324585,6,6,3,46.68508287,48.61878453,,,
17,59, NN, SVR,20.2350799,6.533105003,6.538689692,4.108005015,5,5,3,46.62068966,48.55172414,,,
17,60, NN, SVR,29.69461929,5.723409475,30.04699228,5.208192952,0,12,0,46.69421488,48.48484848,,,
17,61, SVR, KNN,0.797871081,0.15911381,0.804929392,0.107690001,0,7,0,46.76753783,48.41815681,,,
17,62, RF, RF,0.010418326,0.001345,0.008033233,0.001545,1,0,0,46.7032967,48.48901099,,,
18,4, RF, RF,0,0,4.278765817,1.675231552,0,0,0,46.77640604,48.55967078,,,
18,5, RF, RF,0,0,2.509287862,0.976350085,0,0,0,46.84931507,48.63013699,,,
18,6, KNN, KNN,0,0,0.621606592,0.266471672,0,0,0,46.92202462,48.7004104,,,
18,7, KNN, KNN,0,0,0.678032133,0.228649982,0,0,0,46.99453552,48.7704918,,,
18,8, SVR, SVR,1.216702088,0.157337414,10.83315217,3.875278473,0,0,0,47.06684857,48.84038199,,,
18,9, RF, SVR,11.76066882,2.063242766,7.543561913,2.559151713,2,0,0,47.0027248,48.91008174,,,
18,10, KNN, SVR,4.576445366,0.847400724,1.965758425,0.424539979,8,8,7,46.93877551,48.84353741,,,
18,11, NN, KNN,7.628515643,1.409928356,2.872777904,0.519105021,12,8,8,46.875,48.77717391,,,
18,12, LR, LR,63.10003791,14.78476098,20.36838306,3.538641357,8,13,8,46.81139756,48.7109905,,,
18,13, LR, KNN,56.54954062,14.89316503,40.14646849,7.336487834,3,22,3,46.74796748,48.64498645,,,
18,14, KNN, KNN,15.23425604,2.817021819,16.63044436,3.588797251,0,0,0,46.82002706,48.71447903,,,
18,15, KNN, KNN,16.55617652,4.377347786,67.86606371,11.92722066,0,0,0,46.89189189,48.78378378,,,
18,16, RF, SVR,15.1768137,2.866731325,29.3981602,5.216706848,0,0,0,46.96356275,48.85290148,,,
18,17, NN, SVR,19.98906359,3.576317245,6.257226941,1.447883352,14,14,13,46.90026954,48.78706199,,,
18,18, LR, LR,21.30182203,14.27414477,24.90373654,6.940903219,0,15,0,46.9717362,48.72139973,,,
18,19, KNN, SVR,21.56267346,6.600496187,12.79948907,3.939028422,2,8,2,46.90860215,48.65591398,,,
18,20, KNN, SVR,75.27525677,23.96771096,55.32329462,17.84621582,11,11,11,46.84563758,48.59060403,,,
18,21, KNN, KNN,150.8882891,37.28543094,57.41071193,15.41997782,11,9,6,46.78284182,48.52546917,,,
18,22, LR, KNN,110.2465872,26.92760745,80.54126142,22.02689412,8,7,7,46.72021419,48.4605087,,,
18,23, LR, SVR,60.50622382,23.44715706,43.23089655,14.43404134,8,11,7,46.65775401,48.39572193,,,
18,24, NN, SVR,50.91816175,9.295652301,73.60057603,26.44318237,0,0,0,46.72897196,48.46461949,,,
18,25, NN, SVR,68.44050676,17.88407078,81.75466348,32.574882,0,0,0,46.8,48.53333333,,,
18,26, NN, SVR,224.8145796,46.20600551,219.4358486,49.35321045,3,0,0,46.73768309,48.60186418,,,
18,27, KNN, KNN,287.3196937,88.27481812,239.6401817,68.60388997,2,2,2,46.67553191,48.53723404,,,
18,28, KNN, KNN,1069.214104,326.6519665,903.9847344,246.2568685,2,3,2,46.61354582,48.47277556,,,
18,29, LR, KNN,1310.922833,394.4780327,790.1097814,201.4093424,8,12,8,46.55172414,48.40848806,,,
18,30, LR, LR,705.2528966,283.5229877,1305.907398,312.3713542,0,0,0,46.62251656,48.47682119,,,
18,31, KNN, KNN,1577.756392,447.4538717,1090.712183,322.3890625,7,8,4,46.56084656,48.41269841,,,
18,32, LR, KNN,1258.292171,383.3367472,1193.791383,230.9586914,1,4,1,46.4993395,48.34874505,,,
18,33, KNN, KNN,1022.631519,355.3937723,881.4082293,286.5414714,3,2,1,46.43799472,48.28496042,,,
18,34, KNN, KNN,1555.836663,520.6437004,1075.52629,328.0295573,5,6,5,46.37681159,48.22134387,,,
18,35, KNN, KNN,1311.713323,470.8891129,822.41785,365.3916992,4,4,2,46.31578947,48.15789474,,,
18,36, KNN, KNN,1840.157374,666.3985047,686.4411701,544.2022461,11,7,7,46.25492773,48.09461235,,,
18,37, LR, LR,1646.0386,645.9996353,1136.902634,398.9235352,9,9,8,46.19422572,48.03149606,,,
18,38, KNN, KNN,1178.420489,389.691296,684.8803302,283.284082,10,3,3,46.13368283,47.96854522,,,
18,39, LR, LR,670.1161254,281.9824543,675.3734276,309.8537435,0,0,0,46.20418848,48.03664921,,,
18,40, KNN, KNN,776.8058822,335.3873184,847.8579598,313.1317708,0,3,0,46.2745098,47.97385621,,,
18,41, LR, LR,547.5921815,273.2324192,647.0216637,264.4485189,0,1,0,46.34464752,47.91122715,,,
18,42, KNN, SVR,652.8250839,264.3500737,533.4184411,212.6312174,1,2,1,46.28422425,47.84876141,,,
18,43, NN, SVR,276.3201304,95.44158475,211.9171654,149.0457031,1,0,0,46.22395833,47.91666667,,,
18,44, KNN, SVR,273.4632345,135.6182151,275.6179874,139.2115397,0,0,0,46.29388817,47.98439532,,,
18,45, LR, LR,593.0546522,171.3862647,62.13517019,117.3047933,5,4,3,46.23376623,47.92207792,,,
18,46, KNN, LR,726.6795026,219.4460479,244.0868493,116.0143799,12,9,9,46.17380026,47.85992218,,,
18,47, KNN, KNN,571.1302498,186.9706796,367.5512889,118.998763,4,5,4,46.11398964,47.79792746,,,
18,48, LR, LR,379.9804545,174.7273398,469.8992977,189.685498,0,0,0,46.18369987,47.86545925,,,
18,49, KNN, KNN,744.0094036,296.8250553,585.0490008,252.3631185,5,7,5,46.12403101,47.80361757,,,
18,50, KNN, KNN,819.2407522,191.4832226,279.5860869,149.099056,17,6,6,46.06451613,47.74193548,,,
18,51, LR, KNN,267.6540053,89.89083694,194.9117963,72.58375651,4,2,2,46.00515464,47.68041237,,,
18,52, KNN, KNN,212.3848088,67.99812729,147.0330816,57.31039225,3,1,1,45.94594595,47.61904762,,,
18,53, LR, LR,848.4438313,295.1458241,926.3172963,305.5383789,0,0,0,46.01542416,47.68637532,,,
18,54, LR, LR,1136.825803,387.5057414,803.9626442,273.4332682,7,11,7,45.9563543,47.62516046,,,
18,55, LR, KNN,465.0744353,137.0972849,548.3856307,164.3645671,0,0,0,46.02564103,47.69230769,,,
18,56, KNN, SVR,156.2737577,57.10700577,48.86862171,15.80012716,1,5,1,45.96670935,47.631242,,,
18,57, LR, LR,84.67474756,41.53828336,168.223834,51.340979,0,0,0,46.03580563,47.69820972,,,
18,58, KNN, SVR,215.4930005,70.02345743,219.93374,47.46033529,0,3,0,46.10472542,47.63729246,,,
18,59, KNN, KNN,328.2395986,83.95805844,0.656549585,69.72609049,6,5,4,46.04591837,47.57653061,,,
18,60, NN, KNN,69.72785834,12.60876042,6.335236937,6.907819112,15,7,7,45.98726115,47.51592357,,,
18,61, NN, KNN,26.43285404,4.020489884,7.456944776,4.050682068,3,0,0,45.92875318,47.5826972,,,
18,62, RF, RF,0.104196162,0.013451667,0.653972829,0.156338326,0,0,0,45.9974587,47.64930114,,,
19,2, RF, RF,0,0,8.338407309,3.646703339,0,0,0,46.06598985,47.71573604,,,
19,3, SVR, SVR,0.074862294,0.074862294,8.688727525,3.597981771,0,0,0,46.13434728,47.78200253,,,
19,4, SVR, SVR,0.066310512,0.066310512,4.571729214,1.897138596,0,0,0,46.20253165,47.84810127,,,
19,5, RF, RF,0,0,2.066508765,0.677724965,0,0,0,46.27054362,47.91403287,,,
19,6, RF, RF,0,0,0.554370743,0.157509995,0,0,0,46.33838384,47.97979798,,,
19,7, SVR, SVR,0.14597373,0.14597373,11.9793385,2.88011322,0,0,0,46.40605296,48.04539723,,,
19,8, KNN, KNN,22.77833991,2.940671037,33.17401444,9.979031372,0,0,0,46.47355164,48.11083123,,,
19,9, KNN, KNN,208.4024485,27.55603429,165.6327137,40.4324056,3,0,0,46.41509434,48.17610063,,,
19,10, KNN, KNN,61.21352937,7.929151812,6.720015143,2.074452972,16,12,12,46.35678392,48.11557789,,,
19,11, SVR, KNN,2.229890197,0.588291437,9.209314557,1.443678284,0,0,0,46.42409034,48.18067754,,,
19,12, SVR, SVR,11.57883114,2.697522332,3.784769771,0.685341644,11,12,10,46.36591479,48.12030075,,,
19,13, SVR, SVR,8.782234377,3.331929774,2.947371628,0.491981602,10,14,9,46.30788486,48.06007509,,,
19,14, SVR, SVR,12.26608752,4.51307132,6.683528379,1.543569946,7,13,6,46.25,48,,,
19,15, NN, SVR,43.33956317,15.59731284,79.08060563,19.69990438,0,0,0,46.31710362,48.06491885,,,
19,16, KNN, KNN,56.10544478,17.70225428,49.03285994,14.18046468,3,3,3,46.25935162,48.00498753,,,
19,17, KNN, KNN,53.79522837,14.49149157,49.45527493,14.96630859,3,0,0,46.20174346,48.06973848,,,
19,18, LR, SVR,71.0993622,28.21291597,52.15320979,12.00180054,3,20,3,46.14427861,48.00995025,,,
19,19, LR, KNN,57.46746642,20.24154443,46.17401698,13.79914449,1,2,1,46.08695652,47.95031056,,,
19,20, KNN, KNN,97.81477797,21.85768857,59.84765816,18.82347005,4,1,1,46.02977667,47.89081886,,,
19,21, LR, LR,76.97220747,26.3914746,56.3808201,18.73779704,6,7,6,45.97273854,47.8314746,,,
19,22, KNN, KNN,27.40782249,9.161684417,21.23796917,8.812228394,2,1,1,45.91584158,47.77227723,,,
19,23, KNN, KNN,142.2761616,39.56668014,81.59571322,27.68619385,16,8,7,45.85908529,47.71322621,,,
19,24, KNN, KNN,311.6178145,76.21626569,251.3205954,65.05128988,5,2,1,45.80246914,47.65432099,,,
19,25, KNN, KNN,266.8985905,111.3226938,297.7826249,120.935498,0,0,0,45.86929716,47.7188656,,,
19,26, KNN, KNN,719.3305923,218.7201526,543.2462916,170.7106445,4,3,3,45.81280788,47.66009852,,,
19,27, KNN, KNN,1060.473046,349.0706833,714.014589,243.5932943,12,8,7,45.75645756,47.60147601,,,
19,28, KNN, KNN,1493.152861,430.4747272,875.9187938,301.994987,2,2,2,45.7002457,47.54299754,,,
19,29, LR, LR,640.4315264,263.5892423,1206.981248,339.4466797,0,0,0,45.76687117,47.60736196,,,
19,30, LR, LR,1294.600443,364.7325427,982.740488,249.3683757,10,9,8,45.71078431,47.54901961,,,
19,31, LR, KNN,1404.276979,452.9330899,1208.633774,295.8822917,6,6,4,45.65483476,47.49082007,,,
19,32, KNN, KNN,1337.02714,409.9375609,1075.039782,308.4975586,13,11,11,45.599022,47.43276284,,,
19,33, LR, LR,792.5374456,372.1937084,798.6140912,316.4025065,0,3,0,45.66544567,47.37484737,,,
19,34, LR, LR,768.4715319,402.7138567,820.3742642,362.4661133,0,1,0,45.73170732,47.31707317,,,
19,35, KNN, KNN,1156.902051,484.2787061,927.0095649,329.0407227,2,4,2,45.67600487,47.25943971,,,
19,36, KNN, KNN,1435.465835,486.5188226,755.9233559,457.0881185,6,2,1,45.62043796,47.20194647,,,
19,37, LR, LR,1281.700934,595.7317491,696.0770072,410.4411133,2,8,1,45.56500608,47.14459295,,,
19,38, KNN, KNN,1767.001089,656.7634591,1221.972766,485.4359049,6,9,5,45.50970874,47.08737864,,,
19,39, KNN, KNN,1062.825583,427.1606018,768.1180899,314.9047852,1,1,1,45.45454545,47.03030303,,,
19,40, KNN, KNN,1169.462879,454.1048156,982.5718973,365.5109049,6,5,4,45.39951574,46.97336562,,,
19,41, LR, KNN,775.404186,313.8545929,561.4185901,260.3703288,1,1,1,45.34461911,46.9165659,,,
19,42, KNN, KNN,777.6256364,380.7859859,811.3927122,341.0684896,0,3,0,45.41062802,46.85990338,,,
19,43, KNN, SVR,749.9454499,321.7282086,652.3988351,316.8483724,3,1,1,45.35585042,46.80337756,,,
19,44, LR, LR,439.8944412,207.4391659,710.1846004,275.2017904,0,0,0,45.42168675,46.86746988,,,
19,45, LR, KNN,302.5069696,126.4261651,315.5390626,132.6498454,0,0,0,45.48736462,46.93140794,,,
19,46, KNN, KNN,563.5850325,184.8614715,385.0248044,138.6212891,4,2,2,45.43269231,46.875,,,
19,47, LR, KNN,368.3039069,123.3163169,252.8202754,87.06388346,5,3,3,45.37815126,46.81872749,,,
19,48, LR, LR,262.6149877,130.9107876,448.9847807,165.4264974,0,0,0,45.44364508,46.882494,,,
19,49, LR, LR,603.2776528,262.0202239,474.7965705,223.6993164,3,2,2,45.38922156,46.82634731,,,
19,50, LR, LR,480.0913447,196.9382579,339.2151824,178.5036947,6,4,4,45.33492823,46.77033493,,,
19,51, LR, LR,259.2549679,104.0053676,221.4072511,78.38784993,3,3,3,45.28076464,46.71445639,,,
19,52, KNN, KNN,613.3813141,209.2275909,219.9560638,163.0266764,4,5,2,45.22673031,46.65871122,,,
19,53, KNN, KNN,809.4279614,280.5192661,698.7203733,255.52111,4,3,3,45.17282479,46.60309893,,,
19,54, LR, KNN,1831.301441,649.1052966,1357.865325,466.743099,7,9,5,45.11904762,46.54761905,,,
19,55, LR, KNN,1695.159903,526.656256,1285.571831,405.3795898,13,11,10,45.06539834,46.49227111,,,
19,56, KNN, KNN,733.9218271,194.9667684,297.5613382,119.9386882,11,9,8,45.01187648,46.43705463,,,
19,57, KNN, KNN,207.7187583,57.39713971,156.0794402,59.77745768,2,0,0,44.95848161,46.50059312,,,
19,58, LR, SVR,351.2883026,80.00630329,61.49078691,62.06993815,3,7,1,44.90521327,46.44549763,,,
19,59, SVR, NN,280.9243689,70.28147476,0.628253039,46.76333008,5,5,2,44.85207101,46.39053254,,,
19,60, KNN, KNN,297.4515602,70.70642795,0.350717436,57.57019043,9,3,3,44.79905437,46.3356974,,,
19,61, NN, KNN,208.0787631,44.12150302,3.750747647,42.81188151,8,5,3,44.74616293,46.28099174,,,
19,62, NN, RF,57.27529518,10.36198832,9.091726579,10.86764119,3,0,0,44.69339623,46.34433962,,,
19,63, RF, RF,0,0,0.208652973,0.050803332,0,0,0,44.75853946,46.40753828,,,
20,2, RF, RF,0,0,9.282538403,3.88915151,0,0,0,44.82352941,46.47058824,,,
20,3, RF, RF,0,0,10.28350089,3.966500092,0,0,0,44.88836663,46.53349001,,,
20,4, RF, RF,0,0,6.383566931,2.46174647,0,0,0,44.95305164,46.59624413,,,
20,5, RF, RF,0,0,2.107937155,0.588456726,0,0,0,45.01758499,46.65885111,,,
20,6, RF, RF,0,0,3.004138787,0.573866653,0,0,0,45.08196721,46.72131148,,,
20,7, KNN, KNN,4.63292972,0.728973333,16.49962318,3.437938436,0,0,0,45.14619883,46.78362573,,,
20,8, LR, LR,39.81148366,7.417999295,29.30025464,8.994105021,2,0,0,45.09345794,46.84579439,,,
20,9, LR, KNN,13.55625271,1.953584857,15.52136674,2.885613251,0,0,0,45.15752625,46.90781797,,,
20,10, SVR, SVR,0.184674067,0.184674067,0.227454043,0.037335002,0,13,0,45.22144522,46.85314685,,,
20,11, SVR, SVR,2.908959501,1.158074782,1.852985935,0.306358369,15,19,15,45.16880093,46.79860303,,,
20,12, SVR, SVR,3.986997201,2.121460102,3.937590034,0.675739988,9,22,9,45.11627907,46.74418605,,,
20,13, KNN, KNN,46.64396995,8.084355306,47.36626184,8.272678121,0,0,0,45.18002323,46.80603949,,,
20,14, NN, SVR,51.3182751,16.67783275,44.8726279,12.88940023,7,19,7,45.12761021,46.75174014,,,
20,15, LR, SVR,92.14997864,30.23282234,75.68021056,21.28395182,1,1,1,45.07531866,46.69756663,,,
20,16, LR, LR,87.44077081,34.030039,103.7968519,31.28704631,0,1,0,45.13888889,46.64351852,,,
20,17, LR, KNN,175.0583012,44.25343487,132.7078401,35.22024333,8,4,4,45.0867052,46.58959538,,,
20,18, KNN, SVR,84.38870273,23.86519682,51.90182038,18.89317017,1,1,1,45.03464203,46.53579677,,,
20,19, LR, LR,11.3572834,3.501137947,71.85300098,24.30664673,0,0,0,45.09803922,46.59746251,,,
20,20, KNN, KNN,115.578369,29.5303871,54.03582675,17.8067749,17,4,4,45.04608295,46.5437788,,,
20,21, LR, KNN,88.34042002,33.76200201,76.58991516,30.33073324,8,4,4,44.99424626,46.49021864,,,
20,22, KNN, KNN,149.6654399,55.29937338,158.1408391,60.59150798,0,0,0,45.05747126,46.55172414,,,
20,23, LR, KNN,207.27716,86.94728096,239.6320095,90.95993652,0,0,0,45.12055109,46.6130884,,,
20,24, KNN, KNN,146.0601856,51.03986816,146.7233153,65.54416504,0,0,0,45.18348624,46.67431193,,,
20,25, KNN, KNN,452.8798335,158.9018921,467.7264336,163.632194,0,0,0,45.24627721,46.73539519,,,
20,26, KNN, KNN,855.5410766,252.0227479,850.828459,220.8749674,1,4,1,45.19450801,46.6819222,,,
20,27, KNN, KNN,810.1425856,224.5256688,971.6800914,285.1697266,0,0,0,45.25714286,46.74285714,,,
20,28, KNN, KNN,555.1414811,216.0944037,692.3044369,260.0744141,0,0,0,45.3196347,46.80365297,,,
20,29, KNN, KNN,666.0382999,238.2128305,592.981984,185.1114258,3,3,3,45.26795895,46.75028506,,,
20,30, KNN, KNN,498.2908777,167.6939753,426.3217877,140.1928548,1,1,1,45.21640091,46.69703872,,,
20,31, LR, LR,1302.263551,507.4282549,1083.313128,377.7692057,4,7,4,45.16496018,46.64391354,,,
20,32, KNN, KNN,1846.521504,707.9131882,1624.609492,605.2701172,8,8,4,45.11363636,46.59090909,,,
20,33, KNN, KNN,1472.936261,617.8981057,1256.199666,470.6533203,1,11,1,45.06242906,46.53802497,,,
20,34, LR, KNN,1616.133415,639.2052707,1199.066081,464.4361003,3,8,2,45.01133787,46.48526077,,,
20,35, LR, KNN,1638.87384,736.6164219,1351.929239,591.0763672,4,10,4,44.9603624,46.43261608,,,
20,36, KNN, KNN,1181.236893,625.4325244,1019.230461,469.5823242,4,6,4,44.90950226,46.3800905,,,
20,37, KNN, KNN,1009.6563,422.6276549,1084.620228,563.2238932,0,0,0,44.97175141,46.44067797,,,
20,38, KNN, KNN,1317.041734,515.5438546,1083.480441,486.4787109,2,2,2,44.92099323,46.38826185,,,
20,39, KNN, KNN,1568.957107,695.3960496,1493.599411,602.391276,2,2,2,44.87034949,46.33596392,,,
20,40, KNN, KNN,1617.31388,705.5924123,1327.420707,602.5508464,4,4,4,44.81981982,46.28378378,,,
20,41, KNN, KNN,1207.733645,590.8251247,1153.923105,567.4419922,1,1,1,44.76940382,46.23172103,,,
20,42, KNN, KNN,1590.972241,591.8491314,1465.948885,530.6673177,4,3,1,44.71910112,46.17977528,,,
20,43, KNN, NN,1373.506713,588.8921126,1215.653108,568.5251302,4,1,1,44.66891134,46.12794613,,,
20,44, LR, KNN,835.8545971,377.7408305,497.4557669,346.7183919,3,2,1,44.61883408,46.07623318,,,
