0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
 KNN
 KNN
 LR
 KNN
 LR
 LR
 LR
 LR
 LR
 LR
 NN
 KNN
0
0
0
0
0
0
0
0
0
 RF
 RF
 NN
 KNN
 KNN
 LR
 RF
 KNN
 RF
 LR
 LR
 KNN
 SVR
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
 KNN
 LR
 LR
 KNN
 LR
 KNN
 LR
 LR
 LR
 LR
 NN
 SVR
 KNN
0
0
0
0
0
0
0
0
 RF
 RF
 NN
 NN
 LR
 NN
 NN
 LR
 LR
 LR
 LR
 NN
 RF
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
 LR
 LR
 LR
 KNN
 KNN
 KNN
 KNN
 NN
 KNN
 LR
 NN
 NN
 NN
0
0
0
0
0
0
0
0
 SVR
 SVR
 RF
 KNN
 KNN
 KNN
 KNN
 NN
 KNN
 NN
 KNN
 KNN
 RF
 RF
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
 RF
 LR
 LR
 LR
 LR
 KNN
 KNN
 NN
 NN
 KNN
 KNN
 LR
 LR
 NN
 SVR
 KNN
0
0
0
0
0
0
0
 NN
 NN
 NN
 NN
 NN
 NN
 KNN
 RF
 NN
 RF
 RF
 LR
 KNN
 RF
 RF
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
 NN
 LR
 LR
 LR
 KNN
 LR
 KNN
 KNN
 NN
 KNN
 LR
 KNN
 KNN
 LR
 LR
 LR
 RF
 NN
 NN
 RF
 RF
 RF
0
 RF
 RF
 NN
 NN
 KNN
 NN
 NN
 NN
 RF
 SVR
 RF
 SVR
 NN
 SVR
 RF
 RF
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
 KNN
 KNN
 KNN
 NN
 KNN
 KNN
 KNN
 LR
 LR
 LR
 KNN
 KNN
 LR
 KNN
 RF
 LR
 LR
 KNN
 KNN
 KNN
 RF
 RF
 NN
 NN
 NN
 NN
 KNN
 KNN
 KNN
 RF
 KNN
 KNN
 NN
 NN
 SVR
 SVR
 RF
 RF
 RF
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
 RF
 NN
 KNN
 KNN
 LR
 RF
 LR
 KNN
 LR
 LR
 LR
 LR
 LR
 LR
 LR
 KNN
 LR
 LR
 KNN
 LR
 KNN
 KNN
 RF
 LR
 KNN
 KNN
 NN
 KNN
 KNN
 KNN
 KNN
 LR
 LR
 NN
 NN
 SVR
 SVR
 SVR
 RF
 RF
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
 RF
 RF
 NN
 KNN
 LR
 KNN
 RF
 RF
 RF
 LR
 RF
 RF
 LR
 LR
 LR
 LR
 LR
 KNN
 KNN
 LR
 LR
 LR
 LR
 RF
 RF
 RF
 LR
 KNN
 KNN
 KNN
 KNN
 RF
 KNN
 NN
 LR
 RF
 NN
 NN
 RF
 SVR
 RF
 RF
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
 RF
 KNN
 KNN
 SVR
 NN
 NN
 KNN
 LR
 KNN
 NN
 RF
 NN
 NN
 LR
 KNN
 KNN
 LR
 LR
 LR
 LR
 LR
 LR
 LR
 LR
 LR
 LR
 LR
 KNN
 LR
 LR
 KNN
 LR
 LR
 KNN
 KNN
 RF
 NN
 KNN
 LR
 NN
 SVR
 RF
 KNN
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
 SVR
 NN
0
0
0
0
0
 LR
 KNN
 KNN
 KNN
 NN
 KNN
 LR
 NN
 RF
 LR
 NN
 NN
 LR
 LR
 KNN
 LR
 LR
 LR
 LR
 RF
 LR
 KNN
 LR
 LR
 RF
 RF
 LR
 LR
 LR
 LR
 RF
 LR
 LR
 LR
 KNN
 NN
 NN
 LR
 KNN
 KNN
 SVR
 KNN
 NN
0
0
0
0
0
0
0
0
0
0
0
0
0
0
 RF
 NN
 SVR
 LR
0
0
 RF
 KNN
 LR
 KNN
 KNN
