Y, X, caps_nmmb01, caps_nmmb02, caps_nmmb03, caps_nmmb04, caps_nmmb05, caps_nmmb_rad, core01_arw, core03_arw, core04_arw, core05_arw, core06_arw, core07_arw, core08_arw, core09_arw, core10_arw, s_phys_rad02_arw, s_phys_rad03_arw, s_phys_rad04_arw, s_phys_rad05_arw, s_phys_rad06_arw, s_phys_rad07_arw, s_phys_rad08_arw, s_phys_rad09_arw, s_phys_rad10_arw, 
0, 0, 76.81853841145833, 79.48983561197916, 72.06064453125, 55.81263427734375, 81.81248372395834, 75.6184326171875, 3.5722834269205728, 1.6615349947311448e+36, 0.2974983215332031, 4.921549987792969, 1.6615349947311448e+36, 0.4040616671244303, 16.586883544921875, 4.531681315104167, 3.5663686116536457, 23.99833780924479, 1.4830966949462892, 2.9796732584635417, 5.939018758138021, 0.8419033050537109, 1.6319501241048178, 12.83650614420573, 2.7493499755859374, 9.906876627604166, 
0, 1, 72.2668701171875, 85.8272705078125, 74.66483561197917, 63.440816243489586, 85.12640787760417, 87.85743001302083, 5.9226832071940105, 1.6615349947311448e+36, 0.6363815943400065, 4.2432200113932295, 1.6615349947311448e+36, 0.8406700134277344, 4.778811645507813, 5.409208170572916, 3.3351465861002603, 13.024925740559896, 3.052251688639323, 2.547008260091146, 4.302274576822916, 1.6093233744303386, 2.7257230122884115, 5.932444763183594, 2.7419166564941406, 7.1235204060872395, 
0, 2, 83.1384521484375, 100.44222819010416, 84.22464192708334, 70.09336751302084, 89.65404459635417, 90.06444498697917, 3.809186553955078, 1.6615349947311448e+36, 1.151586659749349, 3.3414901733398437, 1.6615349947311448e+36, 2.8452496846516926, 3.088878377278646, 4.644354756673177, 3.4539148966471354, 6.4685414632161455, 2.8254102071126304, 2.045713424682617, 4.308290100097656, 1.4564566294352213, 4.893389892578125, 3.8139719645182293, 3.007359822591146, 6.14541015625, 
0, 3, 78.536181640625, 91.54998372395833, 82.506005859375, 76.19857584635416, 89.74669596354167, 82.70633951822917, 2.576580047607422, 1.6615349947311448e+36, 0.8297683715820312, 3.069255065917969, 1.6615349947311448e+36, 1.1758650461832683, 3.087959798177083, 3.5811983744303384, 2.446099853515625, 6.309328206380209, 1.5305249532063803, 1.734183120727539, 2.614842987060547, 0.8587716420491537, 3.8052080790201823, 3.9611236572265627, 1.829838180541992, 5.326353454589844, 
0, 4, 72.22115885416666, 70.05071614583333, 89.114794921875, 66.025390625, 82.852880859375, 76.2126220703125, 1.7731249491373697, 1.6615349947311448e+36, 0.5550500233968099, 1.7555732727050781, 1.6615349947311448e+36, 0.9346850077311198, 2.821425120035807, 2.325541687011719, 1.5776883443196614, 7.065357462565104, 1.4566599527994792, 0.882895024617513, 3.8441930135091145, 0.8200833002726237, 1.9064132690429687, 3.925635019938151, 1.27349001566569, 2.337904866536458, 
0, 5, 80.2642822265625, 83.36502278645834, 80.63355305989583, 60.60432535807292, 84.24888509114584, 71.73837890625, 1.5028316497802734, 1.6615349947311448e+36, 0.836620012919108, 2.1585416158040363, 1.6615349947311448e+36, 0.7944632848103841, 2.2502718607584637, 2.511353302001953, 1.2505583445231119, 2.387096913655599, 1.2180116017659506, 1.4283649444580078, 2.515288543701172, 0.655293337504069, 1.0722150166829427, 2.4342549641927085, 0.9960433959960937, 1.5809183756510417, 
0, 6, 92.2775146484375, 85.7669677734375, 92.63587239583333, 81.00790201822916, 109.05177408854166, 87.90144856770833, 2.1169448852539063, 1.6615349947311448e+36, 0.9856199264526367, 1.6477266947428386, 1.6615349947311448e+36, 1.0242000579833985, 4.435071818033854, 3.4580238342285154, 0.9616299947102864, 3.870203145345052, 1.6881182352701822, 1.1713916778564453, 2.5200851440429686, 1.210260009765625, 1.2122716267903646, 3.9277414957682293, 1.5811216990152994, 1.8355098724365235, 
0, 7, 110.165380859375, 91.97855631510417, 98.54938151041667, 80.868115234375, 95.26046549479166, 94.84965006510417, 2.791136932373047, 1.6615349947311448e+36, 1.0716583251953125, 1.7369682312011718, 1.6615349947311448e+36, 0.8835449854532877, 3.093286641438802, 5.259502156575521, 0.9890450159708659, 4.874103800455729, 2.6562515258789063, 1.0381433486938476, 3.9010821024576825, 1.6776533762613932, 2.9135147094726563, 3.584374745686849, 2.419041697184245, 1.804751714070638, 
0, 8, 78.1312255859375, 76.45811360677084, 72.96212565104166, 54.38687744140625, 67.71446126302084, 58.13137613932292, 0.667316754659017, 1.6615349947311448e+36, 0.9865301132202149, 0.49956331253051756, 1.6615349947311448e+36, 0.8396984100341797, 2.4760332743326825, 2.928572082519531, 1.128945032755534, 3.152790069580078, 1.0797265370686848, 0.3356650352478027, 3.5068066914876304, 0.713023312886556, 0.8360815684000651, 2.7920733133951825, 1.1683183034261069, 1.4948482513427734, 
0, 9, 48.49231770833333, 51.682474772135414, 54.57459309895833, 42.05842692057292, 69.09063313802083, 44.50015869140625, 1.6141618092854817, 1.6615349947311448e+36, 0.8052000045776367, 0.8105700810750326, 1.6615349947311448e+36, 1.248568344116211, 1.90323486328125, 2.2265101114908856, 1.1190982818603517, 1.0418683369954427, 0.5267849286397298, 0.32681166330973305, 1.6456148783365885, 0.2791983286539714, 0.8841049830118816, 1.390643310546875, 0.9203749338785807, 0.790446662902832, 
0, 10, 39.05152587890625, 33.178253173828125, 37.64873453776042, 30.532682291666667, 43.94757893880208, 30.39389851888021, 3.738995107014974, 1.6615349947311448e+36, 1.6098100026448567, 13.057180786132813, 1.6615349947311448e+36, 0.7003815968831381, 0.8945299784342448, 0.9961016972859701, 0.8663600285847982, 0.6172083536783854, 0.9784600575764973, 5.649809773763021, 0.9066199620564779, 0.14499667485555012, 0.2563350041707357, 0.3825833320617676, 0.3317166646321615, 0.36105000178019203, 
