Y, X, Best RMSE Model Name, Best MAE Model Name, New Model Best RMSE Value, New Model Best MAE Value, Old Model Best RMSE Value, Old Model Best MAE Value, Old RMSE better in, Old MAE Better in, Old RMSE and MAE Better in, Cumulative Accuracy RMSE, Cumulative Accuracy MAE,difference_of_RMSE,difference_of_MAE,,,,,,,,,,,
9,57, LR, LR,120.5139946,48.72175624,540.7518413,195.6328726,0,0,0,81.28249567,78.68284229,420.2378466,146.9111164,,,,,,,,,,,
9,58, LR, LR,133.3154539,39.42509139,396.2387725,124.0012645,0,0,0,81.31487889,78.71972318,262.9233186,84.57617313,,,,,,,,,,,
9,59, LR, LR,210.3829644,57.59138899,297.0929989,111.2630859,0,0,0,81.34715026,78.75647668,86.71003448,53.67169695,,,,,,,,,,,
9,60, LR, LR,227.6384575,35.66952472,236.8468593,95.63754671,0,0,0,81.37931034,78.79310345,9.208401798,59.96802199,,,,,,,,,,,
9,61, LR, LR,56.77635193,56.77635193,354.3780451,118.4832184,0,0,0,81.41135972,78.82960413,297.6016932,61.70686647,,,,,,,,,,,
9,62, LR, LR,0,0,428.1608927,96.99519231,0,0,0,81.44329897,78.86597938,428.1608927,96.99519231,,,,,,,,,,,
9,63, LR, LR,0,0,351.0484219,90.04205668,0,0,0,81.47512864,78.90222985,351.0484219,90.04205668,,,,,,,,,,,
9,64, LR, LR,0,0,328.6042857,76.13823085,0,0,0,81.50684932,78.93835616,328.6042857,76.13823085,,,,,,,,,,,
9,65, LR, LR,0,0,424.3208873,75.13777043,0,0,0,81.53846154,78.97435897,424.3208873,75.13777043,,,,,,,,,,,
10,1, LR, LR,0,0,14.62659955,4.926585415,0,0,0,81.56996587,79.01023891,14.62659955,4.926585415,,,,,,,,,,,
10,2, LR, LR,0,0,10.5991555,3.693196223,0,0,0,81.60136286,79.04599659,10.5991555,3.693196223,,,,,,,,,,,
10,3, LR, LR,0,0,10.24261431,4.867571637,0,0,0,81.63265306,79.08163265,10.24261431,4.867571637,,,,,,,,,,,
10,4, LR, LR,0,0,12.82870661,5.904541016,0,0,0,81.66383701,79.11714771,12.82870661,5.904541016,,,,,,,,,,,
10,5, LR, LR,0,0,13.92704988,6.360149608,0,0,0,81.69491525,79.15254237,13.92704988,6.360149608,,,,,,,,,,,
10,6, LR, LR,0,0,9.093175163,4.314888414,0,0,0,81.72588832,79.18781726,9.093175163,4.314888414,,,,,,,,,,,
10,7, LR, LR,0,0,8.102509718,3.501619501,0,0,0,81.75675676,79.22297297,8.102509718,3.501619501,,,,,,,,,,,
10,8, LR, LR,0,0,8.304904556,3.182094251,0,0,0,81.78752108,79.25801012,8.304904556,3.182094251,,,,,,,,,,,
10,9, LR, LR,0,0,6.9283534,2.175669978,0,0,0,81.81818182,79.29292929,6.9283534,2.175669978,,,,,,,,,,,
10,10, LR, LR,0,0,4.672186733,1.600214816,0,0,0,81.8487395,79.32773109,4.672186733,1.600214816,,,,,,,,,,,
10,11, LR, LR,0,0,10.78616283,3.663078817,0,0,0,81.87919463,79.36241611,10.78616283,3.663078817,,,,,,,,,,,
10,12, LR, LR,0.956733693,0.256697388,1.023948237,0.396931472,0,0,0,81.90954774,79.39698492,0.067214545,0.140234083,,,,,,,,,,,
10,13, LR, LR,4.893953749,1.920786514,7.679600491,2.747982196,0,0,0,81.93979933,79.43143813,2.785646742,0.827195682,,,,,,,,,,,
10,14, LR, LR,0,0,2.895183207,0.502224982,0,0,0,81.96994992,79.46577629,2.895183207,0.502224982,,,,,,,,,,,
10,15, LR, LR,0,0,3.537963786,0.000784615,0,0,0,82,79.5,3.537963786,0.000784615,,,,,,,,,,,
10,16, LR, LR,0,0,0.658433732,5.390257336,0,0,0,82.02995008,79.53410982,0.658433732,5.390257336,,,,,,,,,,,
10,17, LR, LR,0,0,4.36E-05,6.122499738,0,0,0,82.05980066,79.56810631,4.36E-05,6.122499738,,,,,,,,,,,
10,18, LR, LR,0,0,3.975220219,0.061152086,0,0,0,82.08955224,79.60199005,3.975220219,0.061152086,,,,,,,,,,,
10,19, LR, LR,37.84944558,5.430209952,148.6676067,44.36417643,0,0,0,82.1192053,79.63576159,110.8181612,38.93396648,,,,,,,,,,,
10,20, LR, LR,88.82710328,15.80548361,436.3319919,132.8519552,0,0,0,82.14876033,79.66942149,347.5048886,117.0464716,,,,,,,,,,,
10,21, LR, LR,787.1716838,123.5028197,265.1026007,84.24621931,21,3,3,82.01320132,79.5379538,-522.0690831,-39.25660034,,,,,,,,,,,
10,22, LR, LR,119.7069137,31.35565662,210.6234572,108.7332622,0,0,0,82.04283361,79.57166392,90.9165435,77.37760555,,,,,,,,,,,
10,23, LR, LR,27.57349678,7.886945707,394.4754934,129.2139399,0,0,0,82.07236842,79.60526316,366.9019966,121.3269942,,,,,,,,,,,
10,24, LR, LR,394.9292621,114.1605281,427.1425911,124.3082233,0,0,0,82.10180624,79.63875205,32.21332901,10.14769524,,,,,,,,,,,
10,25, LR, LR,1002.385901,166.4641076,728.4126578,233.0856086,6,0,0,81.96721311,79.67213115,-273.973243,66.62150097,,,,,,,,,,,
10,26, LR, LR,1065.946129,316.4232605,1044.874164,281.8540259,2,2,2,81.83306056,79.54173486,-21.07196488,-34.56923456,,,,,,,,,,,
10,27, LR, LR,159.1501764,93.60503875,780.1925826,251.1788152,0,0,0,81.8627451,79.5751634,621.0424062,157.5737765,,,,,,,,,,,
10,28, LR, LR,360.1958588,111.2894662,987.5588351,290.9552036,0,0,0,81.89233279,79.60848287,627.3629763,179.6657374,,,,,,,,,,,
10,29, LR, LR,387.21281,155.9010966,898.6806148,220.4429456,0,0,0,81.9218241,79.64169381,511.4678048,64.54184899,,,,,,,,,,,
10,30, LR, LR,1601.554712,415.2721727,1254.399765,402.7605733,4,1,0,81.78861789,79.51219512,-347.1549477,-12.51159941,,,,,,,,,,,
10,31, LR, LR,2025.706648,610.7157294,1443.436466,538.3455852,16,12,12,81.65584416,79.38311688,-582.270182,-72.37014429,,,,,,,,,,,
10,32, LR, LR,1727.007503,682.9776754,1190.517121,480.6945199,14,18,13,81.52350081,79.25445705,-536.4903826,-202.2831554,,,,,,,,,,,
10,33, LR, LR,1052.774719,503.3541982,1074.817846,406.6661724,0,10,0,81.55339806,79.12621359,22.04312695,-96.68802572,,,,,,,,,,,
10,34, LR, LR,571.6208721,185.1475012,1015.097129,351.2147008,0,0,0,81.58319871,79.15993538,443.4762572,166.0671996,,,,,,,,,,,
10,35, LR, LR,1391.22609,357.8694759,1319.680497,447.4338574,4,0,0,81.4516129,79.19354839,-71.54559354,89.56438142,,,,,,,,,,,
10,36, LR, LR,1447.34517,619.7727489,1549.774265,524.8343963,0,7,0,81.48148148,79.06602254,102.4290947,-94.93835263,,,,,,,,,,,
10,37, LR, LR,1805.220351,748.811851,1884.834273,623.2301683,0,7,0,81.51125402,78.93890675,79.61392193,-125.5816828,,,,,,,,,,,
10,38, LR, LR,2555.564045,1109.391811,2786.271671,875.9294564,0,18,0,81.54093098,78.81219904,230.7076255,-233.4623543,,,,,,,,,,,
10,39, LR, LR,1607.341644,721.68645,2546.12262,863.1107456,0,0,0,81.57051282,78.84615385,938.7809763,141.4242956,,,,,,,,,,,
10,40, LR, LR,1513.858538,485.1788696,1724.746275,565.7070313,0,0,0,81.6,78.88,210.8877374,80.52816168,,,,,,,,,,,
10,41, LR, LR,1406.445432,522.6104374,996.8928518,363.4884983,18,16,16,81.46964856,78.75399361,-409.5525804,-159.1219392,,,,,,,,,,,
10,42, LR, LR,1510.923807,353.8528116,1086.876389,275.4529794,24,11,11,81.33971292,78.62838915,-424.047418,-78.39983215,,,,,,,,,,,
10,43, LR, LR,537.2861257,237.8805539,852.7111021,256.5900621,0,0,0,81.36942675,78.66242038,315.4249764,18.70950822,,,,,,,,,,,
10,44, LR, LR,1956.426255,616.142788,1469.231869,366.3091264,21,22,21,81.24006359,78.53736089,-487.1943854,-249.8336615,,,,,,,,,,,
10,45, LR, LR,553.2334291,217.104867,964.2418986,239.3918095,0,0,0,81.26984127,78.57142857,411.0084695,22.28694245,,,,,,,,,,,
10,46, LR, LR,1725.816712,467.6658168,970.8924787,234.1919935,23,24,23,81.14104596,78.44690967,-754.924233,-233.4738234,,,,,,,,,,,
10,47, LR, LR,728.1368811,186.8010179,642.4127014,157.7421361,1,1,1,81.01265823,78.32278481,-85.72417969,-29.05888179,,,,,,,,,,,
10,48, LR, LR,524.2887451,157.0856795,459.8114106,135.1907813,2,1,1,80.88467615,78.19905213,-64.47733446,-21.89489822,,,,,,,,,,,
10,49, LR, LR,684.7002982,214.2880908,406.0240141,100.0776219,8,14,7,80.75709779,78.07570978,-278.6762841,-114.2104689,,,,,,,,,,,
10,50, LR, LR,179.10141,72.82685312,483.0770803,133.5400722,0,0,0,80.78740157,78.11023622,303.9756703,60.71321904,,,,,,,,,,,
10,51, LR, LR,6780.39556,1367.711529,459.2503185,112.1358696,24,24,24,80.66037736,77.98742138,-6321.145241,-1255.575659,,,,,,,,,,,
10,52, LR, LR,473.1201088,146.3343827,829.1905782,221.5790515,0,0,0,80.69073783,78.02197802,356.0704694,75.24466873,,,,,,,,,,,
10,53, LR, LR,204.4801348,89.52592179,1079.184188,315.837936,0,0,0,80.72100313,78.05642633,874.7040532,226.3120143,,,,,,,,,,,
10,54, LR, LR,247.943117,104.939356,892.9705396,323.2236458,0,0,0,80.75117371,78.09076682,645.0274226,218.2842898,,,,,,,,,,,
10,55, LR, LR,193.444627,72.15749926,608.9281034,181.7313931,0,0,0,80.78125,78.125,415.4834764,109.5738939,,,,,,,,,,,
10,56, LR, LR,343.7834644,101.1525523,851.757945,280.6942224,0,0,0,80.81123245,78.15912637,507.9744806,179.5416701,,,,,,,,,,,
10,57, LR, LR,163.2926488,59.04137143,687.1505892,175.5626875,0,0,0,80.8411215,78.19314642,523.8579404,116.5213161,,,,,,,,,,,
10,58, LR, LR,82.22723169,22.54905393,304.329954,98.80372608,0,0,0,80.87091757,78.22706065,222.1027224,76.25467215,,,,,,,,,,,
10,59, LR, LR,59.29238216,20.83270302,411.3137489,124.3302069,0,0,0,80.90062112,78.26086957,352.0213667,103.4975039,,,,,,,,,,,
10,60, LR, LR,108.95902,52.66831696,187.3644638,85.42885045,0,0,0,80.93023256,78.29457364,78.40544384,32.76053348,,,,,,,,,,,
10,61, LR, LR,2.505949158,0.622398315,250.3816862,89.91531338,0,0,0,80.95975232,78.32817337,247.875737,89.29291506,,,,,,,,,,,
10,62, LR, LR,0,0,569.4734015,148.3020212,0,0,0,80.98918083,78.36166924,569.4734015,148.3020212,,,,,,,,,,,
10,63, LR, LR,0,0,512.4746548,102.8822668,0,0,0,81.01851852,78.39506173,512.4746548,102.8822668,,,,,,,,,,,
10,64, LR, LR,0,0,367.9168082,56.0097882,0,0,0,81.04776579,78.42835131,367.9168082,56.0097882,,,,,,,,,,,
10,65, LR, LR,0,0,400.9489915,70.30595398,0,0,0,81.07692308,78.46153846,400.9489915,70.30595398,,,,,,,,,,,
11,1, LR, LR,0,0,10.44662134,3.594431559,0,0,0,81.10599078,78.49462366,10.44662134,3.594431559,,,,,,,,,,,
11,2, LR, LR,0,0,9.488003946,4.104290824,0,0,0,81.13496933,78.52760736,9.488003946,4.104290824,,,,,,,,,,,
11,3, LR, LR,0,0,11.38211422,4.702890719,0,0,0,81.16385911,78.56049005,11.38211422,4.702890719,,,,,,,,,,,
11,4, LR, LR,0,0,11.60591838,5.663781454,0,0,0,81.19266055,78.59327217,11.60591838,5.663781454,,,,,,,,,,,
11,5, LR, LR,0,0,11.12644446,5.766654363,0,0,0,81.22137405,78.6259542,11.12644446,5.766654363,,,,,,,,,,,
11,6, LR, LR,0,0,9.709776773,5.091651601,0,0,0,81.25,78.65853659,9.709776773,5.091651601,,,,,,,,,,,
11,7, LR, LR,0,0,8.148993675,3.882077556,0,0,0,81.27853881,78.69101979,8.148993675,3.882077556,,,,,,,,,,,
11,8, LR, LR,0,0,8.367092444,3.059083112,0,0,0,81.30699088,78.72340426,8.367092444,3.059083112,,,,,,,,,,,
11,9, LR, LR,0,0,8.443566019,2.93145752,0,0,0,81.3353566,78.75569044,8.443566019,2.93145752,,,,,,,,,,,
11,10, LR, LR,0,0,7.97874888,2.403453307,0,0,0,81.36363636,78.78787879,7.97874888,2.403453307,,,,,,,,,,,
11,11, LR, LR,1.376280322,1.374748383,8.810840509,2.889095218,0,0,0,81.39183056,78.81996974,7.434560187,1.514346835,,,,,,,,,,,
11,12, LR, LR,22.77030509,8.823480531,22.93392343,8.467268093,0,2,0,81.41993958,78.70090634,0.163618334,-0.356212439,,,,,,,,,,,
11,13, LR, LR,65.89083696,16.49220474,49.91768139,13.15130823,6,6,6,81.29713424,78.58220211,-15.97315557,-3.340896516,,,,,,,,,,,
11,14, LR, LR,1.253605918,1.251113377,2.51562301,0.312225004,0,6,0,81.3253012,78.46385542,1.262017092,-0.938888373,,,,,,,,,,,
11,15, LR, LR,0,0,4.025442983,4.00E-06,0,0,0,81.35338346,78.4962406,4.025442983,4.00E-06,,,,,,,,,,,
11,16, LR, LR,0,0,0.007171123,1.851873978,0,0,0,81.38138138,78.52852853,0.007171123,1.851873978,,,,,,,,,,,
11,17, LR, LR,0.053867538,0.00959079,0.072106928,0.014803847,0,0,0,81.40929535,78.56071964,0.01823939,0.005213057,,,,,,,,,,,
11,18, LR, LR,1.508762593,0.258239929,2.940712885,0.807502856,0,0,0,81.43712575,78.59281437,1.431950292,0.549262927,,,,,,,,,,,
11,19, LR, LR,489.9122732,78.37929607,296.8172073,93.78091264,13,0,0,81.31539611,78.62481315,-193.0950659,15.40161658,,,,,,,,,,,
11,20, LR, LR,684.7982127,107.1616139,284.9945556,98.09097953,6,2,2,81.19402985,78.50746269,-399.803657,-9.070634375,,,,,,,,,,,
11,21, LR, LR,71.03539413,19.09213078,111.3211041,45.74026255,0,0,0,81.22205663,78.53949329,40.28570998,26.64813177,,,,,,,,,,,
11,22, LR, LR,723.0314852,112.0168811,502.1642141,154.2578524,3,0,0,81.10119048,78.57142857,-220.867271,42.24097124,,,,,,,,,,,
11,23, LR, LR,93.60470119,32.69422024,469.3660243,162.0208984,0,0,0,81.12927192,78.60326895,375.7613231,129.3266782,,,,,,,,,,,
11,24, LR, LR,104.623924,45.09368279,490.0462403,153.4436512,0,0,0,81.15727003,78.63501484,385.4223163,108.3499684,,,,,,,,,,,
11,25, LR, LR,2057.123283,488.505344,730.2574058,234.4864926,24,24,24,81.03703704,78.51851852,-1326.865877,-254.0188514,,,,,,,,,,,
11,26, LR, LR,616.506817,179.5541647,732.2316573,286.2499256,0,0,0,81.06508876,78.55029586,115.7248403,106.6957609,,,,,,,,,,,
11,27, LR, LR,246.7526475,77.60481886,632.5791214,209.3091231,0,0,0,81.09305761,78.58197932,385.8264739,131.7043042,,,,,,,,,,,
11,28, LR, LR,871.949202,205.9587099,876.5123105,256.0063394,0,0,0,81.12094395,78.61356932,4.563108494,50.04762947,,,,,,,,,,,
11,29, LR, LR,240.2054631,127.1964753,1200.767902,424.0326451,0,0,0,81.14874816,78.64506627,960.5624393,296.8361698,,,,,,,,,,,
11,30, LR, LR,1256.208031,437.8686086,1410.365206,513.9978531,0,0,0,81.17647059,78.67647059,154.1571751,76.1292445,,,,,,,,,,,
11,31, LR, LR,804.8942252,269.7493733,1315.994223,473.3234707,0,0,0,81.2041116,78.70778267,511.0999976,203.5740974,,,,,,,,,,,
11,32, LR, LR,1017.478848,294.8842576,1269.878498,504.5747768,0,0,0,81.23167155,78.73900293,252.3996499,209.6905192,,,,,,,,,,,
11,33, LR, LR,2022.469514,673.2864654,1073.033314,391.9427584,19,18,16,81.11273792,78.62371889,-949.4362006,-281.343707,,,,,,,,,,,
11,34, LR, LR,489.4401105,217.8550809,680.8882991,272.6852475,0,0,0,81.14035088,78.65497076,191.4481886,54.83016658,,,,,,,,,,,
11,35, LR, LR,1404.384172,445.0631019,1042.910864,302.5461569,12,8,7,81.02189781,78.54014599,-361.4733078,-142.516945,,,,,,,,,,,
11,36, LR, LR,935.5266877,485.3382573,1216.442025,356.8869873,0,9,0,81.04956268,78.42565598,280.9153372,-128.45127,,,,,,,,,,,
11,37, LR, LR,662.2363371,282.7219401,1400.620072,480.6518674,0,0,0,81.07714702,78.45705968,738.3837347,197.9299273,,,,,,,,,,,
11,38, LR, LR,1201.700517,437.2423311,1595.502267,525.4667026,0,0,0,81.10465116,78.48837209,393.8017503,88.22437145,,,,,,,,,,,
11,39, LR, LR,1906.680284,599.8763002,1593.950111,487.2831756,16,12,12,80.98693759,78.37445573,-312.7301729,-112.5931245,,,,,,,,,,,
11,40, LR, LR,1334.349917,510.524396,1758.296888,584.3598633,0,0,0,81.01449275,78.4057971,423.9469716,73.83546728,,,,,,,,,,,
11,41, LR, LR,425.0738338,200.3876254,794.3049398,285.155497,0,0,0,81.04196816,78.43704776,369.231106,84.76787163,,,,,,,,,,,
11,42, LR, LR,575.6519406,231.0501901,526.9627066,167.4021899,4,6,4,80.92485549,78.32369942,-48.68923403,-63.64800026,,,,,,,,,,,
11,43, LR, LR,162.1561014,71.76612228,516.7317283,117.7697,0,0,0,80.95238095,78.35497835,354.5756268,46.00357775,,,,,,,,,,,
11,44, LR, LR,819.1890208,220.4292807,818.0086797,215.0489878,1,4,1,80.83573487,78.24207493,-1.180341136,-5.380292854,,,,,,,,,,,
11,45, LR, LR,673.1836175,221.6074254,1009.234869,234.3639797,0,0,0,80.86330935,78.27338129,336.0512511,12.75655435,,,,,,,,,,,
11,46, LR, LR,730.4162399,207.6801544,853.5886067,210.9434454,0,0,0,80.8908046,78.3045977,123.1723668,3.263290963,,,,,,,,,,,
11,47, LR, LR,140.2166299,67.14741159,471.5808451,129.9516031,0,0,0,80.91822095,78.33572453,331.3642153,62.8041915,,,,,,,,,,,
11,48, LR, LR,396.4892003,92.36017858,425.7382564,95.22088068,0,0,0,80.94555874,78.36676218,29.24905612,2.860702106,,,,,,,,,,,
11,49, LR, LR,1179.782082,228.7557401,465.4572004,104.9729598,18,16,16,80.8297568,78.2546495,-714.3248819,-123.7827803,,,,,,,,,,,
11,50, LR, LR,1204.530946,248.2709083,204.2006311,39.2721946,22,23,22,80.71428571,78.14285714,-1000.330315,-208.9987137,,,,,,,,,,,
11,51, LR, LR,279.4900956,74.32622094,390.1658208,93.02671928,0,0,0,80.74179743,78.17403709,110.6757252,18.70049834,,,,,,,,,,,
11,52, LR, LR,312.8048127,112.683015,510.4160718,196.4990102,0,0,0,80.76923077,78.20512821,197.6112591,83.81599529,,,,,,,,,,,
11,53, LR, LR,927.5129039,307.8720077,756.8658781,295.0981549,3,2,2,80.65433855,78.09388336,-170.6470258,-12.77385275,,,,,,,,,,,
11,54, LR, LR,366.2270167,105.8394493,826.7756487,235.481376,0,0,0,80.68181818,78.125,460.548632,129.6419267,,,,,,,,,,,
11,55, LR, LR,286.2930662,100.18146,379.0336083,152.758417,0,0,0,80.70921986,78.15602837,92.74054205,52.57695703,,,,,,,,,,,
11,56, LR, LR,1075.78939,328.716903,868.7158024,352.3294702,3,0,0,80.59490085,78.18696884,-207.0735881,23.61256723,,,,,,,,,,,
11,57, LR, LR,601.3472307,149.1185865,761.6514761,238.4402095,0,0,0,80.62234795,78.21782178,160.3042455,89.32162304,,,,,,,,,,,
11,58, LR, LR,148.4235013,48.83482823,438.7945609,142.125,0,0,0,80.64971751,78.24858757,290.3710596,93.29017177,,,,,,,,,,,
11,59, LR, LR,171.4321984,40.96485929,565.3362868,129.5342857,0,0,0,80.67700987,78.27926657,393.9040883,88.56942642,,,,,,,,,,,
11,60, LR, LR,80.00028817,22.12129262,287.178656,103.6022135,0,0,0,80.70422535,78.30985915,207.1783678,81.48092092,,,,,,,,,,,
11,61, LR, LR,0,0,372.5550544,117.0632589,0,0,0,80.73136428,78.34036568,372.5550544,117.0632589,,,,,,,,,,,
11,62, LR, LR,0,0,320.9593819,94.63555591,0,0,0,80.75842697,78.37078652,320.9593819,94.63555591,,,,,,,,,,,
11,63, LR, LR,0,0,327.2063013,80.51219815,0,0,0,80.78541374,78.40112202,327.2063013,80.51219815,,,,,,,,,,,
11,64, LR, LR,0,0,404.6584454,78.6566374,0,0,0,80.81232493,78.43137255,404.6584454,78.6566374,,,,,,,,,,,
11,65, LR, LR,0,0,434.6166437,57.00293554,0,0,0,80.83916084,78.46153846,434.6166437,57.00293554,,,,,,,,,,,
12,1, LR, LR,0,0,9.922205055,2.494842529,0,0,0,80.86592179,78.49162011,9.922205055,2.494842529,,,,,,,,,,,
12,2, LR, LR,0,0,8.745382896,3.546393331,0,0,0,80.89260809,78.52161785,8.745382896,3.546393331,,,,,,,,,,,
12,3, LR, LR,0,0,14.55902609,6.317533167,0,0,0,80.91922006,78.55153203,14.55902609,6.317533167,,,,,,,,,,,
12,4, LR, LR,0,0,15.42282444,7.23796348,0,0,0,80.945758,78.581363,15.42282444,7.23796348,,,,,,,,,,,
12,5, LR, LR,0,0,15.47186302,6.509386063,0,0,0,80.97222222,78.61111111,15.47186302,6.509386063,,,,,,,,,,,
12,6, LR, LR,0,0,9.293831806,4.381200279,0,0,0,80.99861304,78.6407767,9.293831806,4.381200279,,,,,,,,,,,
12,7, LR, LR,0,0,10.93548011,5.094668684,0,0,0,81.02493075,78.67036011,10.93548011,5.094668684,,,,,,,,,,,
12,8, LR, LR,0,0,7.647903941,3.083099104,0,0,0,81.05117566,78.69986169,7.647903941,3.083099104,,,,,,,,,,,
12,9, LR, LR,0,0,9.614761911,3.842033237,0,0,0,81.07734807,78.72928177,9.614761911,3.842033237,,,,,,,,,,,
12,10, LR, LR,0,0,13.06757829,3.749209982,0,0,0,81.10344828,78.75862069,13.06757829,3.749209982,,,,,,,,,,,
12,11, LR, LR,39.89756903,36.24727881,39.10751295,14.83256813,1,24,1,80.99173554,78.65013774,-0.790056073,-21.41471067,,,,,,,,,,,
12,12, LR, LR,63.6470541,15.54003063,56.02315123,14.74288137,6,4,4,80.88033012,78.54195323,-7.623902871,-0.797149259,,,,,,,,,,,
12,13, LR, LR,45.97839333,23.44440222,38.45214334,12.38302885,6,6,6,80.76923077,78.43406593,-7.526249996,-11.06137337,,,,,,,,,,,
12,14, LR, LR,4.930479985,3.792443641,8.142476455,1.978428994,0,4,0,80.79561043,78.32647462,3.21199647,-1.814014646,,,,,,,,,,,
12,15, LR, LR,23.96198646,3.742380708,8.778351884,3.636661106,10,1,1,80.68493151,78.21917808,-15.18363457,-0.105719602,,,,,,,,,,,
12,16, LR, LR,24.95453355,4.242229081,10.83042776,4.356134561,17,0,0,80.5745554,78.24897401,-14.12410579,0.11390548,,,,,,,,,,,
12,17, LR, LR,3.654792191,3.617347956,25.33267494,7.089406331,0,0,0,80.6010929,78.27868852,21.67788275,3.472058376,,,,,,,,,,,
12,18, LR, LR,14.52105219,3.859278061,36.89899219,13.07606567,0,0,0,80.62755798,78.30832196,22.37794001,9.216787613,,,,,,,,,,,
12,19, LR, LR,9.23097438,8.852812902,181.4136591,59.61792573,0,0,0,80.65395095,78.33787466,172.1826847,50.76511283,,,,,,,,,,,
12,20, LR, LR,464.4803163,98.52625971,260.6066094,74.37028392,18,5,4,80.54421769,78.23129252,-203.8737068,-24.15597579,,,,,,,,,,,
12,21, LR, LR,7.969218687,3.350370393,348.0579254,128.4214084,0,0,0,80.57065217,78.26086957,340.0887067,125.071038,,,,,,,,,,,
12,22, LR, LR,133.2111073,21.56105307,398.5795343,148.9831964,0,0,0,80.59701493,78.29036635,265.368427,127.4221433,,,,,,,,,,,
12,23, LR, LR,295.9941614,65.7303108,299.0523923,105.5534465,0,0,0,80.62330623,78.3197832,3.058230885,39.82313565,,,,,,,,,,,
12,24, LR, LR,131.1969139,41.71113338,398.8813964,158.5727185,0,0,0,80.64952639,78.34912043,267.6844825,116.8615851,,,,,,,,,,,
12,25, LR, LR,910.8264743,246.2882256,195.4613335,93.28361106,13,9,9,80.54054054,78.24324324,-715.3651408,-153.0046145,,,,,,,,,,,
12,26, LR, LR,377.7805264,91.49624081,317.3116782,112.2272999,4,0,0,80.43184885,78.27260459,-60.4688482,20.73105909,,,,,,,,,,,
12,27, LR, LR,510.2101517,142.7417437,696.9879719,216.5670072,0,0,0,80.45822102,78.30188679,186.7778203,73.82526351,,,,,,,,,,,
12,28, LR, LR,195.8169957,128.749208,749.8471763,336.3280855,0,0,0,80.48452221,78.33109017,554.0301807,207.5788775,,,,,,,,,,,
12,29, LR, LR,688.6799678,250.4101843,1542.968169,566.7843884,0,0,0,80.51075269,78.36021505,854.2882008,316.3742041,,,,,,,,,,,
12,30, LR, LR,2620.291399,702.6812907,1555.568516,608.585875,18,1,1,80.40268456,78.25503356,-1064.722883,-94.09541574,,,,,,,,,,,
12,31, LR, LR,2229.533121,612.088508,1901.382755,672.5071305,4,0,0,80.29490617,78.28418231,-328.1503664,60.41862248,,,,,,,,,,,
12,32, LR, LR,2809.689505,879.5132711,1780.020998,700.9437756,19,10,10,80.18741633,78.1793842,-1029.668507,-178.5694955,,,,,,,,,,,
12,33, LR, LR,925.2522655,311.6646409,1772.969394,623.8471949,0,0,0,80.21390374,78.20855615,847.7171286,312.182554,,,,,,,,,,,
12,34, LR, LR,1419.786044,409.6589976,913.2664014,299.6298698,5,2,2,80.10680908,78.10413885,-506.5196422,-110.0291278,,,,,,,,,,,
12,35, LR, LR,760.4684761,335.3865368,1032.785401,296.3671361,0,1,0,80.13333333,78,272.3169248,-39.01940066,,,,,,,,,,,
12,36, LR, LR,2989.416479,790.0757847,829.7125461,244.2934761,24,24,24,80.02663116,77.89613848,-2159.703933,-545.7823086,,,,,,,,,,,
12,37, LR, LR,503.0704665,259.6516709,1037.675105,405.1901608,0,0,0,80.05319149,77.92553191,534.6046383,145.5384899,,,,,,,,,,,
12,38, LR, LR,683.6169723,378.0851565,1318.774744,454.5160502,0,0,0,80.07968127,77.95484728,635.1577722,76.43089371,,,,,,,,,,,
12,39, LR, LR,1290.121656,687.7428464,1495.634585,462.8899872,0,17,0,80.1061008,77.85145889,205.5129288,-224.8528591,,,,,,,,,,,
12,40, LR, LR,1360.763238,355.6003292,1277.752003,424.2909614,5,0,0,80,77.8807947,-83.01123438,68.69063216,,,,,,,,,,,
12,41, LR, LR,1674.826266,604.8358473,1148.579968,406.4513919,21,18,17,79.89417989,77.77777778,-526.2462979,-198.3844553,,,,,,,,,,,
12,42, LR, LR,594.7535444,206.2658074,893.8670588,287.7133718,0,0,0,79.92073976,77.80713342,299.1135144,81.44756441,,,,,,,,,,,
12,43, LR, LR,983.6822008,366.0457512,866.0913475,206.1580946,4,12,4,79.81530343,77.70448549,-117.5908533,-159.8876566,,,,,,,,,,,
12,44, LR, LR,1167.188414,335.2326997,637.4213677,202.3271484,13,16,12,79.71014493,77.60210804,-529.7670462,-132.9055512,,,,,,,,,,,
12,45, LR, LR,1281.446779,382.0342588,682.5894674,216.0581952,19,20,18,79.60526316,77.5,-598.8573114,-165.9760636,,,,,,,,,,,
12,46, LR, LR,369.7400564,168.1013162,612.728413,224.7258899,0,0,0,79.63206307,77.52956636,242.9883566,56.62457366,,,,,,,,,,,
12,47, LR, LR,848.9094504,211.5643798,458.3917212,121.2388894,11,12,9,79.52755906,77.42782152,-390.5177292,-90.32549036,,,,,,,,,,,
12,48, LR, LR,175.006864,85.63040646,505.063827,174.9291826,0,0,0,79.55439056,77.45740498,330.056963,89.29877615,,,,,,,,,,,
12,49, LR, LR,587.4467813,128.8046477,692.0506873,241.4495394,0,0,0,79.58115183,77.48691099,104.6039061,112.6448917,,,,,,,,,,,
12,50, LR, LR,1098.555019,247.9165817,528.4389921,167.1812551,17,11,11,79.47712418,77.38562092,-570.1160269,-80.73532655,,,,,,,,,,,
