  10.00000,   0.00000, 229.19013
  11.00000,   0.00000, 229.19013
  12.00000,   0.00000, 229.19013
  13.00000,   0.00000, 229.19013
  14.00000,   0.00000, 229.19013
  15.00000,   0.00000, 229.19013
  16.00000,   0.00000, 229.19013
  17.00000,   0.34982, 228.45373
  18.00000,   0.69604, 277.48018
  19.00000,   2.24761, 242.02862
  20.00000,   2.55048, 215.60088
  21.00000,   2.51521, 213.08025
  22.00000,   2.62156, 212.15510
  23.00000,   2.78423, 228.44693
  24.00000,   2.81133, 227.68629
  25.00000,   2.70419, 227.69686
  26.00000,   2.73671, 226.36899
  27.00000,   2.63938, 218.88150
  28.00000,   2.60331, 229.21564
  29.00000,   2.55645, 245.59460
  30.00000,   2.54984, 246.40098
  31.00000,   2.54061, 251.47608
  32.00000,   2.52372, 252.33920
  33.00000,   2.49607, 253.06586
  34.00000,   2.47513, 254.08782
  35.00000,   2.45623, 254.87208
  36.00000,   2.43277, 255.75466
  37.00000,   2.37199, 241.39563
  38.00000,   2.48988, 218.03458
  39.00000,   2.49564, 219.85003
  40.00000,   2.48156, 219.79798
  41.00000,   2.36675, 206.01649
  42.00000,   2.38462, 207.97034
  43.00000,   2.30799, 209.61679
  44.00000,   2.25738, 209.22951
  45.00000,   2.22795, 209.20627
  46.00000,   2.22967, 224.67178
  47.00000,   2.77698, 221.04958
  48.00000,   5.78634, 279.04305
  49.00000,   6.94294, 192.58267
  50.00000,   6.83829, 192.75112
  51.00000,  11.65839, 257.84077
  52.00000,   7.94205, 206.87171
  53.00000,   7.90538, 206.73876
  54.00000,   7.81458, 206.47480
  55.00000,   7.73315, 206.19753
  56.00000,   7.63899, 206.27425
  57.00000,   7.56384, 197.15370
  58.00000,   7.88744, 264.99674
  59.00000,   7.98706, 265.98984
  60.00000,   7.90057, 265.91058
  61.00000,   8.05210, 255.78933
  62.00000,   7.99429, 255.84163
  63.00000,   7.87993, 255.83816
  64.00000,   7.75996, 255.84385
  65.00000,   7.65615, 255.85631
  66.00000,   7.89049, 237.18540
  67.00000,   9.45310, 203.52616
  68.00000,  18.35153, 203.02382
  69.00000,  25.03421, 826.77426
  70.00000,  38.45627, 382.45464
  71.00000,  57.27736, 433.75029
  72.00000,  55.75865, 244.11167
  73.00000,  55.15527, 225.21151
  74.00000,  54.48035, 224.87658
  75.00000,  54.22352, 224.77955
  76.00000,  59.04610, 236.42119
  77.00000,  58.59123, 298.43914
  78.00000,  46.30686, 309.36564
  79.00000,  48.18080, 747.12273
  80.00000,  49.97448, 958.48257
  81.00000,  90.10980, 378.66384
  82.00000,  90.13309, 355.96373
  83.00000,  89.75709, 347.40662
  84.00000,  66.31785, 470.40199
  85.00000,  69.22435, 492.38358
  86.00000,  84.09600, 571.97568
  87.00000,  98.34119, 465.99780
  88.00000,  98.39702, 598.31845
  89.00000, 173.73498, 340.18409
  90.00000, 200.12015, 258.09102
  91.00000, 249.48444, 604.50103
  92.00000, 225.98108, 278.84388
  93.00000, 245.56649,1959.60835
  94.00000, 220.93605, 486.43522
  95.00000, 258.00743, 399.96898
  96.00000, 282.12806, 419.67887
  97.00000, 283.37022, 419.59270
  98.00000, 270.52271, 323.54789
  99.00000, 267.96803, 317.82754
 100.00000, 265.37492, 289.50342
 101.00000, 262.85636, 289.25798
 102.00000, 260.38644, 289.02603
 103.00000, 257.96092, 288.81522
 104.00000, 255.58032, 299.42806
 105.00000, 253.24248, 299.16496
 106.00000, 250.92301, 298.97544
 107.00000, 261.81919, 321.16904
 108.00000, 259.58208, 326.30254
 109.00000, 257.27586, 292.85314
 110.00000, 255.02636, 292.57852
 111.00000, 252.80831, 292.35898
 112.00000, 250.61273, 292.14510
 113.00000, 248.45976, 291.95423
 114.00000, 246.31046, 279.35022
 115.00000, 244.24637, 288.18012
 116.00000, 242.27221, 287.80415
 117.00000, 252.40764, 274.72776
 118.00000, 236.10410, 196.38375
 119.00000, 235.94246, 302.98772
 120.00000, 234.02224, 302.93393
 121.00000, 236.77909, 179.36211
 122.00000, 235.67566, 179.52637
 123.00000, 233.86302, 179.31877
 124.00000, 232.02443, 179.22031
 125.00000, 230.21910, 179.11176
 126.00000, 228.46193, 179.47670
 127.00000, 227.34671, 179.07755
 128.00000, 231.00691, 177.10705
 129.00000, 232.25710, 293.61771
 130.00000, 230.18550, 737.33374
 131.00000, 228.55497, 720.15080
 132.00000, 226.95159, 719.50127
 133.00000, 225.35633, 732.00313
 134.00000, 223.77903, 756.96428
 135.00000, 222.23001, 756.50021
 136.00000, 220.71316, 758.54969
 137.00000, 219.21492, 758.02793
 138.00000, 217.75312, 757.42793
 139.00000, 216.37533, 713.75342
