Y, X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,OLD BEST,MODEL, New Model Best MAE Value,PolyR,WA,NEW BEST,,DIFF,,,,,,
1,34,260.8307454,274.1760091,258.7777832,238.0037923,273.0486003,254.5838216,179.5147786,1.66E+36,220.5801107,222.6183431,1.66E+36,216.3405273,285.4934245,221.4737305,491.7318685,296.2991211,221.5001465,220.7343099,307.7210938,257.9919596,211.1981934,291.3526693,219.0210286,339.6450846,179.5147786,7,225.0206357,610.1791551,245.2458659,225.0206357,,-45.50585704,,,,,,
1,35,286.2961589,258.8141439,245.4300781,253.047526,255.3804362,250.1886393,202.9773763,1.66E+36,216.6273112,215.858903,1.66E+36,220.3832682,254.7696289,218.6199382,521.3411784,304.241569,212.268457,214.0104329,208.396403,242.9420573,221.5708659,234.2623698,216.2654948,382.7964193,202.9773763,7,207.4966687,360.1448579,253.950944,207.4966687,,-4.51929238,,,,,,
1,36,266.8170898,147.3714193,146.3726074,155.3561361,153.9671387,143.9766764,126.7165365,1.66E+36,120.6786621,121.0410645,1.66E+36,124.6151286,119.7917562,127.1983561,126.0377279,406.4236328,116.4521973,116.2360107,107.0893148,279.0068359,117.8847982,117.1475911,115.2518066,112.2444255,107.0893148,19,115.6770137,141.9316268,126.2363281,115.6770137,,-8.587698939,,,,,,
1,37,52.29873454,40.7925415,34.42848307,51.46765951,44.72128906,38.70380046,16.06052653,1.66E+36,19.42145182,23.46115519,1.66E+36,26.22855835,19.94384766,29.13415527,15.48162231,560.8102214,10.22940877,14.42234497,25.28486938,175.0450195,16.66420898,15.23983154,16.5471639,12.58553772,10.22940877,17,10.96801334,28.57429863,34.97360711,10.96801334,,-0.738604566,,,,,,
1,38,20.43314006,28.46833089,23.80900879,33.7174113,27.18144328,30.00154622,16.11389058,1.66E+36,11.96410319,59.77256266,1.66E+36,9.751150513,3.587484741,33.97592773,4.854329936,778.7433594,6.335603333,97.28994141,3.084395091,10.89361877,6.422595215,1.522463353,8.814324951,3.28061142,1.522463353,22,0,6.729498908,27.59702485,0,,1.522463353,,,,,,
1,39,16.97107239,23.71530965,25.38870443,27.96976522,23.74327799,22.38835856,5.363989258,1.66E+36,18.57522786,115.1958171,1.66E+36,3.388071696,1.168063354,115.0168294,2.789048513,198.4801921,10.86215719,223.6588542,2.729164886,1.376431783,2.263496653,0.784428406,12.27498067,1.872643407,0.784428406,22,0,0,16.94744466,0,,0.784428406,,,,,,
1,40,20.21095785,24.49877319,27.14906209,31.0384257,27.42007446,22.72471924,0.87110494,1.66E+36,28.67783203,10.72295329,1.66E+36,3.106539917,2.278963216,29.29879557,7.140738424,111.608016,13.97259928,14.00005188,1.516820017,1.047716713,4.476253764,0.834399986,2.031595103,5.163314819,0.834399986,22,0,0,9.150041707,0,,0.834399986,,,,,,
1,41,23.45894572,31.55542196,29.55892944,36.94222819,46.02548014,35.0376709,12.55383708,1.66E+36,16.49123128,20.39448649,1.66E+36,8.511509196,8.805559285,17.1561849,5.836590576,67.92874349,11.23131612,12.51046244,1.974245199,2.865548197,4.018478394,1.496388372,2.210874685,3.82135849,1.496388372,22,0,0,7.916830953,0,,1.496388372,,,,,,
1,42,28.68453979,41.91132813,33.75653076,61.74967855,42.79744873,45.89748942,6.697854614,1.66E+36,16.44112651,15.10798136,1.66E+36,4.717828369,3.29032135,7.959748332,1.852458064,29.65968018,10.55071716,8.527499898,3.637950134,2.674426524,4.034406281,2.338635,2.168083445,1.74999822,1.74999822,24,0,0,8.318917847,0,,1.74999822,,,,,,
1,43,52.63784587,49.59841309,42.98873698,60.84867757,40.96447754,26.31429443,3.239396413,1.66E+36,12.66367188,5.061542257,1.66E+36,2.04032491,1.024578285,2.242508443,1.694713211,7.161718241,6.120785014,3.87722168,5.606811523,3.109388479,2.468406677,1.803191757,0.679968389,0.82753334,0.679968389,23,0,0,5.741093953,0,,0.679968389,,,,,,
1,44,41.18163249,44.83423665,59.29071452,76.75282389,48.031486,30.73487956,3.914871724,1.66E+36,4.463709513,9.517293294,1.66E+36,1.790498352,0.828055,4.407291667,2.954800161,1.596753311,5.59066213,6.399012248,1.429335022,1.523055013,1.342156728,0.688128344,3.626024882,1.085156631,0.688128344,22,0,0,4.948186747,0,,0.688128344,,,,,,
1,45,53.59852295,293.4787435,67.98468831,114.4256104,65.15313314,36.46765544,3.920260111,1.66E+36,2.106293615,19.02907715,1.66E+36,52.14401855,7.136566162,5.85170695,4.483196513,2.359344991,3.297826894,14.4164266,0.675401624,0.703094991,12.90120341,2.484349823,1.387916692,2.914565023,0.675401624,19,0,0,17.04304557,0,,0.675401624,,,,,,
1,46,26.99450073,172.8150553,76.29499512,83.01031901,77.34213053,46.35317383,176.8403646,1.66E+36,12.52011108,67.55395101,1.66E+36,9.12819519,14.53127035,20.72215576,5.361335246,9.397528076,6.946951803,38.84717204,1.346326701,1.763184865,17.56854045,12.34559021,3.877698517,1.092703247,1.092703247,24,0,0,14.23757619,0,,1.092703247,,,,,,
1,47,64.47173665,147.0816243,214.7334635,168.7079264,153.3013346,93.02963867,7.549874878,1.66E+36,7.089286804,7.327403259,1.66E+36,65.46817627,48.10360107,31.49838053,6.564175415,16.61111857,3.851004791,7.015711466,4.027188619,4.760602824,62.45198161,54.59792074,10.389387,5.996225484,3.851004791,17,0,0,25.50200071,0,,3.851004791,,,,,,
1,48,138.4178385,223.3696452,297.3423177,248.4736003,243.935498,183.2012044,9.827250163,1.66E+36,46.35085856,33.72016602,1.66E+36,46.21530762,117.1456462,70.0537679,20.08106486,27.49946289,23.96584676,12.23995463,4.73768514,12.72394613,40.87208252,56.56392415,49.42309977,17.45510254,4.73768514,19,0,0.000104589,36.71545624,0,,4.73768514,,,,,,
1,49,163.2459635,200.2310059,269.1988281,356.4017253,360.6913737,139.882666,78.52152507,1.66E+36,62.887736,61.82497559,1.66E+36,62.29130046,205.8887207,179.1063965,64.70411784,101.2000488,41.3883016,57.13769531,48.92350667,66.00903727,108.4005859,198.3525553,223.9467285,73.68048503,41.3883016,17,0,0.131045839,123.4461459,0,,41.3883016,,,,,,
1,50,692.9347656,971.7471354,616.201888,763.577474,740.0295573,803.8492188,590.9889974,1.66E+36,724.6347005,542.8363932,1.66E+36,772.2884115,358.8714844,951.2978516,345.260026,373.7651367,554.2733724,561.4829427,314.3198893,248.3371745,746.6477865,301.8795247,642.1385417,291.3417969,248.3371745,20,3.829476674,24.46841088,576.2524497,3.829476674,,244.5076978,,,,,,
1,51,105.5011556,468.3523438,217.4980143,142.206722,277.9354492,251.7405762,97.59018555,1.66E+36,270.4353678,265.5451986,1.66E+36,805.5045573,92.3959554,156.1412109,97.95846354,59.46182861,157.9410156,219.4934733,38.58184408,47.95100911,466.8591797,91.0696696,82.76914063,81.8206543,38.58184408,19,62.90442788,149.6158432,189.8043565,62.90442788,,-24.3225838,,,,,,
1,52,184.5309245,406.6340495,285.5407878,351.1567383,262.8459473,295.4972656,180.4164388,1.66E+36,294.4614909,371.3070313,1.66E+36,231.0289551,203.3331706,364.7750651,174.5832845,184.9470215,296.5745768,274.3172852,141.8262695,141.3850586,256.2492676,187.4117676,294.0798828,173.8637858,141.3850586,20,143.686032,298.3326532,201.5985169,143.686032,,-2.300973378,,,,,,
1,53,309.2822266,282.5516927,253.0463379,251.4135254,220.112321,330.6083659,228.3150391,1.66E+36,216.1689941,322.3306315,1.66E+36,309.6874674,194.7038086,314.9074219,228.3983887,260.7044759,217.9513509,253.5647135,216.5394043,213.6094238,319.9794271,203.9538086,243.5526042,189.0310221,189.0310221,24,136.3203691,311.857263,228.2030762,136.3203691,,52.71065304,,,,,,
1,54,243.1693522,353.4132813,193.4184733,413.3996745,314.6589844,413.2623047,305.6360677,1.66E+36,396.0639974,359.697168,1.66E+36,424.1745117,240.7166341,429.2663737,210.1056966,291.899056,383.1104818,265.0578125,229.0752116,153.6832357,324.7358398,186.6336426,328.6694987,151.948291,151.948291,24,107.8236976,121.1846313,256.1377441,107.8236976,,44.12459346,,,,,,
1,55,789.5398438,944.9404297,822.1414063,828.7677083,935.0228516,883.1258464,635.2555339,1.66E+36,639.0335938,578.2834635,1.66E+36,739.8224609,652.341862,774.3906901,607.4813802,681.671875,550.6188802,487.102474,588.9177083,321.7278646,646.8130859,559.2709635,563.2748047,591.7248047,321.7278646,20,115.5067318,154.2688008,651.2057943,115.5067318,,206.2211328,,,,,,
1,56,799.3538411,622.6816406,707.6183594,455.9578125,674.5405599,707.8685547,354.2832682,1.66E+36,441.795638,574.0940104,1.66E+36,529.8219401,357.146875,413.9588867,456.4173503,388.3345703,359.7049479,486.9945638,243.4154297,262.4775879,490.8302083,340.2175456,367.7760742,367.0611328,243.4154297,19,87.99711213,118.0986849,442.0379557,87.99711213,,155.4183176,,,,,,
1,57,463.7079102,472.3806966,296.5921875,391.9340495,442.2505859,438.8661458,242.4526204,1.66E+36,296.2747396,424.8497396,1.66E+36,458.6725911,324.7032878,393.9386393,343.5015625,242.7552734,321.2579102,357.7313802,176.1405924,177.5228678,349.0096354,181.350765,226.4218913,280.1107747,176.1405924,19,220.4905631,287.1272712,236.9471517,220.4905631,,-44.34997061,,,,,,
1,58,416.1281901,438.5440755,408.2214844,393.5054362,376.9700521,451.1745117,338.2467448,1.66E+36,249.7214518,420.3693359,1.66E+36,269.2922526,181.0996582,364.6332682,334.4344401,310.391276,243.5494792,343.5703451,226.0460124,110.9251628,206.6594076,220.0742839,272.5637044,396.0624674,110.9251628,20,220.0185861,229.2542175,251.8026204,220.0185861,,-109.0934233,,,,,,
1,59,271.0251953,272.3128255,372.0109049,239.8335124,147.4804525,478.6357747,284.1972656,1.66E+36,273.8562174,267.0199707,1.66E+36,376.9092773,185.5284831,397.049707,192.2626302,250.109668,311.6457682,221.8722493,47.35087077,85.96657715,278.6862956,199.520638,294.8316081,224.4428548,47.35087077,19,49.41381285,66.7828696,208.1823259,49.41381285,,-2.062942083,,,,,,
1,60,562.0492188,232.4189616,267.6735352,136.1217204,131.4724691,278.7053711,312.512207,1.66E+36,706.7282552,741.6434245,1.66E+36,185.0215007,368.5748698,246.0008138,44.92242025,155.3308594,598.655013,510.9341471,129.6767578,160.2252279,270.3463867,279.1208333,188.9395345,88.00169271,44.92242025,15,0.44757668,2.856785441,260.0508654,0.44757668,,44.47484357,,,,,,
1,61,1129.433984,210.1332357,321.330013,150.5690104,177.0915039,493.3220378,383.1401367,1.66E+36,1122.804818,769.1761719,1.66E+36,144.9873372,270.8996745,132.2675456,37.6293986,201.3499349,1047.865039,831.9930339,195.3840983,138.9078776,104.6935954,344.4543294,79.73642578,22.99847005,22.99847005,24,0,0,365.4046336,0,,22.99847005,,,,,,
1,62,600.0800781,171.8746582,247.9710449,191.7643229,278.0500651,419.718457,301.6140625,1.66E+36,646.4874349,928.0453125,1.66E+36,124.0873942,328.6944987,77.4822347,41.80115967,231.1273275,796.7292969,626.1641927,250.9363444,252.2561035,76.51287435,261.0708333,54.99260254,45.37154541,41.80115967,15,0,0,312.0851967,0,,41.80115967,,,,,,
1,63,613.3499349,243.734196,269.8444173,301.7174805,362.7374023,395.4171549,259.5401204,1.66E+36,546.7315104,763.2363281,1.66E+36,96.62582194,376.2540365,199.8071126,29.13985596,241.9606445,526.0171224,441.675293,286.0826172,180.2631022,100.9404541,252.4561035,150.1786458,26.55465088,26.55465088,24,0,0,314.8443898,0,,26.55465088,,,,,,
1,64,480.7450195,265.5943685,178.2528809,242.4777995,240.9388997,291.100944,259.2109375,1.66E+36,596.8802734,428.1709961,1.66E+36,177.6178385,101.9864258,218.8727702,39.54761149,236.9166667,428.169043,222.591569,87.54506836,106.0148193,143.1459473,160.1330078,136.6806152,43.78965658,39.54761149,15,0,0,288.4694452,0,,39.54761149,,,,,,
1,65,317.4992839,242.9910807,106.1730469,157.2785807,171.1287923,183.4523926,171.6317871,1.66E+36,335.1228841,136.2444336,1.66E+36,126.333252,64.30137126,226.5416178,24.3075765,212.4267904,403.3855143,128.4011068,63.09897461,51.2909139,72.58037923,42.95627848,116.0329508,29.16396077,24.3075765,15,0,0,141.0124837,0,,24.3075765,,,,,,
2,1,92.22722982,91.83450521,81.07513835,79.92089844,86.18650716,85.7639974,8.558393351,1.66E+36,3.071265157,5.280543009,1.66E+36,4.929911296,3.784371694,8.948503621,3.232263184,8.102992249,5.780120341,4.228785197,7.960040283,4.11704305,8.582282511,5.223798625,5.23720754,4.814846802,3.071265157,9,0,0,7.093532308,0,,3.071265157,,,,,,
2,2,89.02907715,91.63169759,82.44825846,77.52233073,92.71818848,95.13381348,14.31843872,1.66E+36,1.255444972,3.301822917,1.66E+36,2.511693319,5.559811401,6.001445007,2.290521495,6.75177002,2.6003184,2.233811696,8.84938151,3.160549927,8.196924845,6.722118632,3.675307973,3.0245519,1.255444972,9,0,0,6.379829915,0,,1.255444972,,,,,,
2,3,82.34658203,79.28963216,77.71638997,79.90044759,86.26152344,83.7517985,5.598051453,1.66E+36,1.284241613,3.407664744,1.66E+36,1.895685069,3.179566956,9.597715251,2.110068385,9.567504883,1.622385152,2.528000132,6.356375122,1.723440043,4.593798319,4.053213247,5.168877665,3.297213236,1.284241613,9,0,0,5.465874227,0,,1.284241613,,,,,,
2,4,88.06563314,91.67898763,81.46685384,90.88716634,79.87556966,79.73498535,3.404071808,1.66E+36,1.313083267,3.521545156,1.66E+36,3.746508026,2.822553253,6.712210083,2.460249837,6.962463888,2.039720027,2.832689667,6.860488383,3.058255005,5.037807719,3.131975047,4.062311554,3.113663483,1.313083267,9,0,0,5.075919088,0,,1.313083267,,,,,,
2,5,75.9683431,80.20076497,84.29216309,74.31911621,84.19539388,76.40037435,2.739956665,1.66E+36,1.237680054,1.70325826,1.66E+36,2.037074916,3.012524923,5.443424988,1.705814997,6.704063416,1.345033264,1.61260999,5.716927083,1.250164922,3.885211436,4.211053467,3.078264618,1.852464803,1.237680054,9,0,0,3.998050435,0,,1.237680054,,,,,,
2,6,85.16274414,87.39108073,91.0053304,89.55038249,113.6238607,79.0978597,2.072180049,1.66E+36,1.255686569,0.7935016,1.66E+36,1.744514847,3.818756612,7.515205892,1.216341782,7.212393188,1.003890038,0.701565043,6.515340678,1.419389979,3.538496908,5.472738647,3.810458628,2.766675313,0.701565043,18,0,0,4.373154704,0,,0.701565043,,,,,,
2,7,108.0029948,91.20275065,100.2985758,93.14618327,114.5640218,89.9595459,1.34288648,1.66E+36,1.173244985,0.577911758,1.66E+36,1.506641515,4.441233826,4.419555664,0.89818662,7.748302714,1.182038244,0.739856656,6.315583801,2.43997345,2.745414734,4.276671855,2.721936798,1.471496709,0.577911758,10,0,0,4.000487264,0,,0.577911758,,,,,,
2,8,83.2164388,60.0983195,76.91446126,65.3244873,66.87882894,66.20847575,0.711574936,1.66E+36,1.169475047,0.57284495,1.66E+36,1.260716629,2.570069631,1.780318324,0.571333249,3.438430023,0.829034996,0.557199987,2.944196828,1.096175003,0.606598345,1.839716593,0.732696724,1.028140004,0.557199987,18,0,0,2.348860116,0,,0.557199987,,,,,,
