Y, X, caps_nmmb01, caps_nmmb02, caps_nmmb03, caps_nmmb04, caps_nmmb05, caps_nmmb_rad, core01_arw, core03_arw, core04_arw, core05_arw, core06_arw, core07_arw, core08_arw, core09_arw, core10_arw, s_phys_rad02_arw, s_phys_rad03_arw, s_phys_rad04_arw, s_phys_rad05_arw, s_phys_rad06_arw, s_phys_rad07_arw, s_phys_rad08_arw, s_phys_rad09_arw, s_phys_rad10_arw, 
5, 45, 107.8276064295843, 121.27437040309329, 375.2470297461838, 154.27048756432106, 306.9221535395145, 185.04161131125795, 47.369587971433035, 150.33465169414535, 82.1832365814343, 256.17855914706576, 94.63578868483107, 168.15364378052195, 143.37100038013267, 35.53007638782951, 462.366521279385, 171.47125001974334, 19.688463931428643, 72.43955094881984, 6.926630232675073, 9.884458649134931, 32.42843583216485, 15.742762990928297, 8.494360874525327, 720.5326270660245, 
5, 46, 75.07880235126291, 191.98200870567706, 288.01161724254575, 148.51690420061055, 481.1190947502846, 251.76520146093793, 11.867429055858448, 356.55372666682365, 10.7771051815295, 189.44134976292796, 127.10087037467525, 187.55124855178474, 62.24442118575768, 55.016578940655094, 1006.2140925270328, 299.11051469314816, 13.598223641267145, 134.0661062063538, 3.4471042440388766, 1.2231020178801841, 26.113551618364745, 25.087560205873615, 15.961342459987506, 737.144377536269, 
5, 47, 42.76412869596433, 153.56587213093061, 69.45243801216293, 71.59382684049419, 230.19854654913297, 119.78921156904462, 58.568965313693795, 122.80310460244888, 12.89627022853087, 134.81104059633495, 288.3381088236517, 441.90445799969024, 198.9916979005238, 38.86342103819048, 22.590481408336935, 225.73722739799328, 8.080296190328514, 155.22691723194575, 2.3448185498190517, 4.8179196181147095, 88.1127651081272, 28.20074291648478, 13.624973719393614, 24.79254944156611, 
5, 48, 220.71647537055316, 311.82787720151, 102.17794934981488, 236.27272377487844, 207.94696839979818, 88.72768205300981, 47.0749872765074, 65.55486728687657, 42.10089258258072, 138.90531847269204, 14.267225060869405, 306.1858095993346, 182.7818485700007, 117.31548455624545, 33.39495736010653, 15.110135494477154, 39.72709638898871, 61.28980636764431, 14.931678716637155, 19.740222065303623, 137.01711419867715, 24.891115748980933, 49.59307589859025, 46.984236607433914, 
5, 49, 181.65660140312363, 406.28038347919284, 392.4182505100054, 135.7140913219159, 75.80517105272789, 171.8874086429835, 79.32283390781413, 29.024292088697013, 117.01230348414934, 194.84425404238468, 15.26086830958514, 88.53707144938403, 70.53564406265342, 83.25281526771332, 76.04425794671592, 72.0210436550781, 127.08916653279303, 388.4173228200136, 69.35754660333173, 73.14944748025556, 121.19747143952029, 70.169048108835, 82.16357858463404, 85.10133053209763, 
5, 50, 75.08246508007046, 122.10686064536533, 537.9024694744082, 34.988052276217566, 40.756300637651925, 103.54819228262751, 20.86618763594187, 18.060809825766395, 53.99749945985153, 409.6377057840257, 21.350806849508054, 58.13352312062866, 26.98591815458265, 50.31350413076659, 344.9048781910746, 16.29970413282733, 84.24281621202685, 300.10231588576585, 17.072204200102576, 28.502242007939774, 18.14478984274825, 41.35985687132714, 24.73793898044055, 142.72927461923615, 
5, 51, 589.2105169914513, 330.0647411241215, 414.3420889394012, 359.30956940591864, 336.75891475455654, 396.7531558370603, 324.5822828395495, 354.16333802357354, 323.69141683605596, 329.7743799428128, 358.2665767274419, 324.9532145812173, 324.060076734752, 325.48138707663963, 423.02509775819846, 324.85803309548413, 322.207425426541, 333.17067698103324, 324.65485519240275, 466.39655873516045, 324.883466287016, 323.02524411156065, 325.57121596766916, 327.71743418174543, 
5, 52, 1153.767509798515, 127.4370514541722, 181.92969681537244, 243.61567238856645, 148.06138929511636, 342.88853874109003, 70.13430568083876, 215.1836541189874, 372.95027595288536, 156.63396156857766, 92.02740760230074, 232.21675398931347, 97.26040539877125, 544.9729045252311, 134.35745234262222, 41.41645707525774, 239.89860705445264, 592.3798893728022, 61.96073395371728, 223.83096300556812, 53.65306423759348, 298.3793307184665, 714.0885332599406, 132.77619797990903, 
5, 53, 1222.7115222597138, 188.80540025822, 416.38852049498195, 113.97264840010227, 85.51530382042738, 257.51925494352196, 722.1075173868962, 44.051649373207354, 237.4669977070498, 1904.7597923797812, 103.51903206657218, 503.2292055647539, 174.22339586481107, 280.037646278734, 748.0097592946231, 56.4654346702476, 741.3991727358032, 1050.6333328045516, 117.47712099950924, 79.63732897747555, 1435.3172007144158, 864.1610189465079, 242.193302618659, 1088.3609695317084, 
5, 54, 1002.2533611816924, 107.50515491516364, 185.42156922357586, 131.23056602153835, 101.79001056095828, 365.7768673203196, 125.49534353911304, 25.890086181780084, 342.1997223844578, 1068.7378849215868, 31.620469043010733, 88.14212008644525, 173.34151022379686, 633.2454500428723, 359.4974269727114, 30.207469456038517, 494.3362553296423, 637.9809035804547, 31.7743836814081, 40.11380457782998, 483.21380705991146, 148.09988183654977, 642.8641639828226, 273.30061287893227, 
5, 55, 182.19644274793072, 170.74017785317355, 354.29037055311943, 247.66582828480801, 215.57215536025672, 1018.8507905151438, 403.29416476479463, 123.82538612901637, 283.06434780805586, 493.7443333008154, 91.59016390966882, 156.9587060875142, 132.1857515644809, 487.0249480262792, 215.50145011113034, 115.38947633991586, 238.37227537334678, 574.8125491555196, 94.66436323488722, 70.94365795592067, 195.1327432800554, 294.5558379436175, 280.89256546468675, 101.2010529836523, 
5, 56, 268.11642371676277, 178.60562934390768, 723.4096119534677, 229.81372891974925, 277.5128825838541, 2369.5301362647124, 566.0982246924998, 117.33076109869909, 602.3080607131204, 1618.0672421132565, 43.440802032766385, 75.76744161137641, 489.33618300714284, 231.92067609421977, 21.427177270495758, 76.22260436817065, 285.874681168748, 724.4120834626289, 29.691886737303058, 32.44995345399846, 86.35837997361152, 209.05788672040094, 134.37047666805384, 42.48210714034008, 
5, 57, 108.25036085390201, 82.52741337478919, 185.4733583743678, 154.3123320844233, 236.20319642206368, 208.28581124662972, 146.1163563169207, 11.230556983349045, 194.72840059939895, 252.9135062954659, 27.157995484755496, 22.43014184129992, 59.79349663285576, 40.3140697368797, 51.23372454985095, 13.072788013975188, 51.97227576233954, 249.9564545409193, 12.91694409144277, 6.623788398938046, 19.325617511156015, 30.693693154769868, 19.56047646616343, 19.74282734997278, 
