 -96.00000, 454.96960, 832.03442, 388.13379, 827.21002,2197.58301,1996.80334,1428.98828,5082.31982, 318.92020,2974.77075,2019.16174, 109.11320, 550.05530,5381.09619,2354.32520,1771.41382, 585.01740,3934.14722, 296.33801, 814.42560, 768.04742, 857.03320,1446.31531,1756.72144
 -42.00000,  42.00000,  54.55290,  42.00040,  78.31530,  42.03470,  42.00000, 113.95610,  44.35800,  43.33080,  44.60300,  83.70990,  45.68670,  52.41620,  82.17610,  42.00010,  42.54230,  53.43190,  42.26720,  44.26170, 103.69270,  84.72430,  42.44860,  42.21640,  43.21300
 -31.00000,  31.67810,  31.00550,  31.41470,  35.83700,  65.08080,  33.03780,  62.93580,  59.98740,  31.02440,  31.98440,  31.00000,  34.15970,  37.00390, 709.71021,  31.15460,  42.15160,  31.30720,  50.48510,  31.00000,  43.31610,  39.25650,  39.51650,  93.08870,  31.00000
 -19.00000,  20.53970,  47.23810,  19.00000,  19.00000,  42.38940,  21.02780,  25.94520,  19.01170,  46.65200,  69.60860, 516.94397,  56.52580,  22.58740,  19.00000,  74.09240,  19.00000,  47.70530,  22.73000, 101.80790, 120.46960,  60.22680,  19.14970,  19.00000,  68.56420
 -17.00000,  17.00000,  17.00000,  17.00000,  17.00010,  17.00000,  17.00000,  17.14590,  18.00810,  17.02240,  32.56970,  17.00000,  17.00520,  17.00000,  17.34800,  17.00000,  27.59200,  17.00140,  19.40440,  17.00000,  17.00000,  17.00000,  17.00000,  21.22110,  17.00000
   0.00000, 221.00373,  33.68818,  52.40632,  58.69736,  29.23991,  40.02138,  90.84462,       nan, 578.89073,       nan,       nan,  17.02352,  18.72977, 304.42149,   0.02921, 427.02038, 434.08515, 441.83537, 467.58943, 274.66184,  14.24359,  35.92032, 313.28209,   0.03392
   1.00000,  38.22333,  41.98930,  34.92753,   6.34327,  24.73810,  10.16086,  28.71252,       nan,   3.85989,       nan,       nan,  17.26906,   3.25641,  18.00568,  29.22409,  45.74741,  15.17356, 101.64655,   8.55918,  65.34919,  60.32780,   9.53542,  20.88722,  55.77256
   2.00000,  38.90445, 712.88089, 715.12719, 304.00998,  60.80493, 632.71733,   9.56028,       nan,   1.18804,       nan,       nan, 132.70036,  97.22263,  94.71801, 398.03511,   3.99494,   0.20264,  19.07891,   4.68033,   4.27779, 166.98091,  65.55211,  42.24881, 318.77510
   3.00000,  96.29012,  93.22916, 124.24513, 106.27857,  72.69182,  82.97916,   4.05208,       nan,  16.65760,       nan,       nan,   3.26324,   5.30341,   0.46579,   3.15541,  39.88962,  11.29188,  35.58805,   4.47795,  12.07899,   3.46067,  11.09393,   4.30527,   1.47394
   4.00000, 306.28162,  74.83587, 150.72370, 112.79173,  93.19515, 394.83938,  34.43053,       nan, 232.15293,       nan,       nan,  31.99691,  28.99937,  76.08996,  37.37918, 173.45448, 133.73871, 206.50876, 104.12801, 113.46810,  77.59328,  25.00226,  83.61906,  31.62719
   5.00000,  25.41812,  39.38590,  14.51042,  15.85324,  51.31011,  32.93223,  39.58079,       nan,  22.02001,       nan,       nan, 125.59398,  59.82607,  81.78457,  39.02573,  94.02538,  53.74195,  75.08789,  62.62749,   4.05589,  81.83050,  18.28851,  73.31918,  53.61023
   6.00000,  74.43498,  37.60951, 115.87861,  47.17458,  86.89177,  57.55004,  53.87825,       nan,  27.86902,       nan,       nan,  30.83241,   6.50802, 113.91236,  -1.85094,  24.63593,  32.05843,  29.24514,  24.69065,  31.25168,  27.92226,  17.21190,  81.97003,  -5.11125
   7.00000,   4.95364,   0.26639,  16.90602,   4.15424,  10.96659,  12.46776,   4.33473,       nan,  38.87019,       nan,       nan,  -0.35460,   6.89155,  -4.74023,  19.02034,   3.09076,  11.62824,  -3.46543,   0.16074,   7.38536,  -2.02680,  13.61102,  -4.82953,  32.17978
   8.00000,  62.30763,  61.59167,  80.24956,  74.66473,  58.67424, 101.18198,  25.73108,       nan,  57.02728,       nan,       nan,   0.47710,  32.82005,  24.39882,  78.64300,  19.43024,  85.00457,  42.04073,  31.05290,   7.32857,  -2.45330,  54.42542,  28.31600,  86.65166
   9.00000,  -5.06934,   4.95848,  -6.01581,   4.53700,  -4.41499,   7.67553,  15.70007,       nan,   6.39771,       nan,       nan,  -3.76278,  -7.01146,  30.29255,  -1.38463,  15.98687,  45.63363,  39.30231,  23.53620,  15.59388,  86.59953,  -3.36002,   6.77039,   4.94698
