Y, X, caps_nmmb01, caps_nmmb02, caps_nmmb03, caps_nmmb04, caps_nmmb05, caps_nmmb_rad, core01_arw, core03_arw, core04_arw, core05_arw, core06_arw, core07_arw, core08_arw, core09_arw, core10_arw, s_phys_rad02_arw, s_phys_rad03_arw, s_phys_rad04_arw, s_phys_rad05_arw, s_phys_rad06_arw, s_phys_rad07_arw, s_phys_rad08_arw, s_phys_rad09_arw, s_phys_rad10_arw, s3m01, s3m02, s3m03, s3m04, s3m05, s3m06, s3m07, s3m08, s3m09, s3m10, s3m11, s3m12, s3m13, s3m14, s3m15, 
0,41,114.8037255,91.06125206,74.73070577,53.96332061,83.02492244,397.5862913,351.1807761,1260.455228,119.0716844,68.28314582,573.7130591,280.7315016,29.46386977,98.07577024,29.70184564,2108.886202,68.78645798,35.39033593,255.2312589,6.296944294,116.0553378,11.40867962,91.47665738,21.38125928, ,,,,,,,,,,,,,,,
0,42,154.0191459,76.06589229,66.83500004,167.2024983,140.1385537,180.6462204,420.6912734,1589.024831,127.3731904,37.50373407,55.06297818,218.657673,10.04148535,155.2643244,89.35304257,1043.773253,134.6151923,25.57817222,15.01269645,8.125882716,166.8734869,9.115830043,193.4929343,41.51828973, ,,,,,,,,,,,,,,,
0,43,419.1184477,198.6145581,247.6089075,451.9686373,256.7696498,298.6219632,869.3115268,314.2214632,82.38596823,55.4161523,39.94551327,213.0142203,2.588129657,294.4401344,271.9618646,151.217882,50.3712667,37.43938729,43.19416555,3.361625725,94.75412619,0.68517838,154.8206923,61.297728, ,,,,,,,,,,,,,,,
0,44,306.2784914,204.179459,136.9853592,265.3004696,140.5850477,174.1300734,1082.796526,388.8329713,51.18538472,124.0576743,14.72574032,190.7173361,63.8101432,102.4145061,398.0314656,33.5781679,26.95579345,100.42474,7.003453579,8.597865262,70.40828476,3.83529642,410.2072212,76.53354276, ,,,,,,,,,,,,,,,
0,45,269.9366275,123.3364983,71.21033074,218.8896083,160.1641958,152.7423184,820.0506256,227.4621933,68.24954565,326.66511,19.40925569,572.517478,22.02370412,262.2525444,117.2338364,36.88803859,81.35442008,279.4686235,8.573541581,15.34666378,672.4952728,10.92585832,214.7780325,8.227641618, ,,,,,,,,,,,,,,,
0,46,121.4637025,292.9156668,135.4964873,560.5496661,162.5418532,306.9916283,472.1163144,194.8129592,51.19983708,441.5671683,16.22970267,648.9712273,30.45097326,833.689562,126.2692203,70.83665069,65.22324208,165.2884716,6.649150504,9.571461099,661.3107187,26.84603696,756.9404204,11.43000594, ,,,,,,,,,,,,,,,
0,47,155.5517079,588.311651,205.0489889,1265.991584,159.946308,311.6787876,268.3590274,424.8110071,152.9116831,206.550174,46.80408232,446.4095759,158.6444737,1502.644733,115.6120832,250.322665,179.5533521,199.214536,17.91256635,3.724412546,306.2943682,59.16931603,342.3747803,29.1912337, ,,,,,,,,,,,,,,,
0,48,308.7387502,643.4412122,323.7133866,487.3885269,203.1215993,185.2557275,205.1443806,736.6647323,206.0065436,128.5804362,50.0948736,697.2514611,133.955584,762.5312321,241.8176943,527.9561093,109.0059829,81.16900392,29.16801457,11.71694537,386.9509731,67.431467,417.7751271,81.53815371, ,,,,,,,,,,,,,,,
0,49,145.8998576,1009.034698,433.6614463,733.2641282,304.5169576,143.5329089,25.48532074,1114.670565,637.4286564,346.3742233,28.36655397,1134.830488,209.5087736,479.2651087,378.120049,529.5799309,248.4925613,286.7926772,46.9368605,26.4087192,513.6178923,107.9635092,455.3292307,224.8661168, ,,,,,,,,,,,,,,,
0,50,346.4524143,1118.023051,772.1023066,1014.789796,856.4575937,421.1250164,321.3664516,1056.798411,574.8930479,535.4693177,213.497357,427.4797773,701.4361685,611.2351889,495.4969555,636.4789586,603.915235,961.5587144,374.4218973,327.6659221,369.6888331,365.4511906,830.3773584,373.6878052, ,,,,,,,,,,,,,,,
0,51,515.9936343,875.8448848,1125.276983,1068.198643,896.2024965,869.3321506,559.1827303,871.1226179,586.6198971,1128.91865,333.5810032,600.0174653,814.4408143,1275.332789,525.6655097,676.5133876,639.6954852,1254.000018,354.4186661,473.8671674,669.3243772,460.453702,863.6659945,455.664092, ,,,,,,,,,,,,,,,
0,52,353.4996991,774.8935785,541.3429774,754.046565,416.7393455,742.2388366,688.6641764,574.7400655,562.4394389,491.7684784,356.7582542,542.1445448,594.8709789,703.3560096,589.0736936,496.20874,561.5250731,808.8475957,454.9344661,473.0979942,560.7164284,584.5097811,636.7376941,457.7025823, ,,,,,,,,,,,,,,,
0,53,955.3587983,1018.810143,992.5023096,1415.451143,953.6074781,1091.194553,1354.114558,1204.923005,979.3359995,1207.811756,1320.694882,1024.499817,1233.094818,1537.257832,1208.51747,1229.946618,1180.795572,1268.795604,1535.305933,1506.660718,1236.60834,1298.266241,1467.254486,1253.689734, ,,,,,,,,,,,,,,,
0,54,722.4518113,791.8246768,738.513565,871.9303707,750.9047688,790.0009403,979.0746873,937.2119782,815.6405694,1014.882073,985.5048903,864.9791284,935.8011873,889.7676,923.0583847,940.3244653,1019.482276,1039.275709,1140.129557,1173.050189,1035.873272,949.2430253,891.5056926,906.3079074, ,,,,,,,,,,,,,,,
0,55,922.4576842,1041.140595,824.4915365,962.152472,824.113591,1094.045308,1215.348171,1097.742526,1237.422464,1136.084881,1103.235046,1069.541188,1017.911905,1242.674607,995.1212076,1088.350434,1333.518036,1179.516383,1179.332671,1323.520805,1158.015508,992.2618924,999.5233212,1037.91216, ,,,,,,,,,,,,,,,
0,56,589.037,843.2110864,683.7513367,767.5856811,605.1598044,1072.412907,1031.644622,1011.736667,627.513317,732.8497865,702.5145185,783.3330883,837.7335249,1032.941861,816.3702438,769.1692692,793.5413899,761.51248,772.7393642,855.0528998,801.5784428,749.2707566,813.041063,805.9820097, ,,,,,,,,,,,,,,,
0,57,493.9067774,1258.496864,873.3705111,1184.382523,944.598914,1706.287869,1102.395745,1611.929338,617.5944017,885.020975,486.0353856,822.2043052,631.3422658,1077.568429,596.7832915,855.923077,729.6896144,770.0495725,565.0238512,554.6885705,834.0002104,552.4079016,799.0079497,565.0372831, ,,,,,,,,,,,,,,,
0,58,950.3170971,1251.16669,1013.174606,1656.796741,1002.593779,2203.853278,1173.399723,1707.634953,918.0119041,886.4662054,413.0035109,913.5611144,785.4107876,1339.587996,559.9141091,1141.953553,982.2369667,902.8269813,690.7493766,870.6475351,972.0334597,773.5939083,1043.9198,559.5934401, ,,,,,,,,,,,,,,,
0,59,1605.263315,1483.058382,1838.416084,2095.143256,1810.298665,2325.687867,1474.290035,1630.153667,904.5328112,1090.196192,234.4201146,944.5523494,976.5882664,1656.126793,712.0999127,1323.539882,834.9779937,869.9166627,974.1018941,713.323375,960.7775663,704.2011916,1126.1003,635.1926042, ,,,,,,,,,,,,,,,
0,60,1595.632808,1796.497333,1434.256206,2095.34749,1398.660799,2152.335554,1229.425882,3141.537351,1192.040154,2003.196778,1082.622156,1429.614115,1140.396846,1884.56801,1230.204821,1911.171254,1195.16906,1430.894457,691.6629192,771.9362887,1666.683448,1047.636663,1363.704421,1320.464085, ,,,,,,,,,,,,,,,
0,61,2110.48032,2732.320413,1713.498167,2129.615928,1824.708439,2489.809188,1336.154292,4475.067297,1299.411475,2440.452337,2002.843284,1533.918546,1247.925511,1551.679037,1309.084638,3067.250631,1315.254939,1912.780229,1319.040615,745.5407509,1626.186163,1144.035858,1361.168936,1306.028596, ,,,,,,,,,,,,,,,
0,62,3243.512463,3745.124902,2885.920997,2878.867845,2990.269982,3118.362337,2355.527475,4154.501591,2364.218315,3009.039001,3015.619817,1973.492899,1950.714331,2284.698842,2151.954859,4066.351726,2537.569972,2425.704978,2264.650633,2333.222943,2212.561269,1892.128748,1673.029886,2112.619859, ,,,,,,,,,,,,,,,
0,63,2649.525219,2676.28014,2173.691586,2683.710247,1983.691839,3708.113568,2536.727511,3473.179219,2047.96529,2152.485815,1452.692397,1332.207744,1263.849268,2264.475922,1108.572179,2676.919056,1732.513396,1694.7539,732.2168912,906.9837515,1306.422596,1147.732165,1454.781255,1203.527812, ,,,,,,,,,,,,,,,
0,64,2897.246969,3626.481688,2309.677034,2865.492707,2941.930207,3826.851718,2342.383762,2895.38886,2094.896739,2157.664046,1507.700254,1720.598672,1070.983764,2020.420862,1334.23583,2089.564416,1973.872793,1970.341528,1068.354965,1214.382575,1569.837334,1134.731574,1218.647294,1448.080045, ,,,,,,,,,,,,,,,
0,65,4180.041275,3444.144635,2041.102271,3436.121281,1939.260733,3473.184864,2088.220623,3096.937119,2438.627396,2723.974927,2942.900844,1371.219839,818.1527522,2708.088675,702.4363484,2049.944865,2482.894804,2318.359809,1248.783612,1336.305604,1302.663188,663.1923597,1993.507997,691.8568622, ,,,,,,,,,,,,,,,
0,66,946.2778358,818.1292831,593.7637108,950.1306051,353.8488498,1581.559167,639.1420837,1299.369564,1530.83978,556.5915503,614.6133705,547.0460789,172.6250551,1511.947006,125.812454,787.5198723,1089.692594,473.022482,167.71725,195.2753851,554.1863376,146.2154888,1024.119118,155.1167705, ,,,,,,,,,,,,,,,
1,0,105.9329417,113.2959679,118.2930558,97.85248155,146.165387,117.1713079,16.80312683,32.90387599,3.009945684,9.961647696,13.54228849,1.656586696,26.18170521,21.97819259,15.73734315,37.55436911,14.38090123,7.8770396,14.47174039,5.833256055,12.24083219,23.02983082,11.4477075,27.54054309, ,,,,,,,,,,,,,,,
1,1,112.377547,119.3568535,122.9890299,109.3692242,138.029877,122.9046645,13.97938807,19.39731834,2.61439215,16.61353229,13.54970399,2.089135726,19.64026104,10.91548479,15.18785424,25.54639216,8.9559357,11.59621068,10.25647773,3.592445441,8.323927892,17.20180338,6.338615533,18.87411474, ,,,,,,,,,,,,,,,
1,2,117.2260931,112.2419009,136.4521298,98.89024233,138.8275602,116.1853816,11.14203389,16.45826259,2.779904763,14.72586993,12.92320755,2.525625375,20.69803662,16.89477449,5.992240347,13.19499811,12.22673874,8.260155342,10.68645291,5.289874996,6.687564589,19.59084027,8.735262778,9.815945575, ,,,,,,,,,,,,,,,
1,3,105.17331,115.1888475,119.5694273,103.2780652,125.587613,114.6283461,10.86160174,13.52641106,2.17169565,12.1165825,11.81513675,3.396754058,9.343583471,19.66962243,4.273333053,14.00474582,7.484126591,7.246526445,15.64186439,3.608385439,10.41616546,8.988095603,13.48407626,6.720968702, ,,,,,,,,,,,,,,,
1,4,96.31979416,98.49604039,109.0183213,103.483795,106.5779897,94.76234608,5.590359947,14.93932739,2.066347037,8.436317103,12.66217356,2.491726523,8.923729822,10.71009534,4.443232338,13.42792892,5.690915687,6.5210078,10.88791389,3.222661705,6.344090437,8.867561253,5.704149472,6.931430949, ,,,,,,,,,,,,,,,
1,5,92.02602951,97.70323985,104.4117084,88.97805207,99.46833049,96.86985417,5.853449087,8.062769868,2.637143763,5.383918685,11.85144207,3.0881102,7.974179669,9.762315966,5.601066906,8.331878187,6.702515139,4.280344093,7.236304225,3.415779805,5.812057968,9.306714555,5.121936141,5.433836061, ,,,,,,,,,,,,,,,
1,6,108.2049639,116.1254138,127.0904072,114.7160331,144.0685653,112.3046829,6.153423764,9.670392729,2.365270324,5.072037164,14.20944543,3.364453526,7.664473047,26.99947069,4.551837869,9.412833778,6.418962187,4.767689325,11.02129123,3.538952928,4.8572307,9.242583649,6.702021648,4.228638873, ,,,,,,,,,,,,,,,
1,7,134.3307928,139.6693349,132.0960546,123.1265416,142.9563963,125.7221357,5.147980653,11.17544545,4.604560855,8.114859722,12.39439768,6.101943942,25.53529841,35.63931756,4.885737166,9.801334218,8.307060914,5.821215232,10.64838878,5.47336389,5.998863442,10.00368034,7.922873632,5.060603055, ,,,,,,,,,,,,,,,
1,8,86.37905296,82.66392805,95.9384103,76.76783353,94.08684421,78.67892365,2.651115212,7.024313843,4.249638052,2.093914231,8.222233479,3.20445594,30.39460805,17.11224529,2.281339855,7.187119474,2.715344774,2.086298277,5.833036435,2.230908081,2.39768934,6.519218666,3.374237822,2.153968929, ,,,,,,,,,,,,,,,
1,9,67.47123199,69.2369518,76.2605661,60.61129389,77.53304467,61.23291384,1.226545169,8.072248484,3.305788002,3.175861964,34.60645864,2.809869065,19.13940268,11.75484064,3.938421009,3.365487503,2.836991978,1.218885956,9.350454848,1.639231669,2.295945136,4.647772204,2.824368021,1.407599939, ,,,,,,,,,,,,,,,
1,10,67.62082476,60.66308213,71.77638981,61.40030877,75.79829702,62.57471598,20.2012533,5.581535312,3.11258048,15.96512418,14.05204562,1.426854421,8.729165432,10.4387058,8.681994336,2.757980558,2.316702658,8.17409866,4.523138393,1.490836252,1.175145102,2.237327448,2.636141662,3.355463507, ,,,,,,,,,,,,,,,
1,11,66.74691272,58.24629623,68.71302036,62.99486149,67.92552078,61.17690029,32.27871783,4.460414024,2.448991177,88.90272122,48.60357336,1.160540411,3.257825647,4.907501002,9.840626954,3.615245304,3.253865348,66.96396137,7.309417375,1.635190912,1.24832582,1.468371479,1.492768182,7.444509466, ,,,,,,,,,,,,,,,
