   0.03749,   0.36755,   0.41861,   0.33116,   0.59364
   0.04108,   0.42560,   0.39703,   0.42198,   0.37794
   0.05236,   0.33516,   0.40718,   0.41888,   0.29874
   0.03583,   0.31239,   0.31166,   0.42564,   0.25971
   0.07319,   0.35907,   0.47357,   0.30701,   0.41570
   0.07164,   0.36832,   0.55578,   0.32194,   0.40201
   0.07029,   0.32739,   0.32508,   0.47091,   0.53332
   0.07494,   0.40531,   0.33389,   0.47065,   0.46200
   0.03879,   0.40401,   0.24037,   0.36843,   0.32537
   0.04487,   0.31846,   0.31286,   0.28109,   0.26169
   0.04414,   0.26117,   0.30528,   0.28307,   0.32143
   0.04679,   0.24859,   0.29604,   0.22292,   0.29949
   0.06739,   0.28111,   0.21453,   0.25922,   0.34493
   0.10126,   0.52484,   0.49353,   0.27458,   0.41134
   0.35188,   0.38997,   0.34119,   0.38439,   0.43674
   0.14423,   0.52601,   0.34247,   0.42715,   0.31006
   0.10793,   0.27420,   0.44412,   0.35171,   0.25079
   0.08161,   0.29105,   0.47219,   0.24784,   0.26265
   0.10372,   0.54599,   0.26527,   0.32511,   0.28292
   0.55535,   0.73899,   0.19550,   0.32899,   0.15354
   0.32035,   0.43280,   0.71157,   0.29470,   0.43779
   0.23565,   0.52613,   0.31692,   0.43089,   0.60033
   0.20102,   0.20297,   0.36705,   0.33471,   0.47549
   0.19046,   0.42551,   0.38084,   0.36529,   0.34926
   0.22826,   0.23416,   0.43086,   0.55095,   0.43943
   0.18448,   0.27546,   0.35269,   0.43168,   0.34053
   0.36351,   0.61532,   0.31380,   0.47535,   0.21717
   0.15085,   0.31241,   0.05871,   0.02426,   0.77972
   0.13992,   0.28308,   0.89017,   0.18989,   0.35107
   0.16036,   0.19443,   0.47760,   0.30521,   0.45883
   0.17724,   0.34337,   0.65486,   0.31721,   0.43571
   0.15157,   0.37108,   0.35287,   0.41663,   0.57541
   0.19237,   0.57808,   0.46772,   0.80187,   0.61996
   0.41676,   0.57193,   0.51798,   0.59170,   0.46495
   0.51647,   0.59861,   0.59053,   0.32766,   0.45681
   0.15085,   0.03255,   0.19447,   0.05343,   0.67059
   0.15085,   0.06063,   0.04458,   0.36664,   0.46921
   0.15085,   0.06063,   0.05072,   0.85929,   0.34600
   0.80703,   0.84899,   0.28796,   0.35400,   0.58547
   0.70989,   0.83083,   0.76847,   0.90350,   0.62631
   0.70868,   0.30271,   0.71984,   0.40229,   0.49507
   0.95993,   0.34627,   0.55364,   0.50828,   0.50685
   0.93345,   0.76248,   0.50820,   0.42797,   0.50544
   0.94396,   0.81944,   0.37956,   0.63797,   0.37903
   0.54452,   0.91710,   0.70595,   0.66943,   0.56254
   0.55000,   0.70796,   0.46679,   0.48167,   0.73389
   0.50152,   0.38155,   0.61189,   0.65218,   0.74186
   0.22790,   0.39136,   0.86755,   0.46342,   0.43890
   0.32560,   0.46348,   0.61603,   0.71567,   0.55114
   0.39403,   0.48519,   0.42642,   0.78424,   0.45058
   0.27333,   0.16970,   0.81887,   0.66024,   0.66926
   0.19655,   0.26709,   0.38241,   0.30050,   0.30194
   0.24108,   0.34778,   0.58575,   0.45832,   0.34519
   0.17946,   0.40703,   0.27162,   0.31866,   0.34156
