0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
 ,3.903545037, , , , , 
 ,30.5999423, , , , , 
535.9733834, , , , , , 
 ,982.4418228, , , , , 
817.7184868, , , , , , 
1382.919253, , , , , , 
807.2421398, , , , , , 
935.9461966, , , , , , 
728.7711989, , , , , , 
 , , , , , ,610.4759073
 , ,61.4148346, , , , 
 ,0, , , , , 
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
 , , ,0, , , 
 , , ,0, , , 
 , ,21.4745603, , , , 
 ,257.3024146, , , , , 
 , , , , , ,419.7073234
589.1772747, , , , , , 
 , , ,293.072252, , , 
 ,307.4894768, , , , , 
 , , , , ,307.8152887, 
 , , , , , ,591.5277114
 , , , , , ,678.6231649
 ,275.1935763, , , , , 
 , , , ,3.44900741, , 
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
 ,10.3498563, , , , , 
254.5809443, , , , , , 
521.0823658, , , , , , 
 ,1040.947415, , , , , 
421.6773366, , , , , , 
 ,1027.225918, , , , , 
859.2164603, , , , , , 
587.1545442, , , , , , 
695.1284406, , , , , , 
 , , , , , ,291.5047741
 , ,23.59991099, , , , 
 , , , ,1.532703978, , 
 ,0.12148904, , , , , 
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
 , , ,0, , , 
 , , ,0, , , 
 , ,14.29484292, , , , 
 , ,176.1097165, , , , 
 , , , , , ,267.1141766
 , ,61.94797262, , , , 
 , ,265.2267184, , , , 
327.9372709, , , , , , 
576.5257274, , , , , , 
544.7653124, , , , , , 
 , , , , , ,360.7109762
 , ,45.51213485, , , , 
 , , ,0.69698207, , , 
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
24.63636753, , , , , , 
 , , , , , ,394.0980692
864.1367433, , , , , , 
 , , , , , ,888.9415429
 ,444.6979981, , , , , 
 ,341.127523, , , , , 
 ,391.3543261, , , , , 
 , , , , ,609.3109249, 
 ,413.9212718, , , , , 
 , , , , , ,119.3678314
 , , , , ,58.88494003, 
 , ,27.02765382, , , , 
 , ,3.45525996, , , , 
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
 , , , ,0.335226382, , 
 , , , ,4.305801487, , 
 , , ,2.17532442, , , 
 ,263.5567158, , , , , 
 ,156.6497433, , , , , 
 ,180.89504, , , , , 
 ,302.9948015, , , , , 
 , ,211.9938324, , , , 
 ,710.7891764, , , , , 
 , ,123.6137754, , , , 
 ,34.37045699, , , , , 
 ,24.63489506, , , , , 
 , , ,0.043157946, , , 
 , , ,0.002220511, , , 
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
 , , , , ,0.219470842, 
82.84159949, , , , , , 
145.1778311, , , , , , 
 , , , , , ,460.9230238
936.8263012, , , , , , 
 ,994.5124587, , , , , 
 ,299.8675154, , , , , 
 , ,100.5967747, , , , 
 , , , , ,291.1272213, 
 ,388.6673707, , , , , 
 ,572.6760788, , , , , 
 , , , , , ,749.6626352
 , , , , , ,597.8645332
 , , , , ,61.55491912, 
 , , , ,0.5428695, , 
 ,0, , , , , 
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
 , ,4.4536721, , , , 
 , , , , ,55.26432877, 
 , ,29.81018515, , , , 
 , , , , , ,508.2317299
 , ,270.1698795, , , , 
 , ,37.45930677, , , , 
 ,44.30477768, , , , , 
 , , ,197.5537175, , , 
 , , , , ,188.9952513, 
 , , ,42.42710356, , , 
 , , ,49.64504593, , , 
 , , , , , ,242.1468073
 ,38.54477545, , , , , 
 , , ,3.93969725, , , 
 , , ,0, , , 
0,0,0,0,0,0,0
