New Model,PolyR
209.949709,328.4828806
10.14361013,133.4341349
22.17296187,40.88032009
135.8234806,173.5221584
158.3891682,206.992082
591.6153938,634.5590136
1162.264043,1450.174718
937.1040179,1369.960037
1529.33495,2049.657699
1404.758576,2208.40562
1296.473221,2083.973498
897.6681041,1590.052959
616.6758267,1347.566704
409.7571456,835.9201233
458.5877485,970.4453203
500.5646141,865.5362434
441.4321137,837.1949369
589.4825944,1058.745624
1206.711589,1781.708627
891.3133542,1262.187928
340.8148568,597.2026151
189.9408295,508.8113835
54.70778254,243.9486465
250.5479924,268.45218
211.444018,670.1526799
293.6860954,571.9347312
187.225985,439.5196334
158.4973219,165.2794443
228.4072094,720.8899025
519.1417721,707.1751953
746.9977323,884.4725074
1038.274404,1281.986644
232.7915617,455.7913944
565.4472405,1020.810296
600.1143037,876.5800678
139.5619624,226.0364608
0.221930025,4.066135616
10.44637234,10.93602498
2.537594825,2.541566336
0.334236306,0.341002191
0,0.000459398
0.035695995,7.845935709
0,0.431691404
0.021522144,0.023315656
0,0.000334248
0.02423,14.68808563
0,0.002191192
0,0.132153516
0.078447756,0.058463382
3.037765154,73.75009073
27.93275993,612.663795
425.4209723,435.9992655
199.8704714,202.9379531
6.906588613,28.29229698
5.454253924,5.55372099
0,201.6282866
12.60923131,20.05745978
514.7691893,514.5889863
531.4333052,1280.868025
1124.890416,1388.144443
2004.338723,2772.12609
1737.057608,2734.568616
1805.458065,2841.874274
2301.368838,2322.210431
1312.516863,2295.517249
1531.675977,2031.111374
714.3766223,1165.834581
671.9388014,963.7404118
396.9641327,673.2126708
360.4720411,714.7966273
887.9346121,1145.489979
660.9839693,1073.557641
584.5252652,914.0317339
219.0628208,330.9796305
606.0274993,1096.905452
581.5896132,1160.448878
556.3877137,926.1646204
698.7938898,990.5559242
463.4610612,987.8733625
405.0158792,726.1438579
97.199645,470.6165037
95.42938972,289.5118936
216.0972897,454.5678269
387.7777331,599.7607298
855.4655451,909.2574662
775.4498577,827.193762
383.8275636,900.378499
256.6700765,435.8882031
51.65171399,336.0871368
2.60055867,2.621873523
0.517026432,0.583536087
0,0.002813175
0,0.374223549
0,0.129536737
0,0.580528508
0,0.027518359
0.00686809,1.445263143
0,4.46872411
0.085787378,0.40189397
0,0.110356143
0,0.087132502
0,11.02592846
4.71167843,7.030737922
3.572677388,176.9697939
23.76232564,111.8773307
70.73794094,205.8260235
195.4137048,233.2955116
28.36704797,28.89999741
23.59444861,32.61204275
0.281393162,3.014538418
0.454168449,7.202533172
54.92561728,56.98169672
229.1943629,240.2897565
794.5130571,1264.532033
1092.271152,1543.372797
1434.604381,1622.696995
2263.046046,2631.680597
1858.693387,2777.705921
1168.890619,2176.563148
1393.137604,2604.997201
1457.809054,2181.1754
875.6869173,1191.562443
698.806777,905.3005019
349.9436372,500.8916756
530.4882552,603.5018769
443.8930644,553.0742917
598.2901361,765.9811426
551.8187922,557.8493137
628.6826109,819.1678347
1135.78134,1398.055327
912.6313001,1321.98034
609.5758543,1526.189063
456.9333994,991.9272238
174.925272,712.7783441
359.4324999,757.5849831
352.918025,443.3220618
253.1371805,508.2087847
121.4156993,334.0501019
661.716145,764.9662473
370.7520786,463.2273648
691.8069932,988.5515893
182.872218,646.7404913
127.9694081,336.9493342
1.321064085,244.7605532
5.080632242,11.47447086
0.000387298,0.688012924
0,0.10561959
0,4.615075899
0,19.76449479
0,2.913741164
0.345224815,29.25249568
0,2.505759078
0.034301724,0.544554042
0,10.25322579
0.028933388,3.070042191
0,1.453488687
0.001226445,0.218325839
0,0.888881379
2.073575391,14.93581961
12.39570192,15.70917854
145.7853178,160.5895371
133.89118,325.737963
372.5325164,423.7706522
191.2910466,224.2526029
51.59850861,70.28157862
26.92660691,51.68918272
20.30798962,24.04677943
20.45055015,51.44527517
81.66470687,341.4567753
662.0152787,967.9069064
382.6106285,624.4957323
1104.775957,1277.270685
979.6453975,2126.058394
1653.17066,2360.790286
1406.572532,2259.246472
1184.372597,1860.760806
726.6636624,1805.852677
1076.81088,1674.708729
847.1919343,1023.694865
577.8045366,786.0251735
448.2194833,654.010666
403.9484097,747.5731932
563.836915,613.6130937
562.2745723,829.0086052
441.7974885,608.0009914
294.3890833,564.3370802
474.9034156,866.200413
338.9874192,729.2741165
479.3165679,909.96068
640.8260202,824.865798
627.2095797,759.5187466
197.1263644,337.998829
361.3745984,419.8567484
806.3959862,806.2414687
449.8974451,610.2164798
340.212312,399.7576883
294.0467262,409.6645678
505.5673971,1155.211422
145.2215643,417.7753567
20.89316586,38.69444784
2.668241,161.1710383
0.451674677,28.43311804
0.11870091,0.15893534
0,0.010948487
0,0.350845183
0,1.141933659
0.036577285,4.779263174
0,13.92322274
2.360598303,7.856411531
0.067180133,4.848582964
0.055134994,4.830623627
0.512246406,6.372335021
0.014610575,0.44497147
0,29.86069751
4.697371479,34.40049579
6.754475811,11.50299403
7.559059911,16.06379293
17.27309621,34.65662293
34.88725731,58.48304514
119.2139466,202.6974925
73.0449865,188.9262269
147.3909449,314.3199063
110.9079265,144.6524336
37.15018665,37.59950021
18.61345492,31.79395015
84.36964437,238.3690134
260.6153728,1299.638031
618.5375192,1071.240183
555.3821341,876.2345507
599.5935156,900.3019169
1445.476064,1789.061383
1234.73337,1664.540204
922.2005693,1605.035753
1472.185652,2044.575325
1454.63156,2118.299528
947.1047444,1523.938062
547.0368239,1587.075084
485.9543983,979.0577409
595.1281081,860.4333416
601.709169,814.3574194
469.3876054,689.7787272
324.8863374,662.7962823
383.7521096,488.5174585
294.0099429,742.6118364
494.7596517,1219.650247
685.9453705,1372.437646
821.6927671,1170.403423
477.8217835,868.8781667
448.2004913,502.8975213
212.8824614,370.5156385
164.1066829,290.3223209
465.7454583,703.1890987
690.3033738,843.1628121
302.8393276,483.0293724
275.3069106,280.2781054
247.1049816,837.7305129
176.624164,584.9653482
121.3241942,207.0037485
20.23059643,214.7453217
29.74082073,258.2744323
0.804925717,10.80268132
0.010418326,3.087917692
0,0.013974747
0,0.016628792
0,0.149425589
0.104094335,2.121788286
1.208727666,21.03565406
11.82558015,13.95279234
4.335470692,5.878936427
5.631648486,7.789493548
87.13851089,351.7903544
16.05337226,105.7355221
19.63893564,55.26871282
22.73664281,64.11092108
15.31336731,21.04848399
20.06600716,47.7826002
42.72311525,102.6396311
13.14344447,32.9826716
80.52657807,151.0982435
110.3647887,617.5983484
48.9292791,135.7196583
50.2775091,98.16119587
50.89427116,52.37169154
68.43165551,233.6630584
221.917348,223.124741
420.0125815,736.655305
898.5559156,1587.789803
725.5076681,1704.881888
1063.997095,2045.882187
1147.829191,1801.17478
1454.645395,1835.178417
938.1786638,1371.001747
1363.822965,1976.7116
1190.24217,1969.932494
1232.613718,2293.251021
1336.152103,2283.789777
762.6487974,1398.538446
616.1881021,985.3658894
746.2963318,1028.903697
701.7733005,1127.33432
626.3726215,966.3015922
276.5813544,345.0440392
265.7542361,352.121916
396.1569807,932.9964809
560.7512531,869.4755704
430.1539354,750.4684526
482.1763133,900.1992509
501.1232587,775.4238611
745.3049986,827.5565774
244.2540969,431.8377892
206.629043,262.7421855
849.5660784,1271.638409
1256.617771,1542.116064
440.0479342,640.4503838
234.0944603,360.3116649
257.5748059,470.8918447
259.2452511,470.0746216
408.2806386,727.4886284
69.66869782,77.79768508
26.42105392,93.23607616
0.104196162,9.763320089
0,0.000280705
0,0.38762959
0,0.166245335
0,0.035844634
0,2.581634338
0,13.65481708
16.40182191,44.64574997
71.38353899,240.152194
27.10273792,63.73033247
2.231687035,79.70699473
11.62588721,474.0078423
8.851332537,73.20800444
12.30198418,121.2854798
43.32531635,77.62051251
60.52458321,69.84657958
35.12974112,76.29848703
79.07796667,141.0273458
62.32351603,93.7646129
74.17183467,153.0936364
56.48881115,100.63388
29.76343908,73.49913589
151.9987788,227.6763337
253.1598061,403.7049169
222.6084264,456.8653042
967.1200438,974.8980308
1530.226618,1543.460214
1125.235871,2339.98903
1100.401238,1825.507771
1162.42463,1710.947917
1256.375916,1902.020101
1181.080993,1422.454497
1240.376203,1542.375277
1078.655046,1830.08992
1085.223836,1807.227588
1138.409711,1889.670348
1585.418918,2161.219855
1594.153167,2316.034115
1049.307381,1444.286039
903.4263922,1376.914531
728.8140875,1013.779269
684.0775855,1069.620043
722.648347,751.2251007
435.6311153,560.7658351
295.0711364,421.2419002
269.2488544,698.9900743
214.1105291,518.4587402
327.7062755,633.3978412
404.0248054,973.6925529
410.6063969,562.3071967
258.8125051,412.9458871
539.0297613,897.1979098
608.1143059,1274.068644
1852.788925,2391.042203
1311.585574,1944.570588
703.3759071,1113.084519
163.1186457,394.506608
421.4079182,450.1989395
281.2002147,1099.725726
325.0487992,329.1557791
207.9961013,267.2171336
57.23973771,64.51414797
0,0.382234813
0,0.634343443
0,4.853720981
0,1.206113968
0,0.418530977
0,1.226529822
3.615736886,7.998115566
39.57028758,69.12830277
21.10888453,27.76510352
0,7.063730665
2.884182551,56.99108701
3.887994976,53.66797299
50.8650843,168.0904683
51.34658361,147.4310216
93.86315607,144.6465706
114.8350522,146.7010662
163.4212786,195.7135526
63.32766967,93.39325806
14.76550423,20.53535184
112.3653598,123.709097
70.90688038,112.1326331
145.989796,155.7047353
212.4592366,255.1224972
190.6101521,291.0952763
380.7162194,569.6290211
632.2096935,1079.503646
782.4071589,1186.246614
578.0688069,1095.037449
576.484973,1154.744576
508.7845797,1025.725586
1181.674057,1813.670629
1584.555741,2135.006589
1257.252958,1841.250398
1548.459152,1982.893772
1614.535629,1940.386069
1178.752402,1466.194683
1009.711879,1368.159727
1313.079628,1576.588387
1196.990446,1895.180454
1438.232339,2042.3482
1193.410773,1693.956337
1000.238064,1717.987907
1450.768152,1378.061736
627.691846,1162.230404
591.3501434,753.0867394
569.8054928,775.3847714
431.2188531,688.8322231
463.8899499,809.8863471
529.1174132,990.1597951
337.9795861,738.3777622
239.8085197,547.0249411
715.1437418,983.7394675
862.1978887,1169.259668
819.9089082,1459.141544
681.2798321,1471.698006
439.1875633,1287.945383
190.037553,394.9304272
183.0861764,190.1296612
50.49991876,878.2712008
329.3395808,926.3789565
292.0558705,569.0141328
116.8505986,117.2494763
0.867002303,1.445370951
0,0.003388952
0.001469169,3.429210129
0.093635786,0.988773327
5.409816901,5.361924521
4.95697872,22.41010621
2.271913297,107.9951319
1.45319384,5.465944951
0.391252316,13.78501188
9.426060767,9.415951969
22.84829076,58.7292931
5.615700149,120.5368952
15.32061535,26.04806369
26.60986877,71.75313359
40.57371551,46.06581918
75.15431063,81.76125058
234.3135302,240.0292946
57.55978603,63.50760116
16.28756352,17.35245377
81.05016896,84.51147566
239.543213,248.69332
202.5364693,221.5962472
164.7842065,177.3103944
165.8278181,202.4910275
273.1334574,329.0631798
555.2566537,712.6987392
214.648043,462.3259929
366.4338984,446.4606686
619.1417305,1026.851573
284.4207928,1198.729915
608.0232418,936.4163164
1622.791504,1947.665454
2205.289561,3070.476169
2188.755513,2775.015268
1327.531218,1834.4372
1429.931973,1732.618565
1232.585845,1431.467905
1520.039002,1792.233711
1731.701939,2344.507476
1549.848767,2553.22999
2257.588658,2821.039443
1602.382102,2151.027924
1976.020192,1988.228787
751.9785575,1294.200615
771.9812382,1396.933076
610.6445806,961.1829973
455.6825703,572.4991079
770.119221,985.2459648
364.2924996,748.5195977
385.8079226,747.0315947
407.0597902,839.0594568
618.837884,1051.995672
1060.733282,1505.761773
690.8184392,1246.573958
555.4100021,1050.343681
460.9359435,1027.386986
513.4051799,640.6041532
495.4930383,951.1435654
458.5526951,789.1927024
281.642468,839.8278721
207.1396716,501.8727064
29.99321772,103.9946238
0,0.431816673
0,0.019927203
0,3.330264626
0,7.480772451
13.66262803,15.43825883
2.353374095,23.25139991
2.727651209,140.5241771
56.07623563,56.52806661
81.01980299,83.54609081
49.88295797,127.2336912
5.463107065,80.8603517
44.39232474,47.58301813
106.0056571,115.6644421
95.50882704,118.4138205
56.96558257,161.2167832
38.151254,60.51674134
68.00577017,90.29247827
79.12241416,90.60758184
217.1149026,228.2596116
288.1398519,317.9092136
160.5260327,189.3227314
57.62883478,64.46370295
118.5948933,152.4290314
162.145214,166.1715977
91.93103471,142.1304289
157.4166506,306.19115
226.3992688,380.753325
245.1365351,542.3454461
537.0689388,1036.301222
356.169834,614.863393
549.8734955,767.6603087
723.4481458,1113.89477
2083.172179,2664.920521
2167.585589,2843.673213
1602.885269,2599.562472
1143.833534,1642.113522
1011.45596,963.8706484
901.2021523,1120.234522
1062.004391,1209.595941
2060.90597,2264.475763
2484.763299,2763.623211
2743.518839,2905.964652
2565.544004,2599.943179
2090.275893,2109.851507
2037.347057,2050.288923
1473.948095,1475.832149
937.3570967,1517.993686
812.9819309,1026.143713
393.6805885,689.5480198
422.4279891,799.0546029
493.3306128,764.483565
435.4735292,627.7120343
460.8691314,1022.324795
807.1962024,1255.2868
475.5649622,953.4924023
429.8687226,745.3096643
795.5028619,1426.000758
386.2292458,851.7888632
245.8876149,389.6777936
310.9327822,507.7835878
247.4241616,615.6542075
147.5681648,168.1682588
0,0.021257295
0,0.076420155
0,0.040012964
0,4.788534229
0.32564649,2.661749688
7.818482943,15.82321857
9.598459506,20.96221588
28.46293673,104.9625953
174.3050157,270.1090937
53.62925727,99.51275406
17.92808287,46.37186625
5.480594575,70.30620319
54.19409281,146.6527967
55.80210232,131.4763919
151.9085392,191.8106637
207.2718404,327.4963333
213.0839893,303.7133005
312.0510481,351.0882883
63.57764169,71.7228234
215.8321108,233.2111572
293.2875039,369.52779
135.4859023,190.7387416
74.36123042,82.92505291
160.7267997,230.3323371
278.2274391,491.8282464
258.8187445,511.9835923
121.943352,612.4376546
423.0324559,580.9277488
343.4740926,553.1510838
322.1425803,710.3927411
785.9764995,1050.967325
746.1983568,959.1864737
1064.660686,1472.826763
1143.34067,1661.68834
1887.979197,2716.789436
1187.189636,2011.07796
1586.237471,2420.304602
1060.180486,1138.445544
1062.79068,984.5545043
901.8269823,1175.085705
2337.392595,2382.644095
1967.466231,2091.856421
1066.915746,1855.525546
879.5551426,2093.89228
992.8539045,2062.353861
1035.352964,1674.241458
745.1282646,1365.84154
673.5272156,1401.196149
993.4444888,1717.090093
818.2820874,1436.049553
714.9691761,1080.329981
595.9872095,851.8990278
493.6989006,820.6351295
546.918781,623.9447166
698.8703083,776.5417995
602.5905534,1021.797192
394.2669336,873.4182849
540.1923074,846.6477292
304.3265867,670.0042888
167.5513823,229.1323815
148.2634753,149.6837954
54.49365359,188.5292798
17.33717596,19.94916003
0,1.959894522
0,5.527493485
2.267898737,2.98558765
14.8914622,68.86025563
90.62223551,163.6886555
86.79561035,126.0998659
188.6047447,284.0237282
165.9271726,347.0970856
19.73841409,50.05090757
0,4.15873116
5.252525514,21.6102743
1.855414834,8.762246489
5.371776624,40.10297772
218.7756076,208.2199997
185.2308595,214.021766
222.0674381,272.9265942
176.4209356,196.8476319
145.8309809,171.1559674
159.4701943,237.3265544
281.0662848,423.4510291
275.3990577,361.3325609
150.2284149,166.5235683
185.0542623,203.8344271
319.0016706,420.6852961
288.8686847,419.2516432
184.6513144,370.9768655
434.9208167,628.808456
353.1348297,603.7486822
435.6096474,504.6778688
624.7600749,870.3225681
1611.992093,2036.441339
1947.839167,2489.123309
1568.749468,1952.364662
1416.478196,2569.539812
1625.817655,2715.147723
1815.276008,2415.571994
1100.275267,1391.287818
1266.913909,1589.534456
1238.984167,1278.802833
1329.824842,1356.684077
1472.45221,1519.0484
860.3458998,1491.080089
1053.727397,1808.90817
1032.454157,1672.056222
1396.558059,1992.019769
1154.622042,2010.764782
806.2185814,1674.981449
903.5575119,1758.346291
670.9778034,1434.996085
896.9963124,1534.159881
667.5617083,1580.270628
571.5740929,1198.853559
474.994431,719.5654675
594.5711413,800.895772
602.1962652,755.6901453
536.9173569,814.9755933
409.916587,1072.808335
361.9862815,560.0140961
136.4301203,392.8685458
99.51945209,149.1553723
38.11340779,166.7152113
3.688293782,4.218241016
0.083785538,0.169390828
0.256535887,2.966295845
2.269738072,13.24457294
53.8039481,77.50774996
185.5285198,292.6880555
167.3844155,353.6323959
190.1221326,188.5887073
194.474787,349.5424345
126.8650477,288.3351576
9.874965516,12.26598114
1.189983284,4.160616881
0.619267833,11.25453779
0.572828008,2.159935844
6.942533458,22.65001807
88.35990193,87.82005729
152.1258662,178.8728385
268.6585439,299.6407715
92.39177271,106.7015556
62.1750786,72.68945988
240.7613317,331.2249268
284.2466794,406.8314907
277.0027001,336.2759142
338.0597722,424.4705983
151.5103542,200.6243014
310.668247,451.903296
351.338447,491.8303755
200.4460461,256.0647246
433.3007758,774.5521319
348.2905514,505.1662139
354.3953488,566.3803619
634.8623623,865.7168379
1039.110836,1473.558352
1655.949318,2057.561645
2172.042863,2736.538343
1531.080185,2461.876516
1564.153741,2585.238293
1275.516645,2122.580429
618.1167158,831.5141719
730.7154721,1016.74596
948.2958922,1272.183357
1084.657241,1665.160431
781.5886236,1256.553643
