Place,Y, X, Best RMSE Model Name, Best MAE Model Name, New Model Best RMSE Value, New Model Best MAE Value, Old Model Best RMSE Value, Old Model Best MAE Value, Cumulative Accuracy RMSE, Cumulative Accuracy MAE
1531,24,56, LR, SVR,935.8689659,399.6129042,1609.440259,750.7915963,100,99.73873285
1532,24,57, KNN, KNN,1103.776394,526.4932606,1438.232487,608.325,100,99.73890339
1533,24,58, RF, RF,944.8506254,268.5150614,1416.138275,625.3886089,100,99.73907371
1534,24,59, RF, RF,387.938717,134.0284586,1019.574117,414.831021,100,99.73924381
1535,24,60, KNN, SVR,88.04396659,40.06607857,1169.528437,440.2810561,100,99.73941368
1536,24,61, KNN, NN,529.3938452,193.5328627,2162.691459,1093.431563,100,99.73958333
1537,24,62, NN, SVR,24.49897418,4.422863208,1186.868148,460.5516524,100,99.73975277
1538,24,64, LR, LR,0,0,1774.301238,390.747078,100,99.73992198
1539,24,65, LR, LR,0,0,1575.918307,415.675327,100,99.74009097
1540,25,1, KNN, KNN,5.098303241,0.754602399,244.1632779,51.94577688,100,99.74025974
1541,25,2, SVR, SVR,45.29954752,6.988726074,222.2536824,42.9938371,100,99.74042829
1542,25,3, KNN, KNN,0.494729915,0.108358805,212.7270363,37.95687443,100,99.74059663
1543,25,4, RF, RF,142.299341,23.79588809,236.263642,59.65455562,100,99.74076474
1544,25,5, LR, RF,268.9877785,72.16888602,281.5739161,82.95006858,100,99.74093264
1545,25,6, RF, RF,446.7848858,109.7360299,830.1908161,322.9167883,100,99.74110032
1546,25,7, KNN, KNN,84.40691996,26.53741803,1316.000925,486.4303668,100,99.74126779
1547,25,8, KNN, KNN,157.7637522,58.75394628,975.2556917,383.79276,100,99.74143504
1548,25,9, LR, KNN,47.73710572,15.29561886,291.296219,111.8967849,100,99.74160207
1549,25,10, SVR, SVR,9.172581374,1.565185006,518.6757429,135.8984632,100,99.74176888
1550,25,11, KNN, SVR,57.39042916,7.852638032,529.909074,166.9304427,100,99.74193548
1551,25,12, SVR, SVR,0.161734333,0.13276777,616.0831202,280.6777611,100,99.74210187
1552,25,13, NN, SVR,23.03182821,5.527006109,652.5468547,340.3602457,100,99.74226804
1553,25,14, KNN, SVR,35.17829997,11.88959952,928.1793751,469.8702102,100,99.742434
1554,25,15, KNN, SVR,109.2175895,33.96621773,630.5292431,330.9931304,100,99.74259974
1555,25,16, RF, KNN,234.2360651,66.63198384,666.159734,368.6905907,100,99.74276527
1556,25,17, RF, SVR,24.4282654,10.01594946,751.706662,429.9002432,100,99.74293059
1557,25,18, NN, SVR,58.77253691,22.06197669,583.217085,275.6994378,100,99.7430957
1558,25,19, KNN, SVR,228.8708812,111.6545846,589.3431372,300.9526804,100,99.74326059
1559,25,20, KNN, KNN,179.4728595,107.6670218,707.6899038,347.850708,100,99.74342527
1560,25,21, RF, RF,198.36705,104.4680789,420.0434418,226.570285,100,99.74358974
1561,25,22, KNN, KNN,243.7938641,122.6136059,555.1621206,291.4205298,100,99.743754
1562,25,23, NN, SVR,69.98426176,24.20457623,784.9065917,385.5275766,100,99.74391805
1563,25,24, RF, LR,352.1475075,122.8245013,497.4629829,222.7977571,100,99.74408189
1564,25,25, RF, LR,266.0950011,111.0573167,503.9118615,228.3501195,100,99.74424552
1565,25,26, LR, LR,172.8848739,94.47008548,409.3320279,216.3039773,100,99.74440895
1566,25,27, KNN, KNN,602.4993488,229.6897385,787.2615782,347.831589,100,99.74457216
1567,25,28, RF, KNN,979.4422729,360.54615,1254.919701,488.7044144,100,99.74473516
1568,25,29, KNN, SVR,357.8944977,134.0608091,1952.677147,782.15625,100,99.74489796
1569,25,30, RF, SVR,693.7512326,232.3253043,2038.16932,997.633354,100,99.74506055
1570,25,31, KNN, SVR,637.498195,226.5277802,2032.684924,926.5921285,100,99.74522293
1571,25,32, KNN, SVR,1211.640082,523.679878,2488.718047,1124.435277,100,99.74538511
1572,25,33, KNN, KNN,973.1304321,443.2445229,2682.324571,1243.406654,100,99.74554707
1573,25,34, LR, RF,1020.23613,435.1596211,1851.7484,915.4730603,100,99.74570884
1574,25,35, LR, LR,984.0042096,482.5533438,2169.374548,939.2776131,100,99.74587039
1575,25,36, RF, RF,1133.759741,358.6692386,1742.831798,779.5560408,100,99.74603175
1576,25,37, KNN, KNN,705.1776385,265.6241457,1145.222635,523.0436047,100,99.74619289
1577,25,38, RF, RF,1007.002874,414.9395873,1062.319347,514.8485401,100,99.74635384
1578,25,39, KNN, KNN,1122.958327,441.2926116,1252.842935,580.0315897,100,99.74651458
1579,25,40, RF, KNN,778.3512867,358.3218993,1577.15865,721.5101232,100,99.74667511
1580,25,41, RF, RF,1095.91624,334.1148383,1352.606079,556.1000621,100,99.74683544
1581,25,42, LR, KNN,639.2664146,280.9957248,1482.787923,622.5717374,100,99.74699557
1582,25,43, LR, KNN,709.8580469,303.2403529,1885.665204,770.9393193,100,99.7471555
1583,25,44, LR, SVR,1063.163068,548.5487631,2009.26975,810.4511589,100,99.74731522
1584,25,45, RF, RF,649.7709279,292.6611717,1343.240492,587.9669859,100,99.74747475
1585,25,46, KNN, KNN,540.7326502,301.3830376,1155.171413,523.2886146,100,99.74763407
1586,25,47, LR, LR,350.1271164,198.2738451,943.2526937,394.2330569,100,99.74779319
1587,25,48, LR, LR,441.3579877,215.0253246,1043.902081,464.8610147,100,99.74795211
1588,25,49, LR, LR,1087.326552,418.4975642,1096.904082,469.0048077,100,99.74811083
1589,25,50, LR, KNN,614.9789524,288.1140671,1032.182302,509.5827729,100,99.74826935
1590,25,51, KNN, KNN,559.1354999,339.4550714,1028.212088,552.2013148,100,99.74842767
1591,25,52, KNN, KNN,493.2853507,282.3443401,960.7028552,516.5407097,100,99.7485858
1592,25,53, KNN, KNN,390.1261974,276.8077715,1194.499007,572.6715874,100,99.74874372
1593,25,54, LR, LR,587.2640481,358.8237842,1366.049033,614.4832368,100,99.74890144
1594,25,55, KNN, KNN,858.4266755,485.2245534,1288.749335,654.182149,100,99.74905897
1595,25,56, KNN, KNN,853.2326914,419.2374532,1543.063619,753.1833107,100,99.7492163
1596,25,57, KNN, KNN,1161.091443,428.6045024,1348.4861,600.8818222,100,99.74937343
1597,25,58, RF, RF,451.2360105,244.5578395,1241.052284,561.0071358,100,99.74953037
1598,25,59, RF, KNN,397.38725,207.5800917,934.2096884,459.7012034,100,99.74968711
1599,25,60, LR, SVR,122.9125418,53.42952696,824.6219749,354.2521099,100,99.74984365
1600,25,61, NN, NN,118.0770491,50.79947323,2586.298915,1113.568854,100,99.75
1601,25,62, KNN, SVR,227.8587339,43.04376847,2031.198372,948.1521875,100,99.75015615
1602,25,63, SVR, KNN,3.111459262,0.645203817,1359.261586,439.9625342,100,99.75031211
1603,25,64, LR, LR,0,0,2022.706353,624.3106203,100,99.75046787
1604,25,65, LR, LR,0,0,1696.734292,537.3032407,100,99.75062344
1605,26,1, SVR, RF,0.181716389,0.055153668,193.5640629,32.84403599,100,99.75077882
1606,26,2, NN, SVR,14.13139961,2.48053038,115.3999323,23.71042343,100,99.750934
1607,26,3, RF, KNN,56.709467,12.62357449,123.6063244,25.39981842,100,99.75108899
1608,26,4, NN, SVR,8.004622649,2.025285959,275.1359694,55.35344702,100,99.75124378
1609,26,5, KNN, SVR,45.51646245,12.57840623,600.2701657,186.2940686,100,99.75139838
1610,26,6, RF, RF,218.2221923,69.08627428,587.548485,286.3066135,100,99.7515528
1611,26,7, LR, LR,468.6156299,155.0677195,1230.784406,488.4298295,100,99.75170701
1612,26,8, LR, LR,117.2040827,69.74335504,711.2578762,306.73332,100,99.75186104
1613,26,9, LR, SVR,116.1757755,39.61666069,338.6343458,170.7251649,100,99.75201488
1614,26,10, RF, SVR,158.2219012,57.86658155,458.4647856,208.120857,100,99.75216853
1615,26,11, NN, SVR,64.60864694,14.63536435,422.846404,205.1010174,100,99.75232198
1616,26,12, NN, SVR,12.20218012,4.598077367,692.1660712,308.8747463,100,99.75247525
1617,26,13, SVR, SVR,33.43248119,7.155491869,707.1827204,387.2009521,100,99.75262832
1618,26,14, SVR, SVR,4.193208812,1.083194164,1082.517395,544.9892361,100,99.75278121
1619,26,15, NN, SVR,62.07951084,19.37671229,755.7935657,383.1321825,100,99.75293391
1620,26,16, RF, RF,249.9247408,77.11230559,594.44442,313.861801,100,99.75308642
1621,26,17, KNN, KNN,170.3996168,82.03540796,622.1665903,323.629623,100,99.75323874
1622,26,18, KNN, SVR,149.5837615,48.58012045,624.8476054,352.1767495,100,99.75339088
1623,26,19, LR, KNN,411.882243,114.0035515,732.0999694,293.9152853,100,99.75354282
1624,26,20, KNN, KNN,106.4092634,51.51868373,577.8423562,267.5718051,100,99.75369458
1625,26,21, KNN, KNN,184.0497773,66.47051356,653.1992574,265.0376674,100,99.75384615
1626,26,22, RF, KNN,165.08574,64.59365449,655.7207376,331.7159598,100,99.75399754
1627,26,23, RF, KNN,189.7345241,77.500294,742.762921,343.000871,100,99.75414874
1628,26,24, RF, KNN,155.2766605,74.72845737,506.6410852,255.9509079,100,99.75429975
1629,26,25, RF, KNN,363.5960497,176.6315208,636.674005,324.3025915,100,99.75445058
1630,26,26, LR, LR,191.1767534,103.2072535,453.4948481,187.6117251,100,99.75460123
1631,26,27, KNN, KNN,240.7420235,83.70105088,938.4239848,370.5001037,100,99.75475169
1632,26,28, KNN, SVR,432.3481936,132.7372641,1339.955798,567.1606938,100,99.75490196
1633,26,29, KNN, KNN,408.4169921,182.0290582,1979.126458,848.238131,100,99.75505205
1634,26,30, KNN, KNN,755.6745624,303.7398435,2012.683819,864.0753944,100,99.75520196
1635,26,31, LR, LR,841.4259192,289.9751217,1980.366118,975.2940743,100,99.75535168
1636,26,32, KNN, KNN,651.1587614,278.9554888,1893.930245,983.7315743,100,99.75550122
1637,26,33, KNN, KNN,1916.328962,714.9631201,2459.548497,1135.408032,100,99.75565058
1638,26,34, LR, KNN,756.219232,283.7253075,2208.870411,976.5921053,100,99.75579976
1639,26,35, RF, RF,938.3487249,312.2541042,2058.777916,897.5655456,100,99.75594875
1640,26,36, KNN, KNN,529.8202264,184.835493,1506.390347,682.8697917,100,99.75609756
1641,26,37, KNN, KNN,890.7487365,255.6713142,1394.66709,607.28125,100,99.75624619
1642,26,38, RF, RF,918.5116527,337.506217,1190.919592,505.6362478,100,99.75639464
1643,26,39, KNN, KNN,721.3308227,199.05907,1690.338582,619.0031137,100,99.75654291
1644,26,40, LR, KNN,940.7995484,338.2832074,1458.73698,600.5019664,100,99.756691
1645,26,41, KNN, KNN,476.7514773,217.3907201,1405.11755,617.4981648,100,99.75683891
1646,26,42, LR, LR,536.2505041,270.2544164,1186.627875,479.9738231,100,99.75698663
1647,26,43, LR, LR,676.8751248,280.0303193,1121.700209,457.9807099,100,99.75713418
1648,26,44, KNN, KNN,502.8742022,234.2481388,1406.083597,569.0902667,100,99.75728155
1649,26,45, RF, LR,943.4641086,496.8999889,1033.259071,543.1104768,100,99.75742874
1650,26,46, KNN, KNN,444.437768,217.3209695,998.5543339,481.0733696,100,99.75757576
1651,26,47, KNN, KNN,476.8448973,222.9126734,921.7844005,412.7584059,100,99.75772259
1652,26,48, LR, SVR,380.7805942,161.6483905,963.8731711,412.4473836,100,99.75786925
1653,26,49, KNN, KNN,724.3861,328.3174727,953.4711322,425.163847,100,99.75801573
1654,26,50, LR, LR,594.0595576,273.8679053,907.4307904,419.632281,100,99.75816203
1655,26,51, LR, KNN,311.3219393,173.6384783,846.2880548,422.2751572,100,99.75830816
1656,26,52, KNN, KNN,391.6183517,202.1139585,1048.945048,545.9045031,100,99.75845411
1657,26,53, LR, LR,430.4907625,276.3853321,1287.770166,637.4914063,100,99.75859988
1658,26,54, KNN, KNN,716.7280539,374.2600555,1217.850072,654.7482128,100,99.75874548
1659,26,55, KNN, SVR,559.8381435,172.4021707,1401.071798,629.21875,100,99.7588909
1660,26,56, LR, LR,1195.075332,326.8265952,1527.920809,634.9255642,100,99.75903614
1661,26,57, LR, LR,886.9159859,347.0085039,1412.313246,617.1710708,100,99.75918122
1662,26,58, RF, KNN,770.7201596,289.9216952,1130.379215,513.4323317,100,99.75932611
1663,26,59, KNN, SVR,573.0860552,218.5151047,843.3428357,411.4503606,100,99.75947084
1664,26,60, RF, RF,212.4584201,84.18039494,1130.479655,444.0025635,100,99.75961538
1665,26,61, LR, SVR,91.031478,30.96579985,2625.453518,946.5982592,100,99.75975976
1666,26,62, KNN, KNN,80.9998714,28.58689087,2351.68323,1112.377247,100,99.75990396
1667,26,63, SVR, SVR,19.43136702,9.626670031,2338.106795,954.3201122,100,99.76004799
1668,26,64, KNN, KNN,0.055009469,0.010075715,2477.719975,910.8075431,100,99.76019185
1669,26,65, LR, LR,0,0,2069.741424,723.4673094,100,99.76033553
1670,27,1, KNN, KNN,0.072825,0.009401667,314.4710194,49.20811552,100,99.76047904
1671,27,2, NN, KNN,39.39805025,6.83422789,218.8696815,45.77858353,100,99.76062238
1672,27,3, KNN, KNN,14.13873,3.742050855,149.859907,36.70331063,100,99.76076555
1673,27,4, RF, KNN,41.77709213,13.10441585,242.6076783,64.24341759,100,99.76090855
1674,27,5, LR, RF,178.7052324,51.61279615,454.179098,156.6990992,100,99.76105137
1675,27,6, KNN, KNN,382.2539644,94.17713948,968.39757,330.3804306,100,99.76119403
1676,27,7, LR, RF,172.0817865,61.07147089,945.2511591,400.3510817,100,99.76133652
1677,27,8, RF, RF,244.6206711,115.0562394,703.4423069,309.8264951,100,99.76147883
1678,27,9, RF, SVR,187.3188095,63.73019152,345.6102959,165.5237661,100,99.76162098
1679,27,10, KNN, KNN,52.83100617,24.06377561,319.0626898,157.7561668,100,99.76176295
1680,27,11, RF, RF,279.6250128,77.67607828,400.8120366,198.7071923,100,99.76190476
1681,27,12, RF, RF,97.93211679,38.74301266,385.340289,201.8929729,100,99.7620464
1682,27,13, KNN, KNN,86.07107295,35.35138658,616.7871556,295.9868732,100,99.76218787
1683,27,14, KNN, SVR,54.25876606,21.16344141,939.2257868,467.648657,100,99.76232917
1684,27,15, RF, RF,109.4618214,56.1190697,711.5035196,352.8512114,100,99.76247031
1685,27,16, RF, RF,133.4512917,63.33339211,341.8795109,186.8098438,100,99.76261128
1686,27,17, KNN, SVR,190.827349,100.9468074,530.824164,292.439049,100,99.76275208
1687,27,18, KNN, KNN,226.5225806,97.65240194,679.4421509,383.8955374,100,99.76289271
1688,27,19, RF, SVR,271.6628371,65.01329776,1215.716625,545.4851722,100,99.76303318
1689,27,20, KNN, SVR,470.1894956,72.02468147,812.1387402,316.7483016,100,99.76317348
1690,27,21, RF, SVR,192.7488106,45.82713337,568.6463745,221.4323869,100,99.76331361
1691,27,22, NN, SVR,40.4547523,13.66971391,773.2222321,374.2214753,100,99.76345358
1692,27,23, RF, RF,222.3937564,78.32333725,810.0975936,328.1886393,100,99.76359338
1693,27,24, KNN, KNN,205.3676983,83.92253721,799.1936394,309.5901718,100,99.76373302
1694,27,25, RF, RF,279.9312406,102.6837685,851.3777258,366.2095,100,99.76387249
1695,27,26, KNN, KNN,299.0711959,154.1122307,521.6701974,242.1070713,100,99.7640118
1696,27,27, KNN, KNN,158.5633255,54.49757235,738.926948,279.676842,100,99.76415094
1697,27,28, LR, LR,481.7803344,181.3616879,1006.888239,455.7186067,100,99.76428992
1698,27,29, RF, KNN,772.183109,272.3046258,1346.349026,592.8222839,100,99.76442874
1699,27,30, LR, LR,1137.774337,500.0394104,1335.501475,645.5667411,100,99.76456739
1700,27,31, RF, RF,934.1602525,397.2377562,2057.9869,1045.148281,100,99.76470588
1701,27,32, LR, KNN,910.5927559,415.0160982,1994.309497,1018.49416,100,99.76484421
1702,27,33, KNN, KNN,996.5937854,441.7778571,2283.452824,1140.558016,100,99.76498237
1703,27,34, LR, KNN,1196.473169,412.7389912,2055.803908,961.2164797,100,99.76512038
1704,27,35, KNN, KNN,734.5145765,314.3862285,2183.517441,1036.215315,100,99.76525822
1705,27,36, LR, KNN,704.7340328,232.7488407,1735.188962,750.7003817,100,99.76539589
1706,27,37, NN, SVR,429.6571643,159.5473758,1221.614696,514.9238014,100,99.76553341
1707,27,38, KNN, SVR,1030.192696,317.0974729,1291.581745,517.8079524,100,99.76567077
1708,27,39, KNN, KNN,686.3329675,217.6278611,1434.518354,598.8022017,100,99.76580796
1709,27,40, KNN, KNN,1090.633292,424.6058673,1759.531416,641.0577168,100,99.765945
1710,27,41, KNN, KNN,656.8382336,307.4663821,1268.688095,515.6157906,100,99.76608187
1711,27,42, KNN, KNN,779.607189,321.2993745,1107.271009,485.6222994,100,99.76621859
1712,27,43, LR, LR,724.9182952,302.2028762,1056.92823,484.8946759,100,99.76635514
1713,27,44, KNN, KNN,513.9187322,207.9201453,974.598359,420.3521673,100,99.76649154
1714,27,45, LR, KNN,558.6905978,234.6586359,1070.439745,478.458401,100,99.76662777
1715,27,46, LR, LR,398.9496476,200.8431076,1197.444949,494.0438623,100,99.76676385
1716,27,47, LR, LR,451.7601139,228.7502077,1086.007293,479.2230208,100,99.76689977
1717,27,48, LR, LR,652.2064272,312.7009966,928.7708567,441.7927423,100,99.76703553
1718,27,49, RF, RF,796.7326072,382.0673894,806.9477236,392.6063616,100,99.76717113
1719,27,50, LR, LR,501.0477995,221.887361,651.0318403,308.9193638,100,99.76730657
1720,27,51, LR, LR,421.7337847,239.4676456,558.130809,295.6448744,100,99.76744186
1721,27,52, LR, LR,411.5781976,236.1133803,754.6513544,344.3427288,100,99.76757699
1722,27,53, KNN, KNN,514.1964375,237.3855835,941.7378795,428.9526684,100,99.76771196
1723,27,54, KNN, SVR,662.4569498,281.8112026,915.7739254,498.5554024,100,99.76784678
1724,27,55, KNN, SVR,807.7728972,362.2307846,986.5616796,493.9660948,100,99.76798144
1725,27,56, KNN, SVR,551.4169476,202.6829542,1238.793877,549.1072141,100,99.76811594
1726,27,57, LR, LR,970.269635,384.097078,1016.064332,441.0967593,100,99.76825029
1727,27,58, KNN, SVR,562.549224,207.6343503,818.8855231,382.0414429,100,99.76838448
1728,27,59, RF, SVR,723.9738729,223.6790274,891.1201327,340.3835227,100,99.76851852
1729,27,60, RF, RF,385.268578,158.4172955,872.718102,411.0657502,100,99.7686524
1730,27,61, LR, SVR,93.26090491,39.42779385,1745.777823,730.2365741,100,99.76878613
1731,27,62, KNN, NN,165.1637444,38.77181838,2541.140339,1028.676215,100,99.7689197
1732,27,63, NN, SVR,26.1086429,9.975324646,2166.738695,1004.269481,100,99.76905312
1733,27,65, LR, LR,0,0,2479.034307,1035.095729,100,99.76918638
1734,28,1, RF, KNN,0.027988623,0.00365,212.6119519,42.81158218,100,99.76931949
1735,28,2, LR, SVR,25.7600246,9.012759178,350.0059657,59.86942969,100,99.76945245
1736,28,3, LR, SVR,52.2034529,16.89738215,476.1929802,97.74711314,100,99.76958525
1737,28,4, RF, RF,107.3328459,25.4091318,436.7857051,120.388378,100,99.7697179
1738,28,5, KNN, SVR,249.2630547,90.85810894,448.6593242,203.763232,100,99.7698504
1739,28,6, LR, SVR,126.6143983,40.51872433,522.8513173,196.6621908,100,99.76998275
1740,28,7, RF, KNN,110.7882077,47.47654347,715.8810005,278.7400341,100,99.77011494
1741,28,8, LR, RF,382.9834861,160.5059941,643.8866614,294.4195697,100,99.77024698
1742,28,9, RF, RF,376.713236,106.4234775,446.1111631,172.2632481,100,99.77037887
1743,28,10, LR, KNN,334.917004,93.09774509,399.9633872,149.008724,100,99.77051061
1744,28,11, LR, LR,175.0308323,75.31756396,327.149553,195.6955078,100,99.7706422
1745,28,12, KNN, RF,353.5509156,143.1401884,488.0841399,295.6429937,100,99.77077364
1746,28,13, KNN, KNN,139.8113744,64.49568997,383.2736865,214.7461751,100,99.77090493
1747,28,14, RF, RF,99.68778095,45.67235312,592.5801792,268.6670447,100,99.77103606
1748,28,15, KNN, KNN,179.8502178,73.51672449,698.2389862,350.8983931,100,99.77116705
1749,28,16, LR, LR,254.0109459,125.5251516,474.4355351,254.4237154,100,99.77129788
1750,28,17, KNN, SVR,159.8240322,75.59525977,576.3232439,272.2552445,100,99.77142857
1751,28,18, KNN, KNN,154.4284652,74.30283355,632.2224166,296.1846563,100,99.77155911
1752,28,19, KNN, KNN,257.1361981,73.29025635,1168.818127,444.6110707,100,99.7716895
1753,28,20, KNN, SVR,146.3492797,32.22591814,833.5425486,362.8839972,100,99.77181974
1754,28,21, RF, RF,274.8878135,108.3526178,813.6591405,290.6844857,100,99.77194983
1755,28,22, KNN, NN,258.8317221,82.76156979,1022.379928,408.3159388,100,99.77207977
1756,28,23, RF, RF,345.8183472,69.18487466,1002.23324,380.5529948,100,99.77220957
1757,28,24, KNN, KNN,531.0766618,158.1000022,938.3842742,310.2325721,100,99.77233921
1758,28,25, RF, SVR,234.2368806,95.67617926,1073.19069,402.6151175,100,99.77246871
1759,28,26, RF, RF,257.040704,80.20181013,865.5701364,350.7595008,100,99.77259807
1760,28,27, RF, SVR,267.6244729,97.77172718,615.4233898,287.7462607,100,99.77272727
1761,28,28, KNN, KNN,275.1434834,143.2230792,983.0470256,488.5621094,100,99.77285633
1762,28,29, KNN, KNN,605.5441652,266.6522363,1466.534567,560.7726563,100,99.77298524
1763,28,30, RF, KNN,387.116128,170.3718043,1056.343403,574.1470102,100,99.77311401
1764,28,31, RF, KNN,1081.708818,510.3738316,1880.458395,972.525796,100,99.77324263
1765,28,32, KNN, KNN,696.5347978,256.0959441,1687.518794,731.6223438,100,99.7733711
1766,28,33, RF, KNN,708.4270142,285.2461168,1680.419449,815.8995536,100,99.77349943
1767,28,34, KNN, RF,966.5214075,401.614994,1981.73985,983.2959468,100,99.77362762
1768,28,35, KNN, KNN,789.6981905,324.6882004,2052.330842,918.1972288,100,99.77375566
1769,28,36, KNN, KNN,877.2273081,307.6742076,1914.626103,853.4266984,100,99.77388355
1770,28,37, RF, RF,453.92798,208.3833618,1210.056622,443.782115,100,99.7740113
1771,28,38, KNN, KNN,334.7432798,161.1225133,1173.682877,448.0195602,100,99.7741389
1772,28,39, RF, RF,758.9520222,219.4948667,1432.369407,560.7083525,100,99.77426637
1773,28,40, KNN, KNN,959.5245644,325.6828346,1568.310863,601.1358476,100,99.77439368
1774,28,41, KNN, KNN,834.1333053,434.2309339,1391.670108,586.7729423,100,99.77452086
1775,28,42, LR, LR,887.0445966,432.7858018,1183.487509,524.6885081,100,99.77464789
1776,28,43, LR, RF,574.6143892,236.0479756,1183.266383,538.3040365,100,99.77477477
1777,28,44, KNN, KNN,464.3846288,221.7861393,1027.8619,487.5746897,100,99.77490152
1778,28,45, KNN, KNN,553.2113405,250.04853,1087.190053,463.5380345,100,99.77502812
1779,28,46, LR, RF,741.1749423,310.9741661,1096.329985,508.2892198,100,99.77515458
1780,28,47, LR, KNN,377.6945836,202.7603123,932.7457626,450.9647651,100,99.7752809
1781,28,48, KNN, KNN,604.3561046,269.5429669,1005.258293,499.7458065,100,99.77540707
1782,28,49, LR, KNN,501.2928284,189.9974329,1050.811901,410.4770269,100,99.77553311
1783,28,50, RF, RF,525.4989768,245.0439516,581.2359848,269.2059763,100,99.775659
1784,28,51, RF, RF,204.0964628,85.94207559,625.2161038,274.4121668,100,99.77578475
1785,28,52, LR, RF,310.2078666,141.1179024,720.2922872,357.4629316,100,99.77591036
1786,28,53, KNN, RF,379.8943626,148.1490648,728.0508129,376.1126886,100,99.77603583
1787,28,54, LR, KNN,484.4849967,201.8292296,858.2972544,424.7563244,100,99.77616116
1788,28,55, LR, SVR,445.9878962,182.3057165,995.2181393,467.9105065,100,99.77628635
1789,28,56, RF, SVR,409.7910484,162.1892251,1089.453236,499.8716108,100,99.7764114
1790,28,57, LR, LR,464.6872765,236.0531674,1110.23683,495.7302616,100,99.77653631
1791,28,58, NN, SVR,373.8411843,112.1529228,1139.915467,430.3934067,100,99.77666108
1792,28,59, KNN, KNN,377.39175,167.7159075,1281.965571,450.5639143,100,99.77678571
1793,28,60, LR, KNN,609.9229873,232.5423781,868.7403031,392.6479105,100,99.77691021
1794,28,61, RF, KNN,245.043418,95.4869845,1116.580553,454.7055584,100,99.77703456
1795,28,62, KNN, SVR,132.5523187,22.41741574,1867.860826,803.9602388,100,99.77715877
1796,28,63, NN, NN,13.61344183,9.822204181,2442.826466,996.0828125,100,99.77728285
1797,28,64, RF, SVR,3.116228614,0.825217619,2723.314168,1174.423599,100,99.77740679
1798,28,65, LR, LR,0.29478568,0.038056668,2851.830901,989.4983974,100,99.77753059
1799,29,1, LR, SVR,9.719567653,3.0601485,138.1993911,38.71144014,100,99.77765425
1800,29,2, RF, RF,186.9587129,54.90678295,238.2621788,71.56577903,100,99.77777778
1801,29,3, NN, SVR,31.30857202,8.37393269,440.0496427,96.44872599,100,99.77790117
1802,29,4, RF, KNN,325.8404206,76.446992,545.1667421,179.6033829,100,99.77802442
1803,29,5, RF, RF,102.1230024,44.18778227,684.8908554,319.4507308,100,99.77814753
1804,29,6, LR, SVR,374.939167,135.331702,593.244801,263.4988952,100,99.77827051
1805,29,7, KNN, KNN,435.397426,136.1948687,670.3407637,247.3903788,100,99.77839335
1806,29,8, KNN, KNN,279.7397027,122.2139221,621.1609639,274.2921113,100,99.77851606
1807,29,9, LR, LR,331.4250175,111.9486424,368.1833782,170.7333442,100,99.77863863
1808,29,10, KNN, KNN,101.9739252,44.34368623,239.5876835,119.1000819,100,99.77876106
1809,29,11, KNN, KNN,194.0868111,75.22402286,331.230373,166.3698828,100,99.77888336
1810,29,12, RF, RF,219.7678202,98.62132846,625.6271762,369.5306951,100,99.77900552
1811,29,13, KNN, RF,247.8239674,111.4828008,317.8989831,171.8895434,100,99.77912755
1812,29,14, KNN, KNN,107.1073401,42.28399854,356.8149468,156.0464071,100,99.77924945
1813,29,15, LR, RF,191.5204974,85.77331983,679.6322535,330.1356027,100,99.77937121
1814,29,16, LR, KNN,263.4260959,131.2295336,612.4390453,296.0295483,100,99.77949283
1815,29,17, KNN, KNN,171.2710106,82.24914362,527.8246859,244.143707,100,99.77961433
1816,29,18, KNN, KNN,335.0835453,109.0490299,579.204512,283.2763021,100,99.77973568
1817,29,19, RF, KNN,148.1027027,53.27710222,903.5636381,389.8986725,100,99.77985691
1818,29,20, LR, SVR,405.4932947,94.30663028,830.3786347,355.0224459,100,99.779978
1819,29,21, KNN, KNN,367.5056061,145.7804197,564.8169309,274.5795935,100,99.78009896
1820,29,22, KNN, KNN,200.5727618,100.5984183,779.9504258,310.5657895,100,99.78021978
1821,29,23, KNN, KNN,450.5315777,142.7914428,920.8838508,366.8999349,100,99.78034047
1822,29,24, KNN, KNN,37.04974143,11.26019378,1119.843315,444.2132428,100,99.78046103
1823,29,25, RF, RF,89.78137249,28.6562127,1029.591435,462.2758305,100,99.78058146
1824,29,26, RF, RF,269.1056588,72.41968275,931.2401358,334.7058222,100,99.78070175
1825,29,27, RF, SVR,310.097534,123.9931046,645.3469262,319.7222522,100,99.78082192
1826,29,28, KNN, SVR,694.5405848,263.0935866,1218.364914,589.1694739,100,99.78094195
1827,29,29, KNN, SVR,386.5112788,177.6078699,1195.878962,561.1322966,100,99.78106185
1828,29,30, LR, SVR,635.9201598,253.3205631,1182.590193,562.6727983,100,99.78118162
1829,29,31, KNN, KNN,531.8640773,198.7491148,1472.983272,668.4673109,100,99.78130126
1830,29,32, KNN, KNN,476.3284531,211.1110211,1538.423236,732.0359513,100,99.78142077
1831,29,33, RF, RF,484.6358877,214.2245072,1093.278373,594.5041903,100,99.78154014
1832,29,34, LR, LR,537.8286402,253.1106794,1787.549493,834.5358953,100,99.78165939
1833,29,35, LR, LR,475.7424365,209.8492792,1697.577119,737.9275701,100,99.78177851
1834,29,36, KNN, SVR,598.6427002,172.2068475,1664.549294,659.955625,100,99.78189749
